date,close price,FOXA_SHE,FOXA_TA,FOXA_TL,market cap,PB Ratio
,,11045000000.0,14078000000.0,3033000000.0,,
2019-03-12,38.0,11045000000.0,14078000000.0,3033000000.0,23598000000.0,2.1365323675871437
2019-03-13,39.75,11045000000.0,14078000000.0,3033000000.0,24684750000.0,2.2349253055681304
2019-03-14,40.65,11045000000.0,14078000000.0,3033000000.0,25243650000.0,2.285527387958352
2019-03-15,41.7,11045000000.0,14078000000.0,3033000000.0,25895700000.0,2.344563150746944
2019-03-18,41.7,10394000000.0,13466000000.0,3072000000.0,25895700000.0,2.4914085049066768
2019-03-19,40.34,10394000000.0,13466000000.0,3072000000.0,25051140000.0,2.4101539349624783
2019-03-20,38.62,10394000000.0,13466000000.0,3072000000.0,23983020000.0,2.3073908023859917
2019-03-21,40.02,10394000000.0,13466000000.0,3072000000.0,24852420000.0,2.391035212622667
2019-03-22,38.72,10394000000.0,13466000000.0,3072000000.0,24045120000.0,2.313365403117183
2019-03-25,37.44,10394000000.0,13466000000.0,3072000000.0,23250240000.0,2.2368905137579373
2019-03-26,37.54,10394000000.0,13466000000.0,3072000000.0,23312340000.0,2.2428651144891285
2019-03-27,36.92,10394000000.0,13466000000.0,3072000000.0,22927320000.0,2.2058225899557438
2019-03-28,36.4,10394000000.0,13466000000.0,3072000000.0,22604400000.0,2.17475466615355
2019-03-29,36.71,10394000000.0,13466000000.0,3072000000.0,22796910000.0,2.1932759284202423
2019-04-01,36.85,10394000000.0,13466000000.0,3072000000.0,22883850000.0,2.20164036944391
2019-04-02,36.28,10394000000.0,13466000000.0,3072000000.0,22529880000.0,2.167585145276121
2019-04-03,36.08,10394000000.0,13466000000.0,3072000000.0,22405680000.0,2.155635943813739
2019-04-04,36.76,10394000000.0,13466000000.0,3072000000.0,22827960000.0,2.196263228785838
2019-04-05,37.68,10394000000.0,13466000000.0,3072000000.0,23399280000.0,2.2512295555127957
2019-04-08,37.47,10394000000.0,13466000000.0,3072000000.0,23268870000.0,2.2386828939772947
2019-04-09,37.31,10394000000.0,13466000000.0,3072000000.0,23169510000.0,2.229123532807389
2019-04-10,36.48,10394000000.0,13466000000.0,3072000000.0,22654080000.0,2.179534346738503
2019-04-11,37.09,10394000000.0,13466000000.0,3072000000.0,23032890000.0,2.2159794111987687
2019-04-12,37.53,10394000000.0,13466000000.0,3072000000.0,23306130000.0,2.2422676544160094
2019-04-15,37.53,10394000000.0,13466000000.0,3072000000.0,23306130000.0,2.2422676544160094
2019-04-16,37.75,10394000000.0,13466000000.0,3072000000.0,23442750000.0,2.2554117760246295
