date,MKC,MKC_SHE,PB Ratio
2002-10-11,,584883000.0,
2002-12-02,3301660440.0,584883000.0,5.64499299859972
2002-12-03,3325554960.0,584883000.0,5.6858465026338605
2002-12-04,3325554960.0,584883000.0,5.6858465026338605
2002-12-05,3310093800.0,584883000.0,5.659411882376475
2002-12-06,3281982600.0,584883000.0,5.6113489364539575
2002-12-09,3281982600.0,584883000.0,5.6113489364539575
2002-12-10,3349449479.9999995,584883000.0,5.726700006668
2002-12-11,3345232800.0,584883000.0,5.719490564779623
2002-12-12,3352260600.0,584883000.0,5.731506301260252
2002-12-13,3338205000.0,584883000.0,5.707474828298993
2002-12-16,3329771640.0,584883000.0,5.6930559445222375
2002-12-17,3378966240.0,584883000.0,5.777166099886644
2002-12-18,3322743840.0,584883000.0,5.681040208041608
2002-12-19,3314310479.9999995,584883000.0,5.666621324264852
2002-12-20,3356477280.0,584883000.0,5.73871574314863
2002-12-23,3373344000.0,584883000.0,5.7675535107021405
2002-12-24,3329771640.0,584883000.0,5.6930559445222375
2002-12-26,3294632640.0,584883000.0,5.63297726211909
2002-12-27,3241221360.0,584883000.0,5.541657664866307
2002-12-30,3259493640.0,584883000.0,5.572898579715943
2002-12-31,3260899200.0,584883000.0,5.575301727012069
2003-01-02,3317121600.0,584883000.0,5.671427618857105
2003-01-03,3308688240.0,584883000.0,5.65700873508035
2003-01-06,3259493640.0,584883000.0,5.572898579715943
2003-01-07,3231382440.0,584883000.0,5.524835633793425
2003-01-08,3199054560.0,584883000.0,5.469563245982529
2003-01-09,3222949080.0,584883000.0,5.51041675001667
2003-01-10,3222949080.0,584883000.0,5.51041675001667
2003-01-13,3231382440.0,584883000.0,5.524835633793425
2003-01-14,3289010400.0,584883000.0,5.623364672934587
2003-01-15,3213110160.0,584883000.0,5.493594718943789
2003-01-16,3227165760.0,584883000.0,5.517626191905047
2003-01-17,3190621200.0,584883000.0,5.4551443622057745
2003-01-21,3187810080.0,584883000.0,5.450338067613523
2003-01-22,3203271240.0,584883000.0,5.476772687870907
2003-01-23,3199054560.0,584883000.0,5.469563245982529
2003-01-24,3169537800.0,584883000.0,5.419097152763886
2003-01-27,3142832160.0,584883000.0,5.3734373541374945
2003-01-28,3128776560.0,584883000.0,5.349405881176235
2003-01-29,3106287600.0,584883000.0,5.310955524438221
2003-01-30,3114720960.0,584883000.0,5.3253744082149765
2003-01-31,3148454400.0,584883000.0,5.383049943321998
2003-02-03,3177971160.0,584883000.0,5.433516036540642
2003-02-04,3204676800.0,584883000.0,5.479175835167033
2003-02-05,3204676800.0,592000000.0,5.4133054054054055
2003-02-06,3183593400.0,592000000.0,5.377691554054054
2003-02-07,3172348920.0,592000000.0,5.3586975
2003-02-10,3187810080.0,592000000.0,5.384814324324324
2003-02-11,3154076640.0,592000000.0,5.327832162162162
2003-02-12,3134398800.0,592000000.0,5.294592567567568
2003-02-13,3138615479.9999995,592000000.0,5.301715337837837
2003-02-14,3130182120.0,592000000.0,5.287469797297297
2003-02-18,3235599120.0,592000000.0,5.465539054054054
2003-02-19,3162510000.0,592000000.0,5.342077702702703
2003-02-20,3158293320.0,592000000.0,5.334954932432432
2003-02-21,3175160040.0,592000000.0,5.363446013513514
2003-02-24,3141426600.0,592000000.0,5.306463851351351
