date,WM,WM_SHE,PB Ratio
2003-04-30,,5344000000.0,
2003-06-30,12819321425.13,5344000000.0,2.398825116977919
2003-07-01,12947035710.81,5344000000.0,2.422723748280314
2003-07-02,13218428567.88,5344000000.0,2.473508339797904
2003-07-03,13197142853.6,5344000000.0,2.4695252345808383
2003-07-07,13175857139.320002,5344000000.0,2.4655421293637727
2003-07-08,13340821424.99,5344000000.0,2.496411194796033
2003-07-09,13314214282.14,5344000000.0,2.4914323132747005
2003-07-10,12931071425.1,5344000000.0,2.419736419367515
2003-07-11,12989607139.37,5344000000.0,2.430689958714446
2003-07-14,13026857139.36,5344000000.0,2.4376603928443115
2003-07-15,13032178567.929998,5344000000.0,2.4386561691485777
2003-07-16,12798035710.85,5344000000.0,2.3948420117608533
2003-07-17,12441499996.66,5344000000.0,2.328124999375
2003-07-18,12569214282.34,5344000000.0,2.352023630677395
2003-07-21,12446821425.23,5344000000.0,2.3291207756792662
2003-07-22,12510678568.070002,5344000000.0,2.3410700913304643
2003-07-23,12425535710.95,5344000000.0,2.3251376704622007
2003-07-24,12319107139.55,5344000000.0,2.305222144376871
2003-07-25,12723535710.87,5344000000.0,2.3809011435011227
2003-07-28,12627749996.61,5344000000.0,2.3629771700243265
2003-07-29,12531964282.35,5344000000.0,2.34505319654753
2003-07-30,12622428568.039999,5344000000.0,2.3619813937200598
2003-07-31,12712892853.73,5344000000.0,2.3789095908925897
2003-08-01,12611785710.9,5344000000.0,2.3599898411115268
2003-08-04,12675642853.74,5344000000.0,2.3719391567627244
2003-08-05,13117321425.05,5584000000.0,2.34909051308202
2003-08-06,12941714282.24,5584000000.0,2.3176422425214898
2003-08-07,13090714282.2,5584000000.0,2.344325623603152
2003-08-08,13202464282.17,5584000000.0,2.364338159414398
2003-08-11,13250357139.3,5584000000.0,2.372914960476361
2003-08-12,13276964282.15,5584000000.0,2.377679849955229
2003-08-13,13138607139.33,5584000000.0,2.3529024246651145
2003-08-14,13186499996.460001,5584000000.0,2.3614792257270776
2003-08-15,13388714282.12,5584000000.0,2.397692385766476
2003-08-18,13463214282.1,5584000000.0,2.4110340763073066
2003-08-19,13883607139.13,5584000000.0,2.486319330073424
2003-08-20,13878285710.56,5584000000.0,2.48536635217765
2003-08-21,14021964281.95,5584000000.0,2.5110967553635386
2003-08-22,13931499996.26,5584000000.0,2.4948961311353868
2003-08-25,13835714282.0,5584000000.0,2.4777425290114614
2003-08-26,13644142853.48,5584000000.0,2.4434353247636103
2003-08-27,13766535710.59,5584000000.0,2.465353816366404
2003-08-28,13835714282.0,5584000000.0,2.4777425290114614
2003-08-29,14160321424.77,5584000000.0,2.5358741806536536
2003-09-02,14202892853.33,5584000000.0,2.5434980038198423
2003-09-03,14000678567.67,5584000000.0,2.507284843780444
2003-09-04,14048571424.8,5584000000.0,2.5158616448424067
2003-09-05,13851678567.710001,5584000000.0,2.4806014626987825
2003-09-08,14021964281.95,5584000000.0,2.5110967553635386
2003-09-09,13825071424.86,5584000000.0,2.4758365732199143
2003-09-10,13633499996.34,5584000000.0,2.441529368972063
2003-09-11,13633499996.34,5584000000.0,2.441529368972063
2003-09-12,13702678567.75,5584000000.0,2.4539180816171204
2003-09-15,13628178567.77,5584000000.0,2.4405763910762897
2003-09-16,13888928567.7,5584000000.0,2.4872723079691976
2003-09-17,13782499996.3,5584000000.0,2.4682127500537248
2003-09-18,14085821424.789999,5584000000.0,2.5225324901128223
2003-09-19,14192249996.19,5584000000.0,2.541592048028295
2003-09-22,14048571424.8,5584000000.0,2.5158616448424067
2003-09-23,14117749996.210001,5584000000.0,2.5282503574874644
2003-09-24,14154999996.2,5584000000.0,2.5349212027578796
2003-09-25,14123071424.779999,5584000000.0,2.5292033353832375
2003-09-26,13920857139.12,5584000000.0,2.4929901753438397
2003-09-29,14224178567.61,5584000000.0,2.5473099154029373
2003-09-30,13926178567.69,5584000000.0,2.4939431532396132
2003-10-01,14021964281.95,5584000000.0,2.5110967553635386
2003-10-02,13830392853.429998,5584000000.0,2.4767895511156874
2003-10-03,13862321424.85,5584000000.0,2.4825074184903295
2003-10-06,13846357139.14,5584000000.0,2.4796484848030085
2003-10-07,14080499996.220001,5584000000.0,2.521579512217049
2003-10-08,13883607139.13,5584000000.0,2.486319330073424
2003-10-09,13835714282.0,5584000000.0,2.4777425290114614
2003-10-10,13750571424.88,5584000000.0,2.462494882679083
2003-10-13,13644142853.48,5584000000.0,2.4434353247636103
2003-10-14,13862321424.85,5584000000.0,2.4825074184903295
2003-10-15,13920857139.12,5584000000.0,2.4929901753438397
2003-10-16,13979392853.39,5584000000.0,2.5034729321973495
2003-10-17,14080499996.220001,5584000000.0,2.521579512217049
2003-10-20,14085821424.789999,5584000000.0,2.5225324901128223
2003-10-21,14059214281.94,5584000000.0,2.517767600633954
2003-10-22,13862321424.85,5584000000.0,2.4825074184903295
2003-10-23,13617535710.63,5584000000.0,2.438670435284742
2003-10-24,13409999996.4,5584000000.0,2.40150429734957
2003-10-27,13500464282.09,5584000000.0,2.417704921577722
2003-10-28,13516428567.8,5584000000.0,2.420563855265043
2003-10-29,13798464282.01,5584000000.0,2.471071683741046
2003-10-30,13771857139.16,5584000000.0,2.4663067942621777
2003-10-31,13793142853.44,5606000000.0,2.4604250541277204
2003-11-03,13835714282.0,5606000000.0,2.468018958615769
2003-11-04,13702678567.75,5606000000.0,2.444288007090617
2003-11-05,13553678567.789999,5606000000.0,2.417709341382447
2003-11-06,13686714282.039999,5606000000.0,2.4414402929075987
2003-11-07,14128392853.35,5606000000.0,2.5202270519711023
2003-11-10,14224178567.61,5606000000.0,2.537313337069212
2003-11-11,14288035710.45,5606000000.0,2.5487041938012847
2003-11-12,14516857138.960001,5606000000.0,2.5895214304245453
2003-11-13,15001107138.83,5606000000.0,2.675902093976097
2003-11-14,15054321424.529999,5606000000.0,2.6853944745861575
2003-11-17,14958535710.27,5606000000.0,2.6683081894880485
2003-11-18,14905321424.570002,5606000000.0,2.6588158088779883
2003-11-19,15043678567.39,5606000000.0,2.6834959984641453
2003-11-20,14990464281.69,5606000000.0,2.674003617854085
2003-11-21,14979821424.55,5606000000.0,2.6721051417320725
2003-11-24,15144785710.220001,5606000000.0,2.701531521623261
2003-11-25,15405535710.15,5606000000.0,2.748044186612558
2003-11-26,15671607138.65,5606000000.0,2.795506089662861
2003-11-28,15650321424.37,5606000000.0,2.791709137418837
2003-12-01,15565178567.25,5606000000.0,2.77652132844274
2003-12-02,15538571424.4,5606000000.0,2.7717751381377096
2003-12-03,15671607138.65,5606000000.0,2.795506089662861
2003-12-04,15570499995.820002,5606000000.0,2.7774705665037462
2003-12-05,15325714281.6,5606000000.0,2.733805615697467
2003-12-08,15405535710.15,5606000000.0,2.748044186612558
2003-12-09,15602428567.24,5606000000.0,2.7831659948697824
2003-12-10,15639678567.23,5606000000.0,2.7898106612968245
