date,UA,UA_SHE,PB Ratio
2006-03-15,,150830000.0,
2006-05-10,,160700000.0,
2006-08-03,,167682000.0,
2006-11-08,,196413000.0,
2007-02-28,,214388000.0,
2007-05-08,,226623000.0,
2007-08-08,,235271000.0,
2007-11-07,,260779000.0,
2008-02-22,,280485000.0,
2008-05-07,,285805000.0,
2008-08-06,,290851000.0,
2008-11-05,,319775000.0,
2009-02-20,,331097000.0,
2009-05-07,,338758000.0,
2009-08-05,,347668000.0,
2009-11-04,,377514000.0,
2010-02-25,,399997000.0,
2010-05-05,,412847000.0,
2010-08-05,,423115000.0,
2010-11-03,,461391000.0,
2011-02-24,,496966000.0,
2011-05-04,,525175000.0,
2011-08-05,,538466000.0,
2011-11-04,,592065000.0,
2012-02-27,,636432000.0,
2012-05-04,,674088000.0,
2012-08-06,,689133000.0,
2012-11-08,,758380000.0,
2013-02-25,,816922000.0,
2013-05-01,,843158000.0,
2013-08-06,,877007000.0,
2013-11-05,,966455000.0,
2014-02-21,,1053354000.0,
2014-05-07,,1108577000.0,
2014-08-05,,1140759000.0,
2014-11-05,,1254141000.0,
2015-02-20,,1350300000.0,
2015-05-01,,1384526000.0,
2015-07-01,18596856080.0,1384526000.0,13.431929830136813
2015-07-02,18669689720.0,1384526000.0,13.484535299445442
2015-07-06,18667482640.0,1384526000.0,13.482941194314877
2015-07-07,18746937520.0,1384526000.0,13.5403289790152
2015-07-08,18625548120.0,1384526000.0,13.45265319683415
2015-07-09,18647618920.0,1384526000.0,13.468594248139796
2015-07-10,19033857920.0,1384526000.0,13.747562645988591
2015-07-13,19720259800.0,1384526000.0,14.243329341594164
2015-07-14,19598870400.0,1384526000.0,14.155653559413114
2015-07-15,19484102240.0,1384526000.0,14.072760092623756
2015-07-16,18837427800.0,1384526000.0,13.605687289368348
2015-07-17,19250151760.0,1384526000.0,13.903784948783915
2015-07-20,19631976600.0,1384526000.0,14.179565136371581
2015-07-21,19497344720.0,1384526000.0,14.082324723407144
2015-07-22,19724673960.0,1384526000.0,14.246517551855291
2015-07-23,21172518440.0,1384526000.0,15.29225051750563
2015-07-24,21199003400.0,1384526000.0,15.311379779072405
2015-07-27,21282872440.0,1384526000.0,15.371955774033857
2015-07-28,21596277800.0,1384526000.0,15.598318702574021
2015-07-29,21810364560.0,1384526000.0,15.752946900238783
2015-07-30,21911890240.0,1384526000.0,15.826275736244751
2015-07-31,21922925640.0,1384526000.0,15.834246261897574
2015-08-03,21686768080.0,1384526000.0,15.663677012927169
2015-08-04,21927339800.0,1415580000.0,15.490003955975643
2015-08-05,22300336320.0,1415580000.0,15.753497732378248
2015-08-06,21671318520.0,1415580000.0,15.309144322468528
2015-08-07,21613934440.0,1415580000.0,15.268606818406589
2015-08-10,21794915000.0,1415580000.0,15.39645586967886
2015-08-11,21869955720.0,1415580000.0,15.449466451913704
2015-08-12,21578621160.0,1415580000.0,15.243660662060782
2015-08-13,21938375200.0,1415580000.0,15.497799629833708
2015-08-14,22125977000.0,1415580000.0,15.630326085420817
2015-08-17,22234123920.0,1415580000.0,15.706723689229856
2015-08-18,22150254880.0,1415580000.0,15.64747656790856
2015-08-19,22084042480.0,1415580000.0,15.60070252476017
2015-08-20,21331428200.0,1415580000.0,15.06903756764012
2015-08-21,19870341240.0,1415580000.0,14.03689034883228
2015-08-24,18857291520.0,1415580000.0,13.321247488661891
2015-08-25,19206010160.0,1415580000.0,13.567590782576753
2015-08-26,20031458080.0,1415580000.0,14.150707187160034
2015-08-27,21119548520.0,1415580000.0,14.919360629565267
2015-08-28,21278458280.0,1415580000.0,15.031618333121406
2015-08-31,21084235240.0,1415580000.0,14.894414473219458
2015-09-01,20561157280.0,1415580000.0,14.524899532347165
2015-09-02,21108513120.0,1415580000.0,14.9115649557072
2015-09-03,21106306040.0,1415580000.0,14.910005820935588
2015-09-04,20967260000.0,1415580000.0,14.811780330323966
2015-09-08,21424125560.0,1415580000.0,15.134521228047868
2015-09-09,20991537880.0,1415580000.0,14.82893081281171
2015-09-10,21225488360.0,1415580000.0,14.994199098602692
2015-09-11,21318185720.0,1415580000.0,15.05968275901044
2015-09-14,21221074200.0,1415580000.0,14.991080829059467
2015-09-15,21779465440.0,1415580000.0,15.385541926277568
2015-09-16,22812378880.0,1415580000.0,16.115216999392477
2015-09-17,22975702800.0,1415580000.0,16.23059297249184
2015-09-18,22468074400.0,1415580000.0,15.871991975020839
2015-09-21,22748373560.0,1415580000.0,16.070002091015695
2015-09-22,22487938120.0,1415580000.0,15.886024187965356
2015-09-23,22386412440.0,1415580000.0,15.814303988471156
2015-09-24,22554150520.0,1415580000.0,15.932798231113749
2015-09-25,22889626680.0,1415580000.0,16.16978671639893
2015-09-28,22245159320.0,1415580000.0,15.714519363087922
2015-09-29,20737723680.0,1415580000.0,14.649630314076209
2015-09-30,21360120240.0,1415580000.0,15.089306319671088
2015-10-01,21830593120.0,1415580000.0,15.421659757837777
2015-10-02,22142017000.0,1415580000.0,15.641657129939672
2015-10-05,22497614480.0,1415580000.0,15.892859803048927
2015-10-06,22055878480.0,1415580000.0,15.580806792975318
2015-10-07,21879184080.0,1415580000.0,15.455985588945873
2015-10-08,22338589520.0,1415580000.0,15.780520719422428
2015-10-09,22599213760.0,1415580000.0,15.964631995365858
2015-10-12,22826707800.0,1415580000.0,16.125339295553765
2015-10-13,22373928400.0,1415580000.0,15.805484960228316
2015-10-14,21486039040.0,1415580000.0,15.178258409980362
2015-10-15,21974157320.0,1415580000.0,15.5230769861117
2015-10-16,22104469440.0,1415580000.0,15.615132624083415
2015-10-19,22186190600.0,1415580000.0,15.672862430947033
2015-10-20,22080173960.0,1415580000.0,15.597969708529366
2015-10-21,21899062200.0,1415580000.0,15.470027974399187
2015-10-22,20719627080.0,1415580000.0,14.63684643750265
2015-10-23,20324273360.0,1415580000.0,14.35755899348677
2015-10-26,20774844080.0,1415580000.0,14.675853063761851
2015-10-27,20922825640.0,1415580000.0,14.780390822136509
2015-10-28,21322596720.0,1415580000.0,15.062798796253126
2015-10-29,21282840480.0,1415580000.0,15.034714025346501
2015-10-30,21000129440.0,1415580000.0,14.83500009889939
2015-11-02,21137067600.0,1415580000.0,14.93173653202221
2015-11-03,21291675200.0,1415580000.0,15.040955085547973
2015-11-04,21048720400.0,1535254000.0,13.710252765991816
2015-11-05,21209954040.0,1535254000.0,13.815273589907598
2015-11-06,21205536680.0,1535254000.0,13.81239630706059
2015-11-10,21088476640.0,1535254000.0,13.736148311614885
2015-11-11,20666618760.0,1535254000.0,13.461367799725648
2015-11-12,20399368480.0,1535254000.0,13.28729218748168
2015-11-13,19310489240.0,1535254000.0,12.578041965694275
2015-11-16,19878120000.0,1535254000.0,12.947772811534769
2015-11-17,18771571320.0,1535254000.0,12.227013458359334
2015-11-18,19281776400.0,1535254000.0,12.559339627188725
2015-11-19,19712469000.0,1535254000.0,12.83987470477198
2015-11-20,20322064680.0,1535254000.0,13.236939737659045
2015-11-23,20355194880.0,1535254000.0,13.258519359011604
2015-11-24,20337525440.0,1535254000.0,13.247010227623573
2015-11-25,20341942800.0,1535254000.0,13.24988751047058
2015-11-27,19807442240.0,1535254000.0,12.901736285982645
2015-11-30,19043238960.0,1535254000.0,12.403966353450308
2015-12-01,19255272240.0,1535254000.0,12.54207593010668
2015-12-02,19197846560.0,1535254000.0,12.504671253095578
2015-12-03,18586042200.0,1535254000.0,12.106167578785008
2015-12-04,19283985080.0,1535254000.0,12.56077826861223
2015-12-07,19122751440.0,1535254000.0,12.455757444696447
2015-12-08,19266315640.0,1535254000.0,12.549269137224199
2015-12-09,19063117080.0,1535254000.0,12.416914126261844
2015-12-10,18921761560.0,1535254000.0,12.324841075157597
2015-12-11,18234862080.0,1535254000.0,11.877423592447895
2015-12-15,18005159360.0,1535254000.0,11.727804884403493
2015-12-16,18356339480.0,1535254000.0,11.956548870740606
2015-12-17,17949942360.0,1535254000.0,11.691838848815896
2015-12-18,17861595160.0,1535254000.0,11.634293191875742
2015-12-21,17883681960.0,1535254000.0,11.64867960611078
2015-12-22,17751161160.0,1535254000.0,11.56236112070055
2015-12-23,18108967320.0,1535254000.0,11.795421031308175
2015-12-24,17934481600.0,1535254000.0,11.68176835885137
2015-12-28,17938898960.0,1535254000.0,11.684645641698378
2015-12-29,18166393000.0,1535254000.0,11.832825708319275
2015-12-30,17881473280.0,1535254000.0,11.647240964687276
2015-12-31,17804169480.0,1535254000.0,11.596888514864641
2016-01-04,35310091600.0,1535254000.0,22.999511220944548
2016-01-05,35527289000.0,1535254000.0,23.1409844885602
2016-01-06,35403176200.0,1535254000.0,23.060142621351254
2016-01-07,34574280000.0,1535254000.0,22.520234436777237
2016-01-08,33244500000.0,1535254000.0,21.654071573824265
2016-01-11,31010469599.999996,1535254000.0,20.198917964063273
2016-01-12,31981209000.000004,1535254000.0,20.831216854018948
2016-01-13,31857096200.000004,1535254000.0,20.75037498681
2016-01-14,30970576200.000004,1535254000.0,20.17293307817469
2016-01-15,30420933799.999996,1535254000.0,19.81491909482079
2016-01-19,29747178600.0,1535254000.0,19.376063244257953
2016-01-20,29849128400.0,1535254000.0,19.442469063751016
2016-01-21,30611535600.0,1535254000.0,19.939069105177385
2016-01-22,31378375400.000004,1535254000.0,20.438556356146933
2016-01-25,30212601600.0,1535254000.0,19.679220246291493
2016-01-26,29857993600.0,1535254000.0,19.448243482837366
2016-01-27,30398770800.0,1535254000.0,19.80048304710491
2016-01-28,37264868200.0,1535254000.0,24.272770629485414
2016-01-29,37867701800.0,1535254000.0,24.665431127357426
2016-02-01,37734723800.0,1535254000.0,24.57881484106213
2016-02-02,36347320000.0,1535254000.0,23.675118254047863
2016-02-03,35859734000.0,1535254000.0,23.35752520429844
2016-02-04,35700160400.0,1535254000.0,23.253585660744086
2016-02-05,34277295800.0,1535254000.0,22.326791397384408
2016-02-09,32069860999.999996,1535254000.0,20.888961044882475
2016-02-10,33014004800.0,1535254000.0,21.503936677579084
2016-02-11,32171810800.0,1535254000.0,20.955366864375538
2016-02-12,33816305400.000004,1535254000.0,22.026521604894047
2016-02-16,35434204400.0,1535254000.0,23.08035308815349
2016-02-17,36777282200.0,1535254000.0,23.95517757973599
2016-02-18,35917357800.0,1535254000.0,23.395058928359738
2016-02-19,35744486400.0,1535254000.0,23.28245775617585
2016-02-22,,1668222000.0,
2016-02-23,35682430000.0,1668222000.0,21.38949732109995
2016-02-24,36413809000.0,1668222000.0,21.827915589172186
2016-02-25,36817175600.0,1668222000.0,22.069709906715055
2016-02-26,37149620600.0,1668222000.0,22.26899093765698
