date,close price,ABBV_SHE,ABBV_TA,ABBV_TL,market cap,PB Ratio
,,11932000000.0,19521000000.0,7589000000.0,,
2013-01-02,35.12,11932000000.0,19521000000.0,7589000000.0,,
2013-01-03,34.83,11932000000.0,19521000000.0,7589000000.0,,
2013-01-04,34.39,11932000000.0,19521000000.0,7589000000.0,,
2013-01-07,34.46,11932000000.0,19521000000.0,7589000000.0,,
2013-01-08,33.71,11932000000.0,19521000000.0,7589000000.0,,
2013-01-09,33.9,11932000000.0,19521000000.0,7589000000.0,,
2013-01-10,34.0,11932000000.0,19521000000.0,7589000000.0,,
2013-01-11,33.85,11932000000.0,19521000000.0,7589000000.0,,
2013-01-14,34.09,11932000000.0,19521000000.0,7589000000.0,,
2013-01-15,34.6,11932000000.0,19521000000.0,7589000000.0,,
2013-01-16,35.54,11932000000.0,19521000000.0,7589000000.0,,
2013-01-17,36.42,11932000000.0,19521000000.0,7589000000.0,,
2013-01-18,37.32,11932000000.0,19521000000.0,7589000000.0,,
2013-01-22,36.42,11932000000.0,19521000000.0,7589000000.0,,
2013-01-23,37.8,11932000000.0,19521000000.0,7589000000.0,,
2013-01-24,37.46,11932000000.0,19521000000.0,7589000000.0,,
2013-01-25,37.6,11932000000.0,19521000000.0,7589000000.0,,
2013-01-28,36.89,11932000000.0,19521000000.0,7589000000.0,,
2013-01-29,37.31,11932000000.0,19521000000.0,7589000000.0,,
2013-01-30,36.93,11932000000.0,19521000000.0,7589000000.0,,
2013-01-31,36.69,11932000000.0,19521000000.0,7589000000.0,,
2013-02-01,37.18,11932000000.0,19521000000.0,7589000000.0,,
2013-02-04,37.28,11932000000.0,19521000000.0,7589000000.0,,
2013-02-05,37.2,11932000000.0,19521000000.0,7589000000.0,,
2013-02-06,37.14,11932000000.0,19521000000.0,7589000000.0,,
2013-02-07,36.42,11932000000.0,19521000000.0,7589000000.0,,
2013-02-08,36.25,11932000000.0,19521000000.0,7589000000.0,,
2013-02-11,35.85,11932000000.0,19521000000.0,7589000000.0,,
2013-02-12,35.42,11932000000.0,19521000000.0,7589000000.0,,
2013-02-13,35.27,11932000000.0,19521000000.0,7589000000.0,,
2013-02-14,36.57,11932000000.0,19521000000.0,7589000000.0,,
2013-02-15,37.58,11932000000.0,19521000000.0,7589000000.0,,
2013-02-19,38.19,11932000000.0,19521000000.0,7589000000.0,,
2013-02-20,38.61,11932000000.0,19521000000.0,7589000000.0,,
2013-02-21,38.78,11932000000.0,19521000000.0,7589000000.0,,
2013-02-22,38.46,11932000000.0,19521000000.0,7589000000.0,,
2013-02-25,37.37,11932000000.0,19521000000.0,7589000000.0,,
2013-02-26,37.09,11932000000.0,19521000000.0,7589000000.0,,
2013-02-27,36.73,11932000000.0,19521000000.0,7589000000.0,,
2013-02-28,36.92,11932000000.0,19521000000.0,7589000000.0,,
2013-03-01,37.81,11932000000.0,19521000000.0,7589000000.0,,
2013-03-04,38.24,11932000000.0,19521000000.0,7589000000.0,,
2013-03-05,37.51,11932000000.0,19521000000.0,7589000000.0,,
2013-03-06,37.74,11932000000.0,19521000000.0,7589000000.0,,
2013-03-07,37.49,11932000000.0,19521000000.0,7589000000.0,,
2013-03-08,37.34,11932000000.0,19521000000.0,7589000000.0,,
2013-03-11,37.67,11932000000.0,19521000000.0,7589000000.0,,
2013-03-12,37.17,11932000000.0,19521000000.0,7589000000.0,,
2013-03-13,37.17,11932000000.0,19521000000.0,7589000000.0,,
2013-03-14,37.56,11932000000.0,19521000000.0,7589000000.0,,
2013-03-15,38.5,3363000000.0,27008000000.0,23645000000.0,,
2013-03-18,38.16,3363000000.0,27008000000.0,23645000000.0,,
2013-03-19,38.36,3363000000.0,27008000000.0,23645000000.0,,
2013-03-20,39.06,3363000000.0,27008000000.0,23645000000.0,,
2013-03-21,38.49,3363000000.0,27008000000.0,23645000000.0,,
2013-03-22,38.97,3363000000.0,27008000000.0,23645000000.0,,
2013-03-25,39.32,3363000000.0,27008000000.0,23645000000.0,,
2013-03-26,40.21,3363000000.0,27008000000.0,23645000000.0,,
2013-03-27,40.15,3363000000.0,27008000000.0,23645000000.0,,
2013-03-28,40.78,3363000000.0,27008000000.0,23645000000.0,,
2013-04-01,41.12,3363000000.0,27008000000.0,23645000000.0,65997599999.99999,19.624620874219445
2013-04-02,40.71,3363000000.0,27008000000.0,23645000000.0,65339550000.0,19.428947368421053
2013-04-03,40.57,3363000000.0,27008000000.0,23645000000.0,65114850000.0,19.362132024977697
2013-04-04,41.6,3363000000.0,27008000000.0,23645000000.0,66768000000.0,19.853702051739518
2013-04-05,41.31,3363000000.0,27008000000.0,23645000000.0,66302550000.0,19.715298840321143
2013-04-08,41.77,3363000000.0,27008000000.0,23645000000.0,67040850000.00001,19.934834968777878
2013-04-09,42.55,3363000000.0,27008000000.0,23645000000.0,68292749999.99999,20.307091882247992
2013-04-10,43.62,3363000000.0,27008000000.0,23645000000.0,70010100000.0,20.817752007136484
2013-04-11,43.2,3363000000.0,27008000000.0,23645000000.0,69336000000.0,20.617305976806424
2013-04-12,43.09,3363000000.0,27008000000.0,23645000000.0,69159450000.0,20.564808206958073
2013-04-15,41.44,3363000000.0,27008000000.0,23645000000.0,66511200000.0,19.777341659232828
2013-04-16,42.45,3363000000.0,27008000000.0,23645000000.0,68132250000.00001,20.259366636931315
2013-04-17,42.24,3363000000.0,27008000000.0,23645000000.0,67795200000.0,20.15914362176628
2013-04-18,42.32,3363000000.0,27008000000.0,23645000000.0,67923600000.0,20.197323818019626
2013-04-19,42.39,3363000000.0,27008000000.0,23645000000.0,68035950000.0,20.230731489741302
2013-04-22,44.2,3363000000.0,27008000000.0,23645000000.0,70941000000.0,21.094558429973237
2013-04-23,45.14,3363000000.0,27008000000.0,23645000000.0,72449700000.0,21.543175735950044
2013-04-24,44.32,3363000000.0,27008000000.0,23645000000.0,71133600000.0,21.151828724353255
2013-04-25,44.24,3363000000.0,27008000000.0,23645000000.0,71005200000.0,21.11364852809991
2013-04-26,45.84,3363000000.0,27008000000.0,23645000000.0,73573200000.0,21.877252453166815
2013-04-29,45.23,3363000000.0,27008000000.0,23645000000.0,72594150000.0,21.586128456735057
2013-04-30,46.05,3363000000.0,27008000000.0,23645000000.0,73910250000.0,21.977475468331846
2013-05-01,45.55,3363000000.0,27008000000.0,23645000000.0,73107750000.0,21.73884924174844
2013-05-02,43.99,3363000000.0,27008000000.0,23645000000.0,70603950000.0,20.99433541480821
2013-05-03,44.68,3363000000.0,27008000000.0,23645000000.0,71711400000.0,21.32363960749331
2013-05-06,44.59,3363000000.0,27008000000.0,23645000000.0,71566950000.0,21.280686886708295
2013-05-07,44.91,3363000000.0,27008000000.0,23645000000.0,72080550000.0,21.433407671721678
2013-05-08,43.49,2957000000.0,27169000000.0,24212000000.0,69801450000.0,23.605495434562055
2013-05-09,44.24,2957000000.0,27169000000.0,24212000000.0,71005200000.0,24.012580317889753
2013-05-10,45.01,2957000000.0,27169000000.0,24212000000.0,72241050000.0,24.430520798106187
2013-05-13,44.54,2957000000.0,27169000000.0,24212000000.0,71486700000.0,24.17541427122083
2013-05-14,45.35,2957000000.0,27169000000.0,24212000000.0,72786750000.0,24.615065945214745
2013-05-15,46.03,2957000000.0,27169000000.0,24212000000.0,73878150000.0,24.984156239431858
2013-05-16,46.21,2957000000.0,27169000000.0,24212000000.0,74167050000.0,25.081856611430503
2013-05-17,47.17,2957000000.0,27169000000.0,24212000000.0,75707850000.0,25.602925262089958
2013-05-20,46.26,2957000000.0,27169000000.0,24212000000.0,74247300000.0,25.10899560365235
2013-05-21,46.54,2957000000.0,27169000000.0,24212000000.0,74696700000.0,25.26097396009469
2013-05-22,46.76,2957000000.0,27169000000.0,24212000000.0,75049800000.0,25.380385525870814
2013-05-23,46.59,2957000000.0,27169000000.0,24212000000.0,74776950000.0,25.28811295231654
2013-05-24,45.44,2957000000.0,27169000000.0,24212000000.0,72931200000.0,24.66391613121407
2013-05-28,45.39,2957000000.0,27169000000.0,24212000000.0,72850950000.0,24.636777138992223
