date,TSN,TSN_SHE,PB Ratio
2001-05-08,,2138000000.0,
2001-07-02,2344976400.0,2138000000.0,1.0968084190832554
2001-07-03,2372712680.0,2138000000.0,1.1097814218896165
2001-07-05,2375234160.0,2138000000.0,1.110960785781104
2001-07-06,2503829640.0,2138000000.0,1.1711083442469599
2001-07-09,2516437040.0,2138000000.0,1.1770051637043966
2001-07-10,2508872600.0,2138000000.0,1.1734670720299345
2001-07-11,2491222240.0,2138000000.0,1.165211524789523
2001-07-12,2425663760.0,2138000000.0,1.1345480636108514
2001-07-13,2433228200.0,2138000000.0,1.1380861552853134
2001-07-16,2433228200.0,2138000000.0,1.1380861552853134
2001-07-17,2390363040.0,2138000000.0,1.118036969130028
2001-07-18,2372712680.0,2138000000.0,1.1097814218896165
2001-07-19,2420620800.0,2138000000.0,1.1321893358278765
2001-07-20,2521480000.0,2138000000.0,1.1793638914873714
2001-07-23,2508872600.0,2138000000.0,1.1734670720299345
2001-07-24,2541651840.0,2138000000.0,1.1887988026192704
2001-07-25,2587038480.0,2138000000.0,1.210027352666043
2001-07-26,2670247320.0,2138000000.0,1.2489463610851264
2001-07-27,2622339200.0,2138000000.0,1.2265384471468663
2001-07-30,2491222240.0,2138000000.0,1.165211524789523
2001-07-31,2597124400.0,2138000000.0,1.2147448082319925
2001-08-01,2614774760.0,2138000000.0,1.223000355472404
2001-08-02,2619817720.0,2138000000.0,1.225359083255379
2001-08-03,2687897680.0,2138000000.0,1.257201908325538
2001-08-06,2650075480.0,2138000000.0,1.2395114499532274
2001-08-07,2647554000.0,2138000000.0,1.23833208606174
2001-08-08,2705548040.0,2138000000.0,1.2654574555659495
2001-08-09,2710591000.0,2138000000.0,1.2678161833489243
2001-08-10,2697983600.0,2138000000.0,1.2619193638914874
2001-08-13,2680333240.0,2138000000.0,1.2536638166510758
2001-08-14,2695462120.0,2144000000.0,1.2572118097014926
2001-08-15,2642511040.0,2144000000.0,1.2325144776119403
2001-08-16,2657639920.0,2144000000.0,1.2395708582089553
2001-08-17,2619817720.0,2144000000.0,1.221929906716418
2001-08-20,2579474040.0,2144000000.0,1.2031128917910447
2001-08-21,2571909600.0,2144000000.0,1.1995847014925374
2001-08-22,2584517000.0,2144000000.0,1.2054650186567164
2001-08-23,2569388120.0,2144000000.0,1.1984086380597014
2001-08-24,2574431080.0,2144000000.0,1.200760764925373
2001-08-27,2587038480.0,2144000000.0,1.2066410820895523
2001-08-28,2602167360.0,2144000000.0,1.213697462686567
2001-08-29,2617296240.0,2144000000.0,1.220753843283582
2001-08-30,2581995520.0,2144000000.0,1.2042889552238807
2001-08-31,2660161400.0,2144000000.0,1.240746921641791
2001-09-04,2645032520.0,2144000000.0,1.233690541044776
2001-09-05,2645032520.0,2144000000.0,1.233690541044776
2001-09-06,2639989560.0,2144000000.0,1.2313384141791044
2001-09-07,2564345160.0,2144000000.0,1.1960565111940298
2001-09-10,2534087400.0,2144000000.0,1.18194375
2001-09-17,2471050400.0,2144000000.0,1.1525421641791045
