date,close price,KEY_SHE,KEY_TA,KEY_TL,market cap,PB Ratio
,,4036000000.0,57851000000.0,53814000000.0,,
1987-11-05,6.12,4036000000.0,57851000000.0,53814000000.0,,
1987-11-06,6.12,4036000000.0,57851000000.0,53814000000.0,,
1987-11-09,5.95,4036000000.0,57851000000.0,53814000000.0,,
1987-11-10,6.12,4036000000.0,57851000000.0,53814000000.0,,
1987-11-11,6.12,4036000000.0,57851000000.0,53814000000.0,,
1987-11-12,6.47,4036000000.0,57851000000.0,53814000000.0,,
1987-11-13,6.47,4036000000.0,57851000000.0,53814000000.0,,
1987-11-16,6.43,4036000000.0,57851000000.0,53814000000.0,,
1987-11-17,6.33,4036000000.0,57851000000.0,53814000000.0,,
1987-11-18,6.15,4036000000.0,57851000000.0,53814000000.0,,
1987-11-19,5.81,4036000000.0,57851000000.0,53814000000.0,,
1987-11-20,5.81,4036000000.0,57851000000.0,53814000000.0,,
1987-11-23,5.84,4036000000.0,57851000000.0,53814000000.0,,
1987-11-24,5.98,4036000000.0,57851000000.0,53814000000.0,,
1987-11-25,5.84,4036000000.0,57851000000.0,53814000000.0,,
1987-11-27,5.91,4036000000.0,57851000000.0,53814000000.0,,
1987-11-30,5.77,4036000000.0,57851000000.0,53814000000.0,,
1987-12-01,5.88,4036000000.0,57851000000.0,53814000000.0,,
1987-12-02,5.84,4036000000.0,57851000000.0,53814000000.0,,
1987-12-03,5.74,4036000000.0,57851000000.0,53814000000.0,,
1987-12-04,5.64,4036000000.0,57851000000.0,53814000000.0,,
1987-12-07,5.57,4036000000.0,57851000000.0,53814000000.0,,
1987-12-08,5.81,4036000000.0,57851000000.0,53814000000.0,,
1987-12-09,5.6,4036000000.0,57851000000.0,53814000000.0,,
1987-12-10,5.57,4036000000.0,57851000000.0,53814000000.0,,
1987-12-11,5.5,4036000000.0,57851000000.0,53814000000.0,,
1987-12-14,5.6,4036000000.0,57851000000.0,53814000000.0,,
1987-12-15,5.67,4036000000.0,57851000000.0,53814000000.0,,
1987-12-16,5.6,4036000000.0,57851000000.0,53814000000.0,,
1987-12-17,5.77,4036000000.0,57851000000.0,53814000000.0,,
1987-12-18,6.02,4036000000.0,57851000000.0,53814000000.0,,
1987-12-21,5.91,4036000000.0,57851000000.0,53814000000.0,,
1987-12-22,5.98,4036000000.0,57851000000.0,53814000000.0,,
1987-12-23,6.15,4036000000.0,57851000000.0,53814000000.0,,
1987-12-24,6.09,4036000000.0,57851000000.0,53814000000.0,,
1987-12-28,6.26,4036000000.0,57851000000.0,53814000000.0,,
1987-12-29,6.02,4036000000.0,57851000000.0,53814000000.0,,
1987-12-30,6.09,4036000000.0,57851000000.0,53814000000.0,,
1987-12-31,5.88,4036000000.0,57851000000.0,53814000000.0,,
1988-01-04,6.05,4036000000.0,57851000000.0,53814000000.0,,
1988-01-05,6.26,4036000000.0,57851000000.0,53814000000.0,,
1988-01-06,6.22,4036000000.0,57851000000.0,53814000000.0,,
1988-01-07,6.33,4036000000.0,57851000000.0,53814000000.0,,
1988-01-08,6.02,4036000000.0,57851000000.0,53814000000.0,,
1988-01-11,6.02,4036000000.0,57851000000.0,53814000000.0,,
1988-01-12,5.91,4036000000.0,57851000000.0,53814000000.0,,
1988-01-13,5.81,4036000000.0,57851000000.0,53814000000.0,,
1988-01-14,5.71,4036000000.0,57851000000.0,53814000000.0,,
1988-01-15,5.74,4036000000.0,57851000000.0,53814000000.0,,
1988-01-18,5.88,4036000000.0,57851000000.0,53814000000.0,,
1988-01-19,6.09,4036000000.0,57851000000.0,53814000000.0,,
1988-01-20,5.98,4036000000.0,57851000000.0,53814000000.0,,
1988-01-21,5.91,4036000000.0,57851000000.0,53814000000.0,,
1988-01-22,6.02,4036000000.0,57851000000.0,53814000000.0,,
1988-01-25,5.98,4036000000.0,57851000000.0,53814000000.0,,
1988-01-26,5.98,4036000000.0,57851000000.0,53814000000.0,,
