date,PYPL,PYPL_SHE,PB Ratio
2015-07-06,45043170000.0,,
2015-07-07,44932740000.0,,
2015-07-08,42576900000.0,,
2015-07-09,42331500000.0,,
2015-07-10,42564630000.0,,
2015-07-13,45129060000.0,,
2015-07-14,45313110000.0,,
2015-07-15,46024770000.0,,
2015-07-16,47399010000.0,,
2015-07-17,47104530000.0,,
2015-07-20,49656690000.0,,
2015-07-21,48282450000.0,,
2015-07-22,47104530000.0,,
2015-07-23,45411270000.0,,
2015-07-24,45399000000.0,,
2015-07-27,44650530000.0,,
2015-07-28,46135200000.0,,
2015-07-29,46564650000.0,12740000000.0,3.654996075353218
2015-07-30,47178150000.0,12740000000.0,3.703151491365777
2015-07-31,47484900000.0,12740000000.0,3.7272291993720565
2015-08-03,48331530000.0,12740000000.0,3.793683673469388
2015-08-04,47791650000.0,12740000000.0,3.751306907378336
2015-08-05,48184290000.00001,12740000000.0,3.782126373626374
2015-08-06,47668950000.0,12740000000.0,3.7416758241758243
2015-08-07,48012510000.0,12740000000.0,3.768642857142857
2015-08-10,47914350000.0,12740000000.0,3.7609379905808478
2015-08-11,47668950000.0,12740000000.0,3.7416758241758243
2015-08-12,46859130000.0,12740000000.0,3.6781106750392465
2015-08-13,46159740000.0,12740000000.0,3.6232135007849293
2015-08-14,46797780000.0,12740000000.0,3.6732951334379904
2015-08-17,47521709999.99999,12740000000.0,3.7301185243328097
2015-08-18,46613730000.0,12740000000.0,3.658848508634223
2015-08-19,45632130000.0,12740000000.0,3.581799843014129
2015-08-20,44147459999.99999,12740000000.0,3.4652637362637355
2015-08-21,42024750000.0,12740000000.0,3.2986459968602824
2015-08-24,41411250000.0,12740000000.0,3.250490580847724
2015-08-25,40122900000.0,12740000000.0,3.14936420722135
2015-08-26,40699590000.0,12740000000.0,3.1946302982731556
2015-08-27,42478740000.0,12740000000.0,3.334281004709576
2015-08-28,42994080000.0,12740000000.0,3.3747315541601255
2015-08-31,42945000000.0,12740000000.0,3.370879120879121
2015-09-01,41435790000.00001,12740000000.0,3.2524167974882268
2015-09-02,43030890000.0,12740000000.0,3.377620879120879
2015-09-03,43325370000.0,12740000000.0,3.4007354788069075
2015-09-04,42073830000.0,12740000000.0,3.3024984301412874
2015-09-08,42576900000.0,12740000000.0,3.3419858712715858
2015-09-09,42171990000.0,12740000000.0,3.3102032967032966
2015-09-10,41055420000.0,12740000000.0,3.2225604395604397
2015-09-11,41165850000.0,12740000000.0,3.2312284144427004
