date,PEP,PEP_SHE,PB Ratio
2003-03-07,,9298000000.0,
2003-03-24,69725379293.76,9298000000.0,7.498965292940417
2003-03-25,69760172397.2,9298000000.0,7.502707291589589
2003-03-26,69273068949.04,9298000000.0,7.4503193105011825
2003-03-27,70090706879.88,9298000000.0,7.538256278756722
2003-03-28,69412241362.8,9298000000.0,7.4652873050978705
2003-03-31,69586206880.0,9298000000.0,7.48399729834373
2003-04-01,69551413776.56,9298000000.0,7.480255299694558
2003-04-02,69064310328.40001,9298000000.0,7.427867318606153
2003-04-03,66402637915.240005,9298000000.0,7.141604421944505
2003-04-04,67220275846.08,9298000000.0,7.229541390200043
2003-04-07,67707379294.240005,9298000000.0,7.28192937128845
2003-04-08,68246672397.56,9298000000.0,7.339930350350612
2003-04-09,68525017225.08,9298000000.0,7.3698663395439885
2003-04-10,69220879293.88,9298000000.0,7.444706312527426
2003-04-11,70055913776.44,9298000000.0,7.53451428010755
2003-04-14,71273672396.84,9298000000.0,7.665484232828565
2003-04-15,70577810328.04,9298000000.0,7.590644259845127
2003-04-16,69412241362.8,9298000000.0,7.4652873050978705
2003-04-17,74004931016.88,9298000000.0,7.959231126788557
2003-04-21,72787172396.48001,9298000000.0,7.828261174067543
2003-04-22,73587413775.59999,9298000000.0,7.914327142998493
2003-04-23,74805172396.0,9298000000.0,8.04529709571951
2003-04-24,75379258602.76,9298000000.0,8.107040073430845
2003-04-25,74196293085.8,9536000000.0,7.780651540037752
2003-04-28,75588017223.40001,9536000000.0,7.926595765876679
2003-04-29,75570620671.68,9536000000.0,7.92477146305369
2003-04-30,75292275844.16,9536000000.0,7.895582617885906
2003-05-01,76127310326.72,9536000000.0,7.983149153389262
2003-05-02,75553224119.96,9536000000.0,7.922947160230706
2003-05-05,75292275844.16,9536000000.0,7.895582617885906
2003-05-06,75483637913.08,9536000000.0,7.915649948938759
2003-05-07,75344465499.32,9536000000.0,7.901055526354867
2003-05-08,74979137913.2,9536000000.0,7.8627451670721475
2003-05-09,76005534464.68,9536000000.0,7.970379033628355
2003-05-12,75988137912.96,9536000000.0,7.96855473080537
2003-05-13,75622810326.84,9536000000.0,7.930244371522651
2003-05-14,75448844809.64,9536000000.0,7.912001343292785
2003-05-15,76144706878.44,9536000000.0,7.9849734562122485
2003-05-16,75327068947.59999,9536000000.0,7.899231223531879
2003-05-19,74770379292.56,9536000000.0,7.8408535331963085
2003-05-20,74805172396.0,9536000000.0,7.844502138842282
2003-05-21,75327068947.59999,9536000000.0,7.899231223531879
2003-05-22,76075120671.56,9536000000.0,7.977676244920302
2003-05-23,75779379292.32,9536000000.0,7.946663096929531
2003-05-27,76857965498.96,9536000000.0,8.059769871954698
2003-05-28,75761982740.59999,9536000000.0,7.944838794106543
2003-05-29,76092517223.28,9536000000.0,7.979500547743289
2003-05-30,76892758602.40001,9536000000.0,8.063418477600672
2003-06-02,76718793085.2,9536000000.0,8.045175449370806
2003-06-03,76944948257.56,9536000000.0,8.06889138606963
2003-06-04,78058327567.64,9536000000.0,8.185646766740772
2003-06-05,77449448257.44,9536000000.0,8.121796167936242
2003-06-06,77066724119.59999,9536000000.0,8.081661505830535
2003-06-09,76579620671.44,9536000000.0,8.030581026786914
2003-06-10,77205896533.36,9536000000.0,8.096255928414429
2003-06-11,77292879291.96,9536000000.0,8.105377442529363
2003-06-12,77588620671.2,9536000000.0,8.136390590520135
2003-06-13,77832172395.28,9536000000.0,8.161930830041946
2003-06-16,306271875000.0,9536000000.0,32.117436556208055
2003-06-17,302098500000.0,9536000000.0,31.679792365771814
2003-06-18,302637000000.0,9536000000.0,31.736262583892618
2003-06-19,300281062500.0,9536000000.0,31.489205379614095
2003-06-20,299069437500.0,9536000000.0,31.36214738884228
2003-06-23,297319312500.0,9536000000.0,31.178619179949663
2003-06-24,295771125000.0,9536000000.0,31.01626730285235
2003-06-25,293145937500.0,9536000000.0,30.740974989513422
2003-06-26,297252000000.0,9536000000.0,31.171560402684563
2003-06-27,295098000000.0,9536000000.0,30.945679530201343
2003-06-30,299540625000.0,9536000000.0,31.411558829697988
2003-07-01,298800187500.0,9536000000.0,31.333912279781877
2003-07-02,299271375000.0,9536000000.0,31.383323720637584
2003-07-03,296376937500.0,9536000000.0,31.079796298238254
2003-07-07,298665562500.0,9536000000.0,31.31979472525168
2003-07-08,303714000000.0,9536000000.0,31.84920302013423
2003-07-09,299877187500.0,9536000000.0,31.44685271602349
2003-07-10,316032187500.0,9536000000.0,33.14095925964765
2003-07-11,319195875000.0,9536000000.0,33.47272179110738
2003-07-14,316839937500.0,9536000000.0,33.225664586828856
2003-07-15,319667062500.0,9536000000.0,33.52213323196309
2003-07-16,321417187500.0,9536000000.0,33.70566144085571
2003-07-17,314887875000.0,9536000000.0,33.02096004614094
2003-07-18,318522750000.0,9536000000.0,33.40213401845637
2003-07-21,316772625000.0,9536000000.0,33.218605809563755
2003-07-22,316705312500.0,9536000000.0,33.21154703229866
2003-07-23,316436062500.0,9536000000.0,33.18331192323826
2003-07-24,314147437500.0,9536000000.0,32.94331349622483
2003-07-25,317243812500.0,10637000000.0,29.824556970950457
2003-07-28,312195375000.0,10637000000.0,29.349945943405096
2003-07-29,309637500000.0,10637000000.0,29.109476356115447
2003-07-30,311993437500.0,10637000000.0,29.330961502303282
2003-07-31,310108687500.0,10637000000.0,29.153773385353013
2003-08-01,305262187500.0,10637000000.0,28.698146798909466
2003-08-04,303310125000.0,10637000000.0,28.51463053492526
2003-08-05,300483000000.0,10637000000.0,28.24884835949986
2003-08-06,301290750000.0,10637000000.0,28.324786123907117
2003-08-07,302838937500.0,10637000000.0,28.470333505687694
2003-08-08,306002625000.0,10637000000.0,28.767756416282786
2003-08-11,304319812500.0,10637000000.0,28.60955274043433
2003-08-12,306945000000.0,10637000000.0,28.85635047475792
2003-08-13,302704312500.0,10637000000.0,28.457677211619817
2003-08-14,302906250000.0,10637000000.0,28.47666165272163
2003-08-15,304521750000.0,10637000000.0,28.628537181536146
2003-08-18,304925625000.0,10637000000.0,28.666506063739778
2003-08-19,300886875000.0,10637000000.0,28.28681724170349
2003-08-20,297521250000.0,10637000000.0,27.970409890006582
2003-08-21,296309625000.0,10637000000.0,27.856503243395693
2003-08-22,292944000000.0,10637000000.0,27.540095891698787
2003-08-25,294222937500.0,10637000000.0,27.660330685343613
2003-08-26,296646187500.0,10637000000.0,27.888143978565385
2003-08-27,296376937500.0,10637000000.0,27.862831390429633
2003-08-28,301358062500.0,10637000000.0,28.331114270941054
2003-08-29,299809875000.0,10637000000.0,28.185566889160476
2003-09-02,302502375000.0,10637000000.0,28.438692770518003
2003-09-03,302637000000.0,10637000000.0,28.45134906458588
2003-09-04,301358062500.0,10637000000.0,28.331114270941054
2003-09-05,298396312500.0,10637000000.0,28.052675801447776
2003-09-08,301761937500.0,10637000000.0,28.369083153144683
2003-09-09,299877187500.0,10637000000.0,28.191895036194417
2003-09-10,301021500000.0,10637000000.0,28.299473535771366
