date,REGN,REGN_SHE,PB Ratio
2002-03-22,,266355000.0,
2002-12-31,819611897.61,266355000.0,3.077141024610013
2003-01-02,845293955.99,266355000.0,3.1735614348895274
2003-01-03,821825868.16,266355000.0,3.0854531289444536
2003-01-06,828024985.6999999,266355000.0,3.108727021080888
2003-01-07,859906161.6200001,266355000.0,3.2284213234968373
2003-01-08,838652044.34,266355000.0,3.1486251218862047
2003-01-09,846179544.2099999,266355000.0,3.176886276623303
2003-01-10,854149838.1899999,266355000.0,3.2068098522272903
2003-01-13,881160278.9,266355000.0,3.3082175251074695
2003-01-14,901086013.85,266355000.0,3.3830264641174375
2003-01-15,883374249.4499999,266355000.0,3.3165296294419098
2003-01-16,929867631.0,266355000.0,3.491083820465169
2003-01-17,941823071.97,266355000.0,3.5359691838711496
2003-01-21,924111307.57,266355000.0,3.4694723491956228
2003-01-22,935181160.32,266355000.0,3.511032870867827
2003-01-23,934738366.2099999,266355000.0,3.5093704500009384
2003-01-24,913484248.93,266355000.0,3.429574248390306
2003-01-27,891787337.5400001,266355000.0,3.348115625912786
2003-01-28,908170719.61,266355000.0,3.409625197987648
2003-01-29,907727925.5,266355000.0,3.4079627771207597
2003-01-30,845293955.99,266355000.0,3.1735614348895274
2003-01-31,829353368.03,266355000.0,3.113714283681553
2003-02-03,834666897.35,266355000.0,3.133663334084211
2003-02-04,834224103.24,266355000.0,3.1320009132173228
2003-02-05,816512338.84,266355000.0,3.065504078541796
2003-02-06,785516751.14,266355000.0,2.9491346178596234
2003-02-07,792158662.7900001,266355000.0,2.9740709308629465
2003-02-10,770461751.4,266355000.0,2.8926123083854254
2003-02-11,770018957.2900001,266355000.0,2.8909498875185378
2003-02-12,752749987.0,266355000.0,2.8261154737098986
2003-02-13,754521163.4399999,266355000.0,2.832765157177451
2003-02-14,763819839.75,266355000.0,2.8676759953821027
2003-02-18,777546457.16,266355000.0,2.919211042255636
2003-02-19,775775280.72,266355000.0,2.912561358788084
2003-02-20,764705427.97,266355000.0,2.8710008371158793
2003-02-21,774889692.5,266355000.0,2.9092365170543073
2003-02-24,766476604.41,266355000.0,2.877650520583432
2003-02-25,782417192.3700001,266355000.0,2.9374976717914065
2003-02-26,803671309.65,266355000.0,3.0172938734020387
2003-02-27,819169103.5,266355000.0,3.0754786037431248
2003-02-28,812084397.74,266355000.0,3.048879869872914
2003-03-03,785959545.25,266355000.0,2.9507970387265114
2003-03-04,812969985.9599999,266355000.0,3.05220471160669
2003-03-05,801457339.1,266355000.0,3.008981769067598
2003-03-06,766476604.41,266355000.0,2.877650520583432
2003-03-07,785959545.25,266355000.0,2.9507970387265114
2003-03-10,839980426.67,266355000.0,3.153612384486869
2003-03-11,810313221.3000001,266355000.0,3.0422301864053614
2003-03-12,832895720.91,266355000.0,3.127013650616658
2003-03-13,877175131.91,266355000.0,3.2932557373054756
2003-03-14,878060720.1299999,266355000.0,3.2965805790392517
2003-03-17,902414396.18,266355000.0,3.3880137267181016
2003-03-18,916141013.59,266355000.0,3.4395487735916355
2003-03-19,914812631.26,266355000.0,3.434561510990971
2003-03-20,894444102.1999999,266355000.0,3.3580901511141144
2003-03-21,905956749.0600001,266355000.0,3.4013130936532074
2003-03-24,854149838.1899999,266355000.0,3.2068098522272903
2003-03-25,872747190.8100001,266355000.0,3.276631528636594
2003-03-26,879389102.4599999,266355000.0,3.3015678416399163
2003-03-27,856806602.85,266355000.0,3.21678437742862
2003-03-28,766476604.41,266355000.0,2.877650520583432
2003-03-31,332981170.71999997,145981000.0,2.2809897912742065
2003-04-01,-324359152.0,145981000.0,-2.2219271823045466
2003-04-02,-310706880.0,145981000.0,-2.1284062994499284
2003-04-03,-320122240.0,145981000.0,-2.1929034600393202
2003-04-04,-315885328.0,145981000.0,-2.163879737774094
2003-04-07,-304116128.0,145981000.0,-2.083258287037354
2003-04-08,-312589952.0,145981000.0,-2.141305731567807
2003-04-09,-304116128.0,145981000.0,-2.083258287037354
2003-04-10,-301291520.0,145981000.0,-2.0639091388605366
2003-04-11,-289522320.0,145981000.0,-1.9832876881237969
2003-04-14,-299879216.0,145981000.0,-2.054234564772128
2003-04-15,-298466912.0,145981000.0,-2.044559990683719
2003-04-16,-288110016.0,145981000.0,-1.973613114035388
2003-04-17,-284343872.0,145981000.0,-1.9478142497996314
2003-04-21,-282931568.0,145981000.0,-1.9381396757112226
2003-04-22,-276811584.0,145981000.0,-1.8962165213281181
2003-04-23,-292817696.0,145981000.0,-2.005861694330084
2003-04-24,-311177648.0,145981000.0,-2.131631157479398
2003-04-25,-303174592.0,145981000.0,-2.076808570978415
2003-04-28,-297525376.0,145981000.0,-2.03811027462478
2003-04-29,-297996144.0,145981000.0,-2.0413351326542495
2003-04-30,-297996144.0,145981000.0,-2.0413351326542495
2003-05-01,-297996144.0,145981000.0,-2.0413351326542495
2003-05-02,-308823808.0,145981000.0,-2.11550686733205
2003-05-05,-307411504.0,145981000.0,-2.1058322932436413
2003-05-06,-320122240.0,145981000.0,-2.1929034600393202
2003-05-07,-311648416.0,145981000.0,-2.1348560155088676
2003-05-08,-307882272.0,145981000.0,-2.109057151273111
2003-05-09,-309294576.0,145981000.0,-2.1187317253615197
2003-05-12,-309765344.0,145981000.0,-2.1219565833909892
2003-05-13,-313531488.0,145981000.0,-2.147755447626746
2003-05-14,-337540656.0,145981000.0,-2.312223207129695
2003-05-15,-341306800.0,165615000.0,-2.060844730247864
2003-05-16,-332362208.0,165615000.0,-2.0068363855930924
2003-05-19,-470297232.0,165615000.0,-2.839701911058781
2003-05-20,-470297232.0,165615000.0,-2.839701911058781
2003-05-21,-480654128.00000006,165615000.0,-2.9022378890800957
2003-05-22,-494777168.0,165615000.0,-2.9875142227455243
2003-05-23,-528201696.00000006,165615000.0,-3.1893348790870397
2003-05-27,-641186016.0,165615000.0,-3.87154554841047
2003-05-28,-629887584.0,165615000.0,-3.803324481478127
2003-05-29,-615764544.0,165615000.0,-3.718048147812698
2003-05-30,-646835232.0,165615000.0,-3.9056560818766415
2003-06-02,-701444320.0,165615000.0,-4.2353912387163
2003-06-03,-647306000.0,165615000.0,-3.9084986263321557
2003-06-04,-687792048.0,165615000.0,-4.152957449506386
2003-06-05,-730631936.0,165615000.0,-4.411628994958186
2003-06-06,-746638048.0,165615000.0,-4.508275506445672
2003-06-09,-751345728.0,165615000.0,-4.536700951000815
2003-06-10,-800305600.0,165615000.0,-4.832325574374302
2003-06-11,-828551680.0000001,165615000.0,-5.002878241705161
2003-06-12,-872333104.0,165615000.0,-5.267234876067989
2003-06-13,-837496272.0,165615000.0,-5.056886586359931
2003-06-16,-853973152.0,165615000.0,-5.156375642302931
2003-06-17,-839850112.0,165615000.0,-5.0710993086375025
2003-06-18,-798893296.0,165615000.0,-4.823797941007759
2003-06-19,-728748864.0,165615000.0,-4.4002588171361285
2003-06-20,-736281152.0,165615000.0,-4.445739528424357
2003-06-23,-716038128.0,165615000.0,-4.323510116837243
2003-06-24,-763114928.0,165615000.0,-4.607764562388673
2003-06-25,-750404192.0,165615000.0,-4.531015862089786
2003-06-26,-739105760.0,165615000.0,-4.462794795157444
2003-06-27,-773001056.0000001,165615000.0,-4.667457995954473
2003-06-30,-741930368.0,165615000.0,-4.479850061890529
2003-07-01,765326008.32,165615000.0,4.62111528738339
2003-07-02,772666091.52,165615000.0,4.66543544678924
2003-07-03,780495513.6,165615000.0,4.712710283488814
2003-07-07,800069068.8000001,165615000.0,4.83089737523775
2003-07-08,803494440.96,165615000.0,4.851580116293814
2003-07-09,810345185.28,165615000.0,4.892945598405941
2003-07-10,795665018.8800001,165615000.0,4.8043052795942405
