date,close price,CBRE_SHE,CBRE_TA,CBRE_TL,market cap,PB Ratio
2001-08-27,,3139813000.0,238267856000.0,235128043000.0,,
2001-11-14,,244563000.0,1219638000.0,972175000.0,,
2002-03-27,,257364000.0,1359353000.0,1097693000.0,,
2002-05-14,,250635000.0,1221657000.0,966586000.0,,
2002-08-13,,268190000.0,1351923000.0,1079125000.0,,
2002-11-14,,257563000.0,1254683000.0,992518000.0,,
2003-03-25,,251341000.0,1324876000.0,1067920000.0,,
2003-05-14,,251029000.0,1196296000.0,939540000.0,,
2003-08-14,,252672000.0,1561901000.0,1303148000.0,,
2003-11-14,,348696000.0,1967024000.0,1611622000.0,,
2004-03-30,,332929000.0,2213481000.0,1873896000.0,,
2004-05-17,,312160000.0,1919735000.0,1600715000.0,,
2004-06-10,6.12,312160000.0,1919735000.0,1600715000.0,387128403.0,1.2401601838800616
2004-06-14,6.07,312160000.0,1919735000.0,1600715000.0,383965589.25,1.2300281562339825
2004-06-15,6.25,312160000.0,1919735000.0,1600715000.0,395351718.75,1.2665034557598667
2004-06-16,6.33,312160000.0,1919735000.0,1600715000.0,400412220.75,1.282714699993593
2004-06-17,6.35,312160000.0,1919735000.0,1600715000.0,401677346.25,1.2867675110520247
2004-06-18,6.34,312160000.0,1919735000.0,1600715000.0,401044783.5,1.2847411055228088
2004-06-21,6.36,312160000.0,1919735000.0,1600715000.0,402309909.0,1.2887939165812403
2004-06-22,6.35,312160000.0,1919735000.0,1600715000.0,401677346.25,1.2867675110520247
2004-06-23,6.3,312160000.0,1919735000.0,1600715000.0,398514532.5,1.2766354834059457
2004-06-24,6.33,312160000.0,1919735000.0,1600715000.0,400412220.75,1.282714699993593
2004-06-25,6.33,312160000.0,1919735000.0,1600715000.0,400412220.75,1.282714699993593
2004-06-28,6.33,312160000.0,1919735000.0,1600715000.0,400412220.75,1.282714699993593
2004-06-29,6.37,312160000.0,1919735000.0,1600715000.0,402942471.75,1.2908203221104562
2004-06-30,6.37,312160000.0,1919735000.0,1600715000.0,402942471.75,1.2908203221104562
2004-07-01,6.37,312160000.0,1919735000.0,1600715000.0,420459691.47,1.3469364795937981
2004-07-02,6.38,312160000.0,1919735000.0,1600715000.0,421119753.78,1.3490509795617631
2004-07-06,6.36,312160000.0,1919735000.0,1600715000.0,419799629.16,1.344821979625833
2004-07-07,6.35,312160000.0,1919735000.0,1600715000.0,419139566.84999996,1.3427074796578677
2004-07-08,6.35,312160000.0,1919735000.0,1600715000.0,419139566.84999996,1.3427074796578677
2004-07-09,6.33,312160000.0,1919735000.0,1600715000.0,417819442.23,1.3384784797219376
2004-07-12,6.3,312160000.0,1919735000.0,1600715000.0,415839255.3,1.332134979818042
2004-07-13,6.35,312160000.0,1919735000.0,1600715000.0,419139566.84999996,1.3427074796578677
2004-07-14,6.37,312160000.0,1919735000.0,1600715000.0,420459691.47,1.3469364795937981
2004-07-15,6.35,312160000.0,1919735000.0,1600715000.0,419139566.84999996,1.3427074796578677
2004-07-16,6.3,312160000.0,1919735000.0,1600715000.0,415839255.3,1.332134979818042
2004-07-19,6.33,312160000.0,1919735000.0,1600715000.0,417819442.23,1.3384784797219376
2004-07-20,6.33,312160000.0,1919735000.0,1600715000.0,417819442.23,1.3384784797219376
2004-07-21,6.34,312160000.0,1919735000.0,1600715000.0,418479504.53999996,1.3405929796899025
2004-07-22,6.41,312160000.0,1919735000.0,1600715000.0,423099940.71000004,1.3553944794656587
