date,NOC,NOC_SHE,PB Ratio
2001-05-10,,0.0,
2001-07-02,2884000000.0,0.0,inf
2001-07-03,2897600000.0,0.0,inf
2001-07-05,2895200000.0,0.0,inf
2001-07-06,2917600000.0,0.0,inf
2001-07-09,2931200000.0,0.0,inf
2001-07-10,2920800000.0,0.0,inf
2001-07-11,2848000000.0,0.0,inf
2001-07-12,2851200000.0,0.0,inf
2001-07-13,2889600000.0,0.0,inf
2001-07-16,2887200000.0000005,0.0,inf
2001-07-17,2885600000.0,0.0,inf
2001-07-18,2884800000.0,0.0,inf
2001-07-19,2869600000.0,0.0,inf
2001-07-20,2877600000.0,0.0,inf
2001-07-23,2846400000.0,0.0,inf
2001-07-24,2796800000.0,0.0,inf
2001-07-25,2782400000.0,0.0,inf
2001-07-26,2856800000.0,0.0,inf
2001-07-27,2908800000.0,0.0,inf
2001-07-30,2906400000.0,0.0,inf
2001-07-31,2899200000.0,0.0,inf
2001-08-01,2889600000.0,0.0,inf
2001-08-02,2919200000.0,0.0,inf
2001-08-03,2926400000.0,0.0,inf
2001-08-06,2912000000.0,0.0,inf
2001-08-07,2892799999.9999995,0.0,inf
2001-08-08,2848000000.0,0.0,inf
2001-08-09,2849600000.0,0.0,inf
2001-08-10,2856000000.0,0.0,inf
2001-08-13,2815200000.0,0.0,inf
2001-08-14,2799200000.0,0.0,inf
2001-08-15,2838399999.9999995,0.0,inf
2001-08-16,2891200000.0,0.0,inf
2001-08-17,2940800000.0,0.0,inf
2001-08-20,2952799999.9999995,0.0,inf
2001-08-21,2943200000.0,0.0,inf
2001-08-22,2931200000.0,0.0,inf
2001-08-23,2941600000.0000005,0.0,inf
2001-08-24,2960000000.0,0.0,inf
2001-08-27,3040800000.0,0.0,inf
2001-08-28,3016000000.0,0.0,inf
2001-08-29,3000000000.0,0.0,inf
2001-08-30,2934400000.0,0.0,inf
2001-08-31,2963200000.0,0.0,inf
2001-09-04,3008000000.0,0.0,inf
2001-09-05,3020000000.0,0.0,inf
2001-09-06,2990400000.0,0.0,inf
2001-09-07,2948800000.0,0.0,inf
2001-09-10,2961600000.0000005,0.0,inf
2001-09-17,3426400000.0,0.0,inf
2001-09-18,3424000000.0,0.0,inf
2001-09-19,3505600000.0,0.0,inf
2001-09-20,3683200000.0,0.0,inf
2001-09-21,3590400000.0,0.0,inf
2001-09-24,3528800000.0,0.0,inf
2001-09-25,3546400000.0,0.0,inf
2001-09-26,3563200000.0,0.0,inf
2001-09-27,3721600000.0000005,0.0,inf
2001-09-28,3650400000.0,0.0,inf
2001-10-01,3849720000.0,0.0,inf
2001-10-02,3991680000.0000005,0.0,inf
2001-10-03,4079880000.0,0.0,inf
2001-10-04,4022760000.0,0.0,inf
2001-10-05,4079040000.0,0.0,inf
2001-10-08,4083240000.0,0.0,inf
2001-10-09,4135319999.9999995,0.0,inf
2001-10-10,4061400000.0,0.0,inf
2001-10-11,3994199999.9999995,0.0,inf
2001-10-12,3955560000.0000005,0.0,inf
2001-10-15,4042080000.0,0.0,inf
2001-10-16,3984120000.0,0.0,inf
2001-10-17,3878280000.0,0.0,inf
2001-10-18,3946319999.9999995,0.0,inf
2001-10-19,4082400000.0,0.0,inf
2001-10-22,4003439999.9999995,0.0,inf
2001-10-23,3794280000.0,0.0,inf
2001-10-24,3936240000.0,0.0,inf
2001-10-25,3921960000.0,0.0,inf
2001-10-26,3908520000.0,0.0,inf
2001-10-29,3881640000.0,0.0,inf
2001-10-30,3807720000.0,0.0,inf
2001-10-31,3792600000.0,0.0,inf
2001-11-01,3779160000.0,0.0,inf
2001-11-02,3787560000.0000005,0.0,inf
2001-11-05,3780000000.0,0.0,inf
2001-11-06,3738840000.0,0.0,inf
2001-11-07,3645600000.0,0.0,inf
2001-11-08,3717000000.0,0.0,inf
2001-11-09,3703560000.0000005,0.0,inf
2001-11-12,3675840000.0,0.0,inf
2001-11-13,3506160000.0,0.0,inf
2001-11-14,3472560000.0000005,0.0,inf
2001-11-15,3377640000.0,0.0,inf
2001-11-16,3472560000.0000005,0.0,inf
2001-11-19,3641400000.0,0.0,inf
2001-11-20,3671640000.0,0.0,inf
2001-11-21,3578400000.0,0.0,inf
2001-11-23,3569160000.0,0.0,inf
2001-11-26,3483480000.0,0.0,inf
2001-11-27,3501960000.0,0.0,inf
2001-11-28,3547319999.9999995,0.0,inf
2001-11-29,3542280000.0,0.0,inf
2001-11-30,3562439999.9999995,0.0,inf
2001-12-03,3608640000.0,0.0,inf
2001-12-04,3648120000.0,0.0,inf
2001-12-05,3607800000.0000005,0.0,inf
2001-12-06,3605280000.0,0.0,inf
2001-12-07,3597720000.0,0.0,inf
2001-12-10,3599400000.0,0.0,inf
2001-12-11,3551520000.0,0.0,inf
2001-12-12,3591000000.0,0.0,inf
2001-12-13,3570840000.0,0.0,inf
2001-12-14,3582600000.0,0.0,inf
2001-12-17,3586800000.0000005,0.0,inf
2001-12-18,3585960000.0,0.0,inf
2001-12-19,3605280000.0,0.0,inf
2001-12-20,3721199999.9999995,0.0,inf
2001-12-21,3750600000.0,0.0,inf
2001-12-24,3774960000.0,0.0,inf
2001-12-26,3753960000.0,0.0,inf
2001-12-27,3762360000.0,0.0,inf
2001-12-28,3781680000.0000005,0.0,inf
2001-12-31,3825360000.0,0.0,inf
2002-01-02,4939500000.0,0.0,inf
2002-01-03,4951710000.0,0.0,inf
2002-01-04,4972800000.0,0.0,inf
2002-01-07,4936170000.0,0.0,inf
2002-01-08,4940610000.0,0.0,inf
2002-01-09,4957260000.0,0.0,inf
2002-01-10,4930620000.0,0.0,inf
2002-01-11,4814070000.0,0.0,inf
2002-01-14,4895100000.0,0.0,inf
2002-01-15,4926180000.0,0.0,inf
2002-01-16,4871790000.0,0.0,inf
2002-01-17,4902870000.0,0.0,inf
2002-01-18,4935060000.0,0.0,inf
2002-01-22,4913970000.0,0.0,inf
2002-01-23,4858470000.0,0.0,inf
2002-01-24,5118210000.0,0.0,inf
2002-01-25,5255850000.0,0.0,inf
2002-01-28,5434560000.0,0.0,inf
2002-01-29,5342430000.0,0.0,inf
2002-01-30,5355750000.0,0.0,inf
2002-01-31,5596620000.0,0.0,inf
2002-02-01,5505600000.0,0.0,inf
2002-02-04,5514480000.0,0.0,inf
2002-02-05,5420130000.0,0.0,inf
2002-02-06,5482290000.0,0.0,inf
2002-02-07,5477850000.0,0.0,inf
2002-02-08,5477850000.0,0.0,inf
2002-02-11,5515590000.0,0.0,inf
2002-02-12,5494500000.0,0.0,inf
2002-02-13,5538900000.0,0.0,inf
2002-02-14,5514480000.0,0.0,inf
2002-02-15,5791980000.0,0.0,inf
2002-02-19,5762010000.0,0.0,inf
2002-02-20,5768670000.0,0.0,inf
2002-02-21,5907420000.0,0.0,inf
2002-02-22,5513370000.0,0.0,inf
2002-02-25,5437890000.0,0.0,inf
2002-02-26,5401260000.0,0.0,inf
2002-02-27,5466750000.0,0.0,inf
2002-02-28,5367960000.0,0.0,inf
2002-03-01,5403480000.0,0.0,inf
2002-03-04,5190360000.0,0.0,inf
2002-03-05,5212560000.0,0.0,inf
2002-03-06,5481180000.0,0.0,inf
2002-03-07,5370180000.0,0.0,inf
2002-03-08,5311350000.0,0.0,inf
2002-03-11,5439000000.0,0.0,inf
2002-03-12,5488950000.0,0.0,inf
2002-03-13,5511150000.0,0.0,inf
2002-03-14,5414580000.0,0.0,inf
2002-03-15,5473410000.0,0.0,inf
2002-03-18,5453430000.0,0.0,inf
2002-03-19,5606610000.0,0.0,inf
2002-03-20,5602170000.0,0.0,inf
2002-03-21,5475630000.0,0.0,inf
2002-03-22,5471190000.0,7391000000.0,0.7402503044242998
2002-03-25,5415690000.0,7391000000.0,0.7327411716953051
2002-03-26,5390160000.0,7391000000.0,0.7292869706399675
2002-03-27,5591070000.0,7391000000.0,0.7564700311189284
2002-03-28,5668770000.0,7391000000.0,0.7669828169395211
2002-04-01,5875520000.0,7391000000.0,0.7949560276011365
2002-04-02,5768000000.0,7391000000.0,0.7804086050602084
2002-04-03,5742240000.0,7391000000.0,0.7769232850764444
2002-04-04,5757920000.0,7391000000.0,0.7790447841969963
2002-04-05,5810560000.0,7391000000.0,0.7861669598159924
2002-04-08,5897920000.0,7391000000.0,0.7979867406304966
2002-04-09,5806080000.0,7391000000.0,0.7855608172101204
2002-04-10,5952800000.0,7391000000.0,0.8054119875524286
2002-04-11,6014400000.0,7391000000.0,0.8137464483831687
2002-04-12,5986400000.0,7391000000.0,0.8099580570964687
2002-04-15,5812800000.0,7391000000.0,0.7864700311189284
2002-04-16,5906880000.0,7391000000.0,0.7991990258422406
2002-04-17,5762400000.0,7391000000.0,0.7796509268028684
2002-04-18,5762400000.0,7391000000.0,0.7796509268028684
2002-04-19,5678400000.0,7391000000.0,0.7682857529427682
2002-04-22,5775840000.0,7391000000.0,0.7814693546204844
2002-04-23,5940480000.0,7391000000.0,0.8037450953862806
2002-04-24,5893440000.0,7391000000.0,0.7973805980246246
2002-04-25,5909120000.0,7391000000.0,0.7995020971451766
2002-04-26,5901280000.0,7391000000.0,0.7984413475849006
2002-04-29,5868800000.0,7391000000.0,0.7940468136923285
2002-04-30,6105120000.0,7391000000.0,0.8260208361520769
2002-05-01,6307840000.0,7391000000.0,0.8534487890677851
2002-05-02,6244000000.0,7391000000.0,0.8448112569341091
2002-05-03,6192480000.0,7391000000.0,0.837840616966581
2002-05-06,6052480000.0,7391000000.0,0.8188986605330808
2002-05-07,6044640000.0,7391000000.0,0.8178379109728048
2002-05-08,6153280000.0,7391000000.0,0.8325368691652009
2002-05-09,6161120000.0,7391000000.0,0.8335976187254769
2002-05-10,6108480000.0,7854000000.0,0.7777540106951871
2002-05-13,6300000000.0,7854000000.0,0.8021390374331551
2002-05-14,6252960000.0,7854000000.0,0.7961497326203208
2002-05-15,6164480000.0,7854000000.0,0.7848841354723708
2002-05-16,6230560000.0,7854000000.0,0.7932976827094474
2002-05-17,6217120000.0,7854000000.0,0.7915864527629234
2002-05-20,6224960000.0,7854000000.0,0.7925846702317291
2002-05-21,6276480000.0,7854000000.0,0.799144385026738
2002-05-22,6297760000.0,7854000000.0,0.8018538324420678
2002-05-23,6211520000.0,7854000000.0,0.790873440285205
2002-05-24,6101760000.0,7854000000.0,0.7768983957219251
2002-05-28,6090560000.0,7854000000.0,0.7754723707664885
2002-05-29,6172320000.0,7854000000.0,0.7858823529411765
2002-05-30,6226080000.0,7854000000.0,0.7927272727272727
2002-05-31,6137600000.0,7854000000.0,0.7814616755793227
2002-06-03,6098400000.0,7854000000.0,0.7764705882352941
2002-06-04,6033440000.0,7854000000.0,0.7681996434937611
2002-06-05,6097280000.0,7854000000.0,0.7763279857397505
2002-06-06,6021120000.0,7854000000.0,0.7666310160427807
2002-06-07,5955040000.0,7854000000.0,0.7582174688057041
2002-06-10,6107360000.0,7854000000.0,0.7776114081996435
2002-06-11,6073760000.0,7854000000.0,0.7733333333333333
2002-06-12,6162240000.0,7854000000.0,0.7845989304812834
2002-06-13,6238400000.0,7854000000.0,0.7942959001782531
2002-06-14,6179040000.0,7854000000.0,0.7867379679144385
2002-06-17,6377280000.0,7854000000.0,0.8119786096256685
2002-06-18,6562080000.0,7854000000.0,0.8355080213903743
2002-06-19,6704320000.0,7854000000.0,0.8536185383244207
2002-06-20,6574400000.0,7854000000.0,0.8370766488413547
2002-06-21,6511680000.0,7854000000.0,0.8290909090909091
2002-06-24,6493760000.0,7854000000.0,0.8268092691622103
2002-06-25,6274240000.0,7854000000.0,0.7988591800356506
2002-06-26,6185760000.0,7854000000.0,0.7875935828877005
2002-06-27,6466880000.0,7854000000.0,0.8233868092691622
2002-06-28,6324640000.0,7854000000.0,0.8052762923351159
2002-07-01,5979680000.0,7854000000.0,0.7613547237076649
2002-07-02,5988640000.0,7854000000.0,0.7624955436720142
2002-07-03,6041280000.0,7854000000.0,0.7691978609625668
2002-07-05,6278720000.0,7854000000.0,0.7994295900178253
2002-07-08,6087200000.0,7854000000.0,0.7750445632798574
2002-07-09,6124160000.0,7854000000.0,0.7797504456327986
2002-07-10,5924800000.0,7854000000.0,0.754367201426025
2002-07-11,5763520000.0,7854000000.0,0.7338324420677362
2002-07-12,5616800000.0,7854000000.0,0.7151515151515152
2002-07-15,5426400000.0,7854000000.0,0.6909090909090909
