date,INTU,INTU_SHE,PB Ratio
2001-10-05,,2161326000.0,
2002-01-31,4166455368.66,2161326000.0,1.9277311098186947
2002-02-01,4039105739.46,2161326000.0,1.8688091197070686
2002-02-04,3867183740.04,2161326000.0,1.7892644330563736
2002-02-05,3928736060.82,2161326000.0,1.8177433949436597
2002-02-06,3803508925.4400005,2161326000.0,1.759803438000561
2002-02-07,3674036802.4199996,2161326000.0,1.6998994147204076
2002-02-08,3939348529.9199996,2161326000.0,1.8226535607862948
2002-02-11,3899021147.34,2161326000.0,1.8039949305842802
2002-02-12,3952083492.84,2161326000.0,1.8285457597974577
2002-02-13,3922368579.36,2161326000.0,1.8147972954380784
2002-02-14,3996655863.0599995,2161326000.0,1.8491684563365265
2002-02-15,3873551221.5,2161326000.0,1.792210532561955
2002-02-19,3935103542.2799997,2161326000.0,1.8206894944492407
2002-02-20,4045473220.9199996,2161326000.0,1.8717552192126499
2002-02-21,4096413072.6000004,2161326000.0,1.8953240152573005
2002-02-22,4191925294.5,2161326000.0,1.9395155078410198
2002-02-25,4164332874.84,2161326000.0,1.9267490766501676
2002-02-26,4115515516.98,2161326000.0,1.9041623137740442
2002-02-27,3969063443.3999996,2161326000.0,1.8364020251456743
2002-02-28,4022125788.8999996,2213095000.0,1.8174212082626366
2002-03-01,4187680306.86,2213095000.0,1.8922279915051095
2002-03-04,4368092281.559999,2213095000.0,1.973748204012932
2002-03-05,4376582256.84,2213095000.0,1.977584449307418
2002-03-06,4338377368.08,2213095000.0,1.960321345482232
2002-03-07,4007268332.16,2213095000.0,1.8107077789972865
2002-03-08,3916001097.8999996,2213095000.0,1.7694681420815643
2002-03-11,4075188134.3999996,2213095000.0,1.8413977413531726
2002-03-12,4030615764.18,2213095000.0,1.8212574535571224
2002-03-13,4109148035.52,2213095000.0,1.856742722531116
2002-03-14,4047595714.7400002,2213095000.0,1.8289299441460942
2002-03-15,4047595714.7400002,2213095000.0,1.8289299441460942
2002-03-18,4113393023.16,2213095000.0,1.8586608451783588
2002-03-19,4174945343.9400005,2213095000.0,1.886473623563381
2002-03-20,3956328480.48,2213095000.0,1.787690307230372
2002-03-21,3958450974.2999997,2213095000.0,1.7886493685539933
2002-03-22,3994533369.2400002,2213095000.0,1.804953411055558
2002-03-25,3932981048.46,2213095000.0,1.7771406326705361
2002-03-26,3971185937.2200003,2213095000.0,1.7944037364957222
2002-03-27,4047595714.7400002,2213095000.0,1.8289299441460942
2002-03-28,4070943146.7599998,2213095000.0,1.83947961870593
2002-04-01,4087923097.32,2213095000.0,1.8471521092949015
2002-04-02,3862938752.3999996,2213095000.0,1.7454916089910282
2002-04-03,3973308431.04,2213095000.0,1.7953627978193434
2002-04-04,4030615764.18,2213095000.0,1.8212574535571224
2002-04-05,3958450974.2999997,2213095000.0,1.7886493685539933
2002-04-08,4253477615.2799997,2213095000.0,1.921958892537374
