date,close price,COTY_SHE,COTY_TA,COTY_TL,market cap,PB Ratio
,,1362000000.0,6814000000.0,5452000000.0,,
2013-06-13,17.36,1362000000.0,6814000000.0,5452000000.0,6652352000.0,4.884252569750367
2013-06-14,17.52,1362000000.0,6814000000.0,5452000000.0,6713664000.0,4.9292687224669605
2013-06-17,17.39,1362000000.0,6814000000.0,5452000000.0,6663848000.0,4.892693098384728
2013-06-18,17.3,1362000000.0,6814000000.0,5452000000.0,6629360000.0,4.867371512481645
2013-06-19,17.19,1362000000.0,6814000000.0,5452000000.0,6587208000.0,4.836422907488987
2013-06-20,16.75,1362000000.0,6814000000.0,5452000000.0,6418600000.0,4.712628487518355
2013-06-21,16.99,1362000000.0,6814000000.0,5452000000.0,6510568000.0,4.780152716593245
2013-06-24,16.61,1362000000.0,6814000000.0,5452000000.0,6364952000.0,4.673239353891336
2013-06-25,16.75,1362000000.0,6814000000.0,5452000000.0,6418600000.0,4.712628487518355
2013-06-26,17.02,1362000000.0,6814000000.0,5452000000.0,6522064000.0,4.788593245227607
2013-06-27,17.24,1362000000.0,6814000000.0,5452000000.0,6606368000.0,4.850490455212922
2013-06-28,17.18,1362000000.0,6814000000.0,5452000000.0,6583376000.0,4.833609397944199
2013-07-01,17.18,1362000000.0,6814000000.0,5452000000.0,6583376000.0,4.833609397944199
2013-07-02,17.26,1362000000.0,6814000000.0,5452000000.0,6614032000.0,4.856117474302496
2013-07-03,17.25,1362000000.0,6814000000.0,5452000000.0,6610200000.0,4.85330396475771
2013-07-05,17.26,1362000000.0,6814000000.0,5452000000.0,6614032000.0,4.856117474302496
2013-07-08,17.27,1362000000.0,6814000000.0,5452000000.0,6617864000.0,4.858930983847284
2013-07-09,17.38,1362000000.0,6814000000.0,5452000000.0,6660016000.0,4.889879588839941
2013-07-10,17.39,1362000000.0,6814000000.0,5452000000.0,6663848000.0,4.892693098384728
2013-07-11,17.45,1362000000.0,6814000000.0,5452000000.0,6686840000.0,4.909574155653451
2013-07-12,17.5,1362000000.0,6814000000.0,5452000000.0,6706000000.0,4.9236417033773865
2013-07-15,17.18,1362000000.0,6814000000.0,5452000000.0,6583376000.0,4.833609397944199
2013-07-16,17.32,1362000000.0,6814000000.0,5452000000.0,6637024000.0,4.872998531571219
2013-07-17,17.3,1362000000.0,6814000000.0,5452000000.0,6629360000.0,4.867371512481645
2013-07-18,17.15,1362000000.0,6814000000.0,5452000000.0,6571880000.0,4.825168869309839
2013-07-19,17.08,1362000000.0,6814000000.0,5452000000.0,6545056000.0,4.805474302496329
2013-07-22,16.95,1362000000.0,6814000000.0,5452000000.0,6495240000.0,4.7688986784140965
2013-07-23,17.06,1362000000.0,6814000000.0,5452000000.0,6537392000.0,4.799847283406755
2013-07-24,17.13,1362000000.0,6814000000.0,5452000000.0,6564216000.0,4.819541850220264
2013-07-25,17.35,1362000000.0,6814000000.0,5452000000.0,6648520000.0,4.88143906020558
2013-07-26,17.11,1362000000.0,6814000000.0,5452000000.0,6556552000.0,4.81391483113069
2013-07-29,17.22,1362000000.0,6814000000.0,5452000000.0,6598704000.0,4.844863436123348
2013-07-30,17.13,1362000000.0,6814000000.0,5452000000.0,6564216000.0,4.819541850220264
2013-07-31,17.19,1362000000.0,6814000000.0,5452000000.0,6587208000.0,4.836422907488987
2013-08-01,17.27,1362000000.0,6814000000.0,5452000000.0,6617864000.0,4.858930983847284
2013-08-02,17.26,1362000000.0,6814000000.0,5452000000.0,6614032000.0,4.856117474302496
2013-08-05,17.48,1362000000.0,6814000000.0,5452000000.0,6698336000.0,4.918014684287812
2013-08-06,17.51,1362000000.0,6814000000.0,5452000000.0,6709832000.0,4.926455212922173
2013-08-07,17.28,1362000000.0,6814000000.0,5452000000.0,6621696000.0,4.86174449339207
2013-08-08,16.81,1362000000.0,6814000000.0,5452000000.0,6441592000.0,4.729509544787078
2013-08-09,16.94,1362000000.0,6814000000.0,5452000000.0,6491408000.0,4.76608516886931
2013-08-12,16.96,1362000000.0,6814000000.0,5452000000.0,6499072000.0,4.771712187958884
2013-08-13,16.59,1362000000.0,6814000000.0,5452000000.0,6357288000.0,4.667612334801762
2013-08-14,16.76,1362000000.0,6814000000.0,5452000000.0,6422432000.0,4.7154419970631425
2013-08-15,16.99,1362000000.0,6814000000.0,5452000000.0,6685565000.0,4.908638032305433
2013-08-16,16.89,1362000000.0,6814000000.0,5452000000.0,6646215000.0,4.879746696035243
2013-08-19,16.99,1362000000.0,6814000000.0,5452000000.0,6685565000.0,4.908638032305433
2013-08-20,16.99,1362000000.0,6814000000.0,5452000000.0,6685565000.0,4.908638032305433
2013-08-21,16.84,1362000000.0,6814000000.0,5452000000.0,6626540000.0,4.865301027900147
2013-08-22,16.78,1362000000.0,6814000000.0,5452000000.0,6602930000.0,4.847966226138032
2013-08-23,16.58,1362000000.0,6814000000.0,5452000000.0,6524230000.0,4.79018355359765
2013-08-26,16.53,1362000000.0,6814000000.0,5452000000.0,6504555000.0,4.775737885462555
2013-08-27,15.91,1362000000.0,6814000000.0,5452000000.0,6260585000.0,4.596611600587371
2013-08-28,15.63,1362000000.0,6814000000.0,5452000000.0,6150405000.0,4.515715859030837
2013-08-29,16.01,1362000000.0,6814000000.0,5452000000.0,6299935000.0,4.625502936857562
2013-08-30,16.3,1362000000.0,6814000000.0,5452000000.0,6414050000.0,4.709287812041116
2013-09-03,16.14,1362000000.0,6814000000.0,5452000000.0,6351090000.0,4.66306167400881
2013-09-04,16.21,1362000000.0,6814000000.0,5452000000.0,6378635000.0,4.683285609397944
2013-09-05,16.01,1362000000.0,6814000000.0,5452000000.0,6299935000.0,4.625502936857562
2013-09-06,15.8,1362000000.0,6814000000.0,5452000000.0,6217300000.0,4.564831130690162
2013-09-09,15.56,1362000000.0,6814000000.0,5452000000.0,6122860000.0,4.495491923641703
2013-09-10,15.44,1362000000.0,6814000000.0,5452000000.0,6075640000.0,4.460822320117474
2013-09-11,15.43,1362000000.0,6814000000.0,5452000000.0,6071705000.0,4.457933186490455
2013-09-12,15.41,1362000000.0,6814000000.0,5452000000.0,6063835000.0,4.452154919236417
2013-09-13,15.87,1362000000.0,6814000000.0,5452000000.0,6244845000.0,4.5850550660792955
2013-09-16,16.25,1362000000.0,6814000000.0,5452000000.0,6394375000.0,4.694842143906021
