date,FDX,FDX_SHE,PB Ratio
,,18295000000.0,
2002-01-14,,6253000000.0,
2002-02-28,16905596652.34,6253000000.0,2.703597737460419
2002-03-01,17077983483.050001,6253000000.0,2.73116639741724
2002-03-04,17887325044.18,6253000000.0,2.860598919587398
2002-03-05,17790905291.41,6253000000.0,2.8451791606284984
2002-03-06,17530864140.0,6253000000.0,2.8035925379817686
2002-03-07,17413991712.4,6253000000.0,2.7849019210618904
2002-03-08,17618518460.7,6253000000.0,2.8176105006716776
2002-03-11,17241604881.69,6253000000.0,2.757333261105069
2002-03-12,16972798298.210001,6253000000.0,2.7143448421893495
2002-03-13,16882222166.82,6253000000.0,2.699859614076443
2002-03-14,16931892948.550001,6253000000.0,2.707803126267392
2002-03-15,16785802414.050001,6253000000.0,2.6844398551175437
2002-03-18,16858847681.300001,6253000000.0,2.6961214906924678
2002-03-19,16867613113.369999,6253000000.0,2.6975232869614585
2002-03-20,16595884719.199999,6253000000.0,2.654067602622741
2002-03-21,16654320933.0,6253000000.0,2.6634129110826805
2002-03-22,16817942331.640001,6253000000.0,2.6895797747705106
2002-03-25,16519917641.26,6253000000.0,2.64191870162482
2002-03-26,16800411467.5,6253000000.0,2.6867761822325282
2002-03-27,16964032866.140001,6253000000.0,2.7129430459203583
2002-03-28,16975720108.9,6253000000.0,2.714812107612346
2002-04-01,16777036981.980001,6253000000.0,2.683038058848553
2002-04-02,16338765378.480001,6253000000.0,2.6129482453990085
2002-04-03,16069958795.0,6253000000.0,2.569959826483288
2002-04-04,16180987601.220001,6253000000.0,2.5877159125571727
2002-04-05,15894650153.6,6253000000.0,2.54192390110347
2002-04-08,15520658385.279999,6253000000.0,2.482113926959859
2002-04-09,15634609002.189999,6253000000.0,2.5003372784567404
2002-04-10,15985226284.99,6253000000.0,2.556409129216376
2002-04-11,15763168672.550001,6253000000.0,2.520896957068607
2002-04-12,16069958795.0,6327000000.0,2.539901816816817
2002-04-15,15821604886.35,6327000000.0,2.5006487887387387
2002-04-16,16274485543.300001,6327000000.0,2.57222783993994
2002-04-17,15900493774.980001,6327000000.0,2.5131173976576577
2002-04-18,15590781841.84,6327000000.0,2.4641665626426428
2002-04-19,15806995832.9,6327000000.0,2.498339787087087
2002-04-22,15731028754.960001,6327000000.0,2.4863329784984987
2002-04-23,15754403240.480001,6327000000.0,2.4900273811411413
2002-04-24,15482674846.310001,6327000000.0,2.4470799504204206
2002-04-25,15693045215.99,6327000000.0,2.480329574204204
2002-04-26,15877119289.460001,6327000000.0,2.509422995015015
2002-04-29,15722263322.890001,6327000000.0,2.4849475775075076
2002-04-30,15096995835.230001,6327000000.0,2.386122306816817
2002-05-01,14991810650.390001,6327000000.0,2.369497494924925
2002-05-02,15088230403.16,6327000000.0,2.3847369058258256
2002-05-03,15044403242.810001,6327000000.0,2.3778099008708713
2002-05-06,14796049334.16,6327000000.0,2.338556872792793
2002-05-07,14582757153.789999,6327000000.0,2.3048454486786785
2002-05-08,15415473200.439999,6327000000.0,2.4364585428228227
2002-05-09,15281069908.699999,6327000000.0,2.4152157276276274
2002-05-10,15070699539.019999,6327000000.0,2.3819661038438436
2002-05-13,15468065792.859999,6327000000.0,2.4447709487687685
2002-05-14,15690123405.300001,6327000000.0,2.479867773873874
2002-05-15,15900493774.980001,6327000000.0,2.5131173976576577
2002-05-16,15918024639.119999,6327000000.0,2.5158881996396394
2002-05-17,15874197478.769999,6327000000.0,2.5089611946846846
2002-05-20,15815761264.970001,6327000000.0,2.499725188078078
2002-05-21,15544032870.800001,6327000000.0,2.4567777573573575
2002-05-22,15605390895.289999,6327000000.0,2.466475564294294
2002-05-23,15777777726.0,6327000000.0,2.493721783783784
2002-05-24,15473909414.24,6327000000.0,2.4456945494294295
2002-05-28,15222633694.9,6327000000.0,2.405979721021021
2002-05-29,15529423817.35,6327000000.0,2.454468755705706
2002-05-30,15716419701.51,6327000000.0,2.484023976846847
2002-05-31,15763168672.550001,6327000000.0,2.4914127821321324
2002-06-03,15919245253.8,6327000000.0,2.516081121194879
2002-06-04,15695660348.55,6327000000.0,2.480742903200569
