date,close price,HUM_SHE,HUM_TA,HUM_TL,market cap,PB Ratio
,,373000000.0,1051000000.0,678000000.0,,
1981-12-31,9.72,373000000.0,1051000000.0,678000000.0,,
1982-01-04,10.07,373000000.0,1051000000.0,678000000.0,,
1982-01-05,9.86,373000000.0,1051000000.0,678000000.0,,
1982-01-06,9.79,373000000.0,1051000000.0,678000000.0,,
1982-01-07,9.79,373000000.0,1051000000.0,678000000.0,,
1982-01-08,9.86,373000000.0,1051000000.0,678000000.0,,
1982-01-11,9.69,373000000.0,1051000000.0,678000000.0,,
1982-01-12,9.62,373000000.0,1051000000.0,678000000.0,,
1982-01-13,9.62,373000000.0,1051000000.0,678000000.0,,
1982-01-14,9.48,373000000.0,1051000000.0,678000000.0,,
1982-01-15,9.41,373000000.0,1051000000.0,678000000.0,,
1982-01-18,9.27,373000000.0,1051000000.0,678000000.0,,
1982-01-19,9.13,373000000.0,1051000000.0,678000000.0,,
1982-01-20,9.1,373000000.0,1051000000.0,678000000.0,,
1982-01-21,9.03,373000000.0,1051000000.0,678000000.0,,
1982-01-22,8.96,373000000.0,1051000000.0,678000000.0,,
1982-01-25,8.96,373000000.0,1051000000.0,678000000.0,,
1982-01-26,8.75,373000000.0,1051000000.0,678000000.0,,
1982-01-27,8.78,373000000.0,1051000000.0,678000000.0,,
1982-01-28,9.51,373000000.0,1051000000.0,678000000.0,,
1982-01-29,9.9,373000000.0,1051000000.0,678000000.0,,
1982-02-01,9.48,373000000.0,1051000000.0,678000000.0,,
1982-02-02,9.53,373000000.0,1051000000.0,678000000.0,,
1982-02-03,9.74,373000000.0,1051000000.0,678000000.0,,
1982-02-04,9.38,373000000.0,1051000000.0,678000000.0,,
1982-02-05,9.79,373000000.0,1051000000.0,678000000.0,,
1982-02-08,9.84,373000000.0,1051000000.0,678000000.0,,
1982-02-09,9.64,373000000.0,1051000000.0,678000000.0,,
1982-02-10,9.9,373000000.0,1051000000.0,678000000.0,,
1982-02-11,9.84,373000000.0,1051000000.0,678000000.0,,
1982-02-12,10.1,373000000.0,1051000000.0,678000000.0,,
1982-02-16,9.95,373000000.0,1051000000.0,678000000.0,,
1982-02-17,10.16,373000000.0,1051000000.0,678000000.0,,
1982-02-18,10.42,373000000.0,1051000000.0,678000000.0,,
1982-02-19,10.63,373000000.0,1051000000.0,678000000.0,,
1982-02-22,10.21,373000000.0,1051000000.0,678000000.0,,
1982-02-23,10.21,373000000.0,1051000000.0,678000000.0,,
1982-02-24,10.42,373000000.0,1051000000.0,678000000.0,,
1982-02-25,10.42,373000000.0,1051000000.0,678000000.0,,
1982-02-26,10.21,373000000.0,1051000000.0,678000000.0,,
1982-03-01,10.36,373000000.0,1051000000.0,678000000.0,,
1982-03-02,10.31,373000000.0,1051000000.0,678000000.0,,
1982-03-03,10.1,373000000.0,1051000000.0,678000000.0,,
1982-03-04,9.9,373000000.0,1051000000.0,678000000.0,,
1982-03-05,9.64,373000000.0,1051000000.0,678000000.0,,
1982-03-08,9.01,373000000.0,1051000000.0,678000000.0,,
1982-03-09,9.58,373000000.0,1051000000.0,678000000.0,,
1982-03-10,9.38,373000000.0,1051000000.0,678000000.0,,
1982-03-11,9.11,373000000.0,1051000000.0,678000000.0,,
1982-03-12,8.7,373000000.0,1051000000.0,678000000.0,,
1982-03-15,8.8,373000000.0,1051000000.0,678000000.0,,
1982-03-16,8.91,373000000.0,1051000000.0,678000000.0,,
1982-03-17,8.54,373000000.0,1051000000.0,678000000.0,,
1982-03-18,8.8,373000000.0,1051000000.0,678000000.0,,
1982-03-19,9.06,373000000.0,1051000000.0,678000000.0,,
1982-03-22,9.48,373000000.0,1051000000.0,678000000.0,,
1982-03-23,9.69,373000000.0,1051000000.0,678000000.0,,
1982-03-24,10.0,373000000.0,1051000000.0,678000000.0,,
1982-03-25,10.0,373000000.0,1051000000.0,678000000.0,,
1982-03-26,9.79,373000000.0,1051000000.0,678000000.0,,
1982-03-29,9.69,373000000.0,1051000000.0,678000000.0,,
1982-03-30,9.79,373000000.0,1051000000.0,678000000.0,,
1982-03-31,9.84,373000000.0,1051000000.0,678000000.0,,
1982-04-01,9.79,373000000.0,1051000000.0,678000000.0,,
1982-04-02,10.42,373000000.0,1051000000.0,678000000.0,,
1982-04-05,10.31,373000000.0,1051000000.0,678000000.0,,
1982-04-06,10.36,373000000.0,1051000000.0,678000000.0,,
1982-04-07,10.47,373000000.0,1051000000.0,678000000.0,,
1982-04-08,10.63,373000000.0,1051000000.0,678000000.0,,
1982-04-12,10.47,373000000.0,1051000000.0,678000000.0,,
1982-04-13,10.63,373000000.0,1051000000.0,678000000.0,,
1982-04-14,10.42,373000000.0,1051000000.0,678000000.0,,
1982-04-15,10.63,373000000.0,1051000000.0,678000000.0,,
1982-04-16,11.04,373000000.0,1051000000.0,678000000.0,,
1982-04-19,10.73,373000000.0,1051000000.0,678000000.0,,
1982-04-20,10.57,373000000.0,1051000000.0,678000000.0,,
1982-04-21,10.42,373000000.0,1051000000.0,678000000.0,,
1982-04-22,10.52,373000000.0,1051000000.0,678000000.0,,
1982-04-23,10.68,373000000.0,1051000000.0,678000000.0,,
1982-04-26,11.09,373000000.0,1051000000.0,678000000.0,,
