date,NKE,NKE_SHE,PB Ratio
2002-08-14,,3839000000.0,
2003-06-02,1842618379.0,3839000000.0,0.4799735293045064
2003-06-03,1800501387.48,3839000000.0,0.4690027057775462
2003-06-04,1839986067.03,3839000000.0,0.4792878528340714
2003-06-05,1834721443.09,3839000000.0,0.47791649989320134
2003-06-06,1824192195.21,3839000000.0,0.4751737940114613
2003-06-09,1818927571.27,3839000000.0,0.4738024410705913
2003-06-10,1839986067.03,3839000000.0,0.4792878528340714
2003-06-11,1818927571.27,3839000000.0,0.4738024410705913
2003-06-12,1816295259.3000002,3839000000.0,0.47311676460015634
2003-06-13,1795236763.54,3839000000.0,0.46763135283667623
2003-06-16,1811030635.36,3839000000.0,0.47174541165928624
2003-06-17,1832089131.12,3839000000.0,0.4772308234227663
2003-06-18,1847883002.9399998,3839000000.0,0.48134488224537636
2003-06-19,1853147626.88,3839000000.0,0.48271623518624646
2003-06-20,1842618379.0,3839000000.0,0.4799735293045064
2003-06-23,1821559883.24,3839000000.0,0.4744881175410263
2003-06-24,1863676874.76,3839000000.0,0.4854589410679864
2003-06-25,1871573810.67,3839000000.0,0.4875159704792915
2003-06-26,1874206122.64,3839000000.0,0.4882016469497265
2003-06-27,1747855148.08,3839000000.0,0.455289176368846
2003-06-30,1761016707.93,3839000000.0,0.4587175587210211
2003-07-01,1774178267.78,3839000000.0,0.4621459410731961
2003-07-02,1771545955.8100002,3839000000.0,0.4614602646027612
2003-07-03,1761016707.93,3839000000.0,0.4587175587210211
2003-07-07,1774178267.78,3839000000.0,0.4621459410731961
2003-07-08,1766281331.87,3839000000.0,0.4600889116618911
2003-07-09,1745222836.11,3839000000.0,0.45460349989841103
2003-07-10,1766281331.87,3839000000.0,0.4600889116618911
2003-07-11,1763649019.9,3839000000.0,0.45940323519145615
2003-07-14,1766281331.87,3839000000.0,0.4600889116618911
2003-07-15,1747855148.08,3839000000.0,0.455289176368846
2003-07-16,1745222836.11,3839000000.0,0.45460349989841103
2003-07-17,1718899716.41,3839000000.0,0.447746735194061
2003-07-18,1711002780.5,3839000000.0,0.4456897057827559
2003-07-21,1682047348.83,3839000000.0,0.4381472646079708
2003-07-22,1692576596.71,3839000000.0,0.44088997048971085
2003-07-23,1711002780.5,3839000000.0,0.4456897057827559
2003-07-24,1726796652.32,3839000000.0,0.449803764605366
2003-07-25,1734693588.23,3839000000.0,0.451860794016671
2003-07-28,1711002780.5,3839000000.0,0.4456897057827559
2003-07-29,1703105844.59,3839000000.0,0.4436326763714509
2003-07-30,1687311972.77,3839000000.0,0.43951861754884086
2003-07-31,1703105844.59,3839000000.0,0.4436326763714509
2003-08-01,1668885788.98,3839000000.0,0.4347188822557958
2003-08-04,1666253477.01,3839000000.0,0.43403320578536075
2003-08-05,1637298045.34,3839000000.0,0.42649076461057567
2003-08-06,1634665733.37,3839000000.0,0.4258050881401406
2003-08-07,1666253477.01,3990000000.0,0.4176073877218045
2003-08-08,1737325900.1999998,3990000000.0,0.4354200251127819
2003-08-11,1737325900.1999998,3990000000.0,0.4354200251127819
2003-08-12,1768913643.84,3990000000.0,0.4433367528421052
2003-08-13,1789972139.6,3990000000.0,0.4486145713283208
2003-08-14,1803133699.4499998,3990000000.0,0.45191320788220546
2003-08-15,1818927571.27,3990000000.0,0.45587157174686715
2003-08-18,1813662947.33,3990000000.0,0.45455211712531324
2003-08-19,1797869075.51,3990000000.0,0.45059375326065165
