date,close price,AES_SHE,AES_TA,AES_TL,market cap,PB Ratio
,,2462000000.0,34566000000.0,32104000000.0,,
1991-06-26,3.28,2462000000.0,34566000000.0,32104000000.0,,
1991-06-27,3.32,2462000000.0,34566000000.0,32104000000.0,,
1991-06-28,3.3,2462000000.0,34566000000.0,32104000000.0,,
1991-07-01,3.32,2462000000.0,34566000000.0,32104000000.0,,
1991-07-02,3.36,2462000000.0,34566000000.0,32104000000.0,,
1991-07-03,3.32,2462000000.0,34566000000.0,32104000000.0,,
1991-07-05,3.2,2462000000.0,34566000000.0,32104000000.0,,
1991-07-08,3.2,2462000000.0,34566000000.0,32104000000.0,,
1991-07-09,3.44,2462000000.0,34566000000.0,32104000000.0,,
1991-07-10,3.72,2462000000.0,34566000000.0,32104000000.0,,
1991-07-11,3.78,2462000000.0,34566000000.0,32104000000.0,,
1991-07-12,3.72,2462000000.0,34566000000.0,32104000000.0,,
1991-07-15,3.72,2462000000.0,34566000000.0,32104000000.0,,
1991-07-16,3.92,2462000000.0,34566000000.0,32104000000.0,,
1991-07-17,4.13,2462000000.0,34566000000.0,32104000000.0,,
1991-07-18,4.13,2462000000.0,34566000000.0,32104000000.0,,
1991-07-19,3.92,2462000000.0,34566000000.0,32104000000.0,,
1991-07-22,3.92,2462000000.0,34566000000.0,32104000000.0,,
1991-07-23,3.74,2462000000.0,34566000000.0,32104000000.0,,
1991-07-24,3.64,2462000000.0,34566000000.0,32104000000.0,,
1991-07-25,3.6,2462000000.0,34566000000.0,32104000000.0,,
1991-07-26,3.64,2462000000.0,34566000000.0,32104000000.0,,
1991-07-29,3.68,2462000000.0,34566000000.0,32104000000.0,,
1991-07-30,3.96,2462000000.0,34566000000.0,32104000000.0,,
1991-07-31,4.05,2462000000.0,34566000000.0,32104000000.0,,
1991-08-01,4.09,2462000000.0,34566000000.0,32104000000.0,,
1991-08-02,4.05,2462000000.0,34566000000.0,32104000000.0,,
1991-08-05,3.96,2462000000.0,34566000000.0,32104000000.0,,
1991-08-06,4.0,2462000000.0,34566000000.0,32104000000.0,,
1991-08-07,4.0,2462000000.0,34566000000.0,32104000000.0,,
1991-08-08,4.0,2462000000.0,34566000000.0,32104000000.0,,
1991-08-09,3.94,2462000000.0,34566000000.0,32104000000.0,,
1991-08-12,3.92,2462000000.0,34566000000.0,32104000000.0,,
1991-08-13,3.92,2462000000.0,34566000000.0,32104000000.0,,
1991-08-14,3.96,2462000000.0,34566000000.0,32104000000.0,,
1991-08-15,3.96,2462000000.0,34566000000.0,32104000000.0,,
1991-08-16,3.92,2462000000.0,34566000000.0,32104000000.0,,
1991-08-19,3.74,2462000000.0,34566000000.0,32104000000.0,,
1991-08-20,3.88,2462000000.0,34566000000.0,32104000000.0,,
1991-08-21,3.88,2462000000.0,34566000000.0,32104000000.0,,
1991-08-22,3.96,2462000000.0,34566000000.0,32104000000.0,,
1991-08-23,4.0,2462000000.0,34566000000.0,32104000000.0,,
1991-08-26,4.05,2462000000.0,34566000000.0,32104000000.0,,
1991-08-27,4.21,2462000000.0,34566000000.0,32104000000.0,,
1991-08-28,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-08-29,4.27,2462000000.0,34566000000.0,32104000000.0,,
1991-08-30,4.29,2462000000.0,34566000000.0,32104000000.0,,
1991-09-03,4.29,2462000000.0,34566000000.0,32104000000.0,,
1991-09-04,4.25,2462000000.0,34566000000.0,32104000000.0,,
1991-09-05,4.25,2462000000.0,34566000000.0,32104000000.0,,
1991-09-06,4.25,2462000000.0,34566000000.0,32104000000.0,,
1991-09-09,4.29,2462000000.0,34566000000.0,32104000000.0,,
1991-09-10,4.25,2462000000.0,34566000000.0,32104000000.0,,
1991-09-11,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-09-12,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-09-13,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-09-16,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-09-17,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-09-18,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-09-19,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-09-20,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-09-23,4.41,2462000000.0,34566000000.0,32104000000.0,,
1991-09-24,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-09-25,4.41,2462000000.0,34566000000.0,32104000000.0,,
1991-09-26,4.49,2462000000.0,34566000000.0,32104000000.0,,
1991-09-27,4.41,2462000000.0,34566000000.0,32104000000.0,,
1991-09-30,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-10-01,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-10-02,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-10-03,4.17,2462000000.0,34566000000.0,32104000000.0,,
1991-10-04,4.13,2462000000.0,34566000000.0,32104000000.0,,
1991-10-07,4.0,2462000000.0,34566000000.0,32104000000.0,,
1991-10-08,4.05,2462000000.0,34566000000.0,32104000000.0,,
1991-10-09,4.17,2462000000.0,34566000000.0,32104000000.0,,
1991-10-10,4.25,2462000000.0,34566000000.0,32104000000.0,,
1991-10-11,4.21,2462000000.0,34566000000.0,32104000000.0,,
1991-10-14,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-10-15,4.49,2462000000.0,34566000000.0,32104000000.0,,
1991-10-16,4.53,2462000000.0,34566000000.0,32104000000.0,,
1991-10-17,4.57,2462000000.0,34566000000.0,32104000000.0,,
1991-10-18,4.53,2462000000.0,34566000000.0,32104000000.0,,
1991-10-21,4.57,2462000000.0,34566000000.0,32104000000.0,,
1991-10-22,4.45,2462000000.0,34566000000.0,32104000000.0,,
1991-10-23,4.57,2462000000.0,34566000000.0,32104000000.0,,
1991-10-24,4.41,2462000000.0,34566000000.0,32104000000.0,,
1991-10-25,4.29,2462000000.0,34566000000.0,32104000000.0,,
1991-10-28,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-10-29,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-10-30,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-10-31,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-11-01,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-11-04,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-11-05,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-11-06,4.41,2462000000.0,34566000000.0,32104000000.0,,
1991-11-07,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-11-08,4.41,2462000000.0,34566000000.0,32104000000.0,,
1991-11-11,4.41,2462000000.0,34566000000.0,32104000000.0,,
1991-11-12,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-11-13,4.45,2462000000.0,34566000000.0,32104000000.0,,
1991-11-14,4.41,2462000000.0,34566000000.0,32104000000.0,,
1991-11-15,4.37,2462000000.0,34566000000.0,32104000000.0,,
1991-11-18,4.27,2462000000.0,34566000000.0,32104000000.0,,
1991-11-19,4.21,2462000000.0,34566000000.0,32104000000.0,,
1991-11-20,4.21,2462000000.0,34566000000.0,32104000000.0,,
1991-11-21,4.25,2462000000.0,34566000000.0,32104000000.0,,
1991-11-22,4.29,2462000000.0,34566000000.0,32104000000.0,,
1991-11-25,4.17,2462000000.0,34566000000.0,32104000000.0,,
1991-11-26,4.09,2462000000.0,34566000000.0,32104000000.0,,
1991-11-27,4.17,2462000000.0,34566000000.0,32104000000.0,,
1991-11-29,4.11,2462000000.0,34566000000.0,32104000000.0,,
1991-12-02,4.25,2462000000.0,34566000000.0,32104000000.0,,
1991-12-03,4.25,2462000000.0,34566000000.0,32104000000.0,,
1991-12-04,4.21,2462000000.0,34566000000.0,32104000000.0,,
1991-12-05,4.25,2462000000.0,34566000000.0,32104000000.0,,
1991-12-06,4.33,2462000000.0,34566000000.0,32104000000.0,,
1991-12-09,4.45,2462000000.0,34566000000.0,32104000000.0,,
1991-12-10,4.41,2462000000.0,34566000000.0,32104000000.0,,
1991-12-11,4.29,2462000000.0,34566000000.0,32104000000.0,,
1991-12-12,4.45,2462000000.0,34566000000.0,32104000000.0,,
1991-12-13,4.49,2462000000.0,34566000000.0,32104000000.0,,
1991-12-16,4.49,2462000000.0,34566000000.0,32104000000.0,,
1991-12-17,4.49,2462000000.0,34566000000.0,32104000000.0,,
1991-12-18,4.73,2462000000.0,34566000000.0,32104000000.0,,
1991-12-19,4.85,2462000000.0,34566000000.0,32104000000.0,,
1991-12-20,4.98,2462000000.0,34566000000.0,32104000000.0,,
1991-12-23,5.0,2462000000.0,34566000000.0,32104000000.0,,
1991-12-24,4.89,2462000000.0,34566000000.0,32104000000.0,,
1991-12-26,4.89,2462000000.0,34566000000.0,32104000000.0,,
1991-12-27,5.02,2462000000.0,34566000000.0,32104000000.0,,
1991-12-30,5.3,2462000000.0,34566000000.0,32104000000.0,,
1991-12-31,5.54,2462000000.0,34566000000.0,32104000000.0,,
1992-01-02,5.34,2462000000.0,34566000000.0,32104000000.0,,
1992-01-03,5.38,2462000000.0,34566000000.0,32104000000.0,,
1992-01-06,5.46,2462000000.0,34566000000.0,32104000000.0,,
1992-01-07,5.42,2462000000.0,34566000000.0,32104000000.0,,
1992-01-08,5.46,2462000000.0,34566000000.0,32104000000.0,,
1992-01-09,5.38,2462000000.0,34566000000.0,32104000000.0,,
1992-01-10,5.46,2462000000.0,34566000000.0,32104000000.0,,
1992-01-13,5.46,2462000000.0,34566000000.0,32104000000.0,,
1992-01-14,5.5,2462000000.0,34566000000.0,32104000000.0,,
1992-01-15,5.5,2462000000.0,34566000000.0,32104000000.0,,
1992-01-16,5.42,2462000000.0,34566000000.0,32104000000.0,,
1992-01-17,5.42,2462000000.0,34566000000.0,32104000000.0,,
1992-01-20,5.46,2462000000.0,34566000000.0,32104000000.0,,
1992-01-21,5.42,2462000000.0,34566000000.0,32104000000.0,,
1992-01-22,5.5,2462000000.0,34566000000.0,32104000000.0,,
1992-01-23,5.58,2462000000.0,34566000000.0,32104000000.0,,
1992-01-24,5.54,2462000000.0,34566000000.0,32104000000.0,,
1992-01-27,5.38,2462000000.0,34566000000.0,32104000000.0,,
1992-01-28,5.5,2462000000.0,34566000000.0,32104000000.0,,
1992-01-29,5.38,2462000000.0,34566000000.0,32104000000.0,,
1992-01-30,5.36,2462000000.0,34566000000.0,32104000000.0,,
1992-01-31,5.34,2462000000.0,34566000000.0,32104000000.0,,
1992-02-03,5.38,2462000000.0,34566000000.0,32104000000.0,,
1992-02-04,5.42,2462000000.0,34566000000.0,32104000000.0,,
1992-02-05,5.42,2462000000.0,34566000000.0,32104000000.0,,
1992-02-06,5.38,2462000000.0,34566000000.0,32104000000.0,,
1992-02-07,5.18,2462000000.0,34566000000.0,32104000000.0,,
1992-02-10,5.06,2462000000.0,34566000000.0,32104000000.0,,
1992-02-11,4.94,2462000000.0,34566000000.0,32104000000.0,,
1992-02-12,5.14,2462000000.0,34566000000.0,32104000000.0,,
1992-02-13,5.06,2462000000.0,34566000000.0,32104000000.0,,
1992-02-14,5.06,2462000000.0,34566000000.0,32104000000.0,,
1992-02-18,5.06,2462000000.0,34566000000.0,32104000000.0,,
