date,close price,DFS_SHE,DFS_TA,DFS_TL,market cap,PB Ratio
,,5529000000.0,29764000000.0,24235000000.0,,
2007-06-14,28.75,5529000000.0,29764000000.0,24235000000.0,,
2007-06-15,29.08,5529000000.0,29764000000.0,24235000000.0,,
2007-06-18,29.93,5529000000.0,29764000000.0,24235000000.0,,
2007-06-19,29.7,5529000000.0,29764000000.0,24235000000.0,,
2007-06-20,29.81,5529000000.0,29764000000.0,24235000000.0,,
2007-06-21,31.21,5529000000.0,29764000000.0,24235000000.0,,
2007-06-22,31.7,5529000000.0,29764000000.0,24235000000.0,,
2007-06-25,31.3,5529000000.0,29764000000.0,24235000000.0,,
2007-06-26,30.41,5529000000.0,29764000000.0,24235000000.0,,
2007-06-27,29.58,5529000000.0,29764000000.0,24235000000.0,,
2007-06-28,29.5,5529000000.0,29764000000.0,24235000000.0,,
2007-06-29,28.5,5529000000.0,29764000000.0,24235000000.0,,
2007-07-02,27.5,5529000000.0,29764000000.0,24235000000.0,,
2007-07-03,26.67,5529000000.0,29764000000.0,24235000000.0,,
2007-07-05,25.93,5529000000.0,29764000000.0,24235000000.0,,
2007-07-06,25.64,5529000000.0,29764000000.0,24235000000.0,,
2007-07-09,25.54,5529000000.0,29764000000.0,24235000000.0,,
2007-07-10,24.9,5529000000.0,29764000000.0,24235000000.0,,
2007-07-11,25.21,5529000000.0,29764000000.0,24235000000.0,,
2007-07-12,26.34,5780000000.0,35673000000.0,29892000000.0,,
2007-07-13,27.16,5780000000.0,35673000000.0,29892000000.0,,
2007-07-16,26.84,5780000000.0,35673000000.0,29892000000.0,,
2007-07-17,26.5,5780000000.0,35673000000.0,29892000000.0,,
2007-07-18,26.36,5780000000.0,35673000000.0,29892000000.0,,
2007-07-19,26.71,5780000000.0,35673000000.0,29892000000.0,,
2007-07-20,26.3,5780000000.0,35673000000.0,29892000000.0,,
2007-07-23,26.12,5780000000.0,35673000000.0,29892000000.0,,
2007-07-24,25.0,5780000000.0,35673000000.0,29892000000.0,,
2007-07-25,24.1,5780000000.0,35673000000.0,29892000000.0,,
2007-07-26,24.62,5780000000.0,35673000000.0,29892000000.0,,
2007-07-27,23.33,5780000000.0,35673000000.0,29892000000.0,,
2007-07-30,23.57,5780000000.0,35673000000.0,29892000000.0,,
2007-07-31,23.05,5780000000.0,35673000000.0,29892000000.0,,
2007-08-01,22.88,5780000000.0,35673000000.0,29892000000.0,,
2007-08-02,23.37,5780000000.0,35673000000.0,29892000000.0,,
2007-08-03,21.99,5780000000.0,35673000000.0,29892000000.0,,
2007-08-06,22.15,5780000000.0,35673000000.0,29892000000.0,,
2007-08-07,22.88,5780000000.0,35673000000.0,29892000000.0,,
2007-08-08,24.29,5780000000.0,35673000000.0,29892000000.0,,
2007-08-09,22.16,5780000000.0,35673000000.0,29892000000.0,,
2007-08-10,20.86,5780000000.0,35673000000.0,29892000000.0,,
2007-08-13,22.1,5780000000.0,35673000000.0,29892000000.0,,
2007-08-14,21.96,5780000000.0,35673000000.0,29892000000.0,,
2007-08-15,21.66,5780000000.0,35673000000.0,29892000000.0,,
2007-08-16,22.85,5780000000.0,35673000000.0,29892000000.0,,
2007-08-17,23.18,5780000000.0,35673000000.0,29892000000.0,,
2007-08-20,23.45,5780000000.0,35673000000.0,29892000000.0,,
2007-08-21,23.67,5780000000.0,35673000000.0,29892000000.0,,
2007-08-22,23.73,5780000000.0,35673000000.0,29892000000.0,,
2007-08-23,23.7,5780000000.0,35673000000.0,29892000000.0,,
2007-08-24,23.99,5780000000.0,35673000000.0,29892000000.0,,
2007-08-27,23.83,5780000000.0,35673000000.0,29892000000.0,,
2007-08-28,22.71,5780000000.0,35673000000.0,29892000000.0,,
2007-08-29,23.33,5780000000.0,35673000000.0,29892000000.0,,
2007-08-30,22.76,5780000000.0,35673000000.0,29892000000.0,,
2007-08-31,23.14,5780000000.0,35673000000.0,29892000000.0,11073900961.5,1.9158998203287196
2007-09-04,23.43,5780000000.0,35673000000.0,29892000000.0,11212683644.25,1.9399106650951556
2007-09-05,22.55,5780000000.0,35673000000.0,29892000000.0,10791549986.25,1.867050170631488
2007-09-06,22.28,5780000000.0,35673000000.0,29892000000.0,10662338523.0,1.8446952461937716
2007-09-07,21.11,5780000000.0,35673000000.0,29892000000.0,10102422182.25,1.7478239069636679
2007-09-10,20.56,5780000000.0,35673000000.0,29892000000.0,9839213646.0,1.7022860979238754
2007-09-11,20.61,5780000000.0,35673000000.0,29892000000.0,9863141694.75,1.7064258987456746
2007-09-12,21.0,5780000000.0,35673000000.0,29892000000.0,10049780475.0,1.7387163451557093
2007-09-13,21.34,5780000000.0,35673000000.0,29892000000.0,10212491206.5,1.7668669907439447
2007-09-14,21.27,5780000000.0,35673000000.0,29892000000.0,10178991938.25,1.7610712695934256
2007-09-17,21.32,5780000000.0,35673000000.0,29892000000.0,10202919987.0,1.7652110704152248
2007-09-18,23.09,5780000000.0,35673000000.0,29892000000.0,11049972912.75,1.9117600195069204
2007-09-19,23.41,5780000000.0,35673000000.0,29892000000.0,11203112424.75,1.938254744766436
2007-09-20,22.66,5780000000.0,35673000000.0,29892000000.0,10844191693.5,1.8761577324394463
2007-09-21,22.4,5780000000.0,35673000000.0,29892000000.0,10719765840.0,1.85463076816609
2007-09-24,22.26,5780000000.0,35673000000.0,29892000000.0,10652767303.5,1.843039325865052
2007-09-25,21.72,5780000000.0,35673000000.0,29892000000.0,10394344377.0,1.7983294769896194
2007-09-26,21.25,5780000000.0,35673000000.0,29892000000.0,10169420718.75,1.7594153492647058
2007-09-27,20.67,5780000000.0,35673000000.0,29892000000.0,9891855353.25,1.711393659731834
2007-09-28,20.8,5780000000.0,35673000000.0,29892000000.0,9954068280.0,1.7221571418685122
2007-10-01,21.57,5780000000.0,35673000000.0,29892000000.0,10322560230.75,1.7859100745242213
2007-10-02,21.37,5780000000.0,35673000000.0,29892000000.0,10226848035.75,1.7693508712370243
