date,PSX,PSX_SHE,PB Ratio
2012-04-12,21643890000.0,,
2012-04-13,23553645000.0,,
2012-04-16,23267181750.0,,
2012-04-17,22917060000.0,,
2012-04-18,22917060000.0,,
2012-04-19,22917060000.0,,
2012-04-20,23120767200.0,,
2012-04-23,22713352800.0,,
2012-04-24,22121328750.0,,
2012-04-25,22121328750.0,,
2012-04-26,22248645750.0,,
2012-04-27,21713914350.0,,
2012-04-30,21675719250.0,,
2012-05-01,20854524600.0,,
2012-05-02,20370720000.0,,
2012-05-03,19982403150.0,,
2012-05-04,19199403600.0,,
2012-05-07,18683769750.0,,
2012-05-08,19161208500.0,,
2012-05-09,20682646650.0,,
2012-05-10,20676280799.999996,,
2012-05-11,20262500550.0,,
2012-05-14,19937842200.0,,
2012-05-15,20160646950.0,,
2012-05-16,20434378500.0,0.0,inf
2012-05-17,19899647100.0,0.0,inf
2012-05-18,19976037300.0,0.0,inf
2012-05-21,20491671150.0,0.0,inf
2012-05-22,20135183550.0,0.0,inf
2012-05-23,19995134850.0,0.0,inf
2012-05-24,19816891050.0,0.0,inf
2012-05-25,19925110500.0,0.0,inf
2012-05-29,19740500850.0,0.0,inf
2012-05-30,19377647400.0,0.0,inf
2012-05-31,19116647550.0,0.0,inf
2012-06-01,19046623200.0,0.0,inf
2012-06-04,18798355050.0,0.0,inf
2012-06-05,19033891500.0,0.0,inf
2012-06-06,20071525050.0,0.0,inf
2012-06-07,20262500550.0,0.0,inf
2012-06-08,20447110200.0,0.0,inf
2012-06-11,20752671000.0,0.0,inf
2012-06-12,21319231650.0,0.0,inf
2012-06-13,20860890450.000004,0.0,inf
2012-06-14,21344695050.0,0.0,inf
2012-06-15,22216816500.0,0.0,inf
2012-06-18,21554768100.0,0.0,inf
2012-06-19,21554768100.0,0.0,inf
2012-06-20,22064036099.999996,0.0,inf
2012-06-21,21312865799.999996,0.0,inf
2012-06-22,21745743599.999996,0.0,inf
2012-06-25,20924548950.0,0.0,inf
2012-06-26,20739939300.0,0.0,inf
2012-06-27,20300695650.0,0.0,inf
2012-06-28,20568061350.0,0.0,inf
2012-06-29,21160085400.0,0.0,inf
2012-07-02,21643890000.0,0.0,inf
2012-07-03,21796670400.0,0.0,inf
2012-07-05,21516573000.0,0.0,inf
2012-07-06,21242841450.0,0.0,inf
2012-07-09,21166451250.0,0.0,inf
2012-07-10,20803597800.0,0.0,inf
2012-07-11,21312865799.999996,0.0,inf
2012-07-12,21013670850.0,0.0,inf
2012-07-13,22242279900.0,0.0,inf
2012-07-16,22980718500.0,0.0,inf
2012-07-17,23356303650.0,0.0,inf
2012-07-18,23617303500.0,0.0,inf
2012-07-19,22662426000.0,0.0,inf
2012-07-20,22484182200.0,0.0,inf
2012-07-23,22293206700.000004,0.0,inf
2012-07-24,22426889549.999996,0.0,inf
2012-07-25,22535109000.0,0.0,inf
2012-07-26,22891596600.0,0.0,inf
2012-07-27,23248084200.000004,0.0,inf
2012-07-30,23967425250.0,0.0,inf
2012-07-31,23935596000.0,0.0,inf
2012-08-01,24362107950.000004,0.0,inf
2012-08-02,24381205500.0,0.0,inf
2012-08-03,25253326950.0,18948000000.0,1.3327700522482584
2012-08-06,25507960950.0,18948000000.0,1.3462086209626345
2012-08-07,25316985450.000004,18948000000.0,1.3361296944268526
2012-08-08,25558887750.0,18948000000.0,1.3488963347055098
2012-08-09,25667107200.0,18948000000.0,1.3546077264091196
2012-08-10,25463400000.0,18948000000.0,1.3438568714376187
2012-08-13,25558887750.0,18948000000.0,1.3488963347055098
2012-08-14,25418839050.0,18948000000.0,1.3415051219126028
2012-08-15,25692570600.0,18948000000.0,1.3559515832805573
2012-08-16,26214570300.0,18948000000.0,1.3835006491450286
2012-08-17,27226740450.000004,18948000000.0,1.436918959784674
2012-08-20,27417715950.0,18948000000.0,1.446997886320456
2012-08-21,26450106750.0,18948000000.0,1.3959313252058265
2012-08-22,26405545799.999996,18948000000.0,1.3935795756808105
2012-08-23,26310058050.0,18948000000.0,1.3885401124129195
2012-08-24,26329155600.0,18948000000.0,1.389548005066498
2012-08-27,26144545950.0,18948000000.0,1.379805042748575
2012-08-28,26711106600.0,18948000000.0,1.4097058581380622
2012-08-29,26723838299.999996,18948000000.0,1.4103777865737808
2012-08-30,27042130799.999996,18948000000.0,1.4271759974667508
2012-08-31,26736570000.0,18948000000.0,1.4110497150094996
2012-09-04,26997569849.999996,18948000000.0,1.424824247941735
2012-09-05,26571057900.0,18948000000.0,1.4023146453451552
2012-09-06,27640520700.0,18948000000.0,1.4587566339455351
2012-09-07,28175252100.0,18948000000.0,1.4869776282457252
2012-09-10,28353495900.0,18948000000.0,1.4963846263457885
2012-09-11,29021910150.000004,18948000000.0,1.531660869221026
2012-09-12,29461153800.0,18948000000.0,1.554842400253325
2012-09-13,29690324400.0,18948000000.0,1.5669371120962634
2012-09-14,29747617049.999996,18948000000.0,1.5699607900569978
2012-09-17,29372031900.0,18948000000.0,1.5501389012032931
2012-09-18,28977349200.000004,18948000000.0,1.5293091196960102
2012-09-19,29009178450.0,18948000000.0,1.5309889407853072
2012-09-20,29142861300.0,18948000000.0,1.5380441893603547
2012-09-21,29804909700.0,18948000000.0,1.5729844680177327
2012-09-24,29753982900.0,18948000000.0,1.5702967542748576
2012-09-25,29270178299.999996,18948000000.0,1.5447634737175426
2012-09-26,28983715050.0,18948000000.0,1.5296450839138696
2012-09-27,29620300050.0,18948000000.0,1.56324150569981
2012-09-28,29518446450.0,18948000000.0,1.5578660782140594
2012-10-01,29647731840.0,18948000000.0,1.5646892463584547
2012-10-02,29558584880.0,18948000000.0,1.5599844247413974
2012-10-03,28756262239.999996,18948000000.0,1.5176410301878824
2012-10-04,28902717960.0,18948000000.0,1.5253703799873337
2012-10-05,29303879280.000004,18948000000.0,1.5465420772640914
2012-10-08,29246570520.0,18948000000.0,1.5435175490816972
2012-10-09,29348452760.000004,18948000000.0,1.54889448807262
2012-10-10,28749894600.0,18948000000.0,1.51730497150095
2012-10-11,28399674400.0,18948000000.0,1.4988217437196538
2012-10-12,27966674880.0,18948000000.0,1.475969753008233
