date,close price,INFO_SHE,INFO_TA,INFO_TL,market cap,PB Ratio
,,1737000000.0,3151000000.0,1415000000.0,,
2014-06-19,26.7,1737000000.0,3151000000.0,1415000000.0,,
2014-06-20,26.95,1737000000.0,3151000000.0,1415000000.0,,
2014-06-23,26.74,1737000000.0,3151000000.0,1415000000.0,,
2014-06-24,26.76,1737000000.0,3151000000.0,1415000000.0,,
2014-06-25,26.9,1737000000.0,3151000000.0,1415000000.0,,
2014-06-26,26.94,1737000000.0,3151000000.0,1415000000.0,,
2014-06-27,26.98,1737000000.0,3151000000.0,1415000000.0,,
2014-06-30,26.98,1737000000.0,3151000000.0,1415000000.0,,
2014-07-01,26.74,1737000000.0,3151000000.0,1415000000.0,,
2014-07-02,26.77,1737000000.0,3151000000.0,1415000000.0,,
2014-07-03,26.95,1737000000.0,3151000000.0,1415000000.0,,
2014-07-07,26.94,1737000000.0,3151000000.0,1415000000.0,,
2014-07-08,26.86,1737000000.0,3151000000.0,1415000000.0,,
2014-07-09,26.88,1737000000.0,3151000000.0,1415000000.0,,
2014-07-10,26.66,1737000000.0,3151000000.0,1415000000.0,,
2014-07-11,26.68,1737000000.0,3151000000.0,1415000000.0,,
2014-07-14,26.08,1737000000.0,3151000000.0,1415000000.0,,
2014-07-15,26.0,1737000000.0,3151000000.0,1415000000.0,,
2014-07-16,26.05,1737000000.0,3151000000.0,1415000000.0,,
2014-07-17,26.04,1737000000.0,3151000000.0,1415000000.0,,
2014-07-18,26.05,1737000000.0,3151000000.0,1415000000.0,,
2014-07-21,25.8,1737000000.0,3151000000.0,1415000000.0,,
2014-07-22,25.6,1737000000.0,3151000000.0,1415000000.0,,
2014-07-23,25.77,1737000000.0,3151000000.0,1415000000.0,,
2014-07-24,25.68,1737000000.0,3151000000.0,1415000000.0,,
2014-07-25,26.05,1737000000.0,3151000000.0,1415000000.0,,
2014-07-28,26.13,1737000000.0,3151000000.0,1415000000.0,,
2014-07-29,25.96,1737000000.0,3151000000.0,1415000000.0,,
2014-07-30,25.99,1737000000.0,3151000000.0,1415000000.0,,
2014-07-31,25.31,1737000000.0,3151000000.0,1415000000.0,,
2014-08-01,25.0,1737000000.0,3151000000.0,1415000000.0,,
2014-08-04,25.46,1737000000.0,3151000000.0,1415000000.0,,
2014-08-05,25.1,1737000000.0,3151000000.0,1415000000.0,,
2014-08-06,25.21,1737000000.0,3151000000.0,1415000000.0,,
2014-08-07,25.4,1737000000.0,3151000000.0,1415000000.0,,
2014-08-08,25.51,1737000000.0,3151000000.0,1415000000.0,,
2014-08-11,25.83,1737000000.0,3151000000.0,1415000000.0,,
2014-08-12,26.17,1737000000.0,3151000000.0,1415000000.0,,
2014-08-13,25.42,1737000000.0,3151000000.0,1415000000.0,,
2014-08-14,25.57,1737000000.0,3151000000.0,1415000000.0,,
2014-08-15,25.45,1737000000.0,3151000000.0,1415000000.0,,
2014-08-18,25.43,1737000000.0,3151000000.0,1415000000.0,,
2014-08-19,25.76,1737000000.0,3151000000.0,1415000000.0,,
2014-08-20,25.95,1737000000.0,3151000000.0,1415000000.0,,
2014-08-21,25.53,1737000000.0,3151000000.0,1415000000.0,,
2014-08-22,25.39,1737000000.0,3151000000.0,1415000000.0,,
2014-08-25,25.21,1737000000.0,3151000000.0,1415000000.0,,
2014-08-26,25.33,1737000000.0,3151000000.0,1415000000.0,,
2014-08-27,25.22,1737000000.0,3151000000.0,1415000000.0,,
2014-08-28,25.01,1737000000.0,3151000000.0,1415000000.0,,
2014-08-29,25.01,1737000000.0,3151000000.0,1415000000.0,,
2014-09-02,25.01,1737000000.0,3151000000.0,1415000000.0,,
2014-09-03,25.39,1737000000.0,3151000000.0,1415000000.0,,
2014-09-04,24.89,1737000000.0,3151000000.0,1415000000.0,,
2014-09-05,24.88,1737000000.0,3151000000.0,1415000000.0,,
2014-09-08,24.68,1737000000.0,3151000000.0,1415000000.0,,
2014-09-09,24.4,1737000000.0,3151000000.0,1415000000.0,,
2014-09-10,24.49,1737000000.0,3151000000.0,1415000000.0,,
2014-09-11,24.8,1737000000.0,3151000000.0,1415000000.0,,
2014-09-12,24.47,1737000000.0,3151000000.0,1415000000.0,,
2014-09-15,24.48,1737000000.0,3151000000.0,1415000000.0,,
2014-09-16,24.4,1737000000.0,3151000000.0,1415000000.0,,
2014-09-17,24.22,1737000000.0,3151000000.0,1415000000.0,,
