date,NEE,NEE_SHE,PB Ratio
2002-06-17,5098730000.0,5813000000.0,0.8771254085670049
2002-06-18,5139290000.0,5813000000.0,0.8841028728711509
2002-06-19,5112250000.0,5813000000.0,0.8794512300017203
2002-06-20,5129150000.0,5813000000.0,0.8823585067951144
2002-06-21,5161260000.0,5813000000.0,0.8878823327025632
2002-06-24,5098730000.0,5813000000.0,0.8771254085670049
2002-06-25,5070000000.0,5813000000.0,0.8721830380182349
2002-06-26,4990570000.0,5813000000.0,0.8585188370892827
2002-06-27,4977050000.0,5813000000.0,0.8561930156545674
2002-06-28,5070000000.0,5813000000.0,0.8721830380182349
2002-07-01,5049630000.0,5813000000.0,0.8686788233270256
2002-07-02,4972680000.0,5813000000.0,0.8554412523653879
2002-07-03,4965840000.0,5813000000.0,0.8542645793910201
2002-07-05,4960710000.0,5813000000.0,0.8533820746602443
2002-07-08,4909410000.0,5813000000.0,0.8445570273524858
2002-07-09,4758930000.0,5813000000.0,0.8186702219163943
2002-07-10,4579380000.0,5813000000.0,0.7877825563392397
2002-07-11,4688820000.0,5813000000.0,0.8066093239291243
2002-07-12,4617000000.0,5813000000.0,0.7942542576982625
2002-07-15,4760640000.0,5813000000.0,0.8189643901599862
2002-07-16,4640940000.0,5813000000.0,0.7983726131085498
2002-07-17,4587930000.0,5813000000.0,0.7892533975571994
2002-07-18,4480200000.0,5813000000.0,0.7707207982109066
2002-07-19,4225410000.0,5813000000.0,0.7268897299157062
2002-07-22,4203179999.9999995,5813000000.0,0.7230655427490108
2002-07-23,3958649999.9999995,5813000000.0,0.680999483915362
2002-07-24,4319460000.0,5813000000.0,0.7430689833132633
2002-07-25,4365630000.0,5813000000.0,0.751011525890246
2002-07-26,4358790000.0,5813000000.0,0.7498348529158783
2002-07-29,4497300000.0,5813000000.0,0.7736624806468261
2002-07-30,4693950000.0,5813000000.0,0.8074918286599002
2002-07-31,4844430000.0,5813000000.0,0.8333786340959918
2002-08-01,4753800000.0,5813000000.0,0.8177877171856185
2002-08-02,4681980000.0,5813000000.0,0.8054326509547566
2002-08-05,4610160000.0,5813000000.0,0.7930775847238947
2002-08-06,4731570000.0,5813000000.0,0.8139635300189231
2002-08-07,4734990000.0,5813000000.0,0.814551866506107
2002-08-08,4835880000.0,5813000000.0,0.831907792878032
2002-08-09,4822200000.0,5813000000.0,0.8295544469292964
2002-08-12,4873500000.0,6248000000.0,0.7800096030729834
2002-08-13,4741830000.0,6248000000.0,0.7589356594110115
2002-08-14,4772610000.0,6248000000.0,0.7638620358514725
2002-08-15,4767480000.0,6248000000.0,0.7630409731113956
2002-08-16,4729860000.0,6248000000.0,0.7570198463508323
2002-08-19,4777740000.0,6248000000.0,0.7646830985915493
2002-08-20,4835880000.0,6248000000.0,0.77398847631242
2002-08-21,4991490000.0,6248000000.0,0.7988940460947503
2002-08-22,5017140000.0,6248000000.0,0.8029993597951345
2002-08-23,4986360000.0,6248000000.0,0.7980729833546735
2002-08-26,5059890000.0,6248000000.0,0.8098415492957747
2002-08-27,4960710000.0,6248000000.0,0.7939676696542893
2002-08-28,4919670000.0,6248000000.0,0.7873991677336748
2002-08-29,4880340000.0,6248000000.0,0.7811043533930858
2002-08-30,4880340000.0,6248000000.0,0.7811043533930858
2002-09-03,4741830000.0,6248000000.0,0.7589356594110115
2002-09-04,4755510000.0,6248000000.0,0.7611251600512164
2002-09-05,4755510000.0,6248000000.0,0.7611251600512164
2002-09-06,4762350000.0,6248000000.0,0.7622199103713189
2002-09-09,4517820000.0,6248000000.0,0.7230825864276569
2002-09-10,4343400000.0,6248000000.0,0.6951664532650448
2002-09-11,4381020000.0,6248000000.0,0.7011875800256082
2002-09-12,4285260000.0,6248000000.0,0.6858610755441741
2002-09-13,4434030000.0,6248000000.0,0.709671895006402
2002-09-16,4493880000.0,6248000000.0,0.7192509603072983
2002-09-17,4386150000.0,6248000000.0,0.702008642765685
2002-09-18,4502430000.0,6248000000.0,0.7206193982074264
2002-09-19,4451130000.0,6248000000.0,0.7124087708066581
2002-09-20,4444290000.0,6248000000.0,0.7113140204865557
2002-09-23,4459680000.0,6248000000.0,0.7137772087067862
2002-09-24,4374180000.0,6248000000.0,0.7000928297055058
2002-09-25,4446000000.0,6248000000.0,0.7115877080665813
2002-09-26,4552020000.0,6248000000.0,0.728556338028169
2002-09-27,4514400000.0,6248000000.0,0.7225352112676057
2002-09-30,4599900000.0,6248000000.0,0.7362195902688861
2002-10-01,4773000000.0,6248000000.0,0.7639244558258643
2002-10-02,4735160000.0,6248000000.0,0.7578681177976953
2002-10-03,4642280000.0,6248000000.0,0.7430025608194623
2002-10-04,4616480000.0,6248000000.0,0.7388732394366198
2002-10-07,4664640000.0,6248000000.0,0.7465813060179257
2002-10-08,4539080000.0,6248000000.0,0.7264852752880921
2002-10-09,4196799999.9999995,6248000000.0,0.6717029449423815
2002-10-10,4545960000.0,6248000000.0,0.7275864276568502
2002-10-11,4552840000.0,6248000000.0,0.7286875800256082
2002-10-14,4623360000.0,6248000000.0,0.7399743918053777
2002-10-15,4693880000.0,6248000000.0,0.7512612035851473
2002-10-16,4558000000.0,6248000000.0,0.7295134443021767
2002-10-17,4683560000.0,6248000000.0,0.7496094750320103
2002-10-18,4754080000.0,6248000000.0,0.7608962868117798
2002-10-21,4950160000.0,6248000000.0,0.7922791293213829
2002-10-22,4843520000.0,6248000000.0,0.7752112676056339
2002-10-23,4946720000.0,6248000000.0,0.7917285531370039
2002-10-24,4951880000.0,6248000000.0,0.7925544174135724
2002-10-25,5043040000.0,6248000000.0,0.8071446862996159
2002-10-28,5053360000.0,6248000000.0,0.8087964148527529
2002-10-29,5079160000.0,6248000000.0,0.8129257362355954
2002-10-30,5108400000.0,6248000000.0,0.8176056338028169
2002-10-31,5072280000.0,6248000000.0,0.8118245838668374
2002-11-01,5079160000.0,6248000000.0,0.8129257362355954
2002-11-04,5256320000.0,6248000000.0,0.841280409731114
2002-11-05,5185800000.0,6248000000.0,0.8299935979513444
2002-11-06,5160000000.0,6248000000.0,0.8258642765685019
2002-11-07,4929520000.0,6248000000.0,0.7889756722151088
2002-11-08,4848680000.0,6248000000.0,0.7760371318822024
2002-11-11,4800520000.0,6248000000.0,0.7683290653008963
2002-11-12,4735160000.0,6248000000.0,0.7578681177976953
2002-11-13,4730000000.0,6330000000.0,0.7472353870458136
2002-11-14,4778160000.0,6330000000.0,0.7548436018957346
2002-11-15,4893400000.0,6330000000.0,0.7730489731437599
2002-11-18,4917480000.0,6330000000.0,0.7768530805687204
2002-11-19,4917480000.0,6330000000.0,0.7768530805687204
2002-11-20,5027560000.0,6330000000.0,0.7942432859399684
2002-11-21,5049920000.0,6330000000.0,0.7977756714060031
2002-11-22,5147960000.0,6330000000.0,0.813263823064771
2002-11-25,5129040000.0,6330000000.0,0.8102748815165877
2002-11-26,4996600000.0,6330000000.0,0.7893522906793049
2002-11-27,5060240000.0,6330000000.0,0.7994060031595577
2002-11-29,5056800000.0,6330000000.0,0.7988625592417061
2002-12-02,4953600000.0,6330000000.0,0.7825592417061611
2002-12-03,5051640000.0,6330000000.0,0.7980473933649289
2002-12-04,4955320000.0,6330000000.0,0.7828309636650869
2002-12-05,4945000000.0,6330000000.0,0.7812006319115324
2002-12-06,4931240000.0,6330000000.0,0.7790268562401264
2002-12-09,5063680000.0,6330000000.0,0.7999494470774091
2002-12-10,5091200000.0,6330000000.0,0.8042969984202212
2002-12-11,5070560000.0,6330000000.0,0.8010363349131122
2002-12-12,5123880000.0,6330000000.0,0.8094597156398105
2002-12-13,5130760000.0,6330000000.0,0.8105466034755134
2002-12-16,5142800000.0,6330000000.0,0.8124486571879936
2002-12-17,5141080000.0,6330000000.0,0.812176935229068
2002-12-18,5160000000.0,6330000000.0,0.8151658767772512
2002-12-19,5087760000.0,6330000000.0,0.8037535545023696
2002-12-20,5125600000.0,6330000000.0,0.8097314375987362
2002-12-23,5160000000.0,6330000000.0,0.8151658767772512
2002-12-24,5125600000.0,6330000000.0,0.8097314375987362
2002-12-26,5142800000.0,6330000000.0,0.8124486571879936
2002-12-27,5103240000.0,6330000000.0,0.8061990521327014
2002-12-30,5197840000.0,6330000000.0,0.8211437598736177
2002-12-31,5172040000.0,6330000000.0,0.8170679304897315
2003-01-02,5397920000.0,6330000000.0,0.8527519747235387
2003-01-03,5383840000.0,6330000000.0,0.8505276461295419
2003-01-06,5579200000.0,6330000000.0,0.881390205371248
2003-01-07,5341600000.0,6330000000.0,0.8438546603475513
2003-01-08,5350400000.0,6330000000.0,0.8452448657187994
2003-01-09,5360960000.0,6330000000.0,0.846913112164297
2003-01-10,5315200000.0,6330000000.0,0.8396840442338073
2003-01-13,5223680000.0,6330000000.0,0.8252259083728278
2003-01-14,5265920000.0,6330000000.0,0.8318988941548183
2003-01-15,5230720000.0,6330000000.0,0.8263380726698262
2003-01-16,5153280000.0,6330000000.0,0.8141042654028436
2003-01-17,5126880000.0,6330000000.0,0.8099336492890995
2003-01-21,5063520000.0,6330000000.0,0.7999241706161138
2003-01-22,5128640000.0,6330000000.0,0.8102116903633492
2003-01-23,5148000000.0,6330000000.0,0.8132701421800947
2003-01-24,5100480000.0,6330000000.0,0.8057630331753555
2003-01-27,5035360000.0,6330000000.0,0.7954755134281201
2003-01-28,5119840000.0,6330000000.0,0.8088214849921012
2003-01-29,5148000000.0,6330000000.0,0.8132701421800947
2003-01-30,5104000000.0,6330000000.0,0.8063191153238547
2003-01-31,5139200000.0,6330000000.0,0.8118799368088467
2003-02-03,5148000000.0,6330000000.0,0.8132701421800947
2003-02-04,5074080000.0,6330000000.0,0.8015924170616113
2003-02-05,5016000000.0,6330000000.0,0.7924170616113744
2003-02-06,5019520000.0,6330000000.0,0.7929731437598736
2003-02-07,4977280000.0,6330000000.0,0.7863001579778831
2003-02-10,4982560000.0,6330000000.0,0.7871342812006319
2003-02-11,4850560000.0,6330000000.0,0.7662812006319115
2003-02-12,4769600000.0,6330000000.0,0.7534913112164296
2003-02-13,4850560000.0,6330000000.0,0.7662812006319115
2003-02-14,5040640000.0,6330000000.0,0.7963096366508688
2003-02-18,5070560000.0,6330000000.0,0.8010363349131122
2003-02-19,5030080000.0,6330000000.0,0.7946413902053713
2003-02-20,5023040000.0,6330000000.0,0.7935292259083728
2003-02-21,5042400000.0,6330000000.0,0.7965876777251185
2003-02-24,5028320000.0,6330000000.0,0.7943633491311216
2003-02-25,5132160000.0,6330000000.0,0.8107677725118484
2003-02-26,4973760000.0,6330000000.0,0.7857440758293839
2003-02-27,4949120000.0,6330000000.0,0.7818515007898894
2003-02-28,4928000000.0,6330000000.0,0.7785150078988942
2003-03-03,5001920000.0,6330000000.0,0.7901927330173776
2003-03-04,4994880000.0,6330000000.0,0.7890805687203791
2003-03-05,5040640000.0,6330000000.0,0.7963096366508688
2003-03-06,5098720000.0,6330000000.0,0.8054849921011058
2003-03-07,5072320000.0,6330000000.0,0.8013143759873618
2003-03-10,5014240000.0,6330000000.0,0.7921390205371248
2003-03-11,5040640000.0,6330000000.0,0.7963096366508688
2003-03-12,5060000000.0,6330000000.0,0.7993680884676145
2003-03-13,5065280000.0,6330000000.0,0.8002022116903633
2003-03-14,5049440000.0,6330000000.0,0.7976998420221169
2003-03-17,5082880000.0,6330000000.0,0.8029826224328594
2003-03-18,5132160000.0,6330000000.0,0.8107677725118484
2003-03-19,5140960000.0,6330000000.0,0.8121579778830964
2003-03-20,5167360000.0,6330000000.0,0.8163285939968404
2003-03-21,5251840000.0,6330000000.0,0.8296745655608215
2003-03-24,5156800000.0,6330000000.0,0.8146603475513429
2003-03-25,5197280000.0,6330000000.0,0.8210552922590837
2003-03-26,5184960000.0,6330000000.0,0.8191090047393365
2003-03-27,5216640000.0,0.0,inf
2003-03-28,5165600000.0,0.0,inf
2003-03-31,5186720000.0,0.0,inf
2003-04-01,5226810000.0,0.0,inf
2003-04-02,5237430000.0,0.0,inf
2003-04-03,5131230000.0,0.0,inf
2003-04-04,5189640000.0,0.0,inf
2003-04-07,5209110000.0,0.0,inf
2003-04-08,5219730000.0,0.0,inf
2003-04-09,5177250000.0,0.0,inf
2003-04-10,5246280000.0,0.0,inf
2003-04-11,5240970000.0,0.0,inf
2003-04-14,5214420000.0,0.0,inf
2003-04-15,5294070000.0,0.0,inf
2003-04-16,5295840000.0,0.0,inf
2003-04-17,5286990000.0,0.0,inf
2003-04-21,5258670000.0,0.0,inf
2003-04-22,5246280000.0,0.0,inf
2003-04-23,5226810000.0,0.0,inf
2003-04-24,5336550000.0,0.0,inf
2003-04-25,5288760000.0,0.0,inf
2003-04-28,5391420000.0,0.0,inf
2003-04-29,5398500000.0,0.0,inf
2003-04-30,5386110000.0,0.0,inf
2003-05-01,5320620000.0,0.0,inf
2003-05-02,5348940000.0,0.0,inf
2003-05-05,5343630000.0,0.0,inf
2003-05-06,5315310000.0,0.0,inf
2003-05-07,5299380000.0,0.0,inf
2003-05-08,5322390000.0,0.0,inf
2003-05-09,5327700000.0,6496000000.0,0.8201508620689655
2003-05-12,5373720000.0,6496000000.0,0.8272352216748768
2003-05-13,5430360000.0,6496000000.0,0.835954433497537
2003-05-14,5442750000.0,6496000000.0,0.8378617610837439
2003-05-15,5481690000.0,6496000000.0,0.8438562192118226
2003-05-16,5548950000.0,6496000000.0,0.8542102832512315
2003-05-19,5492310000.0,6496000000.0,0.8454910714285714
2003-05-20,5550720000.0,6496000000.0,0.8544827586206897
2003-05-21,5502930000.0,6496000000.0,0.8471259236453202
2003-05-22,5547180000.0,6496000000.0,0.8539378078817734
2003-05-23,5775510000.0,6496000000.0,0.8890871305418719
2003-05-27,5867550000.0,6496000000.0,0.9032558497536946
2003-05-28,5862240000.0,6496000000.0,0.9024384236453202
2003-05-29,5796750000.0,6496000000.0,0.8923568349753694
2003-05-30,5883480000.0,6496000000.0,0.9057081280788177
2003-06-02,5908260000.0,6496000000.0,0.9095227832512315
2003-06-03,6003840000.0,6496000000.0,0.9242364532019705
2003-06-04,5984370000.0,6496000000.0,0.921239224137931
2003-06-05,5902950000.0,6496000000.0,0.9087053571428572
2003-06-06,5842770000.0,6496000000.0,0.8994411945812808
2003-06-09,5819760000.0,6496000000.0,0.8958990147783251
2003-06-10,5747190000.0,6496000000.0,0.8847275246305418
2003-06-11,5802060000.0,6496000000.0,0.8931742610837439
2003-06-12,5864010000.0,6496000000.0,0.9027108990147783
2003-06-13,5812680000.000001,6496000000.0,0.8948091133004927
2003-06-16,5929500000.0,6496000000.0,0.9127924876847291
2003-06-17,5885250000.0,6496000000.0,0.9059806034482759
2003-06-18,5934810000.0,6496000000.0,0.9136099137931034
2003-06-19,5989680000.000001,6496000000.0,0.9220566502463056
2003-06-20,5966670000.0,6496000000.0,0.9185144704433498
2003-06-23,5943660000.0,6496000000.0,0.9149722906403941
2003-06-24,5902950000.0,6496000000.0,0.9087053571428572
2003-06-25,5879940000.0,6496000000.0,0.9051631773399015
2003-06-26,5975520000.0,6496000000.0,0.9198768472906403
2003-06-27,5908260000.0,6496000000.0,0.9095227832512315
2003-06-30,5915340000.0,6496000000.0,0.9106126847290641
2003-07-01,5915340000.0,6496000000.0,0.9106126847290641
2003-07-02,5964900000.000001,6496000000.0,0.9182419950738918
2003-07-03,5856930000.000001,6496000000.0,0.9016209975369459
2003-07-07,5803830000.0,6496000000.0,0.8934467364532019
2003-07-08,5766660000.0,6496000000.0,0.8877247536945813
2003-07-09,5644530000.0,6496000000.0,0.8689239532019705
2003-07-10,5575500000.0,6496000000.0,0.8582974137931034
2003-07-11,5639220000.0,6496000000.0,0.868106527093596
2003-07-14,5642760000.0,6496000000.0,0.8686514778325123
2003-07-15,5538330000.0,6496000000.0,0.8525754310344827
2003-07-16,5469300000.0,6496000000.0,0.8419488916256158
2003-07-17,5476380000.0,6496000000.0,0.8430387931034483
2003-07-18,5547180000.0,6496000000.0,0.8539378078817734
2003-07-21,5485230000.0,6496000000.0,0.8444011699507389
2003-07-22,5522400000.0,6496000000.0,0.8501231527093596
2003-07-23,5513550000.0,6496000000.0,0.848760775862069
2003-07-24,5515320000.0,6496000000.0,0.8490332512315271
2003-07-25,5556030000.0,6496000000.0,0.855300184729064
2003-07-28,5529480000.0,6496000000.0,0.8512130541871921
2003-07-29,5487000000.0,6496000000.0,0.8446736453201971
2003-07-30,5478150000.0,6496000000.0,0.8433112684729064
2003-07-31,5456910000.0,6496000000.0,0.8400415640394089
2003-08-01,5416200000.0,6496000000.0,0.833774630541872
2003-08-04,5398500000.0,6496000000.0,0.8310498768472906
2003-08-05,5336550000.0,6496000000.0,0.8215132389162562
2003-08-06,5364870000.0,6496000000.0,0.8258728448275862
2003-08-07,5444520000.0,6496000000.0,0.838134236453202
2003-08-08,5448060000.0,6676000000.0,0.8160665068903535
2003-08-11,5458680000.0,6676000000.0,0.8176572798082684
2003-08-12,5518860000.0,6676000000.0,0.826671659676453
2003-08-13,5515320000.0,6676000000.0,0.826141402037148
2003-08-14,5522400000.0,6676000000.0,0.827201917315758
2003-08-15,5501160000.0,6676000000.0,0.8240203714799281
2003-08-18,5511780000.0,6676000000.0,0.825611144397843
2003-08-19,5495850000.0,6676000000.0,0.8232249850209706
2003-08-20,5548950000.0,6676000000.0,0.8311788496105452
2003-08-21,5559570000.0,6676000000.0,0.8327696225284602
2003-08-22,5527710000.0,6676000000.0,0.8279973037747154
2003-08-25,5566650000.0,6676000000.0,0.83383013780707
2003-08-26,5571960000.0,6676000000.0,0.8346255242660275
2003-08-27,5487000000.0,6676000000.0,0.8218993409227082
2003-08-28,5462220000.0,6676000000.0,0.8181875374475734
2003-08-29,5474610000.0,6676000000.0,0.8200434391851408
2003-09-02,5525940000.0,6676000000.0,0.8277321749550629
2003-09-03,5487000000.0,6676000000.0,0.8218993409227082
2003-09-04,5465760000.0,6676000000.0,0.8187177950868784
2003-09-05,5446290000.0,6676000000.0,0.815801378070701
2003-09-08,5442750000.0,6676000000.0,0.815271120431396
2003-09-09,5414430000.0,6676000000.0,0.8110290593169562
2003-09-10,5433900000.0,6676000000.0,0.8139454763331336
2003-09-11,5471070000.0,6676000000.0,0.8195131815458359
2003-09-12,5538330000.0,6676000000.0,0.8295880766926303
2003-09-15,5485230000.0,6676000000.0,0.8216342121030558
2003-09-16,5536560000.0,6676000000.0,0.8293229478729778
2003-09-17,5527710000.0,6676000000.0,0.8279973037747154
2003-09-18,5600280000.0,6676000000.0,0.8388675853804674
2003-09-19,5536560000.0,6676000000.0,0.8293229478729778
2003-09-22,5444520000.0,6676000000.0,0.8155362492510485
2003-09-23,5469300000.0,6676000000.0,0.8192480527261834
2003-09-24,5453370000.0,6676000000.0,0.8168618933493109
2003-09-25,5492310000.0,6676000000.0,0.8226947273816657
2003-09-26,5559570000.0,6676000000.0,0.8327696225284602
2003-09-29,5603820000.0,6676000000.0,0.8393978430197723
2003-09-30,5593200000.0,6676000000.0,0.8378070701018574
2003-10-01,5633910000.0,6676000000.0,0.8439050329538645
2003-10-02,5710020000.0,6676000000.0,0.8553055721989216
2003-10-03,5734800000.0,6676000000.0,0.8590173756740563
2003-10-06,5734800000.0,6676000000.0,0.8590173756740563
2003-10-07,5702940000.0,6676000000.0,0.8542450569203116
2003-10-08,5672849999.999999,6676000000.0,0.8497378669862191
2003-10-09,5706480000.0,6676000000.0,0.8547753145596165
2003-10-10,5706480000.0,6676000000.0,0.8547753145596165
2003-10-13,5699400000.000001,6676000000.0,0.8537147992810067
2003-10-14,5697630000.0,6676000000.0,0.8534496704613541
2003-10-15,5635680000.0,6676000000.0,0.8441701617735171
2003-10-16,5625060000.0,6676000000.0,0.8425793888556021
2003-10-17,5593200000.0,6676000000.0,0.8378070701018574
2003-10-20,5614440000.0,6676000000.0,0.8409886159376873
2003-10-21,5607360000.0,6676000000.0,0.8399281006590773
2003-10-22,5630370000.0,6676000000.0,0.8433747753145596
2003-10-23,5632140000.0,6676000000.0,0.8436399041342121
2003-10-24,5649840000.0,6676000000.0,0.846291192330737
2003-10-27,5653380000.0,6676000000.0,0.8468214499700419
2003-10-28,5658690000.0,6676000000.0,0.8476168364289994
2003-10-29,5646300000.0,6676000000.0,0.845760934691432
2003-10-30,5664000000.0,6676000000.0,0.8484122228879568
2003-10-31,5640990000.0,6676000000.0,0.8449655482324745
2003-11-03,5688780000.0,6676000000.0,0.8521240263630917
2003-11-04,5692319999.999999,6676000000.0,0.8526542840023965
2003-11-05,5678160000.0,6676000000.0,0.8505332534451767
2003-11-06,5683470000.0,6676000000.0,0.8513286399041342
2003-11-07,5672849999.999999,6676000000.0,0.8497378669862191
2003-11-10,5687010000.0,6676000000.0,0.8518588975434391
2003-11-11,5687010000.0,6676000000.0,0.8518588975434391
2003-11-12,5699400000.000001,6905000000.0,0.8254018826937004
2003-11-13,5736569999.999999,6905000000.0,0.8307849384503981
2003-11-14,5763120000.0,6905000000.0,0.8346299782766111
2003-11-17,5669310000.0,6905000000.0,0.821044170890659
2003-11-18,5568420000.0,6905000000.0,0.80643301955105
2003-11-19,5614440000.0,6905000000.0,0.813097755249819
2003-11-20,5596740000.0,6905000000.0,0.8105343953656771
2003-11-21,5602050000.0,6905000000.0,0.8113034033309197
2003-11-24,5649840000.0,6905000000.0,0.8182244750181028
2003-11-25,5616210000.0,6905000000.0,0.8133540912382332
2003-11-26,5644530000.0,6905000000.0,0.8174554670528602
2003-11-28,5625060000.0,6905000000.0,0.8146357711803042
