date,PCAR,PCAR_SHE,PB Ratio
2000-11-13,,2258000000.0,
2001-01-02,750.8800000000001,2258000000.0,3.325420726306466e-07
2001-01-03,812.4399999999999,2258000000.0,3.598051372896368e-07
2001-01-04,796.48,2258000000.0,3.5273693534100977e-07
2001-01-05,803.32,2258000000.0,3.5576616474756425e-07
2001-01-08,797.24,2258000000.0,3.5307351638618246e-07
2001-01-09,776.72,2258000000.0,3.4398582816651906e-07
2001-01-10,760.0,2258000000.0,3.365810451727192e-07
2001-01-11,769.1199999999999,2258000000.0,3.406200177147918e-07
2001-01-12,767.6,2258000000.0,3.399468556244464e-07
2001-01-16,795.72,2258000000.0,3.52400354295837e-07
2001-01-17,779.76,2258000000.0,3.4533215234720993e-07
2001-01-18,792.68,2258000000.0,3.510540301151461e-07
2001-01-19,756.1999999999999,2258000000.0,3.348981399468556e-07
2001-01-22,786.6,2258000000.0,3.483613817537644e-07
2001-01-23,802.5600000000001,2258000000.0,3.554295837023915e-07
2001-01-24,775.1999999999999,2258000000.0,3.4331266607617357e-07
2001-01-25,764.5600000000001,2258000000.0,3.386005314437556e-07
2001-01-26,772.92,2258000000.0,3.4230292294065545e-07
2001-01-29,765.32,2258000000.0,3.3893711248892827e-07
2001-01-30,775.96,2258000000.0,3.436492471213463e-07
2001-01-31,756.1999999999999,2258000000.0,3.348981399468556e-07
2001-02-01,766.84,2258000000.0,3.396102745792737e-07
2001-02-02,765.32,2258000000.0,3.3893711248892827e-07
2001-02-05,775.96,2258000000.0,3.436492471213463e-07
2001-02-06,772.16,2258000000.0,3.419663418954827e-07
2001-02-07,787.3599999999999,2258000000.0,3.4869796279893705e-07
2001-02-08,787.3599999999999,2258000000.0,3.4869796279893705e-07
2001-02-09,759.24,2258000000.0,3.3624446412754653e-07
2001-02-12,766.84,2258000000.0,3.396102745792737e-07
2001-02-13,743.28,2258000000.0,3.291762621789194e-07
2001-02-14,749.3599999999999,2258000000.0,3.318689105403011e-07
2001-02-15,763.8000000000001,2258000000.0,3.3826395039858284e-07
2001-02-16,738.72,2258000000.0,3.271567759078831e-07
2001-02-20,728.84,2258000000.0,3.227812223206377e-07
2001-02-21,732.6400000000001,2258000000.0,3.244641275465014e-07
2001-02-22,720.48,2258000000.0,3.190788308237378e-07
2001-02-23,741.0,2258000000.0,3.2816651904340126e-07
2001-02-26,741.0,2258000000.0,3.2816651904340126e-07
2001-02-27,728.84,2258000000.0,3.227812223206377e-07
2001-02-28,696.16,2258000000.0,3.083082373782108e-07
2001-03-01,705.28,2258000000.0,3.123472099202834e-07
2001-03-02,712.1199999999999,2258000000.0,3.1537643932683784e-07
2001-03-05,736.4399999999999,2258000000.0,3.261470327723649e-07
2001-03-06,728.84,2258000000.0,3.227812223206377e-07
2001-03-07,748.6,2258000000.0,3.3153232949512843e-07
2001-03-08,755.4399999999999,2258000000.0,3.3456155890168286e-07
2001-03-09,723.52,2258000000.0,3.204251550044287e-07
2001-03-12,687.04,2258000000.0,3.042692648361382e-07
2001-03-13,722.76,2258000000.0,3.20088573959256e-07
2001-03-14,694.6400000000001,2258000000.0,3.076350752878654e-07
2001-03-15,696.16,2258000000.0,3.083082373782108e-07
2001-03-16,672.6,2258000000.0,2.9787422497785653e-07
2001-03-19,715.16,2258000000.0,3.1672276350752876e-07
2001-03-20,671.84,2258000000.0,2.975376439326838e-07
2001-03-21,667.28,2249000000.0,2.967007558915073e-07
2001-03-22,662.72,2249000000.0,2.9467318808359273e-07
2001-03-23,663.48,2249000000.0,2.950111160515785e-07
2001-03-26,679.4399999999999,2249000000.0,3.0210760337927963e-07
2001-03-27,690.84,2249000000.0,3.0717652289906625e-07
2001-03-28,684.76,2249000000.0,3.044730991551801e-07
2001-03-29,673.3599999999999,2249000000.0,2.9940417963539347e-07
2001-03-30,672.6,2249000000.0,2.9906625166740775e-07
2001-04-02,663480000.0,2249000000.0,0.2950111160515785
2001-04-03,652840000.0,2249000000.0,0.2902801244997777
2001-04-04,662720000.0,2249000000.0,0.2946731880835927
2001-04-05,677160000.0,2249000000.0,0.3010938194753224
2001-04-06,671840000.0,2249000000.0,0.298728323699422
2001-04-09,690840000.0,2249000000.0,0.3071765228990663
2001-04-10,708320000.0,2249000000.0,0.314948866162739
2001-04-11,688560000.0,2249000000.0,0.30616273899510893
2001-04-12,699960000.0000001,2249000000.0,0.31123165851489554
2001-04-16,698440000.0,2249000000.0,0.31055580257892396
2001-04-17,703760000.0,2249000000.0,0.31292129835482435
2001-04-18,753920000.0,2249000000.0,0.3352245442418853
2001-04-19,746320000.0,2249000000.0,0.33184526456202756
2001-04-20,725039999.9999999,2249000000.0,0.32238328145842593
2001-04-23,712880000.0,2249000000.0,0.3169764339706536
2001-04-24,716680000.0,2249000000.0,0.3186660738105825
2001-04-25,735680000.0,2249000000.0,0.3271142730102268
2001-04-26,734920000.0,2249000000.0,0.326776345042241
2001-04-27,736440000.0,2249000000.0,0.32745220097821254
2001-04-30,728080000.0,2249000000.0,0.32373499333036904
2001-05-01,723520000.0,2249000000.0,0.3217074255224544
2001-05-02,718200000.0,2249000000.0,0.319341929746554
2001-05-03,720480000.0,2249000000.0,0.32035571365051135
2001-05-04,722000000.0,2249000000.0,0.3210315695864829
2001-05-07,721240000.0,2249000000.0,0.3206936416184971
2001-05-08,718960000.0000001,2249000000.0,0.31967985771453983
2001-05-09,700720000.0,2249000000.0,0.3115695864828813
2001-05-10,703760000.0,2249000000.0,0.31292129835482435
2001-05-11,706800000.0,2195000000.0,0.32200455580865606
2001-05-14,705280000.0,2195000000.0,0.3213120728929385
2001-05-15,712120000.0,2195000000.0,0.32442824601366743
2001-05-16,747840000.0,2195000000.0,0.3407015945330296
2001-05-17,744039999.9999999,2195000000.0,0.3389703872437357
2001-05-18,746320000.0,2195000000.0,0.34000911161731207
2001-05-21,762280000.0,2195000000.0,0.34728018223234625
2001-05-22,751640000.0,2195000000.0,0.34243280182232344
2001-05-23,734160000.0,2195000000.0,0.33446924829157176
2001-05-24,747840000.0,2195000000.0,0.3407015945330296
2001-05-25,749360000.0,2195000000.0,0.34139407744874717
2001-05-29,740240000.0,2195000000.0,0.3372391799544419
2001-05-30,720480000.0,2195000000.0,0.3282369020501139
2001-05-31,721240000.0,2195000000.0,0.3285831435079727
2001-06-01,731120000.0,2195000000.0,0.33308428246013666
2001-06-04,740240000.0,2195000000.0,0.3372391799544419
2001-06-05,759240000.0,2195000000.0,0.34589521640091114
2001-06-06,750120000.0,2195000000.0,0.34174031890660594
2001-06-07,757720000.0,2195000000.0,0.34520273348519365
2001-06-08,746320000.0,2195000000.0,0.34000911161731207
2001-06-11,745560000.0,2195000000.0,0.3396628701594533
2001-06-12,747080000.0,2195000000.0,0.34035535307517084
2001-06-13,732640000.0,2195000000.0,0.3337767653758542
2001-06-14,718960000.0000001,2195000000.0,0.3275444191343964
2001-06-15,739480000.0,2195000000.0,0.33689293849658314
2001-06-18,743280000.0,2195000000.0,0.338624145785877
2001-06-19,742520000.0,2195000000.0,0.33827790432801824
2001-06-20,775200000.0,2195000000.0,0.3531662870159453
2001-06-21,784320000.0,2195000000.0,0.3573211845102506
2001-06-22,763800000.0,2195000000.0,0.3479726651480638
2001-06-25,753920000.0,2195000000.0,0.34347152619589977
2001-06-26,752400000.0,2195000000.0,0.3427790432801822
2001-06-27,751640000.0,2195000000.0,0.34243280182232344
2001-06-28,763039999.9999999,2195000000.0,0.34762642369020497
2001-06-29,772160000.0,2195000000.0,0.3517813211845103
2001-07-02,791160000.0,2195000000.0,0.3604373576309795
2001-07-03,789640000.0,2195000000.0,0.35974487471526195
2001-07-05,785840000.0,2195000000.0,0.35801366742596813
2001-07-06,802560000.0,2195000000.0,0.36563097949886103
2001-07-09,874760000.0,2195000000.0,0.3985239179954442
2001-07-10,854240000.0,2195000000.0,0.3891753986332574
2001-07-11,874000000.0,2195000000.0,0.3981776765375854
2001-07-12,886920000.0,2195000000.0,0.40406378132118453
2001-07-13,881600000.0,2195000000.0,0.4016400911161731
2001-07-16,894520000.0,2195000000.0,0.40752619589977224
2001-07-17,959120000.0,2195000000.0,0.4369567198177677
2001-07-18,931760000.0,2195000000.0,0.4244920273348519
2001-07-19,936320000.0,2195000000.0,0.4265694760820046
2001-07-20,923400000.0,2195000000.0,0.42068337129840544
2001-07-23,901360000.0,2195000000.0,0.41064236902050116
2001-07-24,889200000.0,2195000000.0,0.4051025056947608
2001-07-25,881600000.0,2195000000.0,0.4016400911161731
2001-07-26,871720000.0,2195000000.0,0.39713895216400913
2001-07-27,869440000.0,2195000000.0,0.3961002277904328
2001-07-30,876280000.0,2195000000.0,0.39921640091116173
2001-07-31,883120000.0,2195000000.0,0.40233257403189066
2001-08-01,886160000.0,2195000000.0,0.40371753986332576
2001-08-02,890720000.0,2195000000.0,0.40579498861047836
2001-08-03,868680000.0,2195000000.0,0.395753986332574
2001-08-06,857280000.0,2195000000.0,0.3905603644646925
2001-08-07,870200000.0,2195000000.0,0.3964464692482916
2001-08-08,852720000.0,2195000000.0,0.38848291571753985
2001-08-09,866400000.0,2195000000.0,0.3947152619589977
2001-08-10,880840000.0,2206000000.0,0.39929283771532187
2001-08-13,892240000.0,2206000000.0,0.4044605621033545
2001-08-14,884640000.0,2206000000.0,0.4010154125113327
2001-08-15,882360000.0,2206000000.0,0.3999818676337262
2001-08-16,886920000.0,2206000000.0,0.40204895738893925
2001-08-17,832960000.0000001,2206000000.0,0.3775883952855848
2001-08-20,840560000.0,2206000000.0,0.38103354487760654
2001-08-21,802560000.0,2206000000.0,0.36380779691749776
2001-08-22,816240000.0,2206000000.0,0.3700090661831369
2001-08-23,798760000.0,2206000000.0,0.36208522212148686
2001-08-24,826120000.0,2206000000.0,0.3744877606527652
2001-08-27,821560000.0,2206000000.0,0.37242067089755215
2001-08-28,811680000.0,2206000000.0,0.36794197642792387
2001-08-29,806360000.0,2206000000.0,0.3655303717135086
2001-08-30,806360000.0,2206000000.0,0.3655303717135086
2001-08-31,829920000.0,2206000000.0,0.3762103354487761
2001-09-04,844360000.0,2206000000.0,0.3827561196736174
2001-09-05,848920000.0,2206000000.0,0.38482320942883047
2001-09-06,834480000.0,2206000000.0,0.3782774252039891
2001-09-07,812440000.0,2206000000.0,0.36828649138712605
2001-09-10,827640000.0,2206000000.0,0.37517679057116954
2001-09-17,732640000.0,2206000000.0,0.3321124206708976
2001-09-18,732640000.0,2206000000.0,0.3321124206708976
2001-09-19,714400000.0,2206000000.0,0.3238440616500453
2001-09-20,675640000.0,2206000000.0,0.30627379873073435
2001-09-21,673360000.0,2206000000.0,0.3052402538531278
2001-09-24,700720000.0,2206000000.0,0.3176427923844062
2001-09-25,701480000.0,2206000000.0,0.31798730734360836
2001-09-26,692360000.0,2206000000.0,0.31385312783318225
2001-09-27,733400000.0,2206000000.0,0.3324569356300997
2001-09-28,736440000.0,2206000000.0,0.3338349954669084
2001-10-01,732640000.0,2206000000.0,0.3321124206708976
2001-10-02,758480000.0,2206000000.0,0.34382592928377154
2001-10-03,787360000.0,2206000000.0,0.3569174977334542
2001-10-04,747840000.0,2206000000.0,0.33900271985494107
2001-10-05,763800000.0,2206000000.0,0.34623753399818674
2001-10-08,733400000.0,2206000000.0,0.3324569356300997
