date,close price,LB_SHE,LB_TA,LB_TL,market cap,PB Ratio
,,1030000000.0,2215000000.0,1185000000.0,,
1982-04-01,2.97,1030000000.0,2215000000.0,1185000000.0,2144934000.0,2.0824601941747574
1982-04-02,2.97,1030000000.0,2215000000.0,1185000000.0,2144934000.0,2.0824601941747574
1982-04-05,2.99,1030000000.0,2215000000.0,1185000000.0,2159378000.0,2.0964834951456313
1982-04-06,2.99,1030000000.0,2215000000.0,1185000000.0,2159378000.0,2.0964834951456313
1982-04-07,2.99,1030000000.0,2215000000.0,1185000000.0,2159378000.0,2.0964834951456313
1982-04-08,3.07,1030000000.0,2215000000.0,1185000000.0,2217154000.0,2.1525766990291264
1982-04-12,3.03,1030000000.0,2215000000.0,1185000000.0,2188266000.0,2.1245300970873786
1982-04-13,3.03,1030000000.0,2215000000.0,1185000000.0,2188266000.0,2.1245300970873786
1982-04-14,2.93,1030000000.0,2215000000.0,1185000000.0,2116046000.0,2.0544135922330096
1982-04-15,2.99,1030000000.0,2215000000.0,1185000000.0,2159378000.0,2.0964834951456313
1982-04-16,2.99,1030000000.0,2215000000.0,1185000000.0,2159378000.0,2.0964834951456313
1982-04-19,2.99,1030000000.0,2215000000.0,1185000000.0,2159378000.0,2.0964834951456313
1982-04-20,2.97,1030000000.0,2215000000.0,1185000000.0,2144934000.0,2.0824601941747574
1982-04-21,2.97,1030000000.0,2215000000.0,1185000000.0,2144934000.0,2.0824601941747574
1982-04-22,2.97,1030000000.0,2215000000.0,1185000000.0,2144934000.0,2.0824601941747574
1982-04-23,3.11,1030000000.0,2215000000.0,1185000000.0,2246042000.0,2.1806233009708738
1982-04-26,3.26,1030000000.0,2215000000.0,1185000000.0,2354372000.0,2.285798058252427
1982-04-27,3.17,1030000000.0,2215000000.0,1185000000.0,2289374000.0,2.222693203883495
1982-04-28,3.03,1030000000.0,2215000000.0,1185000000.0,2188266000.0,2.1245300970873786
1982-04-29,2.85,1030000000.0,2215000000.0,1185000000.0,2058270000.0,1.9983203883495146
1982-04-30,3.19,1030000000.0,2215000000.0,1185000000.0,2303818000.0,2.236716504854369
1982-05-03,3.38,1030000000.0,2215000000.0,1185000000.0,2441036000.0,2.36993786407767
1982-05-04,3.36,1030000000.0,2215000000.0,1185000000.0,2426592000.0,2.355914563106796
1982-05-05,3.17,1030000000.0,2215000000.0,1185000000.0,2289374000.0,2.222693203883495
1982-05-06,3.13,1030000000.0,2215000000.0,1185000000.0,2260486000.0,2.1946466019417477
1982-05-07,3.15,1030000000.0,2215000000.0,1185000000.0,2274930000.0,2.2086699029126216
1982-05-10,3.09,1030000000.0,2215000000.0,1185000000.0,2231598000.0,2.1666
1982-05-11,3.15,1030000000.0,2215000000.0,1185000000.0,2274930000.0,2.2086699029126216
1982-05-12,3.09,1030000000.0,2215000000.0,1185000000.0,2231598000.0,2.1666
1982-05-13,3.17,1030000000.0,2215000000.0,1185000000.0,2289374000.0,2.222693203883495
1982-05-14,3.28,1030000000.0,2215000000.0,1185000000.0,2368816000.0,2.299821359223301
1982-05-17,3.23,1030000000.0,2215000000.0,1185000000.0,2332706000.0,2.2647631067961167
1982-05-18,3.23,1030000000.0,2215000000.0,1185000000.0,2332706000.0,2.2647631067961167
1982-05-19,3.19,1030000000.0,2215000000.0,1185000000.0,2303818000.0,2.236716504854369
1982-05-20,3.19,1030000000.0,2215000000.0,1185000000.0,2303818000.0,2.236716504854369
1982-05-21,3.23,1030000000.0,2215000000.0,1185000000.0,2332706000.0,2.2647631067961167
1982-05-24,3.23,1030000000.0,2215000000.0,1185000000.0,2332706000.0,2.2647631067961167
1982-05-25,3.3,1030000000.0,2215000000.0,1185000000.0,2383260000.0,2.313844660194175
1982-05-26,3.28,1030000000.0,2215000000.0,1185000000.0,2368816000.0,2.299821359223301
1982-05-27,3.26,1030000000.0,2215000000.0,1185000000.0,2354372000.0,2.285798058252427
1982-05-28,3.23,1030000000.0,2215000000.0,1185000000.0,2332706000.0,2.2647631067961167
1982-06-01,3.21,1030000000.0,2215000000.0,1185000000.0,2318262000.0,2.250739805825243
1982-06-02,3.21,1030000000.0,2215000000.0,1185000000.0,2318262000.0,2.250739805825243
1982-06-03,3.07,1030000000.0,2215000000.0,1185000000.0,2217154000.0,2.1525766990291264
1982-06-04,3.05,1030000000.0,2215000000.0,1185000000.0,2202710000.0,2.1385533980582525
1982-06-07,3.05,1030000000.0,2215000000.0,1185000000.0,2202710000.0,2.1385533980582525
1982-06-08,3.19,1030000000.0,2215000000.0,1185000000.0,2303818000.0,2.236716504854369
1982-06-09,3.19,1030000000.0,2215000000.0,1185000000.0,2303818000.0,2.236716504854369
1982-06-10,3.26,1030000000.0,2215000000.0,1185000000.0,2354372000.0,2.285798058252427
1982-06-11,3.23,1030000000.0,2215000000.0,1185000000.0,2332706000.0,2.2647631067961167
1982-06-14,3.26,1030000000.0,2215000000.0,1185000000.0,2354372000.0,2.285798058252427
1982-06-15,3.28,1030000000.0,2215000000.0,1185000000.0,2368816000.0,2.299821359223301
