date,TDG,TDG_SHE,PB Ratio
2006-05-15,,360091000.0,
2006-07-03,1045084950.0,360091000.0,2.9022801180812627
2006-07-05,1042864200.0,360091000.0,2.8961129270101167
2006-07-06,1023321600.0,360091000.0,2.841841645584033
2006-07-07,1021545000.0,360091000.0,2.8369078927271163
2006-07-10,1028651400.0,360091000.0,2.856642904154783
2006-07-11,1042420050.0,360091000.0,2.8948794887958877
2006-07-12,1045973250.0,360091000.0,2.904746994509721
2006-07-13,1042864200.0,360091000.0,2.8961129270101167
2006-07-14,1026430650.0,360091000.0,2.8504757130836373
2006-07-17,1029983850.0,360091000.0,2.8603432187974707
2006-07-18,1050414749.9999999,360091000.0,2.9170813766520127
2006-07-19,1109486700.0,360091000.0,3.081128659144494
2006-07-20,1110819150.0,360091000.0,3.0848289737871815
2006-07-21,1111263300.0,360091000.0,3.086062412001411
2006-07-24,1136135700.0,360091000.0,3.155134951998245
2006-07-25,1161008100.0,360091000.0,3.224207491995079
2006-07-26,1115260650.0,360091000.0,3.0971633559294736
2006-07-27,1110375000.0,360091000.0,3.0835955355729525
2006-07-28,1132582500.0,360091000.0,3.1452674462844112
2006-07-31,1137024000.0,360091000.0,3.1576018284267033
2006-08-01,1114816500.0,360091000.0,3.095929917715244
2006-08-02,1118813850.0,360091000.0,3.107030861643307
2006-08-03,1133914950.0,360091000.0,3.148967760927099
2006-08-04,1109930850.0,360091000.0,3.082362097358723
2006-08-07,1100159550.0,360091000.0,3.055226456645681
2006-08-08,1080172800.0,360091000.0,2.999721737005368
2006-08-09,1029539700.0,360091000.0,2.8591097805832413
2006-08-10,1052635500.0,360091000.0,2.9232485677231588
2006-08-11,1046417400.0,360091000.0,2.9059804327239505
2006-08-14,1063739250.0,360091000.0,2.9540845230788886
2006-08-15,1065960000.0,346755000.0,3.0741013107237096
2006-08-16,1059741900.0,346755000.0,3.0561690530778214
2006-08-17,1057965300.0,346755000.0,3.051045550893282
2006-08-18,1057965300.0,346755000.0,3.051045550893282
2006-08-21,1041975900.0,346755000.0,3.0049340312324264
2006-08-22,1033537050.0,346755000.0,2.9805973958558636
2006-08-23,1003779000.0000001,346755000.0,2.8947787342648272
2006-08-24,993119400.0,346755000.0,2.86403772115759
2006-08-25,1004223150.0,346755000.0,2.8960596098109614
2006-08-28,1012662000.0,346755000.0,2.9203962451875243
2006-08-29,998449200.0,346755000.0,2.8794082277112083
2006-08-30,1009552950.0,346755000.0,2.9114301163645804
2006-08-31,1005111450.0,346755000.0,2.898621360903231
2006-09-01,984680550.0000001,346755000.0,2.8397010857810274
