date,CMCSA,CMCSA_SHE,PB Ratio
2004-03-12,,77920000000.0,
2004-05-05,,83255000000.0,
2004-07-30,,83867000000.0,
2004-10-29,,83550000000.0,
2005-02-23,,41422000000.0,
2005-03-31,25483157886.44,41422000000.0,0.615208292367341
2005-04-01,25188947360.22,41422000000.0,0.6081055323311284
2005-04-04,25075789465.52,41422000000.0,0.6053737015479697
2005-04-05,25098421044.46,41422000000.0,0.6059200677046014
2005-04-06,24894736834.0,41422000000.0,0.6010027722949157
2005-04-07,25098421044.46,41422000000.0,0.6059200677046014
2005-04-08,24939999991.879997,41422000000.0,0.6020955046081792
2005-04-11,24985263149.76,41422000000.0,0.6031882369214426
2005-04-12,25302105254.92,41422000000.0,0.610837363114287
2005-04-13,25256842097.04,41422000000.0,0.6097446308010236
2005-04-14,24939999991.879997,41422000000.0,0.6020955046081792
2005-04-15,24487368413.08,41422000000.0,0.5911681814755444
2005-04-18,24238421044.74,41422000000.0,0.5851581537525953
2005-04-19,24034736834.28,41422000000.0,0.5802408583429095
2005-04-20,23763157887.0,41422000000.0,0.5736844644633287
2005-04-21,24328947360.5,41422000000.0,0.5873436183791222
2005-04-22,23989473676.399998,41422000000.0,0.579148126029646
2005-04-25,24442105255.2,41422000000.0,0.5900754491622809
2005-04-26,23853684202.76,41422000000.0,0.5758699290898556
2005-04-27,24079999992.16,41422000000.0,0.5813335906561731
2005-04-28,24057368413.22,41422000000.0,0.5807872244995413
2005-04-29,24215789465.8,41422000000.0,0.5846117875959634
2005-05-02,24261052623.68,41422000000.0,0.585704519909227
2005-05-03,24261052623.68,41422000000.0,0.585704519909227
2005-05-04,24600526307.78,41422000000.0,0.593900012258703
2005-05-05,24328947360.5,41356000000.0,0.5882809594859271
2005-05-06,24238421044.74,41356000000.0,0.5860920070785376
2005-05-09,24374210518.379997,41356000000.0,0.5893754356896218
2005-05-10,24215789465.8,41356000000.0,0.5855447689766902
2005-05-11,24125263150.04,41356000000.0,0.5833558165693007
2005-05-12,24057368413.22,41356000000.0,0.5817141022637586
2005-05-13,24057368413.22,41356000000.0,0.5817141022637586
2005-05-16,23921578939.58,41356000000.0,0.5784306736526744
2005-05-17,23921578939.58,41356000000.0,0.5784306736526744
