date,close price,AIG_SHE,AIG_TA,AIG_TL,market cap,PB Ratio
,,7623000000.0,42312000000.0,34689000000.0,,
1973-01-02,24.7,7623000000.0,42312000000.0,34689000000.0,,
1973-01-03,24.81,7623000000.0,42312000000.0,34689000000.0,,
1973-01-04,24.52,7623000000.0,42312000000.0,34689000000.0,,
1973-01-05,24.67,7623000000.0,42312000000.0,34689000000.0,,
1973-01-08,24.6,7623000000.0,42312000000.0,34689000000.0,,
1973-01-09,24.74,7623000000.0,42312000000.0,34689000000.0,,
1973-01-10,24.74,7623000000.0,42312000000.0,34689000000.0,,
1973-01-11,24.92,7623000000.0,42312000000.0,34689000000.0,,
1973-01-12,24.96,7623000000.0,42312000000.0,34689000000.0,,
1973-01-15,25.03,7623000000.0,42312000000.0,34689000000.0,,
1973-01-16,24.63,7623000000.0,42312000000.0,34689000000.0,,
1973-01-17,24.24,7623000000.0,42312000000.0,34689000000.0,,
1973-01-18,24.09,7623000000.0,42312000000.0,34689000000.0,,
1973-01-19,23.77,7623000000.0,42312000000.0,34689000000.0,,
1973-01-22,23.81,7623000000.0,42312000000.0,34689000000.0,,
1973-01-23,23.95,7623000000.0,42312000000.0,34689000000.0,,
1973-01-24,23.81,7623000000.0,42312000000.0,34689000000.0,,
1973-01-26,23.16,7623000000.0,42312000000.0,34689000000.0,,
1973-01-29,22.44,7623000000.0,42312000000.0,34689000000.0,,
1973-01-30,22.44,7623000000.0,42312000000.0,34689000000.0,,
1973-01-31,22.51,7623000000.0,42312000000.0,34689000000.0,,
1973-02-01,22.44,7623000000.0,42312000000.0,34689000000.0,,
1973-02-02,22.4,7623000000.0,42312000000.0,34689000000.0,,
1973-02-05,22.4,7623000000.0,42312000000.0,34689000000.0,,
1973-02-06,22.51,7623000000.0,42312000000.0,34689000000.0,,
1973-02-07,22.44,7623000000.0,42312000000.0,34689000000.0,,
1973-02-08,22.19,7623000000.0,42312000000.0,34689000000.0,,
1973-02-09,22.29,7623000000.0,42312000000.0,34689000000.0,,
1973-02-12,22.58,7623000000.0,42312000000.0,34689000000.0,,
1973-02-13,22.87,7623000000.0,42312000000.0,34689000000.0,,
1973-02-14,22.47,7623000000.0,42312000000.0,34689000000.0,,
1973-02-15,21.94,7623000000.0,42312000000.0,34689000000.0,,
1973-02-16,21.97,7623000000.0,42312000000.0,34689000000.0,,
1973-02-20,22.15,7623000000.0,42312000000.0,34689000000.0,,
1973-02-21,22.01,7623000000.0,42312000000.0,34689000000.0,,
1973-02-22,21.94,7623000000.0,42312000000.0,34689000000.0,,
1973-02-23,21.61,7623000000.0,42312000000.0,34689000000.0,,
1973-02-26,21.5,7623000000.0,42312000000.0,34689000000.0,,
1973-02-27,20.6,7623000000.0,42312000000.0,34689000000.0,,
1973-02-28,20.57,7623000000.0,42312000000.0,34689000000.0,,
1973-03-01,20.57,7623000000.0,42312000000.0,34689000000.0,,
1973-03-02,20.89,7623000000.0,42312000000.0,34689000000.0,,
1973-03-05,21.0,7623000000.0,42312000000.0,34689000000.0,,
1973-03-06,21.5,7623000000.0,42312000000.0,34689000000.0,,
1973-03-07,21.97,7623000000.0,42312000000.0,34689000000.0,,
1973-03-08,22.01,7623000000.0,42312000000.0,34689000000.0,,
1973-03-09,22.01,7623000000.0,42312000000.0,34689000000.0,,
1973-03-12,22.08,7623000000.0,42312000000.0,34689000000.0,,
1973-03-13,22.12,7623000000.0,42312000000.0,34689000000.0,,
1973-03-14,22.15,7623000000.0,42312000000.0,34689000000.0,,
1973-03-15,22.08,7623000000.0,42312000000.0,34689000000.0,,
1973-03-16,22.15,7623000000.0,42312000000.0,34689000000.0,,
1973-03-19,21.68,7623000000.0,42312000000.0,34689000000.0,,
1973-03-20,21.5,7623000000.0,42312000000.0,34689000000.0,,
1973-03-21,21.18,7623000000.0,42312000000.0,34689000000.0,,
1973-03-22,20.57,7623000000.0,42312000000.0,34689000000.0,,
1973-03-23,20.64,7623000000.0,42312000000.0,34689000000.0,,
1973-03-26,20.64,7623000000.0,42312000000.0,34689000000.0,,
1973-03-27,20.82,7623000000.0,42312000000.0,34689000000.0,,
1973-03-28,21.58,7623000000.0,42312000000.0,34689000000.0,,
1973-03-29,22.08,7623000000.0,42312000000.0,34689000000.0,,
1973-03-30,21.72,7623000000.0,42312000000.0,34689000000.0,,
1973-04-02,21.29,7623000000.0,42312000000.0,34689000000.0,,
1973-04-03,21.07,7623000000.0,42312000000.0,34689000000.0,,
1973-04-04,20.35,7623000000.0,42312000000.0,34689000000.0,,
1973-04-05,20.57,7623000000.0,42312000000.0,34689000000.0,,
1973-04-06,20.71,7623000000.0,42312000000.0,34689000000.0,,
1973-04-09,20.71,7623000000.0,42312000000.0,34689000000.0,,
1973-04-10,20.57,7623000000.0,42312000000.0,34689000000.0,,
1973-04-11,20.64,7623000000.0,42312000000.0,34689000000.0,,
1973-04-12,21.0,7623000000.0,42312000000.0,34689000000.0,,
1973-04-13,21.07,7623000000.0,42312000000.0,34689000000.0,,
1973-04-16,21.04,7623000000.0,42312000000.0,34689000000.0,,
1973-04-17,20.89,7623000000.0,42312000000.0,34689000000.0,,
1973-04-18,20.82,7623000000.0,42312000000.0,34689000000.0,,
1973-04-19,20.78,7623000000.0,42312000000.0,34689000000.0,,
1973-04-23,20.53,7623000000.0,42312000000.0,34689000000.0,,
1973-04-24,20.21,7623000000.0,42312000000.0,34689000000.0,,
1973-04-25,20.07,7623000000.0,42312000000.0,34689000000.0,,
1973-04-26,19.92,7623000000.0,42312000000.0,34689000000.0,,
1973-04-27,19.71,7623000000.0,42312000000.0,34689000000.0,,
1973-04-30,19.63,7623000000.0,42312000000.0,34689000000.0,,
1973-05-01,19.27,7623000000.0,42312000000.0,34689000000.0,,
1973-05-02,19.38,7623000000.0,42312000000.0,34689000000.0,,
1973-05-03,19.38,7623000000.0,42312000000.0,34689000000.0,,
1973-05-04,19.99,7623000000.0,42312000000.0,34689000000.0,,
1973-05-07,19.63,7623000000.0,42312000000.0,34689000000.0,,
1973-05-08,19.45,7623000000.0,42312000000.0,34689000000.0,,
1973-05-09,19.35,7623000000.0,42312000000.0,34689000000.0,,
1973-05-10,19.17,7623000000.0,42312000000.0,34689000000.0,,
1973-05-11,18.95,7623000000.0,42312000000.0,34689000000.0,,
1973-05-14,17.76,7623000000.0,42312000000.0,34689000000.0,,
1973-05-15,17.84,7623000000.0,42312000000.0,34689000000.0,,
1973-05-16,17.91,7623000000.0,42312000000.0,34689000000.0,,
1973-05-17,17.84,7623000000.0,42312000000.0,34689000000.0,,
1973-05-18,17.37,7623000000.0,42312000000.0,34689000000.0,,
1973-05-21,17.3,7623000000.0,42312000000.0,34689000000.0,,
1973-05-22,17.37,7623000000.0,42312000000.0,34689000000.0,,
1973-05-23,17.62,7623000000.0,42312000000.0,34689000000.0,,
1973-05-24,19.27,7623000000.0,42312000000.0,34689000000.0,,
1973-05-25,19.13,7623000000.0,42312000000.0,34689000000.0,,
1973-05-29,18.77,7623000000.0,42312000000.0,34689000000.0,,
1973-05-30,17.91,7623000000.0,42312000000.0,34689000000.0,,
1973-05-31,17.62,7623000000.0,42312000000.0,34689000000.0,,
1973-06-01,17.55,7623000000.0,42312000000.0,34689000000.0,,
1973-06-04,17.55,7623000000.0,42312000000.0,34689000000.0,,
1973-06-05,17.91,7623000000.0,42312000000.0,34689000000.0,,
1973-06-06,17.66,7623000000.0,42312000000.0,34689000000.0,,
1973-06-07,17.87,7623000000.0,42312000000.0,34689000000.0,,
