date,close price,KEYS_SHE,KEYS_TA,KEYS_TL,market cap,PB Ratio
,,1245000000.0,2028000000.0,783000000.0,,
2014-10-20,28.25,1245000000.0,2028000000.0,783000000.0,,
2014-10-21,28.31,1245000000.0,2028000000.0,783000000.0,,
2014-10-22,28.75,1245000000.0,2028000000.0,783000000.0,,
2014-10-23,29.25,1245000000.0,2028000000.0,783000000.0,,
2014-10-24,29.75,1245000000.0,2028000000.0,783000000.0,,
2014-10-27,30.1,1245000000.0,2028000000.0,783000000.0,,
2014-10-28,30.65,1245000000.0,2028000000.0,783000000.0,,
2014-10-29,30.0,1245000000.0,2028000000.0,783000000.0,,
2014-10-30,30.25,1245000000.0,2028000000.0,783000000.0,,
2014-10-31,31.5,1245000000.0,2028000000.0,783000000.0,,
2014-11-03,30.61,1245000000.0,2028000000.0,783000000.0,,
2014-11-04,30.16,1245000000.0,2028000000.0,783000000.0,,
2014-11-05,30.18,1245000000.0,2028000000.0,783000000.0,,
2014-11-06,30.05,1245000000.0,2028000000.0,783000000.0,,
2014-11-07,29.76,1245000000.0,2028000000.0,783000000.0,,
2014-11-10,29.78,1245000000.0,2028000000.0,783000000.0,,
2014-11-11,30.04,1245000000.0,2028000000.0,783000000.0,,
2014-11-12,30.83,1245000000.0,2028000000.0,783000000.0,,
2014-11-13,30.41,1245000000.0,2028000000.0,783000000.0,,
2014-11-14,30.7,1245000000.0,2028000000.0,783000000.0,,
2014-11-17,31.05,1245000000.0,2028000000.0,783000000.0,,
2014-11-18,31.0,1245000000.0,2028000000.0,783000000.0,,
2014-11-19,30.97,1245000000.0,2028000000.0,783000000.0,,
2014-11-20,31.41,1245000000.0,2028000000.0,783000000.0,,
2014-11-21,32.3,1245000000.0,2028000000.0,783000000.0,,
2014-11-24,33.0,1245000000.0,2028000000.0,783000000.0,,
2014-11-25,32.85,1245000000.0,2028000000.0,783000000.0,,
2014-11-26,34.2,1245000000.0,2028000000.0,783000000.0,,
2014-11-28,35.2,1245000000.0,2028000000.0,783000000.0,,
2014-12-01,34.9,1245000000.0,2028000000.0,783000000.0,,
2014-12-02,34.78,1245000000.0,2028000000.0,783000000.0,,
2014-12-03,34.31,1245000000.0,2028000000.0,783000000.0,,
2014-12-04,34.14,1245000000.0,2028000000.0,783000000.0,,
2014-12-05,34.1,1245000000.0,2028000000.0,783000000.0,,
2014-12-08,34.19,1245000000.0,2028000000.0,783000000.0,,
2014-12-09,33.75,1245000000.0,2028000000.0,783000000.0,,
2014-12-10,33.47,1245000000.0,2028000000.0,783000000.0,,
2014-12-11,33.49,1245000000.0,2028000000.0,783000000.0,,
2014-12-12,32.86,1245000000.0,2028000000.0,783000000.0,,
2014-12-15,32.88,1245000000.0,2028000000.0,783000000.0,,
2014-12-16,32.89,1245000000.0,2028000000.0,783000000.0,,
2014-12-17,33.83,1245000000.0,2028000000.0,783000000.0,,
2014-12-18,34.11,1245000000.0,2028000000.0,783000000.0,,
2014-12-19,33.98,1245000000.0,2028000000.0,783000000.0,,
2014-12-22,33.94,769000000.0,3050000000.0,2281000000.0,,
2014-12-23,33.63,769000000.0,3050000000.0,2281000000.0,,
2014-12-24,33.8,769000000.0,3050000000.0,2281000000.0,,
