date,close price,CTL_SHE,CTL_TA,CTL_TL,market cap,PB Ratio
,,246000000.0,572000000.0,326000000.0,,
1989-09-19,9.41,246000000.0,572000000.0,326000000.0,,
1989-09-20,9.37,246000000.0,572000000.0,326000000.0,,
1989-09-21,9.41,246000000.0,572000000.0,326000000.0,,
1989-09-22,9.44,246000000.0,572000000.0,326000000.0,,
1989-09-25,9.22,246000000.0,572000000.0,326000000.0,,
1989-09-26,9.11,246000000.0,572000000.0,326000000.0,,
1989-09-27,9.11,246000000.0,572000000.0,326000000.0,,
1989-09-28,9.48,246000000.0,572000000.0,326000000.0,,
1989-09-29,9.7,246000000.0,572000000.0,326000000.0,,
1989-10-02,9.67,246000000.0,572000000.0,326000000.0,,
1989-10-03,9.93,246000000.0,572000000.0,326000000.0,,
1989-10-04,9.89,246000000.0,572000000.0,326000000.0,,
1989-10-05,9.96,246000000.0,572000000.0,326000000.0,,
1989-10-06,10.3,246000000.0,572000000.0,326000000.0,,
1989-10-09,10.26,246000000.0,572000000.0,326000000.0,,
1989-10-10,10.22,246000000.0,572000000.0,326000000.0,,
1989-10-11,10.19,246000000.0,572000000.0,326000000.0,,
1989-10-12,10.11,246000000.0,572000000.0,326000000.0,,
1989-10-13,9.67,246000000.0,572000000.0,326000000.0,,
1989-10-16,9.48,246000000.0,572000000.0,326000000.0,,
1989-10-17,9.41,246000000.0,572000000.0,326000000.0,,
1989-10-18,9.67,246000000.0,572000000.0,326000000.0,,
1989-10-19,9.85,246000000.0,572000000.0,326000000.0,,
1989-10-20,10.15,246000000.0,572000000.0,326000000.0,,
1989-10-23,10.0,246000000.0,572000000.0,326000000.0,,
1989-10-24,9.85,246000000.0,572000000.0,326000000.0,,
1989-10-25,9.74,246000000.0,572000000.0,326000000.0,,
1989-10-26,9.7,246000000.0,572000000.0,326000000.0,,
1989-10-27,9.41,246000000.0,572000000.0,326000000.0,,
1989-10-30,9.11,246000000.0,572000000.0,326000000.0,,
1989-10-31,9.15,246000000.0,572000000.0,326000000.0,,
1989-11-01,9.33,246000000.0,572000000.0,326000000.0,,
1989-11-02,9.26,246000000.0,572000000.0,326000000.0,,
1989-11-03,9.19,246000000.0,572000000.0,326000000.0,,
1989-11-06,8.89,246000000.0,572000000.0,326000000.0,,
1989-11-07,8.89,246000000.0,572000000.0,326000000.0,,
1989-11-08,8.96,246000000.0,572000000.0,326000000.0,,
1989-11-09,9.15,246000000.0,572000000.0,326000000.0,,
1989-11-10,9.15,246000000.0,572000000.0,326000000.0,,
1989-11-13,9.26,246000000.0,572000000.0,326000000.0,,
1989-11-14,9.22,246000000.0,572000000.0,326000000.0,,
1989-11-15,9.3,246000000.0,572000000.0,326000000.0,,
1989-11-16,9.11,246000000.0,572000000.0,326000000.0,,
1989-11-17,9.26,246000000.0,572000000.0,326000000.0,,
1989-11-20,9.15,246000000.0,572000000.0,326000000.0,,
1989-11-21,8.93,246000000.0,572000000.0,326000000.0,,
1989-11-22,9.0,246000000.0,572000000.0,326000000.0,,
1989-11-24,8.96,246000000.0,572000000.0,326000000.0,,
1989-11-27,8.96,246000000.0,572000000.0,326000000.0,,
1989-11-28,8.96,246000000.0,572000000.0,326000000.0,,
1989-11-29,9.0,246000000.0,572000000.0,326000000.0,,
1989-11-30,9.59,246000000.0,572000000.0,326000000.0,,
1989-12-01,9.74,246000000.0,572000000.0,326000000.0,,
1989-12-04,9.96,246000000.0,572000000.0,326000000.0,,
1989-12-05,9.96,246000000.0,572000000.0,326000000.0,,
1989-12-06,9.85,246000000.0,572000000.0,326000000.0,,
1989-12-07,9.96,246000000.0,572000000.0,326000000.0,,
1989-12-08,10.04,246000000.0,572000000.0,326000000.0,,
1989-12-11,10.0,246000000.0,572000000.0,326000000.0,,
1989-12-12,9.89,246000000.0,572000000.0,326000000.0,,
1989-12-13,9.96,246000000.0,572000000.0,326000000.0,,
1989-12-14,9.78,246000000.0,572000000.0,326000000.0,,
1989-12-15,9.85,246000000.0,572000000.0,326000000.0,,
1989-12-18,9.78,246000000.0,572000000.0,326000000.0,,
1989-12-19,9.78,246000000.0,572000000.0,326000000.0,,
1989-12-20,9.78,246000000.0,572000000.0,326000000.0,,
1989-12-21,9.78,246000000.0,572000000.0,326000000.0,,
1989-12-22,9.89,246000000.0,572000000.0,326000000.0,,
1989-12-26,10.07,246000000.0,572000000.0,326000000.0,,
1989-12-27,10.26,246000000.0,572000000.0,326000000.0,,
1989-12-28,10.26,246000000.0,572000000.0,326000000.0,,
1989-12-29,10.67,246000000.0,572000000.0,326000000.0,,
1990-01-02,10.56,246000000.0,572000000.0,326000000.0,,
1990-01-03,10.59,246000000.0,572000000.0,326000000.0,,
1990-01-04,10.3,246000000.0,572000000.0,326000000.0,,
1990-01-05,10.26,246000000.0,572000000.0,326000000.0,,
1990-01-08,10.37,246000000.0,572000000.0,326000000.0,,
1990-01-09,10.37,246000000.0,572000000.0,326000000.0,,
1990-01-10,10.07,246000000.0,572000000.0,326000000.0,,
1990-01-11,9.85,246000000.0,572000000.0,326000000.0,,
1990-01-12,9.63,246000000.0,572000000.0,326000000.0,,
1990-01-15,9.22,246000000.0,572000000.0,326000000.0,,
1990-01-16,9.0,246000000.0,572000000.0,326000000.0,,
1990-01-17,8.96,246000000.0,572000000.0,326000000.0,,
1990-01-18,8.81,246000000.0,572000000.0,326000000.0,,
1990-01-19,8.81,246000000.0,572000000.0,326000000.0,,
1990-01-22,8.44,246000000.0,572000000.0,326000000.0,,
1990-01-23,8.07,246000000.0,572000000.0,326000000.0,,
1990-01-24,8.3,246000000.0,572000000.0,326000000.0,,
1990-01-25,8.04,246000000.0,572000000.0,326000000.0,,
1990-01-26,7.59,246000000.0,572000000.0,326000000.0,,
1990-01-29,7.7,246000000.0,572000000.0,326000000.0,,
1990-01-30,7.78,246000000.0,572000000.0,326000000.0,,
