date,SNPS,SNPS_SHE,PB Ratio
2004-01-29,,1433410000.0,
2004-02-02,5525349120.000001,1433410000.0,3.8546885538680495
2004-02-03,5498904600.0,1433410000.0,3.836239875541541
2004-02-04,5369793120.000001,1433410000.0,3.746166916653296
2004-02-05,5474015640.0,1433410000.0,3.8188764135871804
2004-02-06,5614016040.000001,1433410000.0,3.916545887080459
2004-02-09,5654460600.0,1433410000.0,3.9447615127562945
2004-02-10,5550238080.0,1433410000.0,3.8720520158224097
2004-02-11,5578238160.0,1433410000.0,3.8915859105210653
2004-02-12,5558015879.999999,1433410000.0,3.8774780976831464
2004-02-13,5484904560.0,1433410000.0,3.826472928192213
2004-02-17,5584460400.0,1433410000.0,3.8959267760096554
2004-02-18,5516015760.0,1433410000.0,3.848177255635164
2004-02-19,5491126800.0,1433410000.0,3.8308137936808033
2004-02-20,5533126920.0,1433410000.0,3.8601146357287868
2004-02-23,5355793080.0,1433410000.0,3.7363999693039673
2004-02-24,4648013280.0,1433410000.0,3.2426265199768385
2004-02-25,4640235480.0,1433410000.0,3.237200438116101
2004-02-26,4685346720.0,1433410000.0,3.2686717129083793
2004-02-27,4607568720.0,1433410000.0,3.2144108943010026
2004-03-01,4612235400.0,1433410000.0,3.217666543417445
2004-03-02,4671346680.0,1433410000.0,3.2589047655590515
2004-03-03,4641791040.0,1433410000.0,3.2382856544882483
2004-03-04,4711791240.0,1433410000.0,3.2871203912348874
2004-03-05,4721124600.0,1433410000.0,3.2936316894677726
2004-03-08,4638679920.0,1433410000.0,3.2361152217439533
2004-03-09,4592013120.0,1433410000.0,3.2035587305795272
2004-03-10,4506457320.0,1433410000.0,3.143871830111413
2004-03-11,4344679080.0,1433410000.0,3.0310093274080687
2004-03-12,4399123680.0,1433410000.0,3.0689919004332324
2004-03-15,4276234439.9999995,1433410000.0,2.9832598070335767
2004-03-16,4287123360.0,1412736000.0,3.034624558303887
2004-03-17,4428679320.0,1412736000.0,3.134824425795053
2004-03-18,4452012720.0,1412736000.0,3.151340887469421
2004-03-19,4357123560.0,1412736000.0,3.084173943326991
2004-03-22,4291790040.0,1412736000.0,3.0379278506387606
2004-03-23,4352456880.0,1412736000.0,3.0808706509921175
2004-03-24,4375790280.0,1412736000.0,3.0973871126664854
2004-03-25,4464457200.0,1412736000.0,3.160149667029084
2004-03-26,4428679320.0,1412736000.0,3.134824425795053
2004-03-29,4526679600.0,1412736000.0,3.2041935648273987
2004-03-30,4512679560.0,1412736000.0,3.194283687822778
2004-03-31,4469123880.0,1412736000.0,3.1634529593639575
2004-04-01,4551568560.0,1412736000.0,3.2218111239467246
2004-04-02,4753791360.0,1412736000.0,3.3649537917912475
2004-04-05,4788013680.0,1412736000.0,3.389177935580321
2004-04-06,4644902160.0,1412736000.0,3.287876970644197
2004-04-07,4623124320.0,1412736000.0,3.2724616064147867
2004-04-08,4576457520.0,1412736000.0,3.2394286830660506
2004-04-12,4609124280.0,1412736000.0,3.262551729410166
2004-04-13,4557790800.0,1412736000.0,3.2262155137265562
2004-04-14,4518901800.0,1412736000.0,3.1986880776026094
2004-04-15,4534457400.0,1412736000.0,3.209699052052188
2004-04-16,4461346080.0,1412736000.0,3.1579474721391683
2004-04-19,4573346400.0,1412736000.0,3.237226488176135
2004-04-20,4448901600.0,1412736000.0,3.1491386925795055
2004-04-21,4411568160.0,1412736000.0,3.1227123539005164
2004-04-22,4417790400.0,1412736000.0,3.127116743680348
2004-04-23,4475346120.0,1412736000.0,3.167857349143789
2004-04-26,4399123680.0,1412736000.0,3.1139035743408536
2004-04-27,4399123680.0,1412736000.0,3.1139035743408536
2004-04-28,4302678960.0,1412736000.0,3.0456355327534657
2004-04-29,4189123080.0,1412736000.0,2.965255419271541
2004-04-30,4158011880.0,1412736000.0,2.943233470372384
2004-05-03,4164157230.0,1412736000.0,2.947583433847513
2004-05-04,4212342700.0,1412736000.0,2.9816913421899067
2004-05-05,4223223290.0000005,1412736000.0,2.9893931279446413
2004-05-06,4168820340.0,1412736000.0,2.9508841991709702
2004-05-07,4150167900.0,1412736000.0,2.9376811378771404
2004-05-10,4137732940.0,1412736000.0,2.9288790970145873
2004-05-11,4129961090.0,1412736000.0,2.9233778214754915
2004-05-12,4108199910.0,1412736000.0,2.9079742499660233
2004-05-13,4021155190.0,1412736000.0,2.8463599639281507
2004-05-14,4005611490.0,1412736000.0,2.8353574128499592
2004-05-17,3915458030.0,1412736000.0,2.7715426165964483
2004-05-18,3932556100.0,1412736000.0,2.783645422782459
2004-05-19,3935664840.0,1412736000.0,2.785845932998097
2004-05-20,4394203990.0,1412736000.0,3.1104211898047476
2004-05-21,4619587640.0,1412736000.0,3.269958180438525
2004-05-24,4565184690.0,1412736000.0,3.2314492516648547
2004-05-25,4586945870.0,1412736000.0,3.2468528231743226
2004-05-26,4642903190.0,1412736000.0,3.286462007055812
2004-05-27,4605598310.0,1412736000.0,3.2600558844681524
2004-05-28,4600935200.0,1412736000.0,3.256755119144695
2004-06-01,4621142010.0,1412736000.0,3.271058435546344
2004-06-02,4608707050.0,1412736000.0,3.262256394683791
2004-06-03,4593163350.0,1412736000.0,3.2512538436055993
2004-06-04,4627359490.0,1412736000.0,3.2754594559776207
2004-06-07,4740828500.0,1412736000.0,3.355778078848419
2004-06-08,4733056650.0,1412736000.0,3.350276803309323
2004-06-09,4611815790.0,1412736000.0,3.264456904899429
2004-06-10,4681762440.0,1395886000.0,3.353971914611938
2004-06-14,4594717720.0,1395886000.0,3.291613871046776
2004-06-15,4686425550.0,1395886000.0,3.3573125240886434
2004-06-16,4714404210.0,1395886000.0,3.377356180948874
2004-06-17,4653783780.0,1395886000.0,3.3339282577517073
2004-06-18,4646011930.0,1395886000.0,3.3283605752905325
2004-06-21,4563630320.0,1395886000.0,3.269343141202075
2004-06-22,4582282760.0,1395886000.0,3.282705579108896
2004-06-23,4594717720.0,1395886000.0,3.291613871046776
2004-06-24,4565184690.0,1395886000.0,3.2704566776943103
2004-06-25,4555858470.0,1395886000.0,3.2637754587409002
2004-06-28,4394203990.0,1395886000.0,3.147967663548456
2004-06-29,4423737020.0,1395886000.0,3.169124856900922
2004-06-30,4419073910.0,1395886000.0,3.1657842474242166
2004-07-01,4369334070.0,1395886000.0,3.1301510796726952
2004-07-02,4296278680.0,1395886000.0,3.0778148645376486
2004-07-06,4136178570.0,1395886000.0,2.9631206058374393
2004-07-07,4125297980.0,1395886000.0,2.955325850391794
2004-07-08,4087993100.0,1395886000.0,2.928600974578153
2004-07-09,4136178570.0,1395886000.0,2.9631206058374393
2004-07-12,4091101840.0,1395886000.0,2.930828047562623
2004-07-13,4150167900.0,1395886000.0,2.973142434267555
2004-07-14,4066231920.0,1395886000.0,2.9130114636868627
2004-07-15,3988513420.0,1395886000.0,2.857334639075111
2004-07-16,3873490040.0000005,1395886000.0,2.774932938649718
2004-07-19,3918566770.0,1395886000.0,2.807225496924534
2004-07-20,3993176530.0,1395886000.0,2.8606752485518157
2004-07-21,3831522050.0,1395886000.0,2.7448674533593715
2004-07-22,3839293900.0,1395886000.0,2.7504351358205468
2004-07-23,3749140440.0,1395886000.0,2.6858500192709145
2004-07-26,3716498670.0,1395886000.0,2.662465752933979
2004-07-27,3732042370.0000005,1395886000.0,2.6736011178563297
2004-07-28,3862609450.0,1395886000.0,2.7671381832040725
2004-07-29,3884370629.9999995,1395886000.0,2.782727694095363
2004-07-30,3924784250.0,1395886000.0,2.8116796428934743
2004-08-02,3250940950.0,1395886000.0,2.328944448185597
2004-08-03,3216964369.9999995,1395886000.0,2.3046039361380513
2004-08-04,3281828750.0,1395886000.0,2.3510721864106383
2004-08-05,3184532180.0,1395886000.0,2.281369811001758
2004-08-06,3119667800.0,1395886000.0,2.2349015607291713
2004-08-09,3173721450.0,1395886000.0,2.2736251026229937
2004-08-10,3207698030.0,1395886000.0,2.297965614670539
2004-08-11,3128934140.0000005,1395886000.0,2.241539882196684
2004-08-12,3082602440.0,1395886000.0,2.2083482748591217
2004-08-13,3091868780.0,1395886000.0,2.214986596326634
2004-08-16,3155188770.0,1395886000.0,2.2603484596879686
2004-08-17,3135111700.0,1395886000.0,2.245965429841692
2004-08-18,3286461920.0,1395886000.0,2.3543913471443942
2004-08-19,2262531350.0,1395886000.0,1.6208568249842752
2004-08-20,2285697200.0,1395886000.0,1.6374526286530562
2004-08-23,2344384020.0,1395886000.0,1.6794953312806347
2004-08-24,2325851340.0,1395886000.0,1.6662186883456098
2004-08-25,2379904990.0,1395886000.0,1.7049422302394321
2004-08-26,2410792790.0,1395886000.0,1.7270699684644735
2004-08-27,2444769370.0,1395886000.0,1.751410480512019
2004-08-30,2450946930.0,1395886000.0,1.755836028157027
2004-08-31,2464846440.0,1395886000.0,1.7657935103582958
2004-09-01,2440136200.0,1395886000.0,1.7480913197782626
2004-09-02,2486467900.0,1395886000.0,1.7812829271158246
2004-09-03,2471024000.0,1395886000.0,1.770219058003304
2004-09-07,2486467900.0,1395886000.0,1.7812829271158246
2004-09-08,2500367410.0,1395886000.0,1.7912404093170933
2004-09-09,2542065940.0,1395886000.0,1.8211128559208989
2004-09-10,2602297150.0,1395886000.0,1.8642619454597296
2004-09-13,2599208369.9999995,1395886000.0,1.862049171637225
