date,TTWO,TTWO_SHE,PB Ratio
2002-09-16,,309839000.0,
2002-10-31,701111340.0,309839000.0,2.2628246928243376
2002-11-01,710492120.0000001,309839000.0,2.2931009976148906
2002-11-04,730885120.0000001,309839000.0,2.3589190515073963
2002-11-05,735371580.0,309839000.0,2.373399023363747
2002-11-06,772078980.0,309839000.0,2.491871520370257
2002-11-07,746791660.0,309839000.0,2.41025713354355
2002-11-08,737410879.9999999,309839000.0,2.379980828752997
2002-11-11,712123560.0,309839000.0,2.298366441926291
2002-11-12,725582940.0,309839000.0,2.3418063574953445
2002-11-13,708452820.0,309839000.0,2.2865191922256396
2002-11-14,768000379.9999999,309839000.0,2.4787079095917552
2002-11-15,783499060.0,309839000.0,2.52872963055006
2002-11-18,764737500.0,309839000.0,2.468177020968955
2002-11-19,772078980.0,309839000.0,2.491871520370257
2002-11-20,802260620.0000001,309839000.0,2.5892822401311655
2002-11-21,834889420.0,309839000.0,2.6945911263591737
2002-11-22,807562800.0,309839000.0,2.6063949341432164
2002-11-25,839783740.0,309839000.0,2.7103874592933748
2002-11-26,814904280.0,309839000.0,2.6300894335445184
2002-11-27,842638760.0,309839000.0,2.7196019868383257
2002-11-29,813680700.0,309839000.0,2.626140350310968
2002-12-02,785130500.0,309839000.0,2.53399507486146
2002-12-03,775341860.0000001,309839000.0,2.502402408993058
2002-12-04,757803879.9999999,309839000.0,2.4457988826455024
2002-12-05,785130500.0,309839000.0,2.53399507486146
2002-12-06,786354080.0,309839000.0,2.537944158095011
2002-12-09,764737500.0,309839000.0,2.468177020968955
2002-12-10,734148000.0,309839000.0,2.3694499401301967
2002-12-11,677455460.0,309839000.0,2.1864757503090315
2002-12-12,703966360.0000001,309839000.0,2.272039220369289
2002-12-13,635038020.0,309839000.0,2.0495741982126203
2002-12-16,676639740.0,309839000.0,2.183843028153331
2002-12-17,668890400.0,309839000.0,2.1588321676741793
2002-12-18,641971640.0,309839000.0,2.071952336536072
2002-12-19,634222300.0,309839000.0,2.04694147605692
2002-12-20,608934980.0,309839000.0,1.965327089230213
2002-12-23,648905260.0,356442000.0,1.820507291508857
2002-12-24,657062460.0,356442000.0,1.843392361169559
2002-12-26,653799580.0,356442000.0,1.8342383333052783
