date,SBAC,SBAC_SHE,PB Ratio
,,-4304992000.0,
2002-03-21,,450644000.0,
2002-07-01,73952760.0,450644000.0,0.16410461472914317
2002-07-02,64394240.0,450644000.0,0.1428938141859206
2002-07-03,67412720.0,450644000.0,0.14959196172588562
2002-07-05,72946600.0,450644000.0,0.16187189888248818
2002-07-08,66406560.0,450644000.0,0.1473592458792306
2002-07-09,64897320.0,450644000.0,0.1440101721092481
2002-07-10,60369600.0,450644000.0,0.13396295079930057
2002-07-11,57854199.99999999,450644000.0,0.12838116118266302
2002-07-12,59363440.0,450644000.0,0.13173023495264555
2002-07-15,58357279.99999999,450644000.0,0.12949751910599053
2002-07-16,73449680.0,450644000.0,0.1629882568058157
2002-07-17,88039000.0,450644000.0,0.19536263658231331
2002-07-18,83008200.0,450644000.0,0.18419905734903827
2002-07-19,85020520.0,450644000.0,0.18866448904234828
2002-07-22,89045160.0,450644000.0,0.1975953524289683
2002-07-23,85523600.0,450644000.0,0.1897808469656758
2002-07-24,87032840.0,450644000.0,0.1931299207356583
2002-07-25,86026680.0,450644000.0,0.1908972048890033
2002-07-26,81498960.0,450644000.0,0.18084998357905574
2002-07-29,83511280.0,450644000.0,0.18531541527236578
2002-07-30,88039000.0,450644000.0,0.19536263658231331
2002-07-31,87535920.0,450644000.0,0.1942462786589858
2002-08-01,80995880.0,450644000.0,0.17973362565572826
2002-08-02,71940440.0,450644000.0,0.15963918303583316
2002-08-05,72443520.0,450644000.0,0.16075554095916067
2002-08-06,67412720.0,450644000.0,0.14959196172588562
2002-08-07,62885000.0,450644000.0,0.1395447404159381
2002-08-08,66909640.0,450644000.0,0.14847560380255811
2002-08-09,63891160.0,450644000.0,0.14177745626259308
2002-08-12,65400400.0,450644000.0,0.1451265300325756
2002-08-13,75462000.0,450644000.0,0.1674536884991257
2002-08-14,74455840.0,246457000.0,0.3021047890707101
2002-08-15,72946600.0,246457000.0,0.2959810433463038
2002-08-16,93069800.0,246457000.0,0.37763098633838765
2002-08-19,92566720.0,246457000.0,0.3755897377635855
2002-08-20,90554400.0,246457000.0,0.36742474346437715
2002-08-21,85020520.0,246457000.0,0.3449710091415541
