date,ARE,ARE_SHE,PB Ratio
2007-05-09,,1291661000.0,
2007-08-09,,1312190000.0,
2007-10-01,2856271508.31,1312190000.0,2.176720984240087
2007-10-02,2893323933.93,1312190000.0,2.2049580730915492
2007-10-03,2899499338.2,1312190000.0,2.2096642545667926
2007-10-04,2986249064.85,1312190000.0,2.2757748990999778
2007-10-05,3107698682.1600003,1312190000.0,2.368329801446437
2007-10-08,3084173332.56,1312190000.0,2.3504014910645563
2007-10-09,3089172469.35,1312190000.0,2.354211257020706
2007-10-10,3097994475.45,1312190000.0,2.3609343734139108
2007-10-11,3087408068.1299996,1312190000.0,2.3528666337420647
2007-10-12,3065058986.01,1312190000.0,2.3358347388792784
2007-10-15,3030947229.0899997,1312190000.0,2.309838688825551
2007-10-16,2984484663.6299996,1312190000.0,2.2744302758213366
2007-10-17,2995953271.56,1312190000.0,2.2831703271325035
2007-10-18,3026536226.04,1312190000.0,2.3064771306289487
2007-10-19,2948020371.75,1312190000.0,2.246641394729422
2007-10-22,2947432238.01,1312190000.0,2.246193186969875
2007-10-23,2958900845.94,1312190000.0,2.254933238281042
2007-10-24,2914790815.44,1312190000.0,2.221317656315015
2007-10-25,2905380675.6,1312190000.0,2.214146332162263
2007-10-26,2940668700.0,1312190000.0,2.2410387977350843
2007-10-29,2903910341.25,1312190000.0,2.2130258127633957
2007-10-30,2964488116.4700003,1312190000.0,2.2591912119967383
2007-10-31,3033005697.18,1312190000.0,2.3114074159839655
2007-11-01,2873327386.77,1312190000.0,2.1897190092669505
2007-11-02,2878914657.3,1312190000.0,2.1939769829826474
2007-11-05,2877150256.08,1312190000.0,2.1926323597040063
2007-11-06,2965664383.95,1312190000.0,2.260087627515832
2007-11-07,2839509696.7200003,1312190000.0,2.1639470630929973
2007-11-08,2876856189.21,1312190000.0,2.192408255824233
2007-11-09,2840685964.2,1490708000.0,1.9055951696777638
2007-11-12,2856271508.31,1490708000.0,1.916050298455499
2007-11-13,2911262013.0,1490708000.0,1.95293914904864
2007-11-14,2858035909.5299997,1490708000.0,1.9172338979397707
2007-11-15,2851272371.52,1490708000.0,1.9126967665833952
2007-11-16,2819807216.43,1490708000.0,1.891589242447213
2007-11-19,2764228578.0,1490708000.0,1.854305858692648
2007-11-20,2740409161.5299997,1490708000.0,1.8383272656549772
2007-11-21,2748643033.89,1490708000.0,1.8438507299149127
2007-11-23,2806868274.15,1490708000.0,1.8829095128958857
2007-11-26,2654247568.6200004,1490708000.0,1.7805281575063663
2007-11-27,2704238936.52,1490708000.0,1.8140634762274033
2007-11-28,2855683374.57,1490708000.0,1.915655765294075
2007-11-29,2843332566.0299997,1490708000.0,1.9073705689041716
2007-11-30,2888618864.01,1490708000.0,1.9377496223338173
2007-12-03,2917143350.4,1490708000.0,1.9568844806628798
2007-12-04,2863035046.32,1490708000.0,1.9205874298118748
2007-12-05,2978603326.23,1490708000.0,1.9981131960316842
2007-12-06,3068881855.32,1490708000.0,2.0586740363102636
2007-12-07,3056825113.65,1490708000.0,2.050586106501072
2007-12-10,3122990159.4,1490708000.0,2.0949710871612686
2007-12-11,2990954134.77,1490708000.0,2.0063983924215876
2007-12-12,3038004833.9700003,1490708000.0,2.0379610453355053
2007-12-13,3043003970.76,1490708000.0,2.0413145772076087
2007-12-14,2977721125.6200004,1490708000.0,1.9975213962895486
2007-12-17,2907733210.56,1490708000.0,1.9505719500800962
2007-12-18,2965958450.82,1490708000.0,1.9896307330610692
2007-12-19,2987425332.33,1490708000.0,2.0040311934530437
2007-12-20,2971839788.2200003,1490708000.0,1.993576064675309
2007-12-21,3013597283.76,1490708000.0,2.0215879191364103
2007-12-24,3122696092.5299997,1490708000.0,2.0947738205805564
2007-12-26,3088290268.74,1490708000.0,2.071693630637254
2007-12-27,3026242159.17,1490708000.0,2.030070382107026
2007-12-28,2961841514.64,1490708000.0,1.9868690009311012
