date,close price,HBI_SHE,HBI_TA,HBI_TL,market cap,PB Ratio
2006-09-06,5.28,,,,,
2006-09-07,5.53,,,,,
2006-09-08,5.52,,,,,
2006-09-11,5.44,,,,,
2006-09-12,5.48,,,,,
2006-09-13,5.64,,,,,
2006-09-14,5.45,,,,,
2006-09-15,5.32,,,,,
2006-09-18,5.42,,,,,
2006-09-19,5.35,,,,,
2006-09-20,5.55,,,,,
2006-09-21,5.44,,,,,
2006-09-22,5.54,,,,,
2006-09-25,5.57,,,,,
2006-09-26,5.59,,,,,
2006-09-27,5.65,,,,,
2006-09-28,5.61,0.0,4891075000.0,1661941000.0,,
2006-09-29,5.63,0.0,4891075000.0,1661941000.0,,
2006-10-02,5.62,0.0,4891075000.0,1661941000.0,543004400.0,inf
2006-10-03,5.63,0.0,4891075000.0,1661941000.0,543970600.0,inf
2006-10-04,5.68,0.0,4891075000.0,1661941000.0,548801600.0,inf
2006-10-05,5.79,0.0,4891075000.0,1661941000.0,559429800.0,inf
2006-10-06,5.73,0.0,4891075000.0,1661941000.0,553632600.0,inf
2006-10-09,5.75,0.0,4891075000.0,1661941000.0,555565000.0,inf
2006-10-10,5.67,0.0,4891075000.0,1661941000.0,547835400.0,inf
2006-10-11,5.66,0.0,4891075000.0,1661941000.0,546869200.0,inf
2006-10-12,5.75,0.0,4891075000.0,1661941000.0,555565000.0,inf
2006-10-13,5.84,0.0,4891075000.0,1661941000.0,564260800.0,inf
2006-10-16,5.75,0.0,4891075000.0,1661941000.0,555565000.0,inf
2006-10-17,5.7,0.0,4891075000.0,1661941000.0,550734000.0,inf
2006-10-18,5.75,0.0,4891075000.0,1661941000.0,555565000.0,inf
2006-10-19,5.75,0.0,4891075000.0,1661941000.0,555565000.0,inf
2006-10-20,5.81,0.0,4891075000.0,1661941000.0,561362200.0,inf
2006-10-23,5.89,0.0,4891075000.0,1661941000.0,569091800.0,inf
2006-10-24,5.95,0.0,4891075000.0,1661941000.0,574889000.0,inf
2006-10-25,5.95,0.0,4891075000.0,1661941000.0,574889000.0,inf
2006-10-26,6.07,0.0,4891075000.0,1661941000.0,586483400.0,inf
2006-10-27,6.11,0.0,4891075000.0,1661941000.0,590348200.0,inf
2006-10-30,6.06,0.0,4891075000.0,1661941000.0,585517200.0,inf
2006-10-31,5.9,0.0,4891075000.0,1661941000.0,570058000.0,inf
2006-11-01,5.76,0.0,4891075000.0,1661941000.0,556531200.0,inf
2006-11-02,5.89,0.0,4891075000.0,1661941000.0,569091800.0,inf
2006-11-03,5.74,0.0,4891075000.0,1661941000.0,554598800.0,inf
2006-11-06,5.7,0.0,4891075000.0,1661941000.0,550734000.0,inf
2006-11-07,5.58,0.0,4891075000.0,1661941000.0,539139600.0,inf
2006-11-08,5.53,0.0,4891075000.0,1661941000.0,534308600.0,inf
2006-11-09,5.54,0.0,4891075000.0,1661941000.0,535274800.0,inf
2006-11-10,5.63,0.0,4891075000.0,1661941000.0,543970600.0,inf
2006-11-13,5.64,16235000.0,3601203000.0,3584968000.0,544936800.0,33.56555589775177
2006-11-14,5.87,16235000.0,3601203000.0,3584968000.0,567159400.0,34.934364028333846
2006-11-15,5.95,16235000.0,3601203000.0,3584968000.0,574889000.0,35.41047120418848
2006-11-16,6.01,16235000.0,3601203000.0,3584968000.0,580686200.0,35.767551586079456
2006-11-17,6.0,16235000.0,3601203000.0,3584968000.0,579720000.0,35.70803818909763
2006-11-20,6.07,16235000.0,3601203000.0,3584968000.0,586483400.0,36.12463196797044
2006-11-21,6.04,16235000.0,3601203000.0,3584968000.0,583584800.0,35.94609177702495
2006-11-22,6.12,16235000.0,3601203000.0,3584968000.0,591314400.0,36.42219895287958
2006-11-24,6.11,16235000.0,3601203000.0,3584968000.0,590348200.0,36.362685555897755
2006-11-27,6.01,16235000.0,3601203000.0,3584968000.0,580686200.0,35.767551586079456
2006-11-28,6.01,16235000.0,3601203000.0,3584968000.0,580686200.0,35.767551586079456
2006-11-29,6.0,16235000.0,3601203000.0,3584968000.0,579720000.0,35.70803818909763
2006-11-30,6.1,16235000.0,3601203000.0,3584968000.0,589382000.0,36.30317215891592
2006-12-01,6.18,16235000.0,3601203000.0,3584968000.0,597111600.0,36.77927933477056
2006-12-04,5.97,16235000.0,3601203000.0,3584968000.0,576821400.0,35.52949799815214
2006-12-05,6.02,16235000.0,3601203000.0,3584968000.0,581652400.0,35.827064983061284
2006-12-06,5.98,16235000.0,3601203000.0,3584968000.0,577787600.0,35.58901139513397
2006-12-07,5.96,16235000.0,3601203000.0,3584968000.0,575855200.0,35.46998460117031
2006-12-08,5.93,16235000.0,3601203000.0,3584968000.0,572956600.0,35.29144441022482
2006-12-11,5.99,16235000.0,3601203000.0,3584968000.0,578753800.0,35.6485247921158
2006-12-12,5.95,16235000.0,3601203000.0,3584968000.0,574889000.0,35.41047120418848
2006-12-13,6.01,16235000.0,3601203000.0,3584968000.0,580686200.0,35.767551586079456
2006-12-14,5.98,16235000.0,3601203000.0,3584968000.0,577787600.0,35.58901139513397
2006-12-15,5.93,16235000.0,3601203000.0,3584968000.0,572956600.0,35.29144441022482
2006-12-18,5.89,16235000.0,3601203000.0,3584968000.0,569091800.0,35.05339082229751
2006-12-19,5.79,16235000.0,3601203000.0,3584968000.0,559429800.0,34.45825685247921
2006-12-20,5.86,16235000.0,3601203000.0,3584968000.0,566193200.0,34.87485063135202
2006-12-21,5.74,16235000.0,3601203000.0,3584968000.0,554598800.0,34.16068986757006
2006-12-22,5.84,16235000.0,3601203000.0,3584968000.0,564260800.0,34.755823837388355
2006-12-26,5.9,16235000.0,3601203000.0,3584968000.0,570058000.0,35.112904219279336
2006-12-27,5.96,16235000.0,3601203000.0,3584968000.0,575855200.0,35.46998460117031
2006-12-28,6.0,16235000.0,3601203000.0,3584968000.0,579720000.0,35.70803818909763
2006-12-29,5.91,16235000.0,3601203000.0,3584968000.0,571024200.0,35.172417616261164
2007-01-03,6.01,16235000.0,3601203000.0,3584968000.0,583601050.0,35.94709270095473
2007-01-04,6.02,16235000.0,3601203000.0,3584968000.0,584572100.0,36.006904835232525
2007-01-05,6.06,16235000.0,3601203000.0,3584968000.0,588456300.0,36.2461533723437
2007-01-08,6.2,16235000.0,3601203000.0,3584968000.0,602051000.0,37.08352325223283
2007-01-09,6.17,16235000.0,3601203000.0,3584968000.0,599137850.0,36.90408684939945
2007-01-10,6.18,16235000.0,3601203000.0,3584968000.0,600108900.0,36.96389898367724
2007-01-11,6.23,16235000.0,3601203000.0,3584968000.0,604964150.0,37.26295965506621
2007-01-12,6.31,16235000.0,3601203000.0,3584968000.0,612732550.0,37.74145672928857
2007-01-16,6.43,16235000.0,3601203000.0,3584968000.0,624385150.0,38.45920234062211
2007-01-17,6.4,16235000.0,3601203000.0,3584968000.0,621472000.0,38.27976593778873
2007-01-18,6.41,16235000.0,3601203000.0,3584968000.0,622443050.0,38.33957807206652
2007-01-19,6.37,16235000.0,3601203000.0,3584968000.0,618558850.0,38.10032953495534
2007-01-22,6.37,16235000.0,3601203000.0,3584968000.0,618558850.0,38.10032953495534
2007-01-23,6.39,16235000.0,3601203000.0,3584968000.0,620500950.0,38.21995380351093
2007-01-24,6.49,16235000.0,3601203000.0,3584968000.0,630211450.0,38.818075146288884
2007-01-25,6.46,16235000.0,3601203000.0,3584968000.0,627298300.0,38.638638743455495
2007-01-26,6.47,16235000.0,3601203000.0,3584968000.0,628269350.0,38.69845087773329
2007-01-29,6.44,16235000.0,3601203000.0,3584968000.0,625356200.0,38.519014474899905
2007-01-30,6.44,16235000.0,3601203000.0,3584968000.0,625356200.0,38.519014474899905
2007-01-31,6.4,16235000.0,3601203000.0,3584968000.0,621472000.0,38.27976593778873
