date,close price,ABMD_SHE,ABMD_TA,ABMD_TL,market cap,PB Ratio
,,26900000.0,27900000.0,900000.0,,
1989-09-19,7.5,26900000.0,27900000.0,900000.0,,
1989-09-20,7.5,26900000.0,27900000.0,900000.0,,
1989-09-21,7.44,26900000.0,27900000.0,900000.0,,
1989-09-22,7.25,26900000.0,27900000.0,900000.0,,
1989-09-25,7.19,26900000.0,27900000.0,900000.0,,
1989-09-26,7.19,26900000.0,27900000.0,900000.0,,
1989-09-27,7.13,26900000.0,27900000.0,900000.0,,
1989-09-28,7.19,26900000.0,27900000.0,900000.0,,
1989-09-29,7.19,26900000.0,27900000.0,900000.0,,
1989-10-02,7.19,26900000.0,27900000.0,900000.0,,
1989-10-03,7.06,26900000.0,27900000.0,900000.0,,
1989-10-04,7.06,26900000.0,27900000.0,900000.0,,
1989-10-05,6.88,26900000.0,27900000.0,900000.0,,
1989-10-06,7.06,26900000.0,27900000.0,900000.0,,
1989-10-09,7.06,26900000.0,27900000.0,900000.0,,
1989-10-10,6.94,26900000.0,27900000.0,900000.0,,
1989-10-11,7.0,26900000.0,27900000.0,900000.0,,
1989-10-12,7.0,26900000.0,27900000.0,900000.0,,
1989-10-13,6.63,26900000.0,27900000.0,900000.0,,
1989-10-16,6.31,26900000.0,27900000.0,900000.0,,
1989-10-17,6.56,26900000.0,27900000.0,900000.0,,
1989-10-18,6.5,26900000.0,27900000.0,900000.0,,
1989-10-19,6.56,26900000.0,27900000.0,900000.0,,
1989-10-20,6.69,26900000.0,27900000.0,900000.0,,
1989-10-23,6.5,26900000.0,27900000.0,900000.0,,
1989-10-24,6.5,26900000.0,27900000.0,900000.0,,
1989-10-25,6.69,26900000.0,27900000.0,900000.0,,
1989-10-26,6.31,26900000.0,27900000.0,900000.0,,
1989-10-27,6.31,26900000.0,27900000.0,900000.0,,
1989-10-30,6.19,26900000.0,27900000.0,900000.0,,
1989-10-31,6.13,26900000.0,27900000.0,900000.0,,
1989-11-01,6.06,26900000.0,27900000.0,900000.0,,
1989-11-02,5.94,26900000.0,27900000.0,900000.0,,
1989-11-03,6.13,26900000.0,27900000.0,900000.0,,
1989-11-06,5.81,26900000.0,27900000.0,900000.0,,
1989-11-07,5.5,26900000.0,27900000.0,900000.0,,
1989-11-08,5.94,26900000.0,27900000.0,900000.0,,
1989-11-09,5.75,26900000.0,27900000.0,900000.0,,
1989-11-10,5.81,26900000.0,27900000.0,900000.0,,
1989-11-13,5.75,26900000.0,27900000.0,900000.0,,
1989-11-14,5.69,26900000.0,27900000.0,900000.0,,
1989-11-15,5.94,26900000.0,27900000.0,900000.0,,
1989-11-16,6.0,26900000.0,27900000.0,900000.0,,
1989-11-17,6.06,26900000.0,27900000.0,900000.0,,
1989-11-20,5.94,26900000.0,27900000.0,900000.0,,
1989-11-21,6.0,26900000.0,27900000.0,900000.0,,
1989-11-22,6.06,26900000.0,27900000.0,900000.0,,
1989-11-24,6.06,26900000.0,27900000.0,900000.0,,
1989-11-27,5.94,26900000.0,27900000.0,900000.0,,
1989-11-28,6.0,26900000.0,27900000.0,900000.0,,
1989-11-29,6.0,26900000.0,27900000.0,900000.0,,
1989-11-30,6.0,26900000.0,27900000.0,900000.0,,
1989-12-01,6.0,26900000.0,27900000.0,900000.0,,
1989-12-04,5.81,26900000.0,27900000.0,900000.0,,
1989-12-05,5.94,26900000.0,27900000.0,900000.0,,
1989-12-06,6.0,26900000.0,27900000.0,900000.0,,
1989-12-07,6.0,26900000.0,27900000.0,900000.0,,
1989-12-08,5.94,26900000.0,27900000.0,900000.0,,
1989-12-11,5.94,26900000.0,27900000.0,900000.0,,
1989-12-12,5.88,26900000.0,27900000.0,900000.0,,
1989-12-13,5.94,26900000.0,27900000.0,900000.0,,
1989-12-14,5.88,26900000.0,27900000.0,900000.0,,
1989-12-15,5.81,26900000.0,27900000.0,900000.0,,
1989-12-18,5.94,26900000.0,27900000.0,900000.0,,
1989-12-19,5.94,26900000.0,27900000.0,900000.0,,
