date,close price,FLS_SHE,FLS_TA,FLS_TL,market cap,PB Ratio
,,107000000.0,194400000.0,87400000.0,,
1980-03-17,1.53,107000000.0,194400000.0,87400000.0,,
1980-03-18,1.53,107000000.0,194400000.0,87400000.0,,
1980-03-19,1.53,107000000.0,194400000.0,87400000.0,,
1980-03-20,1.51,107000000.0,194400000.0,87400000.0,,
1980-03-21,1.43,107000000.0,194400000.0,87400000.0,,
1980-03-24,1.43,107000000.0,194400000.0,87400000.0,,
1980-03-25,1.43,107000000.0,194400000.0,87400000.0,,
1980-03-26,1.43,107000000.0,194400000.0,87400000.0,,
1980-03-27,1.36,107000000.0,194400000.0,87400000.0,,
1980-03-28,1.43,107000000.0,194400000.0,87400000.0,,
1980-03-31,1.46,107000000.0,194400000.0,87400000.0,,
1980-04-01,1.43,107000000.0,194400000.0,87400000.0,,
1980-04-02,1.43,107000000.0,194400000.0,87400000.0,,
1980-04-03,1.43,107000000.0,194400000.0,87400000.0,,
1980-04-07,1.41,107000000.0,194400000.0,87400000.0,,
1980-04-08,1.51,107000000.0,194400000.0,87400000.0,,
1980-04-09,1.48,107000000.0,194400000.0,87400000.0,,
1980-04-10,1.46,107000000.0,194400000.0,87400000.0,,
1980-04-11,1.46,107000000.0,194400000.0,87400000.0,,
1980-04-14,1.43,107000000.0,194400000.0,87400000.0,,
1980-04-15,1.38,107000000.0,194400000.0,87400000.0,,
1980-04-16,1.41,107000000.0,194400000.0,87400000.0,,
1980-04-17,1.38,107000000.0,194400000.0,87400000.0,,
1980-04-18,1.38,107000000.0,194400000.0,87400000.0,,
1980-04-21,1.38,107000000.0,194400000.0,87400000.0,,
1980-04-22,1.41,107000000.0,194400000.0,87400000.0,,
1980-04-23,1.43,107000000.0,194400000.0,87400000.0,,
1980-04-24,1.48,107000000.0,194400000.0,87400000.0,,
1980-04-25,1.48,107000000.0,194400000.0,87400000.0,,
1980-04-28,1.48,107000000.0,194400000.0,87400000.0,,
1980-04-29,1.46,107000000.0,194400000.0,87400000.0,,
1980-04-30,1.48,107000000.0,194400000.0,87400000.0,,
1980-05-01,1.48,107000000.0,194400000.0,87400000.0,,
1980-05-02,1.48,107000000.0,194400000.0,87400000.0,,
1980-05-05,1.51,107000000.0,194400000.0,87400000.0,,
1980-05-06,1.53,107000000.0,194400000.0,87400000.0,,
1980-05-07,1.53,107000000.0,194400000.0,87400000.0,,
1980-05-08,1.53,107000000.0,194400000.0,87400000.0,,
1980-05-09,1.51,107000000.0,194400000.0,87400000.0,,
1980-05-12,1.51,107000000.0,194400000.0,87400000.0,,
1980-05-13,1.51,107000000.0,194400000.0,87400000.0,,
1980-05-14,1.51,107000000.0,194400000.0,87400000.0,,
1980-05-15,1.51,107000000.0,194400000.0,87400000.0,,
1980-05-16,1.51,107000000.0,194400000.0,87400000.0,,
1980-05-19,1.51,107000000.0,194400000.0,87400000.0,,
1980-05-20,1.51,107000000.0,194400000.0,87400000.0,,
1980-05-21,1.53,107000000.0,194400000.0,87400000.0,,
1980-05-22,1.58,107000000.0,194400000.0,87400000.0,,
1980-05-23,1.58,107000000.0,194400000.0,87400000.0,,
1980-05-27,1.6,107000000.0,194400000.0,87400000.0,,
1980-05-28,1.58,107000000.0,194400000.0,87400000.0,,
1980-05-29,1.56,107000000.0,194400000.0,87400000.0,,
1980-05-30,1.56,107000000.0,194400000.0,87400000.0,,
1980-06-02,1.58,107000000.0,194400000.0,87400000.0,,
