date,ZTS,ZTS_SHE,PB Ratio
2013-03-28,,0.0,
2013-04-01,16300344760.000002,0.0,inf
2013-04-02,16280338199.999998,0.0,inf
2013-04-03,16270334920.0,0.0,inf
2013-04-04,15925221760.0,0.0,inf
2013-04-05,15985241440.0,0.0,inf
2013-04-08,16465398880.0,0.0,inf
2013-04-09,16725484159.999998,0.0,inf
2013-04-10,16580436600.0,0.0,inf
2013-04-11,16585438239.999998,0.0,inf
2013-04-12,16620449719.999998,0.0,inf
2013-04-15,16125287360.000002,0.0,inf
2013-04-16,16610446440.0,0.0,inf
2013-04-17,16450393960.0,0.0,inf
2013-04-18,16240325080.0,0.0,inf
2013-04-19,16360364440.0,0.0,inf
2013-04-22,16335356239.999998,0.0,inf
2013-04-23,15855198800.0,0.0,inf
2013-04-24,15315021680.0,0.0,inf
2013-04-25,15780174200.0,0.0,inf
2013-04-26,16325352960.0,0.0,inf
2013-04-29,16335356239.999998,0.0,inf
2013-04-30,16515415280.000002,0.0,inf
2013-05-01,16700475960.0,0.0,inf
2013-05-02,16645457920.0,0.0,inf
2013-05-03,16610446440.0,0.0,inf
2013-05-06,16475402159.999998,0.0,inf
2013-05-07,16445392320.000002,0.0,inf
2013-05-08,16635454639.999998,0.0,inf
2013-05-09,16780502199.999998,0.0,inf
2013-05-10,16595441520.0,0.0,inf
2013-05-13,16525418560.0,0.0,inf
2013-05-14,16545425120.0,0.0,inf
2013-05-15,16400377560.0,709000000.0,23.13170318758815
2013-05-16,16700475960.0,709000000.0,23.554973145275035
2013-05-17,16955559600.0,709000000.0,23.914752609308884
2013-05-20,16860528440.0,709000000.0,23.78071712270804
2013-05-21,16525418560.0,709000000.0,23.30806566995769
2013-05-22,16780502199.999998,709000000.0,23.667845133991534
2013-05-23,16425385760.000002,709000000.0,23.166975684062063
2013-05-24,16735487440.0,709000000.0,23.604354640338506
2013-05-28,17135618639.999998,709000000.0,24.168714583921012
2013-05-29,16480403800.000002,709000000.0,23.244575176304657
2013-05-30,16125287360.000002,709000000.0,22.74370572637518
2013-05-31,16005248000.0,709000000.0,22.574397743300423
2013-06-03,16380371000.0,709000000.0,23.103485190409028
2013-06-04,16205313600.0,709000000.0,22.856577715091678
2013-06-05,16090275880.0,709000000.0,22.694324231311708
2013-06-06,16045261120.0,709000000.0,22.630833737658673
2013-06-07,15755166000.0,709000000.0,22.221672778561356
2013-06-10,16010249639.999998,709000000.0,22.5814522425952
2013-06-11,15855198800.0,709000000.0,22.36276276445698
2013-06-12,15770170920.0,709000000.0,22.242836276445697
2013-06-13,15590111880.0,709000000.0,21.98887430183357
