date,close price,JBHT_SHE,JBHT_TA,JBHT_TL,market cap,PB Ratio
,,180300000.0,378800000.0,198500000.0,,
1983-11-22,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1983-11-23,1.56,180300000.0,378800000.0,198500000.0,221208000.0,1.2268885191347754
1983-11-25,1.63,180300000.0,378800000.0,198500000.0,231134000.0,1.2819412090959512
1983-11-28,1.52,180300000.0,378800000.0,198500000.0,215536000.0,1.1954298391569607
1983-11-29,1.56,180300000.0,378800000.0,198500000.0,221208000.0,1.2268885191347754
1983-11-30,1.56,180300000.0,378800000.0,198500000.0,221208000.0,1.2268885191347754
1983-12-01,1.56,180300000.0,378800000.0,198500000.0,221208000.0,1.2268885191347754
1983-12-02,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1983-12-05,1.52,180300000.0,378800000.0,198500000.0,215536000.0,1.1954298391569607
1983-12-06,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1983-12-07,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1983-12-08,1.52,180300000.0,378800000.0,198500000.0,215536000.0,1.1954298391569607
1983-12-09,1.52,180300000.0,378800000.0,198500000.0,215536000.0,1.1954298391569607
1983-12-12,1.52,180300000.0,378800000.0,198500000.0,215536000.0,1.1954298391569607
1983-12-13,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1983-12-14,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1983-12-15,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1983-12-16,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1983-12-19,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1983-12-20,1.56,180300000.0,378800000.0,198500000.0,221208000.0,1.2268885191347754
1983-12-21,1.56,180300000.0,378800000.0,198500000.0,221208000.0,1.2268885191347754
1983-12-22,1.56,180300000.0,378800000.0,198500000.0,221208000.0,1.2268885191347754
1983-12-23,1.58,180300000.0,378800000.0,198500000.0,224044000.0,1.2426178591236827
1983-12-27,1.6,180300000.0,378800000.0,198500000.0,226880000.0,1.25834719911259
1983-12-28,1.6,180300000.0,378800000.0,198500000.0,226880000.0,1.25834719911259
1983-12-29,1.56,180300000.0,378800000.0,198500000.0,221208000.0,1.2268885191347754
1983-12-30,1.58,180300000.0,378800000.0,198500000.0,224044000.0,1.2426178591236827
1984-01-03,1.6,180300000.0,378800000.0,198500000.0,226880000.0,1.25834719911259
1984-01-04,1.58,180300000.0,378800000.0,198500000.0,224044000.0,1.2426178591236827
1984-01-05,1.6,180300000.0,378800000.0,198500000.0,226880000.0,1.25834719911259
1984-01-06,1.67,180300000.0,378800000.0,198500000.0,236806000.0,1.313399889073766
1984-01-09,1.65,180300000.0,378800000.0,198500000.0,233970000.0,1.2976705490848586
1984-01-10,1.67,180300000.0,378800000.0,198500000.0,236806000.0,1.313399889073766
1984-01-11,1.67,180300000.0,378800000.0,198500000.0,236806000.0,1.313399889073766
1984-01-12,1.67,180300000.0,378800000.0,198500000.0,236806000.0,1.313399889073766
1984-01-13,1.67,180300000.0,378800000.0,198500000.0,236806000.0,1.313399889073766
1984-01-16,1.69,180300000.0,378800000.0,198500000.0,239642000.0,1.3291292290626733
1984-01-17,1.75,180300000.0,378800000.0,198500000.0,248150000.0,1.3763172490293956
1984-01-18,1.77,180300000.0,378800000.0,198500000.0,250986000.0,1.392046589018303
1984-01-19,1.77,180300000.0,378800000.0,198500000.0,250986000.0,1.392046589018303
1984-01-20,1.77,180300000.0,378800000.0,198500000.0,250986000.0,1.392046589018303
1984-01-23,1.77,180300000.0,378800000.0,198500000.0,250986000.0,1.392046589018303
1984-01-24,1.71,180300000.0,378800000.0,198500000.0,242478000.0,1.3448585690515806
1984-01-25,1.71,180300000.0,378800000.0,198500000.0,242478000.0,1.3448585690515806
1984-01-26,1.71,180300000.0,378800000.0,198500000.0,242478000.0,1.3448585690515806
1984-01-27,1.67,180300000.0,378800000.0,198500000.0,236806000.0,1.313399889073766
1984-01-30,1.56,180300000.0,378800000.0,198500000.0,221208000.0,1.2268885191347754
1984-01-31,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1984-02-01,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1984-02-02,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1984-02-03,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1984-02-06,1.54,180300000.0,378800000.0,198500000.0,218372000.0,1.211159179145868
1984-02-07,1.48,180300000.0,378800000.0,198500000.0,209864000.0,1.163971159179146
1984-02-08,1.48,180300000.0,378800000.0,198500000.0,209864000.0,1.163971159179146
1984-02-09,1.48,180300000.0,378800000.0,198500000.0,209864000.0,1.163971159179146
1984-02-10,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-02-13,1.48,180300000.0,378800000.0,198500000.0,209864000.0,1.163971159179146
1984-02-14,1.48,180300000.0,378800000.0,198500000.0,209864000.0,1.163971159179146
1984-02-15,1.48,180300000.0,378800000.0,198500000.0,209864000.0,1.163971159179146
1984-02-16,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-02-17,1.52,180300000.0,378800000.0,198500000.0,215536000.0,1.1954298391569607
1984-02-21,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-02-22,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-02-23,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-02-24,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-02-27,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-02-28,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-02-29,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-03-01,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-03-02,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-03-05,1.5,180300000.0,378800000.0,198500000.0,212700000.0,1.1797004991680533
1984-03-06,1.46,180300000.0,378800000.0,198500000.0,207028000.0,1.1482418191902386
1984-03-07,1.44,180300000.0,378800000.0,198500000.0,204192000.0,1.132512479201331
1984-03-08,1.44,180300000.0,378800000.0,198500000.0,204192000.0,1.132512479201331
1984-03-09,1.44,180300000.0,378800000.0,198500000.0,204192000.0,1.132512479201331
1984-03-12,1.44,180300000.0,378800000.0,198500000.0,204192000.0,1.132512479201331
1984-03-13,1.46,180300000.0,378800000.0,198500000.0,207028000.0,1.1482418191902386
1984-03-14,1.46,180300000.0,378800000.0,198500000.0,207028000.0,1.1482418191902386
