date,close price,AVY_SHE,AVY_TA,AVY_TL,market cap,PB Ratio
,,576700000.0,1236100000.0,659400000.0,,
1973-02-21,5.16,576700000.0,1236100000.0,659400000.0,,
1973-02-22,5.17,576700000.0,1236100000.0,659400000.0,,
1973-02-23,5.14,576700000.0,1236100000.0,659400000.0,,
1973-02-26,5.13,576700000.0,1236100000.0,659400000.0,,
1973-02-27,5.13,576700000.0,1236100000.0,659400000.0,,
1973-02-28,5.13,576700000.0,1236100000.0,659400000.0,,
1973-03-01,5.06,576700000.0,1236100000.0,659400000.0,,
1973-03-02,5.03,576700000.0,1236100000.0,659400000.0,,
1973-03-05,5.02,576700000.0,1236100000.0,659400000.0,,
1973-03-06,5.08,576700000.0,1236100000.0,659400000.0,,
1973-03-07,5.13,576700000.0,1236100000.0,659400000.0,,
1973-03-08,5.11,576700000.0,1236100000.0,659400000.0,,
1973-03-09,5.09,576700000.0,1236100000.0,659400000.0,,
1973-03-12,5.06,576700000.0,1236100000.0,659400000.0,,
1973-03-13,5.03,576700000.0,1236100000.0,659400000.0,,
1973-03-14,5.11,576700000.0,1236100000.0,659400000.0,,
1973-03-15,5.19,576700000.0,1236100000.0,659400000.0,,
1973-03-16,5.19,576700000.0,1236100000.0,659400000.0,,
1973-03-19,5.23,576700000.0,1236100000.0,659400000.0,,
1973-03-20,5.25,576700000.0,1236100000.0,659400000.0,,
1973-03-21,5.28,576700000.0,1236100000.0,659400000.0,,
1973-03-22,5.13,576700000.0,1236100000.0,659400000.0,,
1973-03-23,5.13,576700000.0,1236100000.0,659400000.0,,
1973-03-26,5.19,576700000.0,1236100000.0,659400000.0,,
1973-03-27,5.17,576700000.0,1236100000.0,659400000.0,,
1973-03-28,5.31,576700000.0,1236100000.0,659400000.0,,
1973-03-29,5.53,576700000.0,1236100000.0,659400000.0,,
1973-03-30,5.47,576700000.0,1236100000.0,659400000.0,,
1973-04-02,5.5,576700000.0,1236100000.0,659400000.0,,
1973-04-03,5.56,576700000.0,1236100000.0,659400000.0,,
1973-04-04,5.61,576700000.0,1236100000.0,659400000.0,,
1973-04-05,5.55,576700000.0,1236100000.0,659400000.0,,
1973-04-06,5.38,576700000.0,1236100000.0,659400000.0,,
1973-04-09,5.38,576700000.0,1236100000.0,659400000.0,,
1973-04-10,5.3,576700000.0,1236100000.0,659400000.0,,
1973-04-11,5.0,576700000.0,1236100000.0,659400000.0,,
1973-04-12,5.11,576700000.0,1236100000.0,659400000.0,,
1973-04-13,5.09,576700000.0,1236100000.0,659400000.0,,
1973-04-16,5.08,576700000.0,1236100000.0,659400000.0,,
1973-04-17,5.08,576700000.0,1236100000.0,659400000.0,,
1973-04-18,5.02,576700000.0,1236100000.0,659400000.0,,
1973-04-19,5.02,576700000.0,1236100000.0,659400000.0,,
1973-04-23,5.0,576700000.0,1236100000.0,659400000.0,,
1973-04-24,5.0,576700000.0,1236100000.0,659400000.0,,
1973-04-25,4.8,576700000.0,1236100000.0,659400000.0,,
1973-04-26,4.67,576700000.0,1236100000.0,659400000.0,,
1973-04-27,4.69,576700000.0,1236100000.0,659400000.0,,
1973-04-30,4.75,576700000.0,1236100000.0,659400000.0,,
1973-05-01,4.88,576700000.0,1236100000.0,659400000.0,,
1973-05-02,4.88,576700000.0,1236100000.0,659400000.0,,
1973-05-03,4.95,576700000.0,1236100000.0,659400000.0,,
1973-05-04,5.13,576700000.0,1236100000.0,659400000.0,,
1973-05-07,5.09,576700000.0,1236100000.0,659400000.0,,
1973-05-08,5.06,576700000.0,1236100000.0,659400000.0,,
1973-05-09,5.22,576700000.0,1236100000.0,659400000.0,,
1973-05-10,5.19,576700000.0,1236100000.0,659400000.0,,
