date,V,V_SHE,PB Ratio
2007-12-21,,0.0,
2008-02-04,,0.0,
2008-03-19,11212838708.310001,0.0,inf
2008-03-20,12768193546.83,0.0,inf
2008-03-24,11847677417.91,0.0,inf
2008-03-25,12545999998.470001,0.0,inf
2008-03-26,12688838708.130001,0.0,inf
2008-03-27,12482516127.51,0.0,inf
2008-03-28,12450774192.029999,0.0,inf
2008-03-31,12371419353.33,0.0,inf
2008-04-01,12405555547.0,0.0,inf
2008-04-02,12550555546.9,0.0,inf
2008-04-03,13194999990.9,0.0,inf
2008-04-04,12985555546.6,0.0,inf
2008-04-07,13098333324.300001,0.0,inf
2008-04-08,13710555546.1,0.0,inf
2008-04-09,13251388879.75,0.0,inf
2008-04-10,13315833324.150002,0.0,inf
2008-04-11,13315833324.150002,0.0,inf
2008-04-14,13227222213.100002,0.0,inf
2008-04-15,12961388879.95,0.0,inf
2008-04-16,13323888879.699999,0.0,inf
2008-04-17,13501111101.800001,0.0,inf
2008-04-18,13895833323.75,0.0,inf
2008-04-21,14290555545.699999,0.0,inf
2008-04-22,14153611101.35,0.0,inf
2008-04-23,14113333323.6,0.0,inf
2008-04-24,14564444434.399998,0.0,inf
2008-04-25,15128333322.900002,0.0,inf
2008-04-28,15233055545.05,0.0,inf
2008-04-29,16288333322.099998,0.0,inf
2008-04-30,16803888877.3,0.0,inf
2008-05-01,17198611099.25,0.0,inf
2008-05-02,16666944432.95,0.0,inf
2008-05-05,17126111099.300001,0.0,inf
2008-05-06,17625555543.399998,0.0,inf
2008-05-07,17826944432.149998,0.0,inf
2008-05-08,17585277765.649998,0.0,inf
2008-05-09,16691111099.599998,0.0,inf
2008-05-12,16497777766.4,0.0,inf
2008-05-13,16586388877.45,0.0,inf
2008-05-14,16562222210.8,0.0,inf
2008-05-15,16562222210.8,0.0,inf
2008-05-16,16586388877.45,0.0,inf
2008-05-19,16779722210.649998,0.0,inf
2008-05-20,16658888877.4,0.0,inf
2008-05-21,16280277766.550001,0.0,inf
2008-05-22,15571388878.149998,0.0,inf
2008-05-23,15378055544.95,0.0,inf
2008-05-27,15853333322.4,0.0,inf
2008-05-28,16497777766.4,0.0,inf
2008-05-29,17166388877.05,0.0,inf
2008-05-30,17391944432.45,0.0,inf
2008-06-02,17335555543.6,0.0,inf
2008-06-03,17633611098.95,0.0,inf
2008-06-04,17214722210.350002,0.0,inf
2008-06-05,17569166654.55,0.0,inf
2008-06-06,16844166655.05,0.0,inf
2008-06-09,16546111099.699999,0.0,inf
2008-06-10,16175555544.399998,0.0,inf
2008-06-11,15651944433.65,0.0,inf
2008-06-12,16022499988.95,0.0,inf
2008-06-13,16417222210.9,0.0,inf
2008-06-16,16771666655.1,0.0,inf
2008-06-17,17053611099.350002,0.0,inf
2008-06-18,16892499988.349998,0.0,inf
2008-06-19,16973055543.85,0.0,inf
2008-06-20,16828055543.95,0.0,inf
2008-06-23,16320555544.300001,0.0,inf
2008-06-24,16650833321.850002,0.0,inf
2008-06-25,16521944433.050001,0.0,inf
2008-06-26,15933888877.900002,0.0,inf
2008-06-27,16634722210.749998,0.0,inf
2008-06-30,16376944433.149998,0.0,inf
2008-07-01,17043125000.000002,0.0,inf
2008-07-02,16632750000.0,0.0,inf
2008-07-03,16348000000.0,0.0,inf
2008-07-07,15837125000.0,0.0,inf
2008-07-08,16549000000.000002,0.0,inf
2008-07-09,15887375000.0,0.0,inf
2008-07-10,16172124999.999998,0.0,inf
2008-07-11,15611000000.0,0.0,inf
2008-07-14,15200624999.999998,0.0,inf
2008-07-15,14329625000.0,0.0,inf
2008-07-16,15125249999.999998,0.0,inf
2008-07-17,15711500000.000002,0.0,inf
2008-07-18,15368125000.000002,0.0,inf
2008-07-21,15058250000.0,0.0,inf
2008-07-22,15502125000.000002,0.0,inf
2008-07-23,15334624999.999998,0.0,inf
2008-07-24,14673000000.0,0.0,inf
2008-07-25,15066624999.999998,0.0,inf
2008-07-28,14773500000.0,0.0,inf
2008-07-29,15904124999.999998,0.0,inf
2008-07-30,16423375000.0,0.0,inf
2008-07-31,15292750000.000002,0.0,inf
2008-08-01,15016375000.0,0.0,inf
2008-08-04,15183875000.0,0.0,inf
2008-08-05,15409999999.999998,0.0,inf
2008-08-06,14966125000.0,0.0,inf
2008-08-07,14555750000.0,0.0,inf
2008-08-08,15200624999.999998,0.0,inf
2008-08-11,15661250000.0,0.0,inf
2008-08-12,15242500000.0,0.0,inf
2008-08-13,15477000000.0,0.0,inf
2008-08-14,15870625000.0,0.0,inf
2008-08-15,15870625000.0,0.0,inf
2008-08-18,15694749999.999998,0.0,inf
2008-08-19,15435125000.0,0.0,inf
2008-08-20,15611000000.0,0.0,inf
2008-08-21,15569125000.0,0.0,inf
2008-08-22,15510500000.0,0.0,inf
2008-08-25,15351374999.999998,0.0,inf
2008-08-26,15351374999.999998,0.0,inf
2008-08-27,15585875000.0,0.0,inf
2008-08-28,15837125000.0,0.0,inf
2008-08-29,15895750000.0,0.0,inf
2008-09-02,15703125000.0,0.0,inf
2008-09-03,15292750000.000002,0.0,inf
2008-09-04,14765125000.0,0.0,inf
2008-09-05,15024750000.000002,0.0,inf
2008-09-08,14681375000.0,0.0,inf
2008-09-09,14128625000.0,0.0,inf
2008-09-10,14455250000.000002,0.0,inf
2008-09-11,14857249999.999998,0.0,inf
2008-09-12,14999625000.0,0.0,inf
2008-09-15,14522250000.0,0.0,inf
2008-09-16,13894125000.0,0.0,inf
2008-09-17,13416750000.0,0.0,inf
2008-09-18,14011375000.0,0.0,inf
2008-09-19,14564125000.0,0.0,inf
2008-09-22,13651250000.0,0.0,inf
2008-09-23,14011375000.0,0.0,inf
2008-09-24,13751750000.000002,0.0,inf
2008-09-25,13525624999.999998,0.0,inf
2008-09-26,12989625000.0,0.0,inf
2008-09-29,12101875000.0,0.0,inf
2008-09-30,12855625000.0,0.0,inf
2008-10-01,12838875000.0,0.0,inf
2008-10-02,12060000000.0,0.0,inf
2008-10-03,11900875000.0,0.0,inf
2008-10-06,11599375000.0,0.0,inf
2008-10-07,10711625000.0,0.0,inf
2008-10-08,11021500000.0,0.0,inf
2008-10-09,10435250000.0,0.0,inf
2008-10-10,10887500000.0,0.0,inf
2008-10-13,12328000000.0,0.0,inf
2008-10-14,12060000000.0,0.0,inf
