date,INTC,INTC_SHE,PB Ratio
2001-03-13,,37322000000.0,
2001-04-02,173505000000.0,37322000000.0,4.6488666202239965
2001-04-03,168125000000.0,37322000000.0,4.504715717271314
2001-04-04,152186750000.0,37322000000.0,4.0776686672739935
2001-04-05,172361750000.0,37322000000.0,4.618234553346552
2001-04-06,158911750000.0,37322000000.0,4.257857295964847
2001-04-09,156020000000.0,37322000000.0,4.18037618562778
2001-04-10,166578250000.0,37322000000.0,4.463272332672418
2001-04-11,185072000000.0,37322000000.0,4.958791061572263
2001-04-12,189107000000.0,37322000000.0,5.066904238786774
2001-04-16,176867500000.0,37322000000.0,4.738960934569423
2001-04-17,175119000000.0,37322000000.0,4.692111891109801
2001-04-18,210358000000.0,37322000000.0,5.636300305449868
2001-04-19,218495250000.0,37322000000.0,5.8543285461658
2001-04-20,218091750000.0,37322000000.0,5.843517228444349
2001-04-23,203902000000.0,37322000000.0,5.463319221906651
2001-04-24,195966500000.0,37322000000.0,5.250696640051444
2001-04-25,195226750000.0,37322000000.0,5.23087589089545
2001-04-26,192604000000.0,37322000000.0,5.160602325706018
2001-04-27,202960500000.0,37322000000.0,5.438092813889931
2001-04-30,207869750000.0,37322000000.0,5.569630512834253
2001-05-01,209685500000.0,37322000000.0,5.618281442580783
2001-05-02,214796500000.0,37322000000.0,5.7552248003858315
2001-05-03,204440000000.0,37322000000.0,5.477734312201918
2001-05-04,207668000000.0,37322000000.0,5.564224853973528
2001-05-07,209551000000.0,37322000000.0,5.614677670006967
2001-05-08,211703000000.0,37322000000.0,5.67233803118804
2001-05-09,201279250000.0,36918000000.0,5.452062679451758
2001-05-10,195092250000.0,36918000000.0,5.284475052819762
2001-05-11,187896500000.0,36918000000.0,5.0895633566282035
2001-05-14,184332250000.0,36918000000.0,4.993018310851076
2001-05-15,182920000000.0,36918000000.0,4.9547646134676855
2001-05-16,190721000000.0,36918000000.0,5.166070751394983
2001-05-17,192335000000.0,36918000000.0,5.209789262690286
2001-05-18,193411000000.0,36918000000.0,5.238934936887155
2001-05-21,201077500000.0,36918000000.0,5.446597865539845
2001-05-22,198589250000.0,36918000000.0,5.379198493959586
2001-05-23,193680000000.0,36918000000.0,5.246221355436372
2001-05-24,196437250000.0,36918000000.0,5.320907145565848
2001-05-25,195697500000.0,36918000000.0,5.300869494555501
2001-05-29,187291250000.0,36918000000.0,5.073168914892465
2001-05-30,178885000000.0,36918000000.0,4.845468335229428
2001-05-31,181642250000.0,36918000000.0,4.920154125358904
2001-06-01,193276500000.0,36918000000.0,5.235291727612546
2001-06-04,191662500000.0,36918000000.0,5.191573216317243
2001-06-05,199934250000.0,36918000000.0,5.415630586705672
2001-06-06,200539500000.0,36918000000.0,5.43202502844141
2001-06-07,209416500000.0,36918000000.0,5.672476840565578
2001-06-08,206255750000.0,36918000000.0,5.586861422612276
2001-06-11,203969250000.0,36918000000.0,5.52492686494393
2001-06-12,202624250000.0,36918000000.0,5.488494772197844
2001-06-13,195428500000.0,36918000000.0,5.293583076006284
2001-06-14,185677250000.0,36918000000.0,5.029450403597162
2001-06-15,186148000000.0,36918000000.0,5.042201636058292
2001-06-18,185273750000.0,36918000000.0,5.018520775773336
2001-06-19,179355750000.0,36918000000.0,4.858219567690558
2001-06-20,184870250000.0,36918000000.0,5.00759114794951
2001-06-21,183390750000.0,36918000000.0,4.967515845928816
2001-06-22,185004750000.0,36918000000.0,5.011234357224119
2001-06-25,192200500000.0,36918000000.0,5.206146053415678
2001-06-26,194823250000.0,36918000000.0,5.277188634270545
2001-06-27,192671250000.0,36918000000.0,5.218897285876808
2001-06-28,199329000000.0,36918000000.0,5.399236144969933
2001-06-29,196706250000.0,36918000000.0,5.3281935641150655
2001-07-02,202033260000.0,36918000000.0,5.472486591906387
2001-07-03,204721660000.0,36918000000.0,5.5453074381060725
2001-07-05,200554640000.0,36918000000.0,5.43243512649656
2001-07-06,191078030000.0,36918000000.0,5.1757416436426675
2001-07-09,194236900000.0,36918000000.0,5.261306137927298
2001-07-10,186776590000.0,36918000000.0,5.05922828972317
2001-07-11,188591260000.0,36918000000.0,5.108382360907958
2001-07-12,202302100000.0,36918000000.0,5.479768676526356
2001-07-13,202906990000.0,36918000000.0,5.496153366921285
2001-07-16,195782730000.0,36918000000.0,5.303178124492118
2001-07-17,200957900000.0,36918000000.0,5.443358253426513
2001-07-18,194169690000.0,36918000000.0,5.259485616772306
2001-07-19,201361160000.0,36918000000.0,5.454281380356465
2001-07-20,201159530000.0,36918000000.0,5.448819816891489
2001-07-23,194909000000.0,36918000000.0,5.27951134947722
2001-07-24,194102480000.0,36918000000.0,5.257665095617314
2001-07-25,197731820000.0,36918000000.0,5.35597323798689
2001-07-26,200151380000.0,36918000000.0,5.421511999566607
2001-07-27,196387620000.0,36918000000.0,5.319562814887047
2001-07-30,195177840000.0,36918000000.0,5.286793434097189
2001-07-31,200353010000.0,36918000000.0,5.426973563031583
2001-08-01,206670750000.0,36918000000.0,5.598102551600845
2001-08-02,215811310000.0,36918000000.0,5.845693428679777
2001-08-03,212921280000.0,36918000000.0,5.767411019015115
2001-08-06,203511880000.0,36918000000.0,5.512538057316214
2001-08-07,205797020000.0,36918000000.0,5.574435776585947
2001-08-08,199008810000.0,36738000000.0,5.4169745222929935
2001-08-09,199277650000.0,36738000000.0,5.42429228591649
2001-08-10,201293950000.0,36738000000.0,5.47917551309271
2001-08-13,205393760000.0,36738000000.0,5.590771408351026
2001-08-14,203982350000.0,36738000000.0,5.552353149327671
2001-08-15,200151380000.0,36738000000.0,5.448075017692852
2001-08-16,202705360000.0,36738000000.0,5.517593772116065
2001-08-17,188658470000.0,36738000000.0,5.135240622788394
2001-08-20,189532200000.0,36738000000.0,5.159023354564756
2001-08-21,181937470000.0,36738000000.0,4.95229653220099
2001-08-22,187919160000.0,36738000000.0,5.11511677282378
2001-08-23,185970070000.0,36738000000.0,5.062062986553433
2001-08-24,195446680000.0,36738000000.0,5.320014154281671
2001-08-27,195917150000.0,36738000000.0,5.332820240622788
2001-08-28,191615710000.0,36738000000.0,5.21573602264685
2001-08-29,188860100000.0,36738000000.0,5.140728945506016
2001-08-30,182340730000.0,36738000000.0,4.963273177636235
2001-08-31,187919160000.0,36738000000.0,5.11511677282378
2001-09-04,180458850000.0,36738000000.0,4.912048832271762
2001-09-05,184625870000.0,36738000000.0,5.025474168435952
2001-09-06,175418100000.0,36738000000.0,4.77484076433121
2001-09-07,174006690000.0,36738000000.0,4.736422505307855
2001-09-10,175216470000.0,36738000000.0,4.769352441613588
2001-09-17,158548390000.0,36738000000.0,4.315651096956829
2001-09-18,157741870000.0,36738000000.0,4.2936978060863416
2001-09-19,149743880000.0,36738000000.0,4.075994338287332
2001-09-20,138923070000.0,36738000000.0,3.7814543524416138
