date,PEAK,PEAK_SHE,PB Ratio
2002-08-12,,1258315000.0,
2002-09-30,1121843.7999999998,1258315000.0,0.000891544486078605
2002-10-01,1121843.7999999998,1258315000.0,0.000891544486078605
2002-10-02,1132252.66,1258315000.0,0.0008998165483205715
2002-10-03,1133409.2000000002,1258315000.0,0.0009007356663474569
2002-10-04,1113748.02,1258315000.0,0.0008851106598904091
2002-10-07,1091195.49,1258315000.0,0.0008671878583661484
2002-10-08,1085991.06,1258315000.0,0.0008630518272451652
2002-10-09,1057655.8299999998,1258315000.0,0.0008405334355864786
2002-10-10,1054764.48,1258315000.0,0.0008382356405192659
2002-10-11,1065173.34,1258315000.0,0.0008465077027612324
2002-10-14,1054764.48,1258315000.0,0.0008382356405192659
2002-10-15,1091195.49,1258315000.0,0.0008671878583661484
2002-10-16,1091773.76,1258315000.0,0.000867647417379591
2002-10-17,1103917.43,1258315000.0,0.0008772981566618851
2002-10-18,1118952.4500000002,1258315000.0,0.0008892466910113923
2002-10-21,1116639.3699999999,1258315000.0,0.0008874084549576218
2002-10-22,1121265.53,1258315000.0,0.0008910849270651626
2002-10-23,1121843.7999999998,1258315000.0,0.000891544486078605
2002-10-24,1144974.6,1258315000.0,0.0009099268466163083
2002-10-25,1161744.43,1258315000.0,0.0009232540580061431
2002-10-28,1158853.0799999998,1258315000.0,0.0009209562629389301
2002-10-29,1161744.43,1258315000.0,0.0009232540580061431
2002-10-30,1168683.6700000002,1258315000.0,0.0009287687661674542
2002-10-31,1137457.09,1258315000.0,0.0009039525794415548
2002-11-01,1143818.06,1258315000.0,0.0009090077285894231
2002-11-04,1172153.29,1258315000.0,0.0009315261202481097
2002-11-05,1180827.34,1258315000.0,0.0009384195054497484
2002-11-06,1147865.9500000002,1258315000.0,0.0009122246416835213
2002-11-07,1132252.66,1258315000.0,0.0008998165483205715
2002-11-08,1122422.07,1258315000.0,0.0008920040450920478
2002-11-11,1113169.75,1258315000.0,0.0008846511008769665
2002-11-12,1116061.1,1258315000.0,0.0008869488959441793
2002-11-13,1106808.78,1258315000.0,0.000879595951729098
2002-11-14,1113748.02,1280784000.0,0.0008695830210246224
2002-11-15,1115482.8299999998,1280784000.0,0.0008709375117115766
2002-11-18,1113169.75,1280784000.0,0.000869131524128971
2002-11-19,1115482.8299999998,1280784000.0,0.0008709375117115766
2002-11-20,1107965.32,1280784000.0,0.0008650680520681084
2002-11-21,1118374.18,1280784000.0,0.0008731949961898336
2002-11-22,1124156.8800000001,1280784000.0,0.000877709965146348
2002-11-25,1125891.69,1280784000.0,0.000879064455833302
2002-11-26,1132252.66,1280784000.0,0.0008840309216854676
2002-11-27,1145552.8699999999,1280784000.0,0.00089441535028545
2002-11-29,1147865.9500000002,1280784000.0,0.000896221337868056
2002-12-02,1162322.7000000002,1280784000.0,0.0009075087602593413
2002-12-03,1057077.56,1280784000.0,0.000825336325250784
2002-12-04,1053029.6700000002,1280784000.0,0.0008221758469812242
2002-12-05,1021224.8200000001,1280784000.0,0.0007973435177203963
2002-12-06,1005033.2599999999,1280784000.0,0.0007847016046421566
2002-12-09,1005611.53,1280784000.0,0.0007851531015378081
2002-12-10,989419.97,1280784000.0,0.0007725111884595685
2002-12-11,987685.1599999999,1280784000.0,0.0007711566977726142
2002-12-12,1014863.8500000001,1280784000.0,0.0007923770518682308
2002-12-13,1027007.5200000001,1280784000.0,0.0008018584866769105
2002-12-16,1020646.5499999999,1280784000.0,0.0007968920208247448
2002-12-17,1007924.61,1280784000.0,0.0007869590891204137
2002-12-18,1006768.0700000001,1280784000.0,0.000786056095329111
2002-12-19,987106.89,1280784000.0,0.0007707052008769629
2002-12-20,987685.1599999999,1280784000.0,0.0007711566977726142
2002-12-23,1005611.53,1280784000.0,0.0007851531015378081
2002-12-24,1006189.7999999999,1280784000.0,0.0007856045984334594
2002-12-26,996359.2100000001,1280784000.0,0.0007779291512073855
2002-12-27,1003298.4500000001,1280784000.0,0.0007833471139552025
2002-12-30,1004454.9900000001,1280784000.0,0.0007842501077465053
2002-12-31,1008502.8800000001,1280784000.0,0.0007874105860160652
2003-01-02,1037192.1,1280784000.0,0.000809810319304426
2003-01-03,1059323.6500000001,1280784000.0,0.0008270900089320292
2003-01-06,1071286.65,1280784000.0,0.0008364303817037064
2003-01-07,1056931.05,1280784000.0,0.0008252219343776937
2003-01-08,1050351.4,1280784000.0,0.000820084729353271
2003-01-09,1046164.3499999999,1280784000.0,0.000816815598883184
2003-01-10,1041379.15,1280784000.0,0.0008130794497745132
2003-01-13,1048556.9500000001,1280784000.0,0.0008186836734375196
2003-01-14,1047958.7999999999,1280784000.0,0.0008182166547989356
2003-01-15,1044968.0499999999,1280784000.0,0.0008158815616060162
2003-01-16,1031210.5999999999,1280784000.0,0.0008051401329185872
2003-01-17,1024032.8,1280784000.0,0.000799535909255581
2003-01-21,1022836.5000000001,1280784000.0,0.0007986018719784133
2003-01-22,1007284.6,1280784000.0,0.0007864593873752327
2003-01-23,1006686.45,1280784000.0,0.0007859923687366488
2003-01-24,1002499.4000000001,1280784000.0,0.0007827232382665618
2003-01-27,965414.1,1280784000.0,0.000753768082674362
2003-01-28,952254.8,1280784000.0,0.0007434936726255169
2003-01-29,977975.2500000001,1280784000.0,0.0007635754740846233
2003-01-30,987545.6500000001,1280784000.0,0.0007710477723019652
2003-01-31,1003695.7000000001,1280784000.0,0.0007836572755437295
2003-02-03,1012667.95,1280784000.0,0.0007906625551224874
2003-02-04,978573.4,1280784000.0,0.000764042492723207
2003-02-05,985751.2000000001,1280784000.0,0.0007696467163862135
2003-02-06,983358.6000000001,1280784000.0,0.000767778641831878
2003-02-07,970797.4500000001,1280784000.0,0.0007579712504216168
2003-02-10,982162.3,1280784000.0,0.0007668446045547103
2003-02-11,970199.2999999999,1280784000.0,0.0007575042317830329
2003-02-12,958834.4500000001,1280784000.0,0.0007486308776499395
2003-02-13,955843.7000000001,1280784000.0,0.0007462957844570201
2003-02-14,938497.35,1280784000.0,0.0007327522439380879
2003-02-18,949264.0499999999,1280784000.0,0.0007411585794325975
2003-02-19,961227.05,1280784000.0,0.0007504989522042749
2003-02-20,948067.75,5893000.0,0.16088032411335482
2003-02-21,952852.95,5893000.0,0.16169233836755473
2003-02-24,961227.05,5893000.0,0.16311336331240456
2003-02-25,970797.4500000001,5893000.0,0.16473739182080435
2003-02-26,964217.8,5893000.0,0.1636208722212795
2003-02-27,970797.4500000001,5893000.0,0.16473739182080435
2003-02-28,963021.5000000001,5893000.0,0.16341786865772953
2003-03-03,963021.5000000001,5893000.0,0.16341786865772953
2003-03-04,948067.75,5893000.0,0.16088032411335482
2003-03-05,958834.4500000001,5893000.0,0.1627073561853046
2003-03-06,948067.75,5893000.0,0.16088032411335482
2003-03-07,940889.9500000001,5893000.0,0.159662302732055
2003-03-10,928926.95,5893000.0,0.15763226709655523
2003-03-11,927132.5,5893000.0,0.15732776175123028
2003-03-12,917562.1,5893000.0,0.15570373324283046
2003-03-13,922945.45,5893000.0,0.15661724927880535
2003-03-14,927730.65,5893000.0,0.15742926353300526
2003-03-17,945077.0,5893000.0,0.16037281520447988
2003-03-18,940291.8,5893000.0,0.15956080095028
2003-03-19,936702.9,5893000.0,0.15895179025963008
2003-03-20,933114.0,5893000.0,0.15834277956898016
2003-03-21,934310.2999999999,5893000.0,0.15854578313253012
2003-03-24,918160.25,5893000.0,0.15580523502460547
2003-03-25,924739.9,5893000.0,0.15692175462413033
2003-03-26,940889.9500000001,5893000.0,0.159662302732055
2003-03-27,925936.2000000001,5893000.0,0.15712475818768032
2003-03-28,912776.9,5893000.0,0.15489171898863058
2003-03-31,908589.85,5893000.0,0.15418120651620568
2003-04-01,924662.76,5893000.0,0.15690866451722382
2003-04-02,930702.36,5893000.0,0.15793354148990327
2003-04-03,930702.36,5893000.0,0.15793354148990327
2003-04-04,928286.5199999999,5893000.0,0.15752359070083147
2003-04-07,931910.28,5893000.0,0.15813851688443917
2003-04-08,921642.96,5893000.0,0.1563962260308841
2003-04-09,932514.24,5893000.0,0.15824100458170712
2003-04-10,930098.4,5893000.0,0.15783105379263535
2003-04-11,940365.72,5893000.0,0.15957334464619038
2003-04-14,953048.88,5893000.0,0.16172558628881725
2003-04-15,974791.4400000001,5893000.0,0.16541514339046326
2003-04-16,982038.9600000001,5893000.0,0.1666449957576786
2003-04-17,989890.4400000001,5893000.0,0.1679773358221619
2003-04-21,1010425.0800000001,5893000.0,0.17146191752927203
2003-04-22,1002573.6000000001,5893000.0,0.17012957746478874
2003-04-23,1040019.1199999999,5893000.0,0.1764838146954013
2003-04-24,1030355.7599999999,5893000.0,0.1748440115391142
2003-04-25,1020088.4400000001,5893000.0,0.17310172068555915
2003-04-28,1026128.0399999999,5893000.0,0.17412659765823857
2003-04-29,1031563.6799999999,5893000.0,0.1750489869336501
2003-04-30,1023712.2,5893000.0,0.1737166468691668
2003-05-01,1017672.6000000001,5893000.0,0.17269176989648738
2003-05-02,1033979.52,5893000.0,0.17545893772272186
2003-05-05,1052098.32,5893000.0,0.17853356864076023
2003-05-06,1059345.8399999999,5893000.0,0.17976342100797554
2003-05-07,1052702.28,5893000.0,0.17863605633802818
2003-05-08,1050890.4,5893000.0,0.17832859324622433
2003-05-09,1058741.8800000001,5893000.0,0.17966093331070765
2003-05-12,1062969.6,5893000.0,0.18037834719158324
2003-05-13,1057533.9600000002,5893000.0,0.17945595791617175
2003-05-14,1058741.8800000001,5893000.0,0.17966093331070765
2003-05-15,1062969.6,1282641000.0,0.0008287350864349417
2003-05-16,1075652.76,1282641000.0,0.0008386234028071768
2003-05-19,1072029.0,1282641000.0,0.0008357981695579667
2003-05-20,1071425.0399999998,1282641000.0,0.0008353272973497649
2003-05-21,1085920.08,1282641000.0,0.0008466282303466053
2003-05-22,1105850.76,1282641000.0,0.0008621670132172603
2003-05-23,1101623.0399999998,1282641000.0,0.0008588709077598485
2003-05-27,1096791.36,1282641000.0,0.0008551039300942353
2003-05-28,1088335.92,1282641000.0,0.0008485117191794118
2003-05-29,1046662.6799999999,1282641000.0,0.0008160215368134964
2003-05-30,1078672.56,1282641000.0,0.0008409777638481851
2003-06-02,1090751.76,1282641000.0,0.0008503952080122186
2003-06-03,1096791.36,1282641000.0,0.0008551039300942353
2003-06-04,1115514.1199999999,1282641000.0,0.000869700968548487
2003-06-05,1118533.92,1282641000.0,0.0008720553295894954
2003-06-06,1129405.2,1282641000.0,0.0008805310293371254
2003-06-09,1126385.4,1282641000.0,0.0008781766682961171
2003-06-10,1145712.1199999999,1282641000.0,0.0008932445789585705
2003-06-11,1165038.8399999999,1282641000.0,0.000908312489621024
2003-06-12,1165038.8399999999,1282641000.0,0.000908312489621024
2003-06-13,1148127.9600000002,1282641000.0,0.0008951280677913775
2003-06-16,1159603.2,1282641000.0,0.000904074639747209
2003-06-17,1147524.0,1282641000.0,0.0008946571955831756
2003-06-18,1143900.24,1282641000.0,0.0008918319623339656
