date,PG,PG_SHE,PB Ratio
2006-08-29,,62908000000.0,
2006-10-02,303196711630.56,62908000000.0,4.8196844857658805
2006-10-03,304467361937.2,62908000000.0,4.839883034545686
2006-10-04,309549963163.76,62908000000.0,4.920677229664908
2006-10-05,310429644145.28,62908000000.0,4.934660840358619
2006-10-06,308328184022.76,62908000000.0,4.901255548145864
2006-10-09,307155276047.4,62908000000.0,4.882610733887582
2006-10-10,306519950894.08,62908000000.0,4.872511459497679
2006-10-11,305347042918.72,62908000000.0,4.853866645239397
2006-10-12,305004944759.24,62908000000.0,4.848428574414065
2006-10-13,303636552121.32,62908000000.0,4.8266762911127365
2006-10-16,303245582796.2,62908000000.0,4.8204613530266425
2006-10-17,304223006109.0,62908000000.0,4.835998698241877
2006-10-18,305884625740.76,62908000000.0,4.862412185107776
2006-10-19,305444785250.0,62908000000.0,4.855420379760921
2006-10-20,306324466231.52,62908000000.0,4.869403990454632
2006-10-23,309256736169.92,62908000000.0,4.916016026100337
2006-10-24,307301889544.32,62908000000.0,4.884941335669867
2006-10-25,308523668685.32,62908000000.0,4.904363017188911
2006-10-26,310331901814.0,62908000000.0,4.933107105837095
2006-10-27,310625128807.84,62908000000.0,4.937768309401666
2006-10-30,311846907948.84,62908000000.0,4.95718999092071
2006-10-31,309794318991.96,62908000000.0,4.924561565968717
2006-11-01,308083828194.56,63813000000.0,4.827916383723693
2006-11-02,309207865004.28,63813000000.0,4.845530926367355
2006-11-03,309843190157.6,63813000000.0,4.855486972209424
2006-11-06,310625128807.84,63813000000.0,4.867740567091972
2006-11-07,313313042918.04,63813000000.0,4.909862299500729
2006-11-08,312970944758.56006,63813000000.0,4.904501351739615
2006-11-09,311798036783.2,63813000000.0,4.886120959415793
2006-11-10,311309325126.8,63813000000.0,4.878462462614201
2006-11-13,309110122673.0,63813000000.0,4.8439992270070364
2006-11-14,308865766844.8,63813000000.0,4.84016997860624
2006-11-15,308474797519.68,63813000000.0,4.834043181164966
2006-11-16,310429644145.28,63813000000.0,4.864677168371335
2006-11-17,312091263777.04,63813000000.0,4.890716057496748
2006-11-20,311260453961.16,63813000000.0,4.8776966129340416
2006-11-21,309158993838.64,63813000000.0,4.844765076687196
2006-11-22,311016098132.96,63813000000.0,4.873867364533246
2006-11-24,310478515310.92,63813000000.0,4.865443018051494
2006-11-27,307106404881.76,63813000000.0,4.812599390120509
2006-11-28,308230441691.48,63813000000.0,4.83021393276417
2006-11-29,308914638010.44,63813000000.0,4.8409358282863995
2006-11-30,306862049053.56,63813000000.0,4.808770141719712
2006-12-01,306373337397.16,63813000000.0,4.8011116449181195
2006-12-04,309940932488.88,63813000000.0,4.857018671569743
2006-12-05,310380772979.64,63813000000.0,4.863911318691176
2006-12-06,311798036783.2,63813000000.0,4.886120959415793
2006-12-07,311798036783.2,63813000000.0,4.886120959415793
2006-12-08,312237877273.96,63813000000.0,4.8930136065372265
2006-12-11,312140134942.68,63813000000.0,4.891481907176908
2006-12-12,311309325126.8,63813000000.0,4.878462462614201
2006-12-13,309843190157.6,63813000000.0,4.855486972209424
2006-12-14,309598834329.4,63813000000.0,4.8516577238086285
2006-12-15,313313042918.04,63813000000.0,4.909862299500729
2006-12-18,313557398746.24,63813000000.0,4.913691547901524
2006-12-19,314681435555.96,63813000000.0,4.931306090545187
2006-12-20,315072404881.08,63813000000.0,4.937432887986461
2006-12-21,313019815924.2,63813000000.0,4.905267201419774
2006-12-22,311798036783.2,63813000000.0,4.886120959415793
2006-12-26,313704012243.16,63813000000.0,4.915989096942002
2006-12-27,314828049052.88,63813000000.0,4.933603639585664
2006-12-28,315121276046.72003,63813000000.0,4.93819873766662
