date,close price,MAR_SHE,MAR_TA,MAR_TL,market cap,PB Ratio
,,2406000000.0,5481000000.0,3075000000.0,,
1993-10-13,5.46,2406000000.0,5481000000.0,3075000000.0,,
1993-10-14,5.32,2406000000.0,5481000000.0,3075000000.0,,
1993-10-15,5.29,2406000000.0,5481000000.0,3075000000.0,,
1993-10-18,5.4,2406000000.0,5481000000.0,3075000000.0,,
1993-10-19,5.55,2406000000.0,5481000000.0,3075000000.0,,
1993-10-20,5.5,2406000000.0,5481000000.0,3075000000.0,,
1993-10-21,5.5,2406000000.0,5481000000.0,3075000000.0,,
1993-10-22,5.32,2406000000.0,5481000000.0,3075000000.0,,
1993-10-25,5.24,2406000000.0,5481000000.0,3075000000.0,,
1993-10-26,5.27,2406000000.0,5481000000.0,3075000000.0,,
1993-10-27,5.4,2406000000.0,5481000000.0,3075000000.0,,
1993-10-28,5.45,2406000000.0,5481000000.0,3075000000.0,,
1993-10-29,5.37,2406000000.0,5481000000.0,3075000000.0,,
1993-11-01,5.45,2406000000.0,5481000000.0,3075000000.0,,
1993-11-02,5.37,2406000000.0,5481000000.0,3075000000.0,,
1993-11-03,5.29,2406000000.0,5481000000.0,3075000000.0,,
1993-11-04,5.09,2406000000.0,5481000000.0,3075000000.0,,
1993-11-05,5.09,2406000000.0,5481000000.0,3075000000.0,,
1993-11-08,5.01,2406000000.0,5481000000.0,3075000000.0,,
1993-11-09,5.04,2406000000.0,5481000000.0,3075000000.0,,
1993-11-10,5.22,2406000000.0,5481000000.0,3075000000.0,,
1993-11-11,5.17,2406000000.0,5481000000.0,3075000000.0,,
1993-11-12,5.19,2406000000.0,5481000000.0,3075000000.0,,
1993-11-15,5.09,2406000000.0,5481000000.0,3075000000.0,,
1993-11-16,5.06,2406000000.0,5481000000.0,3075000000.0,,
1993-11-17,4.94,2406000000.0,5481000000.0,3075000000.0,,
1993-11-18,4.83,2406000000.0,5481000000.0,3075000000.0,,
1993-11-19,4.81,2406000000.0,5481000000.0,3075000000.0,,
1993-11-22,4.71,2406000000.0,5481000000.0,3075000000.0,,
1993-11-23,4.86,2406000000.0,5481000000.0,3075000000.0,,
1993-11-24,4.86,2406000000.0,5481000000.0,3075000000.0,,
1993-11-26,4.91,2406000000.0,5481000000.0,3075000000.0,,
1993-11-29,4.71,2406000000.0,5481000000.0,3075000000.0,,
1993-11-30,4.96,2406000000.0,5481000000.0,3075000000.0,,
1993-12-01,5.11,2406000000.0,5481000000.0,3075000000.0,,
1993-12-02,5.29,2406000000.0,5481000000.0,3075000000.0,,
1993-12-03,5.27,2406000000.0,5481000000.0,3075000000.0,,
1993-12-06,5.09,2406000000.0,5481000000.0,3075000000.0,,
1993-12-07,5.11,2406000000.0,5481000000.0,3075000000.0,,
1993-12-08,5.5,2406000000.0,5481000000.0,3075000000.0,,
1993-12-09,5.68,2406000000.0,5481000000.0,3075000000.0,,
1993-12-10,5.68,2406000000.0,5481000000.0,3075000000.0,,
1993-12-13,5.75,2406000000.0,5481000000.0,3075000000.0,,
1993-12-14,5.86,2406000000.0,5481000000.0,3075000000.0,,
1993-12-15,5.65,2406000000.0,5481000000.0,3075000000.0,,
1993-12-16,5.7,2406000000.0,5481000000.0,3075000000.0,,
1993-12-17,5.68,2406000000.0,5481000000.0,3075000000.0,,
1993-12-20,5.49,2406000000.0,5481000000.0,3075000000.0,,
1993-12-21,5.69,2406000000.0,5481000000.0,3075000000.0,,
1993-12-22,5.74,2406000000.0,5481000000.0,3075000000.0,,
1993-12-23,5.77,2406000000.0,5481000000.0,3075000000.0,,
1993-12-27,5.82,2406000000.0,5481000000.0,3075000000.0,,
1993-12-28,5.9,2406000000.0,5481000000.0,3075000000.0,,
1993-12-29,5.85,2406000000.0,5481000000.0,3075000000.0,,
1993-12-30,5.9,2406000000.0,5481000000.0,3075000000.0,,
1993-12-31,5.95,2406000000.0,5481000000.0,3075000000.0,,
1994-01-03,5.85,2406000000.0,5481000000.0,3075000000.0,,
1994-01-04,5.9,2406000000.0,5481000000.0,3075000000.0,,
1994-01-05,5.77,2406000000.0,5481000000.0,3075000000.0,,
1994-01-06,5.82,2406000000.0,5481000000.0,3075000000.0,,
1994-01-07,5.87,2406000000.0,5481000000.0,3075000000.0,,
1994-01-10,5.97,2406000000.0,5481000000.0,3075000000.0,,
1994-01-11,5.95,2406000000.0,5481000000.0,3075000000.0,,
1994-01-12,6.0,2406000000.0,5481000000.0,3075000000.0,,
1994-01-13,5.9,2406000000.0,5481000000.0,3075000000.0,,
1994-01-14,5.92,2406000000.0,5481000000.0,3075000000.0,,
1994-01-17,5.92,2406000000.0,5481000000.0,3075000000.0,,
1994-01-18,5.79,2406000000.0,5481000000.0,3075000000.0,,
1994-01-19,5.85,2406000000.0,5481000000.0,3075000000.0,,
1994-01-20,5.92,2406000000.0,5481000000.0,3075000000.0,,
1994-01-21,5.85,2406000000.0,5481000000.0,3075000000.0,,
1994-01-24,5.79,2406000000.0,5481000000.0,3075000000.0,,
1994-01-25,5.64,2406000000.0,5481000000.0,3075000000.0,,
1994-01-26,5.74,2406000000.0,5481000000.0,3075000000.0,,
1994-01-27,5.69,2406000000.0,5481000000.0,3075000000.0,,
1994-01-28,6.03,2406000000.0,5481000000.0,3075000000.0,,
1994-01-31,6.03,2406000000.0,5481000000.0,3075000000.0,,
1994-02-01,6.0,2406000000.0,5481000000.0,3075000000.0,,
1994-02-02,5.9,2406000000.0,5481000000.0,3075000000.0,,
1994-02-03,6.13,2406000000.0,5481000000.0,3075000000.0,,
1994-02-04,6.08,2406000000.0,5481000000.0,3075000000.0,,
1994-02-07,5.97,2406000000.0,5481000000.0,3075000000.0,,
1994-02-08,6.03,2406000000.0,5481000000.0,3075000000.0,,
1994-02-09,6.28,2406000000.0,5481000000.0,3075000000.0,,
1994-02-10,6.13,2406000000.0,5481000000.0,3075000000.0,,
1994-02-11,6.15,2406000000.0,5481000000.0,3075000000.0,,
1994-02-14,6.15,2406000000.0,5481000000.0,3075000000.0,,
1994-02-15,6.23,2406000000.0,5481000000.0,3075000000.0,,
1994-02-16,6.23,2406000000.0,5481000000.0,3075000000.0,,
1994-02-17,6.26,2406000000.0,5481000000.0,3075000000.0,,
1994-02-18,6.18,2406000000.0,5481000000.0,3075000000.0,,
1994-02-22,6.18,2406000000.0,5481000000.0,3075000000.0,,
1994-02-23,6.05,2406000000.0,5481000000.0,3075000000.0,,
1994-02-24,5.92,2406000000.0,5481000000.0,3075000000.0,,
1994-02-25,5.92,2406000000.0,5481000000.0,3075000000.0,,
1994-02-28,6.0,2406000000.0,5481000000.0,3075000000.0,,
1994-03-01,5.97,2406000000.0,5481000000.0,3075000000.0,,
1994-03-02,5.9,2406000000.0,5481000000.0,3075000000.0,,
1994-03-03,5.9,2406000000.0,5481000000.0,3075000000.0,,
1994-03-04,5.87,2406000000.0,5481000000.0,3075000000.0,,
1994-03-07,5.92,2406000000.0,5481000000.0,3075000000.0,,
1994-03-08,5.85,2406000000.0,5481000000.0,3075000000.0,,
1994-03-09,6.0,2406000000.0,5481000000.0,3075000000.0,,
1994-03-10,5.9,2406000000.0,5481000000.0,3075000000.0,,
1994-03-11,6.23,2406000000.0,5481000000.0,3075000000.0,,
1994-03-14,6.36,2406000000.0,5481000000.0,3075000000.0,,
1994-03-15,6.36,2406000000.0,5481000000.0,3075000000.0,,
1994-03-16,6.38,2406000000.0,5481000000.0,3075000000.0,,
1994-03-17,6.51,2406000000.0,5481000000.0,3075000000.0,,
1994-03-18,6.56,2406000000.0,5481000000.0,3075000000.0,,
1994-03-21,6.28,2406000000.0,5481000000.0,3075000000.0,,
1994-03-22,6.28,2406000000.0,5481000000.0,3075000000.0,,
