date,CI,CI_SHE,PB Ratio
,,47366000000.0,
2018-12-31,72933838080.0,47366000000.0,1.5397930600008445
2019-01-02,71877772080.0,47366000000.0,1.5174971937676816
2019-01-03,71263333680.0,47366000000.0,1.5045250534138412
2019-01-04,72461488560.0,47366000000.0,1.5298207271038298
2019-01-07,71620476000.0,47366000000.0,1.5120651099945108
2019-01-08,72937678320.0,47366000000.0,1.5398741358780559
2019-01-09,73098968400.0,47366000000.0,1.5432793227209392
2019-01-10,73648122720.0,47366000000.0,1.5548731731621839
2019-01-11,74754111840.0,47366000000.0,1.5782230257990963
2019-01-14,73751809200.0,47366000000.0,1.5570622218468944
2019-01-15,75479917200.0,47366000000.0,1.5935463665920702
2019-01-16,75549041520.0,47366000000.0,1.5950057323818774
2019-01-17,74692668000.0,47366000000.0,1.5769258117637124
2019-01-18,74819395920.0,47366000000.0,1.579601315711692
2019-01-22,74147353920.0,47366000000.0,1.565413037199679
2019-01-23,75622006080.0,47366000000.0,1.5965461740488958
2019-01-24,74143513680.0,47366000000.0,1.5653319613224677
2019-01-25,75376230720.0,47366000000.0,1.5913573179073597
2019-01-28,74915401920.0,47366000000.0,1.5816282126419794
2019-01-29,76186521360.0,47366000000.0,1.6084643279989865
2019-01-30,76727995200.0,47366000000.0,1.6198960266858085
2019-01-31,76731835440.0,47366000000.0,1.6199771025630199
2019-02-01,74523697440.0,47366000000.0,1.5733584731664063
2019-02-04,73759489680.0,47366000000.0,1.5572243736013174
2019-02-05,71601274800.0,47366000000.0,1.5116597306084534
2019-02-06,71996819520.0,47366000000.0,1.520010545961238
2019-02-07,71413103040.0,47366000000.0,1.5076870126250896
2019-02-08,69650432880.0,47366000000.0,1.4704731849850103
2019-02-11,70234149360.0,47366000000.0,1.4827967183211586
2019-02-12,71090522880.0,47366000000.0,1.5008766389393235
2019-02-13,72503731200.0,47366000000.0,1.5307125617531563
2019-02-14,73817093280.0,47366000000.0,1.55844051175949
2019-02-15,75986828880.0,47366000000.0,1.6042483823839886
2019-02-19,76144278720.0,47366000000.0,1.60757249334966
2019-02-20,74546738880.0,47366000000.0,1.5738449284296754
2019-02-21,73682684880.0,47366000000.0,1.5556028560570874
2019-02-22,74412330480.0,47366000000.0,1.5710072727272728
2019-02-25,73586678880.0,47366000000.0,1.5535759591268
2019-02-26,72254115600.0,47366000000.0,1.5254426297344086
2019-02-27,69400817280.0,47366000000.0,1.4652032529662626
2019-02-28,66989146560.0,41028000000.0,1.632766563322609
2019-03-01,68452278000.0,41028000000.0,1.668428341620357
2019-03-04,65929240320.0,41028000000.0,1.6069328341620357
2019-03-05,65326322640.00001,41028000000.0,1.5922375606902606
2019-03-06,63329397840.0,41028000000.0,1.5435653173442527
2019-03-07,62906971440.0,41028000000.0,1.5332692658672127
2019-03-08,62649675359.99999,41028000000.0,1.5269980345130154
2019-03-11,62837847120.0,41028000000.0,1.531584457443697
2019-03-12,63095143200.00001,41028000000.0,1.5378556887978942
2019-03-13,64516032000.0,41028000000.0,1.572487861947938
2019-03-14,65115109440.0,41028000000.0,1.5870895349517402
2019-03-15,63920794799.99999,41028000000.0,1.5579797894121086
2019-03-18,64174250640.00001,41028000000.0,1.564157420298333
2019-03-19,66351666720.0,41028000000.0,1.6172288856390757
2019-03-20,64466108880.0,41028000000.0,1.5712710558642877
2019-03-21,64850132880.0,41028000000.0,1.580631102661597
2019-03-22,63782546160.0,41028000000.0,1.5546101725650776
2019-03-25,62891610480.00001,41028000000.0,1.5328948639953204
2019-03-26,61728017760.0,41028000000.0,1.5045339221994736
2019-03-27,61363194960.0,41028000000.0,1.4956418777420297
2019-03-28,61324792560.0,41028000000.0,1.4947058730622989
2019-03-29,61758739680.0,41028000000.0,1.5052827259432582
2019-04-01,61914627520.0,41028000000.0,1.5090822735692697
2019-04-02,60671515520.0,41028000000.0,1.4787831607682558
2019-04-03,60816864000.0,41028000000.0,1.4823258262649897
