date,close price,AEE_SHE,AEE_TA,AEE_TL,market cap,PB Ratio
,,3254000000.0,8828000000.0,5573000000.0,,
1997-11-12,,3108000000.0,9046000000.0,5938000000.0,,
1998-01-02,42.81,3108000000.0,9046000000.0,5938000000.0,,
1998-01-05,42.5,3108000000.0,9046000000.0,5938000000.0,,
1998-01-06,41.88,3108000000.0,9046000000.0,5938000000.0,,
1998-01-07,41.5,3108000000.0,9046000000.0,5938000000.0,,
1998-01-08,41.0,3108000000.0,9046000000.0,5938000000.0,,
1998-01-09,41.38,3108000000.0,9046000000.0,5938000000.0,,
1998-01-12,41.75,3108000000.0,9046000000.0,5938000000.0,,
1998-01-13,41.44,3108000000.0,9046000000.0,5938000000.0,,
1998-01-14,41.25,3108000000.0,9046000000.0,5938000000.0,,
1998-01-15,40.31,3108000000.0,9046000000.0,5938000000.0,,
1998-01-16,40.5,3108000000.0,9046000000.0,5938000000.0,,
1998-01-20,37.06,3108000000.0,9046000000.0,5938000000.0,,
1998-01-21,36.81,3108000000.0,9046000000.0,5938000000.0,,
1998-01-22,36.38,3108000000.0,9046000000.0,5938000000.0,,
1998-01-23,36.0,3108000000.0,9046000000.0,5938000000.0,,
1998-01-26,36.19,3108000000.0,9046000000.0,5938000000.0,,
1998-01-27,36.25,3108000000.0,9046000000.0,5938000000.0,,
1998-01-28,36.5,3108000000.0,9046000000.0,5938000000.0,,
1998-01-29,36.75,3108000000.0,9046000000.0,5938000000.0,,
1998-01-30,36.63,3108000000.0,9046000000.0,5938000000.0,,
1998-02-02,36.69,3108000000.0,9046000000.0,5938000000.0,,
1998-02-03,36.63,3108000000.0,9046000000.0,5938000000.0,,
1998-02-04,36.5,3108000000.0,9046000000.0,5938000000.0,,
1998-02-05,36.94,3108000000.0,9046000000.0,5938000000.0,,
1998-02-06,37.56,3108000000.0,9046000000.0,5938000000.0,,
1998-02-09,37.88,3108000000.0,9046000000.0,5938000000.0,,
1998-02-10,37.94,3108000000.0,9046000000.0,5938000000.0,,
1998-02-11,37.75,3108000000.0,9046000000.0,5938000000.0,,
1998-02-12,37.81,3108000000.0,9046000000.0,5938000000.0,,
1998-02-13,37.5,3108000000.0,9046000000.0,5938000000.0,,
1998-02-17,38.0,3108000000.0,9046000000.0,5938000000.0,,
1998-02-18,38.0,3108000000.0,9046000000.0,5938000000.0,,
1998-02-19,38.19,3108000000.0,9046000000.0,5938000000.0,,
1998-02-20,38.31,3108000000.0,9046000000.0,5938000000.0,,
1998-02-23,38.63,3108000000.0,9046000000.0,5938000000.0,,
1998-02-24,38.5,3108000000.0,9046000000.0,5938000000.0,,
1998-02-25,38.38,3108000000.0,9046000000.0,5938000000.0,,
1998-02-26,38.19,3108000000.0,9046000000.0,5938000000.0,,
1998-02-27,38.44,3108000000.0,9046000000.0,5938000000.0,,
1998-03-02,38.44,3108000000.0,9046000000.0,5938000000.0,,
1998-03-03,38.44,3108000000.0,9046000000.0,5938000000.0,,
1998-03-04,38.38,3108000000.0,9046000000.0,5938000000.0,,
1998-03-05,38.31,3108000000.0,9046000000.0,5938000000.0,,
1998-03-06,38.13,3108000000.0,9046000000.0,5938000000.0,,
1998-03-09,37.81,3108000000.0,9046000000.0,5938000000.0,,
1998-03-10,38.13,3108000000.0,9046000000.0,5938000000.0,,
1998-03-11,38.75,3108000000.0,9046000000.0,5938000000.0,,
1998-03-12,38.56,3108000000.0,9046000000.0,5938000000.0,,
1998-03-13,38.69,3108000000.0,9046000000.0,5938000000.0,,
1998-03-16,39.5,3108000000.0,9046000000.0,5938000000.0,,
1998-03-17,40.31,3108000000.0,9046000000.0,5938000000.0,,
1998-03-18,40.88,3108000000.0,9046000000.0,5938000000.0,,
1998-03-19,41.5,3108000000.0,9046000000.0,5938000000.0,,
1998-03-20,42.31,3108000000.0,9046000000.0,5938000000.0,,
1998-03-23,42.06,3108000000.0,9046000000.0,5938000000.0,,
1998-03-24,42.06,3108000000.0,9046000000.0,5938000000.0,,
1998-03-25,42.44,3108000000.0,9046000000.0,5938000000.0,,
1998-03-26,41.94,3108000000.0,9046000000.0,5938000000.0,,
1998-03-27,41.38,3108000000.0,9046000000.0,5938000000.0,,
1998-03-30,41.5,3108000000.0,9046000000.0,5938000000.0,,
1998-03-31,42.13,3108000000.0,9046000000.0,5938000000.0,,
1998-04-01,42.0,3108000000.0,9046000000.0,5938000000.0,,
1998-04-02,42.19,3108000000.0,9046000000.0,5938000000.0,,
1998-04-03,42.5,3108000000.0,9046000000.0,5938000000.0,,
1998-04-06,42.19,3108000000.0,9046000000.0,5938000000.0,,
1998-04-07,41.81,3108000000.0,9046000000.0,5938000000.0,,
1998-04-08,41.88,3108000000.0,9046000000.0,5938000000.0,,
1998-04-09,41.88,3108000000.0,9046000000.0,5938000000.0,,
1998-04-13,41.81,3108000000.0,9046000000.0,5938000000.0,,
1998-04-14,42.25,3108000000.0,9046000000.0,5938000000.0,,
1998-04-15,42.31,3108000000.0,9046000000.0,5938000000.0,,
1998-04-16,41.94,3108000000.0,9046000000.0,5938000000.0,,
1998-04-17,42.13,3108000000.0,9046000000.0,5938000000.0,,
1998-04-20,41.69,3108000000.0,9046000000.0,5938000000.0,,
1998-04-21,41.31,3108000000.0,9046000000.0,5938000000.0,,
1998-04-22,41.0,3108000000.0,9046000000.0,5938000000.0,,
1998-04-23,39.75,3108000000.0,9046000000.0,5938000000.0,,
1998-04-24,39.88,3108000000.0,9046000000.0,5938000000.0,,
1998-04-27,39.56,3108000000.0,9046000000.0,5938000000.0,,
1998-04-28,39.25,3108000000.0,9046000000.0,5938000000.0,,
1998-04-29,39.06,3108000000.0,9046000000.0,5938000000.0,,
1998-04-30,39.63,3108000000.0,9046000000.0,5938000000.0,,
1998-05-01,39.31,3108000000.0,9046000000.0,5938000000.0,,
1998-05-04,39.25,3108000000.0,9046000000.0,5938000000.0,,
1998-05-05,38.94,3108000000.0,9046000000.0,5938000000.0,,
1998-05-06,39.0,3108000000.0,9046000000.0,5938000000.0,,
1998-05-07,39.0,3108000000.0,9046000000.0,5938000000.0,,
1998-05-08,38.81,3108000000.0,9046000000.0,5938000000.0,,
1998-05-11,38.88,3108000000.0,9046000000.0,5938000000.0,,
1998-05-12,38.94,3108000000.0,9046000000.0,5938000000.0,,
1998-05-13,38.69,3207000000.0,8797000000.0,5591000000.0,,
1998-05-14,38.69,3207000000.0,8797000000.0,5591000000.0,,
1998-05-15,38.56,3207000000.0,8797000000.0,5591000000.0,,
1998-05-18,38.38,3207000000.0,8797000000.0,5591000000.0,,
1998-05-19,38.31,3207000000.0,8797000000.0,5591000000.0,,
1998-05-20,38.94,3207000000.0,8797000000.0,5591000000.0,,
1998-05-21,39.0,3207000000.0,8797000000.0,5591000000.0,,
1998-05-22,38.56,3207000000.0,8797000000.0,5591000000.0,,
1998-05-26,38.19,3207000000.0,8797000000.0,5591000000.0,,
