date,AKAM,AKAM_SHE,PB Ratio
2002-02-27,,17234000.0,
2002-07-01,156892400.0,17234000.0,9.103655564581642
2002-07-02,142323820.0,17234000.0,8.25831611929906
2002-07-03,145685800.0,17234000.0,8.45339445282581
2002-07-05,158013060.0,17234000.0,9.168681675757224
2002-07-08,136720520.0,17234000.0,7.933185563421144
2002-07-09,140082500.0,17234000.0,8.128263896947894
2002-07-10,131117219.99999999,17234000.0,7.608055007543228
2002-07-11,150168440.0,17234000.0,8.713498897528142
2002-07-12,141203160.0,17234000.0,8.193290008123476
2002-07-15,143444480.0,17234000.0,8.323342230474642
2002-07-16,151289100.0,17234000.0,8.778525008703726
2002-07-17,168099000.0,17234000.0,9.753916676337472
2002-07-18,159133720.0,17234000.0,9.233707786932808
2002-07-19,133358540.0,17234000.0,7.7381072298943945
2002-07-22,134479200.0,17234000.0,7.803133341069978
2002-07-23,132237880.0,17234000.0,7.6730811187188115
2002-07-24,127755239.99999999,17234000.0,7.412976674016478
2002-07-25,117669300.0,17234000.0,6.827741673436231
2002-07-26,123272600.00000001,17234000.0,7.152872229314148
2002-07-29,138961840.0,17234000.0,8.06323778577231
2002-07-30,125513920.00000001,17234000.0,7.2829244516653135
2002-07-31,118789960.0,17234000.0,6.892767784611814
2002-08-01,123272600.00000001,17234000.0,7.152872229314148
2002-08-02,113186660.0,17234000.0,6.567637228733898
2002-08-05,107583360.0,17234000.0,6.242506672855982
2002-08-06,118789960.0,17234000.0,6.892767784611814
2002-08-07,124393260.00000001,17234000.0,7.217898340489731
2002-08-08,119910620.0,17234000.0,6.957793895787397
2002-08-09,114307320.0,17234000.0,6.632663339909481
2002-08-12,107583360.0,17234000.0,6.242506672855982
2002-08-13,99738740.0,-70690000.0,-1.4109313905785825
2002-08-14,100859400.0,-70690000.0,-1.4267845522704767
2002-08-15,89652800.0,-70690000.0,-1.2682529353515348
2002-08-16,94135440.0,-70690000.0,-1.3316655821191117
2002-08-19,97497420.0,-70690000.0,-1.379225067194794
2002-08-20,99738740.0,-70690000.0,-1.4109313905785825
2002-08-21,103100720.0,-70690000.0,-1.4584908756542652
2002-08-22,110945340.0,-70690000.0,-1.5694630074975244
