date,SLG,SLG_SHE,PB Ratio
2002-03-15,,612908000.0,
2002-07-01,1068549000.0,612908000.0,1.7434084723971623
2002-07-02,1059493500.0,612908000.0,1.728633824326
2002-07-03,1044401000.0,612908000.0,1.7040094108740627
2002-07-05,1042589900.0,612908000.0,1.7010544812598303
2002-07-08,1019649300.0,612908000.0,1.6636253728128854
2002-07-09,1016630800.0,612908000.0,1.658700490122498
2002-07-10,994595750.0000001,612908000.0,1.6227488464826696
2002-07-11,988558750.0,612908000.0,1.6128990811018946
2002-07-12,973768099.9999999,612908000.0,1.5887671559189958
2002-07-15,974975499.9999999,612908000.0,1.5907371089951508
2002-07-16,994897600.0,612908000.0,1.6232413347517083
2002-07-17,985540250.0,612908000.0,1.607974198411507
2002-07-18,973466250.0,612908000.0,1.5882746676499573
2002-07-19,962901500.0,612908000.0,1.571037578233601
2002-07-22,947507150.0,612908000.0,1.545920676512625
2002-07-23,912492550.0,612908000.0,1.4887920373041306
2002-07-24,882307550.0,612908000.0,1.439543210400256
2002-07-25,902531500.0,612908000.0,1.472539924425852
2002-07-26,926981350.0,612908000.0,1.5124314742179903
2002-07-29,964712600.0,612908000.0,1.5739925078478336
2002-07-30,985238400.0,612908000.0,1.6074817101424683
2002-07-31,973466250.0,623487000.0,1.5613256571508307
2002-08-01,956562650.0,623487000.0,1.5342142658948783
2002-08-02,941772000.0,623487000.0,1.5104917985459199
2002-08-05,927886900.0,623487000.0,1.4882217271571019
2002-08-06,942375700.0,623487000.0,1.5114600625193468
2002-08-07,966825550.0,623487000.0,1.550674753443135
2002-08-08,962901500.0,623487000.0,1.5443810376158604
2002-08-09,952940450.0,623487000.0,1.5284046820543171
2002-08-12,962297800.0,623487000.0,1.5434127736424337
2002-08-13,943281250.0,623487000.0,1.512912458479487
2002-08-14,966825550.0,623487000.0,1.550674753443135
2002-08-15,956562650.0,623487000.0,1.5342142658948783
2002-08-16,970145900.0,623487000.0,1.556000205296983
2002-08-19,974975499.9999999,623487000.0,1.5637463170843977
2002-08-20,968032950.0,623487000.0,1.5526112813899888
2002-08-21,958373750.0,623487000.0,1.537119057815159
2002-08-22,957166350.0,623487000.0,1.5351825298683053
2002-08-23,959883000.0,623487000.0,1.5395397177487262
2002-08-26,977692150.0,623487000.0,1.5681035049648189
2002-08-27,984634699.9999999,623487000.0,1.5792385406592278
