date,close price,STZ_SHE,STZ_TA,STZ_TL,market cap,PB Ratio
,,43000000.0,140000000.0,97000000.0,,
1992-03-17,1.54,43000000.0,140000000.0,97000000.0,,
1992-03-18,1.6,43000000.0,140000000.0,97000000.0,,
1992-03-19,1.64,43000000.0,140000000.0,97000000.0,,
1992-03-20,1.66,43000000.0,140000000.0,97000000.0,,
1992-03-23,1.67,43000000.0,140000000.0,97000000.0,,
1992-03-24,1.71,43000000.0,140000000.0,97000000.0,,
1992-03-25,1.72,43000000.0,140000000.0,97000000.0,,
1992-03-26,1.71,43000000.0,140000000.0,97000000.0,,
1992-03-27,1.7,43000000.0,140000000.0,97000000.0,,
1992-03-30,1.69,43000000.0,140000000.0,97000000.0,,
1992-03-31,1.69,43000000.0,140000000.0,97000000.0,,
1992-04-01,1.69,43000000.0,140000000.0,97000000.0,,
1992-04-02,1.68,43000000.0,140000000.0,97000000.0,,
1992-04-03,1.67,43000000.0,140000000.0,97000000.0,,
1992-04-06,1.67,43000000.0,140000000.0,97000000.0,,
1992-04-07,1.67,43000000.0,140000000.0,97000000.0,,
1992-04-08,1.61,43000000.0,140000000.0,97000000.0,,
1992-04-09,1.68,43000000.0,140000000.0,97000000.0,,
1992-04-10,1.69,43000000.0,140000000.0,97000000.0,,
1992-04-13,1.85,43000000.0,140000000.0,97000000.0,,
1992-04-14,1.9,43000000.0,140000000.0,97000000.0,,
1992-04-15,1.88,43000000.0,140000000.0,97000000.0,,
1992-04-16,1.82,43000000.0,140000000.0,97000000.0,,
1992-04-20,1.73,43000000.0,140000000.0,97000000.0,,
1992-04-21,1.78,43000000.0,140000000.0,97000000.0,,
1992-04-22,1.79,43000000.0,140000000.0,97000000.0,,
1992-04-23,1.8,43000000.0,140000000.0,97000000.0,,
1992-04-24,1.84,43000000.0,140000000.0,97000000.0,,
1992-04-27,1.82,43000000.0,140000000.0,97000000.0,,
1992-04-28,1.82,43000000.0,140000000.0,97000000.0,,
