date,MSCI,MSCI_SHE,PB Ratio
2008-02-28,,904679000.0,
2008-02-29,3009359790.0,904679000.0,3.326439311623239
2008-03-03,2942552610.0,904679000.0,3.2525930302350337
2008-03-04,2971907280.0,904679000.0,3.2850406387237903
2008-03-05,3203707950.0,904679000.0,3.5412648574798355
2008-03-06,3022518780.0,904679000.0,3.3409847912906123
2008-03-07,2860561980.0,904679000.0,3.161963503076782
2008-03-10,2734033230.0,904679000.0,3.0221031216597267
2008-03-11,3066044670.0,904679000.0,3.3890967624980792
2008-03-12,3019482090.0,904679000.0,3.337628142136603
2008-03-13,3030616620.0,904679000.0,3.349935855701304
2008-03-14,2718849780.0,904679000.0,3.0053198758896804
2008-03-17,2385826110.0,904679000.0,2.637207351999991
2008-03-18,2733021000.0,904679000.0,3.0209842386083903
2008-03-19,2701641870.0,904679000.0,2.9862988640169608
2008-03-20,2855500830.0,904679000.0,3.1563690878201
2008-03-24,3043775610.0,904679000.0,3.3644813353686778
2008-03-25,3076166970.0,904679000.0,3.4002855930114437
2008-03-26,2976968430.0,904679000.0,3.2906350539804725
2008-03-27,3006323100.0,904679000.0,3.3230826624692296
2008-03-28,3163218750.0,904679000.0,3.4965095354263775
2008-03-31,3011384250.0,904679000.0,3.328677077725912
2008-04-01,3126778470.0,904679000.0,3.456229745578266
2008-04-02,3215854710.0,904679000.0,3.5546914540958725
2008-04-03,3242172690.0,904679000.0,3.58378241343062
2008-04-04,3318089940.0,904679000.0,3.667698642280853
2008-04-07,3179414430.0,904679000.0,3.5144116642477607
2008-04-08,3116656170.0,904679000.0,3.4450409150649013
2008-04-09,2832219540.0,904679000.0,3.1306347776393615
2008-04-10,2883843270.0,904679000.0,3.18769781325752
2008-04-11,2827158390.0,222169000.0,12.725260454878944
2008-04-14,2805901560.0,222169000.0,12.62958180484226
2008-04-15,2750228910.0,222169000.0,12.378994864269993
2008-04-16,2839305150.0,222169000.0,12.77993396918562
2008-04-17,2889916650.0,222169000.0,13.007740278796772
2008-04-18,2908136790.0,222169000.0,13.089750550256786
2008-04-21,2883843270.0,222169000.0,12.980403521643433
2008-04-22,2894977800.0,222169000.0,13.030520909757888
2008-04-23,2982029580.0,222169000.0,13.422347762289068
2008-04-24,2973931740.0,222169000.0,13.385898752751284
2008-04-25,2871696510.0,222169000.0,12.925730007336757
2008-04-28,2948625990.0,222169000.0,13.271995597945708
2008-04-29,3053897910.0,222169000.0,13.745832721936903
2008-04-30,3139937460.0,222169000.0,14.133103448275863
2008-05-01,3299869800.0,222169000.0,14.852971386647102
2008-05-02,3212818020.0,222169000.0,14.46114453411592
2008-05-05,3199659030.0,222169000.0,14.401914893617022
2008-05-06,3232050390.0,222169000.0,14.547710931768158
2008-05-07,3252294990.0000005,222169000.0,14.638833455612621
2008-05-08,3248246070.0000005,222169000.0,14.62060895084373
2008-05-09,3252294990.0000005,222169000.0,14.638833455612621
2008-05-12,3289747500.0,222169000.0,14.807410124724871
2008-05-13,3276588509.9999995,222169000.0,14.74818048422597
2008-05-14,3291771960.0000005,222169000.0,14.81652237710932
2008-05-15,3406153950.0,222169000.0,15.331364636830521
2008-05-16,3342383460.0000005,222169000.0,15.04432868672047
2008-05-19,3362628060.0,222169000.0,15.13545121056493
2008-05-20,3340359000.0,222169000.0,15.035216434336023
2008-05-21,3252294990.0000005,222169000.0,14.638833455612621
2008-05-22,3345420149.9999995,222169000.0,15.057997065297137
2008-05-23,3495230190.0,222169000.0,15.732303741746149
2008-05-27,3635930160.0,222169000.0,16.36560528246515
2008-05-28,3779666820.0000005,222169000.0,17.012575201760825
2008-05-29,3565074060.0,222169000.0,16.04667644900954
2008-05-30,3598477649.9999995,222169000.0,16.197028613352895
2008-06-02,3623236440.0,222169000.0,16.30846985853112
2008-06-03,3645508360.0,222169000.0,16.40871750784313
2008-06-04,3619187000.0,222169000.0,16.29024301320166
2008-06-05,3771041000.0,222169000.0,16.97374971305628
2008-06-06,3690052200.0000005,222169000.0,16.609212806467152
2008-06-09,3620199360.0,222169000.0,16.294799724534027
2008-06-10,3630322960.0,222169000.0,16.340366837857665
2008-06-11,3441011640.0,222169000.0,15.48826181870558
2008-06-12,3528074600.0,222169000.0,15.880138993288893
2008-06-13,3618174640.0,222169000.0,16.285686301869298
2008-06-16,3544272360.0,222169000.0,15.953046374606718
2008-06-17,3661706120.0,222169000.0,16.481624889160955
2008-06-18,3598939799.9999995,222169000.0,16.199108786554376
2008-06-19,3656644319.9999995,222169000.0,16.45884133249913
2008-06-20,3700175799.9999995,222169000.0,16.654779919790787
2008-06-23,3757880319.9999995,222169000.0,16.91451246573554
2008-06-24,3732571319.9999995,222169000.0,16.80059468242644
2008-06-25,3805461240.0000005,222169000.0,17.12867789835666
