date,TYL,TYL_SHE,PB Ratio
2004-02-27,,117907000.0,
2004-03-31,402411530.00000006,117907000.0,3.412957076339828
2004-04-01,406970260.0,117907000.0,3.4516208537236976
2004-04-02,405312540.0,117907000.0,3.437561298311381
2004-04-05,410285700.0,117907000.0,3.4797399645483305
2004-04-06,405312540.0,117907000.0,3.437561298311381
2004-04-07,400753810.0,117907000.0,3.3988975209275107
2004-04-08,407384690.0,117907000.0,3.455135742576777
2004-04-12,399510520.0,117907000.0,3.3883528543682733
2004-04-13,394537360.0,117907000.0,3.346174188131324
2004-04-14,406141400.0,117907000.0,3.4445910760175393
2004-04-15,403240390.0,117907000.0,3.4199868540459852
2004-04-16,401997100.0,117907000.0,3.409442187486748
2004-04-19,403654820.0,117907000.0,3.4235017428990644
2004-04-20,394122930.0,117907000.0,3.3426592992782447
2004-04-21,397438370.0,117907000.0,3.3707784101028775
2004-04-22,403240390.0,117907000.0,3.4199868540459852
2004-04-23,401997100.0,117907000.0,3.409442187486748
2004-04-26,401582670.0,117907000.0,3.405927298633669
2004-04-27,406970260.0,117907000.0,3.4516208537236976
2004-04-28,404069250.0,117907000.0,3.4270166317521435
2004-04-29,391636350.0,119073000.0,3.2890441157945127
2004-04-30,391221920.0,119073000.0,3.2855636458307087
2004-05-03,394537360.0,119073000.0,3.3134074055411387
2004-05-04,405312540.0,119073000.0,3.4038996246000353
2004-05-05,394537360.0,119073000.0,3.3134074055411387
2004-05-06,388320909.99999994,119073000.0,3.2612003560840823
2004-05-07,374644719.99999994,119073000.0,3.14634484727856
2004-05-10,363455110.0,119073000.0,3.05237215825586
2004-05-11,363040680.0,119073000.0,3.048891688292056
2004-05-12,375059150.0,119073000.0,3.149825317242364
2004-05-13,369671560.0,119073000.0,3.1045792077129155
2004-05-14,363869540.0,119073000.0,3.0558526282196636
2004-05-17,366356120.0,119073000.0,3.076735448002486
2004-05-18,368013840.00000006,119073000.0,3.090657327857701
2004-05-19,365112830.0,119073000.0,3.066294038111075
2004-05-20,370914850.0,119073000.0,3.1150206176043267
2004-05-21,379617880.0,119073000.0,3.188110486844205
2004-05-24,378374590.00000006,119073000.0,3.177669076952794
2004-05-25,383762180.0,119073000.0,3.222915186482242
2004-05-26,389149770.0,119073000.0,3.2681612960116904
2004-05-27,374230290.0,119073000.0,3.1428643773147567
2004-05-28,368842700.0,119073000.0,3.0976182677853084
2004-06-01,373401430.0,119073000.0,3.135903437387149
2004-06-02,372987000.0,119073000.0,3.1324229674233455
2004-06-03,367184980.0,119073000.0,3.083696387930093
2004-06-04,368428270.0,119073000.0,3.0941377978215043
2004-06-07,372572570.0,119073000.0,3.1289424974595414
2004-06-08,370914850.0,119073000.0,3.1150206176043267
2004-06-09,357653090.00000006,119073000.0,3.003645578762608
2004-06-10,362211820.0,119073000.0,3.041930748364449
2004-06-14,340247030.00000006,119073000.0,2.857465840282852
2004-06-15,351436640.0,119073000.0,2.951438529305552
2004-06-16,351851070.0,119073000.0,2.954918999269356
2004-06-17,358896380.0,119073000.0,3.014086988654019
2004-06-18,366770550.0,119073000.0,3.0802159179662896
2004-06-21,372987000.0,119073000.0,3.1324229674233455
2004-06-22,366770550.0,119073000.0,3.0802159179662896
2004-06-23,370914850.0,119073000.0,3.1150206176043267
2004-06-24,360139670.0,119073000.0,3.02452839854543
2004-06-25,418574300.0,119073000.0,3.515274663441754
2004-06-28,406970260.0,119073000.0,3.41782150445525
2004-06-29,383762180.0,119073000.0,3.222915186482242
2004-06-30,392050780.00000006,119073000.0,3.2925245857583167
2004-07-01,387061950.0,119073000.0,3.2506273462497797
2004-07-02,381266370.00000006,119073000.0,3.201954851225719
2004-07-06,373400940.0,119073000.0,3.135899322264493
2004-07-07,368019330.0,119073000.0,3.090703434027865
2004-07-08,345664950.0,119073000.0,2.9029666675064876
2004-07-09,348562740.0,119073000.0,2.927302915018518
2004-07-12,343181129.99999994,119073000.0,2.8821070267818896
2004-07-13,338213490.0,119073000.0,2.840387745332695
2004-07-14,332831879.99999994,119073000.0,2.7951918570960665
2004-07-15,329934090.0,119073000.0,2.7708556095840366
2004-07-16,340697310.0,119073000.0,2.8612473860572925
2004-07-19,351460530.0,119073000.0,2.9516391625305487
2004-07-20,361809780.0,119073000.0,3.0385543322163713
2004-07-21,353116410.0,119073000.0,2.9655455896802803
2004-07-22,356428170.0,119073000.0,2.9933584439797434
2004-07-23,352288470.0,119073000.0,2.9585923761054143
2004-07-26,352288470.0,119073000.0,2.9585923761054143
2004-07-27,356014200.0,119073000.0,2.9898818371923106
2004-07-28,357256110.00000006,119073000.0,3.00031165755461
2004-07-29,381266370.00000006,119073000.0,3.201954851225719
2004-07-30,380852400.0,120255000.0,3.16704003991518
2004-08-02,382922250.0,120255000.0,3.184252214045154
2004-08-03,379610490.0,120255000.0,3.1567127354371958
2004-08-04,381266370.00000006,120255000.0,3.1704824747411755
2004-08-05,374228879.99999994,120255000.0,3.1119610826992634
2004-08-06,360153900.0,120255000.0,2.9949182986154423
2004-08-09,353116410.0,120255000.0,2.936396906573531
2004-08-10,372159030.0,120255000.0,3.09474890856929
2004-08-11,372159030.0,120255000.0,3.09474890856929
2004-08-12,351874500.0,120255000.0,2.926069602095547
2004-08-13,360153900.0,120255000.0,2.9949182986154423
2004-08-16,358498020.0,120255000.0,2.981148559311463
2004-08-17,356842139.99999994,120255000.0,2.9673788200074838
2004-08-18,370089180.0,120255000.0,3.0775367344393163
2004-08-19,368433300.0,120255000.0,3.0637669951353375
2004-08-20,376712700.0,120255000.0,3.1326156916552326
2004-08-23,374228879.99999994,120255000.0,3.1119610826992634
2004-08-24,373814910.0,120255000.0,3.1085186478732694
2004-08-25,377954610.00000006,120255000.0,3.1429429961332174
2004-08-26,376298730.0,120255000.0,3.129173256829238
2004-08-27,374228879.99999994,120255000.0,3.1119610826992634
2004-08-30,372159030.0,120255000.0,3.09474890856929
2004-08-31,376712700.0,120255000.0,3.1326156916552326
2004-09-01,373814910.0,120255000.0,3.1085186478732694
2004-09-02,380852400.0,120255000.0,3.16704003991518
2004-09-03,374642850.0,120255000.0,3.115403517525259
2004-09-07,376298730.0,120255000.0,3.129173256829238
2004-09-08,381680340.0,120255000.0,3.1739249095671695
