date,GL,GL_SHE,PB Ratio
2002-08-13,,2564456000.0,
2002-09-30,0.0,2564456000.0,0.0
2002-10-01,0.0,2564456000.0,0.0
2002-10-02,0.0,2564456000.0,0.0
2002-10-03,0.0,2564456000.0,0.0
2002-10-04,0.0,2564456000.0,0.0
2002-10-07,0.0,2564456000.0,0.0
2002-10-08,0.0,2564456000.0,0.0
2002-10-09,0.0,2564456000.0,0.0
2002-10-10,0.0,2564456000.0,0.0
2002-10-11,0.0,2564456000.0,0.0
2002-10-14,0.0,2564456000.0,0.0
2002-10-15,0.0,2564456000.0,0.0
2002-10-16,0.0,2564456000.0,0.0
2002-10-17,0.0,2564456000.0,0.0
2002-10-18,0.0,2564456000.0,0.0
2002-10-21,0.0,2564456000.0,0.0
2002-10-22,0.0,2564456000.0,0.0
2002-10-23,0.0,2564456000.0,0.0
2002-10-24,0.0,2564456000.0,0.0
2002-10-25,0.0,2564456000.0,0.0
2002-10-28,0.0,2564456000.0,0.0
2002-10-29,0.0,2564456000.0,0.0
2002-10-30,0.0,2564456000.0,0.0
2002-10-31,0.0,2564456000.0,0.0
2002-11-01,0.0,2564456000.0,0.0
2002-11-04,0.0,2564456000.0,0.0
2002-11-05,0.0,2564456000.0,0.0
2002-11-06,0.0,2564456000.0,0.0
2002-11-07,0.0,2564456000.0,0.0
2002-11-08,0.0,2564456000.0,0.0
2002-11-11,0.0,2564456000.0,0.0
2002-11-12,0.0,2564456000.0,0.0
2002-11-13,0.0,2759866000.0,0.0
2002-11-14,0.0,2759866000.0,0.0
2002-11-15,0.0,2759866000.0,0.0
2002-11-18,0.0,2759866000.0,0.0
2002-11-19,0.0,2759866000.0,0.0
2002-11-20,0.0,2759866000.0,0.0
2002-11-21,0.0,2759866000.0,0.0
2002-11-22,0.0,2759866000.0,0.0
2002-11-25,0.0,2759866000.0,0.0
2002-11-26,0.0,2759866000.0,0.0
2002-11-27,0.0,2759866000.0,0.0
2002-11-29,0.0,2759866000.0,0.0
2002-12-02,0.0,2759866000.0,0.0
2002-12-03,0.0,2759866000.0,0.0
2002-12-04,0.0,2759866000.0,0.0
2002-12-05,0.0,2759866000.0,0.0
2002-12-06,0.0,2759866000.0,0.0
2002-12-09,0.0,2759866000.0,0.0
2002-12-10,0.0,2759866000.0,0.0
2002-12-11,0.0,2759866000.0,0.0
2002-12-12,0.0,2759866000.0,0.0
2002-12-13,0.0,2759866000.0,0.0
2002-12-16,0.0,2759866000.0,0.0
2002-12-17,0.0,2759866000.0,0.0
2002-12-18,0.0,2759866000.0,0.0
2002-12-19,0.0,2759866000.0,0.0
2002-12-20,0.0,2759866000.0,0.0
2002-12-23,0.0,2759866000.0,0.0
2002-12-24,0.0,2759866000.0,0.0
2002-12-26,0.0,2759866000.0,0.0
2002-12-27,0.0,2759866000.0,0.0
2002-12-30,0.0,2759866000.0,0.0
2002-12-31,0.0,2759866000.0,0.0
2003-01-02,1945961379.08,2759866000.0,0.7050927034428482
2003-01-03,1947131530.24,2759866000.0,0.7055166918393864
2003-01-06,1972874855.76,2759866000.0,0.7148444365632245
2003-01-07,1950641983.7200003,2759866000.0,0.7067886570290007
2003-01-08,1944791227.92,2759866000.0,0.7046687150463102
2003-01-09,1982236065.0400002,2759866000.0,0.7182363437355292
2003-01-10,1963513646.48,2759866000.0,0.7114525293909197
2003-01-13,1981065913.8799999,2759866000.0,0.717812355338991
2003-01-14,2002128634.76,2759866000.0,0.7254441464766768
2003-01-15,1970534553.44,2759866000.0,0.7139964597701483
2003-01-16,1957662890.68,2759866000.0,0.7093325874082292
2003-01-17,1958833041.84,2759866000.0,0.7097565758047673
2003-01-21,1937770320.9599998,2759866000.0,0.7021247846670816
2003-01-22,1915537448.92,2759866000.0,0.694069005132858
2003-01-23,1917877751.24,2759866000.0,0.6949169819259341
2003-01-24,1873412007.16,2759866000.0,0.6788054228574866
2003-01-27,1857029890.9199998,2759866000.0,0.6728695853059532
2003-01-28,1873412007.16,2759866000.0,0.6788054228574866
2003-01-29,1885113518.76,2759866000.0,0.6830453068228675
2003-01-30,1831286565.4,2759866000.0,0.6635418405821153
2003-01-31,1867561251.3600001,2759866000.0,0.6766854808747962
2003-02-03,1867561251.3600001,2759866000.0,0.6766854808747962
2003-02-04,1826605960.76,2759866000.0,0.6618458869959628
2003-02-05,1833626867.72,2759866000.0,0.6643898173751914
2003-02-06,1804373088.72,2759866000.0,0.653790107461739
2003-02-07,1855859739.76,2759866000.0,0.6724455969094152
2003-02-10,1848838832.8000002,2759866000.0,0.6699016665301867
2003-02-11,1821925356.1200001,2759866000.0,0.6601499334098105
2003-02-12,1795011879.44,2759866000.0,0.6503982002894344
2003-02-13,1803202937.56,2759866000.0,0.6533661190652009
2003-02-14,1848838832.8000002,2759866000.0,0.6699016665301867
2003-02-18,1871071704.84,2759866000.0,0.6779574460644103
2003-02-19,1868731402.52,2759866000.0,0.6771094692713342
2003-02-20,1872241856.0,2759866000.0,0.6783814344609485
2003-02-21,1895644879.1999998,2759866000.0,0.6868612023917102
2003-02-24,1878092611.8000002,2759866000.0,0.680501376443639
