date,close price,ESS_SHE,ESS_TA,ESS_TL,market cap,PB Ratio
,,8000000.0,171000000.0,164000000.0,,
1994-06-07,19.38,8000000.0,171000000.0,164000000.0,122094000.0,15.26175
1994-06-08,19.25,8000000.0,171000000.0,164000000.0,121275000.0,15.159375
1994-06-09,19.25,8000000.0,171000000.0,164000000.0,121275000.0,15.159375
1994-06-10,19.13,8000000.0,171000000.0,164000000.0,120519000.0,15.064875
1994-06-13,19.13,8000000.0,171000000.0,164000000.0,120519000.0,15.064875
1994-06-14,19.25,8000000.0,171000000.0,164000000.0,121275000.0,15.159375
1994-06-15,19.25,8000000.0,171000000.0,164000000.0,121275000.0,15.159375
1994-06-16,19.13,8000000.0,171000000.0,164000000.0,120519000.0,15.064875
1994-06-17,19.0,8000000.0,171000000.0,164000000.0,119700000.0,14.9625
1994-06-20,19.13,8000000.0,171000000.0,164000000.0,120519000.0,15.064875
1994-06-21,19.0,8000000.0,171000000.0,164000000.0,119700000.0,14.9625
1994-06-22,19.0,8000000.0,171000000.0,164000000.0,119700000.0,14.9625
1994-06-23,18.75,8000000.0,171000000.0,164000000.0,118125000.0,14.765625
1994-06-24,18.38,8000000.0,171000000.0,164000000.0,115794000.0,14.47425
1994-06-27,17.88,8000000.0,171000000.0,164000000.0,112644000.0,14.0805
1994-06-28,17.63,8000000.0,171000000.0,164000000.0,111069000.0,13.883625
1994-06-29,17.88,8000000.0,171000000.0,164000000.0,112644000.0,14.0805
1994-06-30,17.63,8000000.0,171000000.0,164000000.0,111069000.0,13.883625
1994-07-01,17.75,8000000.0,171000000.0,164000000.0,111825000.0,13.978125
1994-07-05,17.88,8000000.0,171000000.0,164000000.0,112644000.0,14.0805
1994-07-06,17.63,8000000.0,171000000.0,164000000.0,111069000.0,13.883625
1994-07-07,17.63,8000000.0,171000000.0,164000000.0,111069000.0,13.883625
1994-07-08,17.63,8000000.0,171000000.0,164000000.0,111069000.0,13.883625
1994-07-11,17.75,8000000.0,171000000.0,164000000.0,111825000.0,13.978125
1994-07-12,17.75,8000000.0,171000000.0,164000000.0,111825000.0,13.978125
1994-07-13,17.75,8000000.0,171000000.0,164000000.0,111825000.0,13.978125
1994-07-14,17.88,8000000.0,171000000.0,164000000.0,112644000.0,14.0805
1994-07-15,18.0,8000000.0,171000000.0,164000000.0,113400000.0,14.175
1994-07-18,18.0,8000000.0,171000000.0,164000000.0,113400000.0,14.175
1994-07-19,18.5,8000000.0,171000000.0,164000000.0,116550000.0,14.56875
1994-07-20,18.25,8000000.0,171000000.0,164000000.0,114975000.0,14.371875
1994-07-21,18.25,8000000.0,171000000.0,164000000.0,114975000.0,14.371875
1994-07-22,18.38,8000000.0,171000000.0,164000000.0,115794000.0,14.47425
1994-07-25,18.5,8000000.0,171000000.0,164000000.0,116550000.0,14.56875
1994-07-26,18.5,8000000.0,171000000.0,164000000.0,116550000.0,14.56875
1994-07-27,18.25,8000000.0,171000000.0,164000000.0,114975000.0,14.371875
1994-07-28,17.88,8000000.0,171000000.0,164000000.0,112644000.0,14.0805
1994-07-29,17.75,8000000.0,171000000.0,164000000.0,111825000.0,13.978125
1994-08-01,17.63,8000000.0,171000000.0,164000000.0,111069000.0,13.883625
1994-08-02,18.13,8000000.0,171000000.0,164000000.0,114219000.0,14.277375
1994-08-03,18.38,8000000.0,171000000.0,164000000.0,115794000.0,14.47425
1994-08-04,18.0,8000000.0,171000000.0,164000000.0,113400000.0,14.175
1994-08-05,18.0,8000000.0,171000000.0,164000000.0,113400000.0,14.175
1994-08-08,18.0,8000000.0,171000000.0,164000000.0,113400000.0,14.175
1994-08-09,17.75,8000000.0,171000000.0,164000000.0,111825000.0,13.978125
