date,close price,MPC_SHE,MPC_TA,MPC_TL,market cap,PB Ratio
,,8244000000.0,23232000000.0,14988000000.0,,
2011-06-24,18.63,8244000000.0,23232000000.0,14988000000.0,,
2011-06-27,18.83,8244000000.0,23232000000.0,14988000000.0,,
2011-06-28,19.35,8244000000.0,23232000000.0,14988000000.0,,
2011-06-29,20.04,8244000000.0,23232000000.0,14988000000.0,,
2011-06-30,20.7,8244000000.0,23232000000.0,14988000000.0,7369200000.0,0.8938864628820961
2011-07-01,21.1,8244000000.0,23232000000.0,14988000000.0,7511600000.000001,0.9111596312469676
2011-07-05,21.11,8244000000.0,23232000000.0,14988000000.0,7515160000.0,0.9115914604560893
2011-07-06,20.95,8244000000.0,23232000000.0,14988000000.0,7458200000.0,0.9046821931101408
2011-07-07,20.89,8244000000.0,23232000000.0,14988000000.0,7436840000.0,0.90209121785541
2011-07-08,20.71,8244000000.0,23232000000.0,14988000000.0,7372760000.0,0.8943182920912178
2011-07-11,20.05,8244000000.0,23232000000.0,14988000000.0,7137800000.0,0.86581756428918
2011-07-12,20.24,8244000000.0,23232000000.0,14988000000.0,7205439999.999999,0.8740223192624939
2011-07-13,19.98,8244000000.0,23232000000.0,14988000000.0,7112880000.0,0.8627947598253275
2011-07-14,19.32,8244000000.0,23232000000.0,14988000000.0,6877920000.0,0.8342940320232897
2011-07-15,19.58,8244000000.0,23232000000.0,14988000000.0,6970479999.999999,0.845521591460456
2011-07-18,19.56,8244000000.0,23232000000.0,14988000000.0,6963360000.0,0.8446579330422125
2011-07-19,19.87,8244000000.0,23232000000.0,14988000000.0,7073720000.0,0.8580446385249879
2011-07-20,19.76,8244000000.0,23232000000.0,14988000000.0,7034560000.000001,0.8532945172246483
2011-07-21,20.05,8244000000.0,23232000000.0,14988000000.0,7137800000.0,0.86581756428918
2011-07-22,20.29,8244000000.0,23232000000.0,14988000000.0,7223240000.0,0.8761814653081028
2011-07-25,20.68,8244000000.0,23232000000.0,14988000000.0,7362080000.0,0.8930228044638525
2011-07-26,21.53,8244000000.0,23232000000.0,14988000000.0,7664680000.0,0.9297282872392043
2011-07-27,21.03,8244000000.0,23232000000.0,14988000000.0,7486680000.0,0.908136826783115
2011-07-28,21.39,8244000000.0,23232000000.0,14988000000.0,7614840000.0,0.9236826783114993
2011-07-29,21.9,8244000000.0,23232000000.0,14988000000.0,7796399999.999999,0.9457059679767102
2011-08-01,22.49,8244000000.0,23232000000.0,14988000000.0,8006439999.999999,0.9711838913148956
2011-08-02,21.17,8244000000.0,23232000000.0,14988000000.0,7536520000.000001,0.9141824357108201
2011-08-03,20.72,8244000000.0,23232000000.0,14988000000.0,7376320000.0,0.8947501213003396
2011-08-04,19.21,8244000000.0,23232000000.0,14988000000.0,6838760000.0,0.82954391072295
2011-08-05,18.66,8244000000.0,23232000000.0,14988000000.0,6642960000.0,0.8057933042212518
2011-08-08,16.17,8244000000.0,23232000000.0,14988000000.0,5756520000.000001,0.6982678311499273
2011-08-09,18.05,8977000000.0,23964000000.0,14987000000.0,6425800000.0,0.7158070624930377
2011-08-10,17.56,8977000000.0,23964000000.0,14987000000.0,6251360000.0,0.6963751810181575
2011-08-11,18.67,8977000000.0,23964000000.0,14987000000.0,6646520000.000001,0.7403943410939068
2011-08-12,18.71,8977000000.0,23964000000.0,14987000000.0,6660760000.0,0.7419806171326724
2011-08-15,19.55,8977000000.0,23964000000.0,14987000000.0,6959800000.0,0.7752924139467529
2011-08-16,19.43,8977000000.0,23964000000.0,14987000000.0,6917080000.0,0.7705335858304556
2011-08-17,19.55,8977000000.0,23964000000.0,14987000000.0,6959800000.0,0.7752924139467529
2011-08-18,18.31,8977000000.0,23964000000.0,14987000000.0,6518360000.0,0.7261178567450151
2011-08-19,17.5,8977000000.0,23964000000.0,14987000000.0,6230000000.0,0.6939957669600089
2011-08-22,16.29,8977000000.0,23964000000.0,14987000000.0,5799240000.0,0.6460109167873455
2011-08-23,17.13,8977000000.0,23964000000.0,14987000000.0,6098280000.0,0.6793227136014258
2011-08-24,17.92,8977000000.0,23964000000.0,14987000000.0,6379520000.000001,0.7106516653670493
2011-08-25,17.19,8977000000.0,23964000000.0,14987000000.0,6119640000.0,0.6817021276595745
2011-08-26,17.43,8977000000.0,23964000000.0,14987000000.0,6205080000.0,0.6912197838921689
2011-08-29,18.0,8977000000.0,23964000000.0,14987000000.0,6408000000.0,0.7138242174445806
2011-08-30,18.01,8977000000.0,23964000000.0,14987000000.0,6411560000.000001,0.7142207864542721
2011-08-31,18.53,8977000000.0,23964000000.0,14987000000.0,6596680000.0,0.7348423749582266
2011-09-01,18.5,8977000000.0,23964000000.0,14987000000.0,6586000000.0,0.7336526679291523
2011-09-02,17.71,8977000000.0,23964000000.0,14987000000.0,6304760000.0,0.7023237161635291
2011-09-06,17.5,8977000000.0,23964000000.0,14987000000.0,6230000000.0,0.6939957669600089
2011-09-07,18.15,8977000000.0,23964000000.0,14987000000.0,6461399999.999999,0.719772752589952
2011-09-08,18.87,8977000000.0,23964000000.0,14987000000.0,6717720000.0,0.7483257212877353
2011-09-09,18.17,8977000000.0,23964000000.0,14987000000.0,6468520000.000001,0.7205658906093351
2011-09-12,18.33,8977000000.0,23964000000.0,14987000000.0,6525479999.999999,0.7269109947643978
2011-09-13,17.67,8977000000.0,23964000000.0,14987000000.0,6290520000.000001,0.7007374401247634
2011-09-14,17.51,8977000000.0,23964000000.0,14987000000.0,6233560000.000001,0.6943923359697004
2011-09-15,17.71,8977000000.0,23964000000.0,14987000000.0,6304760000.0,0.7023237161635291
2011-09-16,17.55,8977000000.0,23964000000.0,14987000000.0,6247800000.0,0.6959786120084661
2011-09-19,16.78,8977000000.0,23964000000.0,14987000000.0,5973680000.0,0.6654427982622257
2011-09-20,16.84,8977000000.0,23964000000.0,14987000000.0,5995040000.0,0.6678222123203743
2011-09-21,16.2,8977000000.0,23964000000.0,14987000000.0,5767200000.0,0.6424417957001225
2011-09-22,14.74,8977000000.0,23964000000.0,14987000000.0,5247440000.0,0.5845427202851732
2011-09-23,14.77,8977000000.0,23964000000.0,14987000000.0,5258120000.0,0.5857324273142476
2011-09-26,15.05,8977000000.0,23964000000.0,14987000000.0,5357800000.0,0.5968363595856077
2011-09-27,14.92,8977000000.0,23964000000.0,14987000000.0,5311520000.0,0.591680962459619
2011-09-28,14.49,8977000000.0,23964000000.0,14987000000.0,5158440000.0,0.5746284950428874
2011-09-29,13.92,8977000000.0,23964000000.0,14987000000.0,4955520000.0,0.5520240614904757
2011-09-30,13.53,8977000000.0,23964000000.0,14987000000.0,4816680000.0,0.5365578701125098
2011-10-03,13.58,8977000000.0,23964000000.0,14987000000.0,4848060000.0,0.5400534699788349
2011-10-04,14.38,8977000000.0,23964000000.0,14987000000.0,5133660000.0,0.5718681073855408
2011-10-05,15.74,8977000000.0,23964000000.0,14987000000.0,5619180000.0,0.6259529909769411
2011-10-06,16.65,8977000000.0,23964000000.0,14987000000.0,5944049999.999999,0.662142141027069
2011-10-07,15.8,8977000000.0,23964000000.0,14987000000.0,5640600000.0,0.628339088782444
2011-10-10,16.49,8977000000.0,23964000000.0,14987000000.0,5886929999.999999,0.6557792135457279
2011-10-11,16.58,8977000000.0,23964000000.0,14987000000.0,5919059999.999999,0.6593583602539823
2011-10-12,16.79,8977000000.0,23964000000.0,14987000000.0,5994030000.0,0.6677097025732427
2011-10-13,16.89,8977000000.0,23964000000.0,14987000000.0,6029730000.0,0.671686532249081
2011-10-14,18.07,8977000000.0,23964000000.0,14987000000.0,6450990000.0,0.7186131224239724
2011-10-17,17.47,8977000000.0,23964000000.0,14987000000.0,6236790000.0,0.6947521443689428
2011-10-18,18.09,8977000000.0,23964000000.0,14987000000.0,6458130000.0,0.7194084883591401
2011-10-19,17.8,8977000000.0,23964000000.0,14987000000.0,6354600000.0,0.707875682299209
2011-10-20,18.25,8977000000.0,23964000000.0,14987000000.0,6515250000.0,0.7257714158404812
2011-10-21,18.67,8977000000.0,23964000000.0,14987000000.0,6665190000.000001,0.742474100479002
2011-10-24,17.92,8977000000.0,23964000000.0,14987000000.0,6397440000.000001,0.7126478779102151
2011-10-25,16.49,8977000000.0,23964000000.0,14987000000.0,5886929999.999999,0.6557792135457279
2011-10-26,17.37,8977000000.0,23964000000.0,14987000000.0,6201090000.0,0.6907753146931046
2011-10-27,18.67,8977000000.0,23964000000.0,14987000000.0,6665190000.000001,0.742474100479002
2011-10-28,18.66,8977000000.0,23964000000.0,14987000000.0,6661620000.0,0.7420764175114181
2011-10-31,17.95,8977000000.0,23964000000.0,14987000000.0,6408150000.0,0.7138409268129665
2011-11-01,18.0,8977000000.0,23964000000.0,14987000000.0,6426000000.0,0.7158293416508856
2011-11-02,19.17,8977000000.0,23964000000.0,14987000000.0,6843690000.000001,0.7623582488581933
2011-11-03,19.33,8977000000.0,23964000000.0,14987000000.0,6900809999.999999,0.7687211763395343
2011-11-04,19.31,8977000000.0,23964000000.0,14987000000.0,6893670000.0,0.7679258104043667
2011-11-07,19.46,8977000000.0,23964000000.0,14987000000.0,6947220000.0,0.773891054918124
2011-11-08,19.06,8977000000.0,23964000000.0,14987000000.0,6804420000.0,0.7579837362147711
2011-11-09,18.51,10049000000.0,25225000000.0,15176000000.0,6608070000.000001,0.6575848343118719
2011-11-10,18.85,10049000000.0,25225000000.0,15176000000.0,6729450000.000001,0.6696636481241915
2011-11-11,18.89,10049000000.0,25225000000.0,15176000000.0,6743730000.0,0.6710846850432879
2011-11-14,18.36,10049000000.0,25225000000.0,15176000000.0,6554520000.0,0.6522559458652603
2011-11-15,18.49,10049000000.0,25225000000.0,15176000000.0,6600929999.999999,0.6568743158523235
2011-11-16,16.32,10049000000.0,25225000000.0,15176000000.0,5826240000.0,0.5797830629913424
2011-11-17,15.81,10049000000.0,25225000000.0,15176000000.0,5644170000.0,0.561664842272863
2011-11-18,16.41,10049000000.0,25225000000.0,15176000000.0,5858370000.0,0.5829803960593094
2011-11-21,16.42,10049000000.0,25225000000.0,15176000000.0,5861940000.000001,0.5833356552890836
2011-11-22,16.76,10049000000.0,25225000000.0,15176000000.0,5983320000.000001,0.5954144691014032
2011-11-23,16.42,10049000000.0,25225000000.0,15176000000.0,5861940000.000001,0.5833356552890836
