date,close price,ANET_SHE,ANET_TA,ANET_TL,market cap,PB Ratio
2014-06-06,55.0,,,,4724500000.0,
2014-06-09,55.2,,,,4741680000.0,
2014-06-10,60.0,,,,5154000000.0,
2014-06-11,63.5,,,,5454650000.0,
2014-06-12,66.0,,,,5669400000.0,
2014-06-13,69.58,,,,5976922000.0,
2014-06-16,71.5,,,,6141850000.0,
2014-06-17,69.71,,,,5988089000.0,
2014-06-18,68.96,,,,5923664000.0,
2014-06-19,65.67,,,,5641053000.0,
2014-06-20,65.15,,,,5596385000.0,
2014-06-23,65.71,,,,5644489000.0,
2014-06-24,64.28,,,,5521652000.0,
2014-06-25,64.49,,,,5539691000.0,
2014-06-26,63.81,,,,5481279000.0,
2014-06-27,62.55,,,,5373045000.0,
2014-06-30,62.39,,,,5359301000.0,
2014-07-01,76.0,,,,6528400000.0,
2014-07-02,75.35,,,,6472565000.0,
2014-07-03,76.41,,,,6563619000.0,
2014-07-07,72.17,,,,6199403000.0,
2014-07-08,69.43,,,,5964037000.0,
2014-07-09,71.9,,,,6176210000.0,
2014-07-10,67.74,,,,5818866000.0,
2014-07-11,69.63,,,,5981217000.0,
2014-07-14,68.95,,,,5922805000.0,
2014-07-15,66.69,,,,5728671000.0,
2014-07-16,64.53,,,,5543127000.0,
2014-07-17,63.76,,,,5476984000.0,
2014-07-18,64.0,,,,5497600000.0,
2014-07-21,63.23,,,,5431457000.0,
2014-07-22,65.51,,,,5627309000.0,
2014-07-23,64.82,,,,5568038000.0,
2014-07-24,64.25,,,,5519075000.0,
2014-07-25,63.64,,,,5466676000.0,
2014-07-28,63.41,,,,5446919000.0,
2014-07-29,63.85,,,,5484715000.0,
2014-07-30,67.79,,,,5823161000.0,
2014-07-31,66.12,,,,5679708000.0,
2014-08-01,65.61,,,,5635899000.0,
2014-08-04,69.23,,,,5946857000.0,
2014-08-05,72.09,,,,6192531000.0,
2014-08-06,70.82,,,,6083438000.0,
2014-08-07,72.22,,,,6203698000.0,
2014-08-08,72.03,461186000.0,642778000.0,181592000.0,6187377000.0,13.41622902690021
2014-08-11,69.86,461186000.0,642778000.0,181592000.0,6000974000.0,13.012047200045101
2014-08-12,71.11,461186000.0,642778000.0,181592000.0,6108349000.0,13.244870833026154
2014-08-13,69.84,461186000.0,642778000.0,181592000.0,5999256000.0,13.008322021917404
2014-08-14,70.81,461186000.0,642778000.0,181592000.0,6082579000.0,13.188993161110702
2014-08-15,69.82,461186000.0,642778000.0,181592000.0,4866454000.0,10.552041909338097
2014-08-18,70.51,461186000.0,642778000.0,181592000.0,4914547000.0,10.656323045365644
2014-08-19,75.0,461186000.0,642778000.0,181592000.0,5227500000.0,11.334906089950692
2014-08-20,76.4,461186000.0,642778000.0,181592000.0,5325080000.0,11.546491003629772
2014-08-21,77.35,461186000.0,642778000.0,181592000.0,5391295000.0,11.690066480769147
2014-08-22,75.62,461186000.0,642778000.0,181592000.0,5270714000.0,11.428607980294284
2014-08-25,75.58,461186000.0,642778000.0,181592000.0,5267926000.0,11.422562697046311
2014-08-26,76.17,461186000.0,642778000.0,181592000.0,5309049000.0,11.511730624953923
2014-08-27,83.16,461186000.0,642778000.0,181592000.0,5796252000.0,12.568143872537327
2014-08-28,83.45,461186000.0,642778000.0,181592000.0,5816465000.0,12.611972176085137
2014-08-29,83.85,461186000.0,642778000.0,181592000.0,5844345000.0,12.672425008564874
2014-09-02,86.1,461186000.0,642778000.0,181592000.0,6001170000.0,13.012472191263395
2014-09-03,85.61,461186000.0,642778000.0,181592000.0,5967017000.0,12.938417471475717
2014-09-04,87.49,461186000.0,642778000.0,181592000.0,6098053000.0,13.222545784130482
2014-09-05,91.12,461186000.0,642778000.0,181592000.0,6351064000.0,13.771155238884095
2014-09-08,87.66,461186000.0,642778000.0,181592000.0,6109902000.0,13.24823823793437
2014-09-09,84.28,461186000.0,642778000.0,181592000.0,5874316000.0,12.737411803480592
2014-09-10,88.75,461186000.0,642778000.0,181592000.0,6185875000.0,13.412972206441653
2014-09-11,88.75,461186000.0,642778000.0,181592000.0,6185875000.0,13.412972206441653
2014-09-12,86.27,461186000.0,642778000.0,181592000.0,6013019000.0,13.038164645067283
2014-09-15,82.83,461186000.0,642778000.0,181592000.0,5773251000.0,12.518270285741545
2014-09-16,84.0,461186000.0,642778000.0,181592000.0,5854800000.0,12.695094820744776
2014-09-17,83.51,461186000.0,642778000.0,181592000.0,5820647000.0,12.621040100957098
2014-09-18,86.13,461186000.0,642778000.0,181592000.0,6003261000.0,13.017006153699375
2014-09-19,87.65,461186000.0,642778000.0,181592000.0,6109205000.0,13.246726917122375
2014-09-22,83.84,461186000.0,642778000.0,181592000.0,5843648000.0,12.670913687752881
2014-09-23,84.47,461186000.0,642778000.0,181592000.0,5887559000.0,12.766126898908466
2014-09-24,87.11,461186000.0,642778000.0,181592000.0,6071567000.0,13.16511559327473
2014-09-25,84.3,461186000.0,642778000.0,181592000.0,5875710000.0,12.740434445104578
2014-09-26,85.13,461186000.0,642778000.0,181592000.0,5933561000.0,12.865874072500032
2014-09-29,93.31,461186000.0,642778000.0,181592000.0,6503707000.0,14.102134496710654
2014-09-30,88.33,461186000.0,642778000.0,181592000.0,6156601000.0,13.34949673233793
2014-10-01,84.06,461186000.0,642778000.0,181592000.0,5858982000.0,12.704162745616737
2014-10-02,84.23,461186000.0,642778000.0,181592000.0,5870831000.0,12.729855199420625
2014-10-03,85.73,461186000.0,642778000.0,181592000.0,5975381000.0,12.956553321219639
2014-10-06,84.68,461186000.0,642778000.0,181592000.0,5902196000.0,12.797864635960329
2014-10-07,82.81,461186000.0,642778000.0,181592000.0,5771857000.0,12.515247644117558
2014-10-08,88.44,461186000.0,642778000.0,181592000.0,6164268000.0,13.366121261269857
2014-10-09,85.82,461186000.0,642778000.0,181592000.0,5981654000.0,12.97015520852758
2014-10-10,78.13,461186000.0,642778000.0,181592000.0,5445661000.0,11.807949504104634
2014-10-13,73.69,461186000.0,642778000.0,181592000.0,5136193000.0,11.136923063579554
2014-10-14,73.52,461186000.0,642778000.0,181592000.0,5124344000.0,11.111230609775665
2014-10-15,75.05,461186000.0,642778000.0,181592000.0,5230985000.0,11.34246269401066
2014-10-16,74.57,461186000.0,642778000.0,181592000.0,5197529000.0,11.269919295034976
2014-10-17,76.72,461186000.0,642778000.0,181592000.0,5347384000.0,11.594853269613562
2014-10-20,76.39,461186000.0,642778000.0,181592000.0,5324383000.0,11.544979682817779
2014-10-21,77.51,461186000.0,642778000.0,181592000.0,5402447000.0,11.714247613761042
2014-10-22,72.18,461186000.0,642778000.0,181592000.0,5030946000.0,10.908713620968546
2014-10-23,73.84,461186000.0,642778000.0,181592000.0,5146648000.0,11.159592875759454
2014-10-24,74.93,461186000.0,642778000.0,181592000.0,5222621000.0,11.324326844266738
2014-10-27,73.36,461186000.0,642778000.0,181592000.0,5113192000.0,11.08704947678377
2014-10-28,73.84,461186000.0,642778000.0,181592000.0,5146648000.0,11.159592875759454
2014-10-29,73.03,461186000.0,642778000.0,181592000.0,5090191000.0,11.037175889987987
2014-10-30,73.89,461186000.0,642778000.0,181592000.0,5150133000.0,11.167149479819422
2014-10-31,81.25,461186000.0,642778000.0,181592000.0,5663125000.0,12.279481597446583
2014-11-03,85.69,461186000.0,642778000.0,181592000.0,5972593000.0,12.950508037971664
2014-11-04,86.39,461186000.0,642778000.0,181592000.0,6021383000.0,13.056300494811204
2014-11-05,84.12,461186000.0,642778000.0,181592000.0,5863164000.0,12.713230670488697
2014-11-06,87.25,461186000.0,642778000.0,181592000.0,6081325000.0,13.186274084642639
2014-11-07,77.83,492922000.0,691883000.0,198961000.0,5424751000.0,11.00529292666994
2014-11-10,76.79,492922000.0,691883000.0,198961000.0,5352263000.0,10.85823517716799
2014-11-11,78.74,492922000.0,691883000.0,198961000.0,5488178000.0,11.133968457484146
2014-11-12,77.24,492922000.0,691883000.0,198961000.0,5383628000.0,10.921865934164027
2014-11-13,76.97,492922000.0,691883000.0,198961000.0,5364809000.0,10.883687479966405
2014-11-14,77.69,492922000.0,691883000.0,198961000.0,5414993000.0,10.985496691160062
2014-11-17,76.7,492922000.0,691883000.0,198961000.0,5399680000.0,10.954430924162443
2014-11-18,76.8,492922000.0,691883000.0,198961000.0,5406720000.0,10.96871310268156
2014-11-19,77.0,492922000.0,691883000.0,198961000.0,5420800000.0,10.997277459719793
2014-11-20,75.18,492922000.0,691883000.0,198961000.0,5292672000.0,10.737341810671872
2014-11-21,74.15,492922000.0,691883000.0,198961000.0,5220160000.0,10.59023537192497
2014-11-24,72.94,492922000.0,691883000.0,198961000.0,5134976000.0,10.41742101184366
2014-11-25,73.74,492922000.0,691883000.0,198961000.0,5191296000.0,10.531678439996591
2014-11-26,76.15,492922000.0,691883000.0,198961000.0,5360960000.0,10.875878942307303
2014-11-28,75.87,492922000.0,691883000.0,198961000.0,5341248000.0,10.835888842453775
2014-12-01,71.58,492922000.0,691883000.0,198961000.0,5039232000.0,10.223183383983672
2014-12-02,69.42,492922000.0,691883000.0,198961000.0,4887168000.0,9.914688327970755
2014-12-03,72.63,492922000.0,691883000.0,198961000.0,5113152000.0,10.373146258434398
2014-12-04,73.53,492922000.0,691883000.0,198961000.0,5176512000.0,10.501685865106447
2014-12-05,68.24,492922000.0,691883000.0,198961000.0,4804096000.0,9.746158621445177
2014-12-08,64.82,492922000.0,691883000.0,198961000.0,4563328000.0,9.25770811609139
2014-12-09,66.19,492922000.0,691883000.0,198961000.0,4659776000.0,9.453373961803287
2014-12-10,65.17,492922000.0,691883000.0,198961000.0,4587968000.0,9.307695740908297
2014-12-11,67.9,492922000.0,691883000.0,198961000.0,4780160000.0,9.697599214480181
2014-12-12,67.95,492922000.0,691883000.0,198961000.0,4783680000.0,9.70474030373974
2014-12-15,67.39,492922000.0,691883000.0,198961000.0,4744256000.0,9.624760104032687
2014-12-16,68.34,492922000.0,691883000.0,198961000.0,4811136000.0,9.760440799964295
2014-12-17,67.28,492922000.0,691883000.0,198961000.0,4736512000.0,9.609049707661658
2014-12-18,66.77,492922000.0,691883000.0,198961000.0,4700608000.0,9.536210597214163
2014-12-19,66.53,492922000.0,691883000.0,198961000.0,4683712000.0,9.501933368768285
2014-12-22,65.27,492922000.0,691883000.0,198961000.0,4595008000.0,9.321977919427415
2014-12-23,64.7,492922000.0,691883000.0,198961000.0,4554880000.0,9.24056950186845
2014-12-24,65.0,492922000.0,691883000.0,198961000.0,4576000000.0,9.2834160374258
2014-12-26,65.25,492922000.0,691883000.0,198961000.0,4593600000.0,9.319121483723592
2014-12-29,61.57,492922000.0,691883000.0,198961000.0,4334528000.0,8.7935373142201
2014-12-30,60.64,492922000.0,691883000.0,198961000.0,4269056000.0,8.660713053992316
2014-12-31,60.76,492922000.0,691883000.0,198961000.0,4277504000.0,8.677851668215256
2015-01-02,62.68,492922000.0,691883000.0,198961000.0,4412672000.0,8.952069495782293
2015-01-05,63.8,492922000.0,691883000.0,198961000.0,4491520000.0,9.1120298951964
2015-01-06,63.81,492922000.0,691883000.0,198961000.0,4492224000.0,9.113458113048312
2015-01-07,65.14,492922000.0,691883000.0,198961000.0,4585856000.0,9.303411087352563
2015-01-08,66.12,492922000.0,691883000.0,198961000.0,4654848000.0,9.443376436839905
2015-01-09,66.42,492922000.0,691883000.0,198961000.0,4675968000.0,9.486222972397256
2015-01-12,66.07,492922000.0,691883000.0,198961000.0,4651328000.0,9.436235347580347
2015-01-13,65.27,492922000.0,691883000.0,198961000.0,4595008000.0,9.321977919427415
2015-01-14,65.06,492922000.0,691883000.0,198961000.0,4580224000.0,9.29198534453727
2015-01-15,63.21,492922000.0,691883000.0,198961000.0,4449984000.0,9.027765041933613
2015-01-16,64.54,492922000.0,691883000.0,198961000.0,4543616000.0,9.217718016237864
2015-01-20,65.47,492922000.0,691883000.0,198961000.0,4609088000.0,9.350542276465648
2015-01-21,64.28,492922000.0,691883000.0,198961000.0,4525312000.0,9.18058435208816
2015-01-22,63.5,492922000.0,691883000.0,198961000.0,4470400000.0,9.06918335963905
2015-01-23,63.41,492922000.0,691883000.0,198961000.0,4464064000.0,9.056329398971846
2015-01-26,64.35,492922000.0,691883000.0,198961000.0,4530240000.0,9.190581877051542
2015-01-27,63.62,492922000.0,691883000.0,198961000.0,4478848000.0,9.08632197386199
2015-01-28,65.43,492922000.0,691883000.0,198961000.0,4606272000.0,9.344829405058
2015-01-29,63.46,492922000.0,691883000.0,198961000.0,4467584000.0,9.063470488231404
2015-01-30,63.12,492922000.0,691883000.0,198961000.0,4443648000.0,9.014911081266407
2015-02-02,62.66,492922000.0,691883000.0,198961000.0,4411264000.0,8.94921306007847
2015-02-03,62.71,492922000.0,691883000.0,198961000.0,4414784000.0,8.95635414933803
2015-02-04,60.86,492922000.0,691883000.0,198961000.0,4284544000.0,8.692133846734372
2015-02-05,60.5,492922000.0,691883000.0,198961000.0,4259200000.0,8.640718004065551
2015-02-06,56.71,492922000.0,691883000.0,198961000.0,3992384000.0,8.099423438191032
2015-02-09,60.0,492922000.0,691883000.0,198961000.0,4224000000.0,8.56930711146997
2015-02-10,63.07,492922000.0,691883000.0,198961000.0,4440128000.0,9.00776999200685
2015-02-11,61.51,492922000.0,691883000.0,198961000.0,4330304000.0,8.78496800710863
2015-02-12,60.99,492922000.0,691883000.0,198961000.0,4293696000.0,8.710700678809223
2015-02-13,62.93,492922000.0,691883000.0,198961000.0,4430272000.0,8.987774942080085
2015-02-17,63.99,492922000.0,691883000.0,198961000.0,4549689000.0,9.230038423929141
2015-02-18,65.18,492922000.0,691883000.0,198961000.0,4634298000.0,9.401686270850155
2015-02-19,67.99,492922000.0,691883000.0,198961000.0,4834089000.0,9.807005976604819
2015-02-20,68.5,492922000.0,691883000.0,198961000.0,4870350000.0,9.880569339570966
2015-02-23,69.05,492922000.0,691883000.0,198961000.0,4909455000.0,9.959902378063871
2015-02-24,66.35,492922000.0,691883000.0,198961000.0,4717485000.0,9.570449280007791
2015-02-25,67.03,492922000.0,691883000.0,198961000.0,4765833000.0,9.668533763962655
2015-02-26,68.77,492922000.0,691883000.0,198961000.0,4889547000.0,9.919514649376575
2015-02-27,69.21,492922000.0,691883000.0,198961000.0,4920831000.0,9.9829810801709
2015-03-02,69.07,492922000.0,691883000.0,198961000.0,4910877000.0,9.96278721582725
2015-03-03,69.39,492922000.0,691883000.0,198961000.0,4933629000.0,10.008944620041305
2015-03-04,67.42,492922000.0,691883000.0,198961000.0,4793562000.0,9.724788100348533
2015-03-05,69.28,492922000.0,691883000.0,198961000.0,4925808000.0,9.993078012342723
2015-03-06,67.89,492922000.0,691883000.0,198961000.0,4826979000.0,9.792581787787926
2015-03-09,68.49,492922000.0,691883000.0,198961000.0,4869639000.0,9.879126920689277
2015-03-10,68.02,492922000.0,691883000.0,198961000.0,4836222000.0,9.811333233249885
2015-03-11,68.79,492922000.0,691883000.0,198961000.0,4890969000.0,9.922399487139954
2015-03-12,68.93,555658000.0,811023000.0,255365000.0,4900923000.0,8.820034985548665
2015-03-13,69.05,555658000.0,811023000.0,255365000.0,4909455000.0,8.835389754129338
2015-03-16,71.53,555658000.0,811023000.0,255365000.0,5085783000.0,9.152721638129929
2015-03-17,73.65,555658000.0,811023000.0,255365000.0,5236515000.0,9.423989216388499
2015-03-18,74.23,555658000.0,811023000.0,255365000.0,5277753000.0,9.498203931195087
2015-03-19,73.25,555658000.0,811023000.0,255365000.0,5208075000.0,9.37280665445292
2015-03-20,71.9,555658000.0,811023000.0,255365000.0,5112090000.0,9.200065507920339
2015-03-23,72.65,555658000.0,811023000.0,255365000.0,5165415000.0,9.29603281154955
2015-03-24,70.12,555658000.0,811023000.0,255365000.0,4985532000.0,8.972303107307013
2015-03-25,68.72,555658000.0,811023000.0,255365000.0,4885992000.0,8.793164140532486
2015-03-26,68.83,555658000.0,811023000.0,255365000.0,4893813000.0,8.80723934506477
2015-03-27,67.88,555658000.0,811023000.0,255365000.0,4826268000.0,8.68568076046777
2015-03-30,68.52,555658000.0,811023000.0,255365000.0,4871772000.0,8.767572859564696
2015-03-31,70.53,555658000.0,811023000.0,255365000.0,5014683000.0,9.024765233290982
2015-04-01,69.62,555658000.0,811023000.0,255365000.0,4949982000.0,8.90832490488754
2015-04-02,66.01,555658000.0,811023000.0,255365000.0,4693311000.0,8.446402283418937
2015-04-06,65.79,555658000.0,811023000.0,255365000.0,4677669000.0,8.418251874354368
2015-04-07,66.16,555658000.0,811023000.0,255365000.0,4703976000.0,8.46559574414478
2015-04-08,66.11,555658000.0,811023000.0,255365000.0,4700421000.0,8.459197923902833
2015-04-09,65.63,555658000.0,811023000.0,255365000.0,4666293000.0,8.397778849580137
2015-04-10,65.25,555658000.0,811023000.0,255365000.0,4639275000.0,8.349155415741338
2015-04-13,66.14,555658000.0,811023000.0,255365000.0,4702554000.0,8.463036616048
2015-04-14,66.32,555658000.0,811023000.0,255365000.0,4715352000.0,8.486068768919012
2015-04-15,67.79,555658000.0,811023000.0,255365000.0,4819869000.0,8.674164684032265
2015-04-16,65.67,555658000.0,811023000.0,255365000.0,4669137000.0,8.402897105773695
