date,close price,ETFC_SHE,ETFC_TA,ETFC_TL,market cap,PB Ratio
,,6519000000.0,67856000000.0,61337000000.0,,
1996-08-16,28.13,6519000000.0,67856000000.0,61337000000.0,,
1996-08-19,27.34,6519000000.0,67856000000.0,61337000000.0,,
1996-08-20,27.5,6519000000.0,67856000000.0,61337000000.0,,
1996-08-21,26.25,6519000000.0,67856000000.0,61337000000.0,,
1996-08-22,26.25,6519000000.0,67856000000.0,61337000000.0,,
1996-08-23,26.56,6519000000.0,67856000000.0,61337000000.0,,
1996-08-26,26.25,6519000000.0,67856000000.0,61337000000.0,,
1996-08-27,26.25,6519000000.0,67856000000.0,61337000000.0,,
1996-08-28,26.56,6519000000.0,67856000000.0,61337000000.0,,
1996-08-29,26.33,6519000000.0,67856000000.0,61337000000.0,,
1996-08-30,26.25,6519000000.0,67856000000.0,61337000000.0,,
1996-09-03,26.25,6519000000.0,67856000000.0,61337000000.0,,
1996-09-04,26.25,6519000000.0,67856000000.0,61337000000.0,,
1996-09-05,26.25,6519000000.0,67856000000.0,61337000000.0,,
1996-09-06,26.25,6519000000.0,67856000000.0,61337000000.0,,
1996-09-09,26.25,6519000000.0,67856000000.0,61337000000.0,,
1996-09-10,26.25,6519000000.0,67856000000.0,61337000000.0,,
1996-09-11,21.88,6519000000.0,67856000000.0,61337000000.0,,
1996-09-12,22.81,6519000000.0,67856000000.0,61337000000.0,,
1996-09-13,23.44,6519000000.0,67856000000.0,61337000000.0,,
1996-09-16,22.81,6519000000.0,67856000000.0,61337000000.0,,
1996-09-17,21.56,6519000000.0,67856000000.0,61337000000.0,,
1996-09-18,20.94,6519000000.0,67856000000.0,61337000000.0,,
1996-09-19,21.25,6519000000.0,67856000000.0,61337000000.0,,
1996-09-20,24.06,6519000000.0,67856000000.0,61337000000.0,,
1996-09-23,23.13,6519000000.0,67856000000.0,61337000000.0,,
1996-09-24,22.81,6519000000.0,67856000000.0,61337000000.0,,
1996-09-25,23.75,6519000000.0,67856000000.0,61337000000.0,,
1996-09-26,26.88,6519000000.0,67856000000.0,61337000000.0,,
1996-09-27,31.25,6519000000.0,67856000000.0,61337000000.0,,
1996-09-30,32.97,6519000000.0,67856000000.0,61337000000.0,,
1996-10-01,27.5,6519000000.0,67856000000.0,61337000000.0,,
1996-10-02,27.81,6519000000.0,67856000000.0,61337000000.0,,
1996-10-03,30.0,6519000000.0,67856000000.0,61337000000.0,,
1996-10-04,30.94,6519000000.0,67856000000.0,61337000000.0,,
1996-10-07,30.94,6519000000.0,67856000000.0,61337000000.0,,
1996-10-08,29.06,6519000000.0,67856000000.0,61337000000.0,,
1996-10-09,28.75,6519000000.0,67856000000.0,61337000000.0,,
1996-10-10,30.63,6519000000.0,67856000000.0,61337000000.0,,
1996-10-11,31.25,6519000000.0,67856000000.0,61337000000.0,,
1996-10-14,30.63,6519000000.0,67856000000.0,61337000000.0,,
1996-10-15,30.31,6519000000.0,67856000000.0,61337000000.0,,
1996-10-16,30.63,6519000000.0,67856000000.0,61337000000.0,,
1996-10-17,31.25,6519000000.0,67856000000.0,61337000000.0,,
1996-10-18,31.25,6519000000.0,67856000000.0,61337000000.0,,
1996-10-21,31.25,6519000000.0,67856000000.0,61337000000.0,,
1996-10-22,29.38,6519000000.0,67856000000.0,61337000000.0,,
1996-10-23,29.69,6519000000.0,67856000000.0,61337000000.0,,
1996-10-24,29.38,6519000000.0,67856000000.0,61337000000.0,,
1996-10-25,28.28,6519000000.0,67856000000.0,61337000000.0,,
1996-10-28,27.19,6519000000.0,67856000000.0,61337000000.0,,
1996-10-29,26.88,6519000000.0,67856000000.0,61337000000.0,,
1996-10-30,27.19,6519000000.0,67856000000.0,61337000000.0,,
1996-10-31,27.81,6519000000.0,67856000000.0,61337000000.0,,
1996-11-01,24.69,6519000000.0,67856000000.0,61337000000.0,,
1996-11-04,24.38,6519000000.0,67856000000.0,61337000000.0,,
1996-11-05,23.13,6519000000.0,67856000000.0,61337000000.0,,
1996-11-06,25.0,6519000000.0,67856000000.0,61337000000.0,,
1996-11-07,24.06,6519000000.0,67856000000.0,61337000000.0,,
1996-11-08,24.38,6519000000.0,67856000000.0,61337000000.0,,
1996-11-11,23.44,6519000000.0,67856000000.0,61337000000.0,,
1996-11-12,22.5,6519000000.0,67856000000.0,61337000000.0,,
1996-11-13,22.5,6519000000.0,67856000000.0,61337000000.0,,
1996-11-14,24.06,6519000000.0,67856000000.0,61337000000.0,,
1996-11-15,24.69,6519000000.0,67856000000.0,61337000000.0,,
1996-11-18,25.0,6519000000.0,67856000000.0,61337000000.0,,
1996-11-19,25.31,6519000000.0,67856000000.0,61337000000.0,,
1996-11-20,25.31,6519000000.0,67856000000.0,61337000000.0,,
