date,close price,ADP_SHE,ADP_TA,ADP_TL,market cap,PB Ratio
1980-03-17,0.82,,,,516518000.0,
1980-03-18,0.83,,,,522817000.0,
1980-03-19,0.84,,,,529116000.0,
1980-03-20,0.84,,,,529116000.0,
1980-03-21,0.84,,,,529116000.0,
1980-03-24,0.83,,,,522817000.0,
1980-03-25,0.83,,,,522817000.0,
1980-03-26,0.84,,,,529116000.0,
1980-03-27,0.81,,,,510219000.0,
1980-03-28,0.84,,,,529116000.0,
1980-03-31,0.85,,,,535415000.0,
1980-04-01,0.86,,,,541714000.0,
1980-04-02,0.9,,,,566910000.0,
1980-04-03,0.92,,,,579508000.0,
1980-04-07,0.9,,,,566910000.0,
1980-04-08,0.89,,,,560611000.0,
1980-04-09,0.89,,,,560611000.0,
1980-04-10,0.9,,,,566910000.0,
1980-04-11,0.9,,,,566910000.0,
1980-04-14,0.89,,,,560611000.0,
1980-04-15,0.9,,,,566910000.0,
1980-04-16,0.9,,,,566910000.0,
1980-04-17,0.9,,,,566910000.0,
1980-04-18,0.9,,,,566910000.0,
1980-04-21,0.9,,,,566910000.0,
1980-04-22,0.9,,,,566910000.0,
1980-04-23,0.91,,,,573209000.0,
1980-04-24,0.92,,,,579508000.0,
1980-04-25,0.91,,,,573209000.0,
1980-04-28,0.93,,,,585807000.0,
1980-04-29,0.92,,,,579508000.0,
1980-04-30,0.92,,,,579508000.0,
1980-05-01,0.94,,,,592106000.0,
1980-05-02,0.94,,,,592106000.0,
1980-05-05,0.95,,,,598405000.0,
1980-05-06,0.95,,,,598405000.0,
1980-05-07,0.94,,,,592106000.0,
1980-05-08,0.95,,,,598405000.0,
1980-05-09,0.94,,,,592106000.0,
1980-05-12,0.95,,,,598405000.0,
1980-05-13,0.96,,,,604704000.0,
1980-05-14,0.97,,,,611003000.0,
1980-05-15,0.96,,,,604704000.0,
1980-05-16,0.96,,,,604704000.0,
1980-05-19,0.94,,,,592106000.0,
1980-05-20,0.95,,,,598405000.0,
1980-05-21,0.96,,,,604704000.0,
1980-05-22,0.97,,,,611003000.0,
1980-05-23,0.98,,,,617302000.0,
1980-05-27,0.96,,,,604704000.0,
1980-05-28,0.97,,,,611003000.0,
1980-05-29,0.97,,,,611003000.0,
1980-05-30,0.97,,,,611003000.0,
1980-06-02,0.95,,,,598405000.0,
1980-06-03,0.96,,,,604704000.0,
1980-06-04,0.96,,,,604704000.0,
1980-06-05,0.97,,,,611003000.0,
1980-06-06,0.98,,,,617302000.0,
1980-06-09,0.96,,,,604704000.0,
1980-06-10,0.95,,,,598405000.0,
1980-06-11,0.96,,,,604704000.0,
1980-06-12,0.95,,,,598405000.0,
1980-06-13,0.95,,,,598405000.0,
1980-06-16,0.95,,,,598405000.0,
1980-06-17,0.96,,,,604704000.0,
1980-06-18,0.95,,,,598405000.0,
1980-06-19,0.94,,,,592106000.0,
1980-06-20,0.92,,,,579508000.0,
1980-06-23,0.92,,,,579508000.0,
1980-06-24,0.95,,,,598405000.0,
1980-06-25,0.95,,,,598405000.0,
1980-06-26,0.96,,,,604704000.0,
1980-06-27,0.96,,,,604704000.0,
1980-06-30,0.95,,,,598405000.0,
1980-07-01,0.96,,,,604704000.0,
1980-07-02,0.97,,,,611003000.0,
1980-07-03,0.99,,,,623601000.0,
1980-07-07,1.03,,,,648797000.0,
1980-07-08,1.07,,,,673993000.0,
1980-07-09,1.08,,,,680292000.0,
1980-07-10,1.02,,,,642498000.0,
1980-07-11,1.02,,,,642498000.0,
1980-07-14,1.05,,,,661395000.0,
1980-07-15,1.08,,,,680292000.0,
1980-07-16,1.07,,,,673993000.0,
1980-07-17,1.09,,,,686591000.0,
1980-07-18,1.1,,,,692890000.0,
1980-07-21,1.11,,,,699189000.0,
1980-07-22,1.09,,,,686591000.0,
1980-07-23,1.09,,,,686591000.0,
1980-07-24,1.1,,,,692890000.0,
1980-07-25,1.11,,,,699189000.0,
1980-07-28,1.1,,,,692890000.0,
1980-07-29,1.09,,,,686591000.0,
1980-07-30,1.1,,,,692890000.0,
1980-07-31,1.09,,,,686591000.0,
1980-08-01,1.11,,,,699189000.0,
1980-08-04,1.13,,,,711787000.0,
1980-08-05,1.18,,,,743282000.0,
1980-08-06,1.18,,,,743282000.0,
1980-08-07,1.2,,,,755880000.0,
1980-08-08,1.18,,,,743282000.0,
1980-08-11,1.15,,,,724385000.0,
1980-08-12,1.15,,,,724385000.0,
1980-08-13,1.14,,,,718086000.0,
1980-08-14,1.15,,,,724385000.0,
1980-08-15,1.16,,,,730684000.0,
1980-08-18,1.14,,,,718086000.0,
1980-08-19,1.16,,,,730684000.0,
1980-08-20,1.15,,,,724385000.0,
1980-08-21,1.19,,,,749581000.0,
1980-08-22,1.25,,,,787375000.0,
1980-08-25,1.23,,,,774777000.0,
1980-08-26,1.21,,,,762179000.0,
1980-08-27,1.21,,,,762179000.0,
1980-08-28,1.21,,,,762179000.0,
1980-08-29,1.2,,,,755880000.0,
1980-09-02,1.2,,,,755880000.0,
1980-09-03,1.23,,,,774777000.0,
1980-09-04,1.22,,,,768478000.0,
1980-09-05,1.23,,,,774777000.0,
1980-09-08,1.23,,,,774777000.0,
1980-09-09,1.22,,,,768478000.0,
1980-09-10,1.23,,,,774777000.0,
1980-09-11,1.21,,,,762179000.0,
1980-09-12,1.19,,,,749581000.0,
1980-09-15,1.2,,,,755880000.0,
1980-09-16,1.19,,,,749581000.0,
1980-09-17,1.19,,,,749581000.0,
1980-09-18,1.21,,,,762179000.0,
1980-09-19,1.24,,,,781076000.0,
1980-09-22,1.23,,,,774777000.0,
1980-09-23,1.26,,,,793674000.0,
1980-09-24,1.28,,,,806272000.0,
1980-09-25,1.26,,,,793674000.0,
1980-09-26,1.2,,,,755880000.0,
1980-09-29,1.18,,,,743282000.0,
1980-09-30,1.17,,,,736983000.0,
1980-10-01,1.17,,,,736983000.0,
1980-10-02,1.13,,,,711787000.0,
1980-10-03,1.14,,,,718086000.0,
1980-10-06,1.15,,,,724385000.0,
1980-10-07,1.2,,,,755880000.0,
1980-10-08,1.23,,,,774777000.0,
1980-10-09,1.23,,,,774777000.0,
1980-10-10,1.25,,,,787375000.0,
1980-10-13,1.22,,,,768478000.0,
1980-10-14,1.24,,,,781076000.0,
1980-10-15,1.19,,,,749581000.0,
1980-10-16,1.19,,,,749581000.0,
1980-10-17,1.21,,,,762179000.0,
1980-10-20,1.23,,,,774777000.0,
1980-10-21,1.21,,,,762179000.0,
1980-10-22,1.21,,,,762179000.0,
1980-10-23,1.21,,,,762179000.0,
1980-10-24,1.21,,,,762179000.0,
1980-10-27,1.19,,,,749581000.0,
1980-10-28,1.16,,,,730684000.0,
1980-10-29,1.17,,,,736983000.0,
1980-10-30,1.17,,,,736983000.0,
1980-10-31,1.19,,,,749581000.0,
1980-11-03,1.18,,,,743282000.0,
1980-11-05,1.22,,,,768478000.0,
1980-11-06,1.2,,,,755880000.0,
1980-11-07,1.2,,,,755880000.0,
1980-11-10,1.21,,,,762179000.0,
1980-11-11,1.21,,,,762179000.0,
1980-11-12,1.22,,,,768478000.0,
1980-11-13,1.26,,,,793674000.0,
1980-11-14,1.29,,,,812571000.0,
1980-11-17,1.26,,,,793674000.0,
1980-11-18,1.29,,,,812571000.0,
1980-11-19,1.26,,,,793674000.0,
1980-11-20,1.24,,,,781076000.0,
1980-11-21,1.22,,,,768478000.0,
1980-11-24,1.21,,,,762179000.0,
1980-11-25,1.2,,,,755880000.0,
1980-11-26,1.2,,,,755880000.0,
1980-11-28,1.2,,,,755880000.0,
1980-12-01,1.2,,,,755880000.0,
1980-12-02,1.21,,,,762179000.0,
1980-12-03,1.19,,,,749581000.0,
1980-12-04,1.18,,,,743282000.0,
1980-12-05,1.14,,,,718086000.0,
1980-12-08,1.11,,,,699189000.0,
1980-12-09,1.12,,,,705488000.0,
1980-12-10,1.1,,,,692890000.0,
1980-12-11,1.08,,,,680292000.0,
1980-12-12,1.1,,,,692890000.0,
1980-12-15,1.1,,,,692890000.0,
1980-12-16,1.12,,,,705488000.0,
1980-12-17,1.13,,,,711787000.0,
1980-12-18,1.13,,,,711787000.0,
1980-12-19,1.16,,,,730684000.0,
1980-12-22,1.16,,,,730684000.0,
1980-12-23,1.16,,,,730684000.0,
1980-12-24,1.17,,,,736983000.0,
1980-12-26,1.19,,,,749581000.0,
1980-12-29,1.21,,,,762179000.0,
1980-12-30,1.22,,,,768478000.0,
1980-12-31,1.23,,,,774777000.0,
1981-01-02,1.24,,,,781076000.0,
1981-01-05,1.25,,,,787375000.0,
1981-01-06,1.24,,,,781076000.0,
1981-01-07,1.22,,,,768478000.0,
1981-01-08,1.22,,,,768478000.0,
1981-01-09,1.22,,,,768478000.0,
1981-01-12,1.21,,,,762179000.0,
1981-01-13,1.2,,,,755880000.0,
1981-01-14,1.21,,,,762179000.0,
1981-01-15,1.21,,,,762179000.0,
1981-01-16,1.21,,,,762179000.0,
1981-01-19,1.23,,,,774777000.0,
1981-01-20,1.2,,,,755880000.0,
1981-01-21,1.16,,,,730684000.0,
1981-01-22,1.17,,,,736983000.0,
1981-01-23,1.18,,,,743282000.0,
1981-01-26,1.18,,,,743282000.0,
1981-01-27,1.19,,,,749581000.0,
1981-01-28,1.18,,,,743282000.0,
1981-01-29,1.17,,,,736983000.0,
1981-01-30,1.18,,,,743282000.0,
1981-02-02,1.19,,,,749581000.0,
1981-02-03,1.19,,,,749581000.0,
1981-02-04,1.19,,,,749581000.0,
1981-02-05,1.22,,,,768478000.0,
1981-02-06,1.21,,,,762179000.0,
1981-02-09,1.19,,,,749581000.0,
1981-02-10,1.18,,,,743282000.0,
1981-02-11,1.18,,,,743282000.0,
1981-02-12,1.18,,,,743282000.0,
1981-02-13,1.17,,,,736983000.0,
1981-02-17,1.17,,,,736983000.0,
1981-02-18,1.2,,,,755880000.0,
1981-02-19,1.21,,,,762179000.0,
1981-02-20,1.21,,,,762179000.0,
1981-02-23,1.21,,,,762179000.0,
1981-02-24,1.22,,,,768478000.0,
1981-02-25,1.2,,,,755880000.0,
1981-02-26,1.25,,,,787375000.0,
1981-02-27,1.24,,,,781076000.0,
1981-03-02,1.26,,,,793674000.0,
1981-03-03,1.27,,,,799973000.0,
1981-03-04,1.26,,,,793674000.0,
1981-03-05,1.24,,,,781076000.0,
1981-03-06,1.25,,,,787375000.0,
1981-03-09,1.28,,,,806272000.0,
1981-03-10,1.26,,,,793674000.0,
1981-03-11,1.28,,,,806272000.0,
1981-03-12,1.28,,,,806272000.0,
1981-03-13,1.29,,,,812571000.0,
1981-03-16,1.29,,,,812571000.0,
1981-03-17,1.27,,,,799973000.0,
1981-03-18,1.29,,,,812571000.0,
1981-03-19,1.32,,,,831468000.0,
1981-03-20,1.29,,,,812571000.0,
1981-03-23,1.31,,,,825169000.0,
1981-03-24,1.34,,,,844066000.0,
1981-03-25,1.34,,,,844066000.0,
1981-03-26,1.35,,,,850365000.0,
1981-03-27,1.34,,,,844066000.0,
1981-03-30,1.35,,,,850365000.0,
1981-03-31,1.39,,,,875561000.0,
1981-04-01,1.41,,,,888159000.0,
1981-04-02,1.38,,,,869262000.0,
1981-04-03,1.37,,,,862963000.0,
1981-04-06,1.37,,,,862963000.0,
1981-04-07,1.4,,,,881860000.0,
1981-04-08,1.4,,,,881860000.0,
1981-04-09,1.42,,,,894458000.0,
1981-04-10,1.45,,,,913355000.0,
1981-04-13,1.43,,,,900757000.0,
1981-04-14,1.45,,,,913355000.0,
1981-04-15,1.46,,,,919654000.0,
1981-04-16,1.48,,,,932252000.0,
1981-04-20,1.46,,,,919654000.0,
1981-04-21,1.48,,,,932252000.0,
1981-04-22,1.49,,,,938551000.0,
1981-04-23,1.55,,,,976345000.0,
