date,close price,ADP_SHE,ADP_TA,ADP_TL,market cap,PB Ratio
1981-04-24,1.57,,,,988943000.0,
1981-04-27,1.55,,,,976345000.0,
1981-04-28,1.52,,,,957448000.0,
1981-04-29,1.47,,,,925953000.0,
1981-04-30,1.56,,,,982644000.0,
1981-05-01,1.53,,,,963747000.0,
1981-05-04,1.51,,,,951149000.0,
1981-05-05,1.48,,,,932252000.0,
1981-05-06,1.46,,,,919654000.0,
1981-05-07,1.45,,,,913355000.0,
1981-05-08,1.44,,,,907056000.0,
1981-05-11,1.43,,,,900757000.0,
1981-05-12,1.42,,,,894458000.0,
1981-05-13,1.44,,,,907056000.0,
1981-05-14,1.41,,,,888159000.0,
1981-05-15,1.45,,,,913355000.0,
1981-05-18,1.45,,,,913355000.0,
1981-05-19,1.44,,,,907056000.0,
1981-05-20,1.45,,,,913355000.0,
1981-05-21,1.47,,,,925953000.0,
1981-05-22,1.46,,,,919654000.0,
1981-05-26,1.47,,,,925953000.0,
1981-05-27,1.46,,,,919654000.0,
1981-05-28,1.45,,,,913355000.0,
1981-05-29,1.45,,,,913355000.0,
1981-06-01,1.48,,,,932252000.0,
1981-06-02,1.47,,,,925953000.0,
1981-06-03,1.57,,,,988943000.0,
1981-06-04,1.54,,,,970046000.0,
1981-06-05,1.5,,,,944850000.0,
1981-06-08,1.51,,,,951149000.0,
1981-06-09,1.51,,,,951149000.0,
1981-06-10,1.51,,,,951149000.0,
1981-06-11,1.49,,,,938551000.0,
1981-06-12,1.48,,,,932252000.0,
1981-06-15,1.47,,,,925953000.0,
1981-06-16,1.47,,,,925953000.0,
1981-06-17,1.46,,,,919654000.0,
1981-06-18,1.45,,,,913355000.0,
1981-06-19,1.46,,,,919654000.0,
1981-06-22,1.4,,,,881860000.0,
1981-06-23,1.45,,,,913355000.0,
1981-06-24,1.43,,,,900757000.0,
1981-06-25,1.44,,,,907056000.0,
1981-06-26,1.45,,,,913355000.0,
1981-06-29,1.44,,,,907056000.0,
1981-06-30,1.4,,,,881860000.0,
1981-07-01,1.38,,,,869262000.0,
1981-07-02,1.35,,,,850365000.0,
1981-07-06,1.26,,,,793674000.0,
1981-07-07,1.32,,,,831468000.0,
1981-07-08,1.31,,,,825169000.0,
1981-07-09,1.31,,,,825169000.0,
1981-07-10,1.29,,,,812571000.0,
1981-07-13,1.31,,,,825169000.0,
1981-07-14,1.29,,,,812571000.0,
1981-07-15,1.31,,,,825169000.0,
1981-07-16,1.32,,,,831468000.0,
1981-07-17,1.35,,,,850365000.0,
1981-07-20,1.41,,,,888159000.0,
1981-07-21,1.41,,,,888159000.0,
1981-07-22,1.39,,,,875561000.0,
1981-07-23,1.36,,,,856664000.0,
1981-07-24,1.41,,,,888159000.0,
1981-07-27,1.43,,,,900757000.0,
1981-07-28,1.41,,,,888159000.0,
1981-07-29,1.41,,,,888159000.0,
1981-07-30,1.38,,,,869262000.0,
1981-07-31,1.41,,,,888159000.0,
1981-08-03,1.39,,,,875561000.0,
1981-08-04,1.4,,,,881860000.0,
1981-08-05,1.4,,,,881860000.0,
1981-08-06,1.43,,,,900757000.0,
1981-08-07,1.44,,,,907056000.0,
1981-08-10,1.45,,,,913355000.0,
1981-08-11,1.49,,,,938551000.0,
1981-08-12,1.46,,,,919654000.0,
1981-08-13,1.47,,,,925953000.0,
1981-08-14,1.45,,,,913355000.0,
1981-08-17,1.43,,,,900757000.0,
1981-08-18,1.44,,,,907056000.0,
1981-08-19,1.47,,,,925953000.0,
1981-08-20,1.49,,,,938551000.0,
1981-08-21,1.46,,,,919654000.0,
1981-08-24,1.43,,,,900757000.0,
1981-08-25,1.39,,,,875561000.0,
1981-08-26,1.41,,,,888159000.0,
1981-08-27,1.35,,,,850365000.0,
1981-08-28,1.33,,,,837767000.0,
1981-08-31,1.33,,,,837767000.0,
1981-09-01,1.32,,,,831468000.0,
1981-09-02,1.34,,,,844066000.0,
1981-09-03,1.31,,,,825169000.0,
1981-09-04,1.3,,,,818870000.0,
1981-09-08,1.28,,,,806272000.0,
1981-09-09,1.3,,,,818870000.0,
1981-09-10,1.35,,,,850365000.0,
1981-09-11,1.37,,,,862963000.0,
1981-09-14,1.38,,,,869262000.0,
1981-09-15,1.34,,,,844066000.0,
1981-09-16,1.28,,,,806272000.0,
1981-09-17,1.25,,,,787375000.0,
1981-09-18,1.21,,,,762179000.0,
1981-09-21,1.23,,,,774777000.0,
1981-09-22,1.26,,,,793674000.0,
1981-09-23,1.22,,,,768478000.0,
1981-09-24,1.25,,,,787375000.0,
1981-09-25,1.22,,,,768478000.0,
1981-09-28,1.21,,,,762179000.0,
1981-09-29,1.21,,,,762179000.0,
1981-09-30,1.26,,,,793674000.0,
1981-10-01,1.24,,,,781076000.0,
1981-10-02,1.29,,,,812571000.0,
1981-10-05,1.32,,,,831468000.0,
1981-10-06,1.34,,,,844066000.0,
1981-10-07,1.36,,,,856664000.0,
1981-10-08,1.34,,,,844066000.0,
1981-10-09,1.34,,,,844066000.0,
1981-10-12,1.33,,,,837767000.0,
1981-10-13,1.33,,,,837767000.0,
1981-10-14,1.3,,,,818870000.0,
1981-10-15,1.29,,,,812571000.0,
1981-10-16,1.29,,,,812571000.0,
1981-10-19,1.33,,,,837767000.0,
1981-10-20,1.36,,,,856664000.0,
1981-10-21,1.36,,,,856664000.0,
1981-10-22,1.35,,,,850365000.0,
1981-10-23,1.34,,,,844066000.0,
1981-10-26,1.33,,,,837767000.0,
1981-10-27,1.36,,,,856664000.0,
1981-10-28,1.4,,,,881860000.0,
1981-10-29,1.39,,,,875561000.0,
1981-10-30,1.43,,,,900757000.0,
1981-11-02,1.5,,,,944850000.0,
1981-11-03,1.48,,,,932252000.0,
1981-11-04,1.44,,,,907056000.0,
1981-11-05,1.4,,,,881860000.0,
1981-11-06,1.44,,,,907056000.0,
1981-11-09,1.49,,,,938551000.0,
1981-11-10,1.43,,,,900757000.0,
1981-11-11,1.45,,,,913355000.0,
1981-11-12,1.47,,,,925953000.0,
1981-11-13,1.41,,,,888159000.0,
1981-11-16,1.41,,,,888159000.0,
1981-11-17,1.41,,,,888159000.0,
1981-11-18,1.42,,,,894458000.0,
1981-11-19,1.41,,,,888159000.0,
1981-11-20,1.41,,,,888159000.0,
1981-11-23,1.39,,,,875561000.0,
1981-11-24,1.38,,,,869262000.0,
1981-11-25,1.38,,,,869262000.0,
1981-11-27,1.39,,,,875561000.0,
1981-11-30,1.37,,,,862963000.0,
1981-12-01,1.37,,,,862963000.0,
1981-12-02,1.38,,,,869262000.0,
1981-12-03,1.4,,,,881860000.0,
1981-12-04,1.41,,,,888159000.0,
1981-12-07,1.36,,,,856664000.0,
1981-12-08,1.38,,,,869262000.0,
1981-12-09,1.38,,,,869262000.0,
1981-12-10,1.36,,,,856664000.0,
1981-12-11,1.34,,,,844066000.0,
1981-12-14,1.33,,,,837767000.0,
1981-12-15,1.34,,,,844066000.0,
1981-12-16,1.3,,,,818870000.0,
1981-12-17,1.3,,,,818870000.0,
1981-12-18,1.31,,,,825169000.0,
1981-12-21,1.31,,,,825169000.0,
1981-12-22,1.28,,,,806272000.0,
1981-12-23,1.27,,,,799973000.0,
1981-12-24,1.28,,,,806272000.0,
1981-12-28,1.27,,,,799973000.0,
1981-12-29,1.26,,,,793674000.0,
1981-12-30,1.25,,,,787375000.0,
1981-12-31,1.25,,,,787375000.0,
1982-01-04,1.28,,,,806272000.0,
1982-01-05,1.26,,,,793674000.0,
1982-01-06,1.26,,,,793674000.0,
1982-01-07,1.28,,,,806272000.0,
1982-01-08,1.31,,,,825169000.0,
1982-01-11,1.26,,,,793674000.0,
1982-01-12,1.25,,,,787375000.0,
1982-01-13,1.25,,,,787375000.0,
1982-01-14,1.23,,,,774777000.0,
1982-01-15,1.24,,,,781076000.0,
1982-01-18,1.26,,,,793674000.0,
1982-01-19,1.26,,,,793674000.0,
1982-01-20,1.24,,,,781076000.0,
1982-01-21,1.19,,,,749581000.0,
1982-01-22,1.2,,,,755880000.0,
1982-01-25,1.19,,,,749581000.0,
1982-01-26,1.16,,,,730684000.0,
1982-01-27,1.15,,,,724385000.0,
1982-01-28,1.23,,,,774777000.0,
1982-01-29,1.26,,,,793674000.0,
1982-02-01,1.24,,,,781076000.0,
1982-02-02,1.28,,,,806272000.0,
1982-02-03,1.27,,,,799973000.0,
1982-02-04,1.26,,,,793674000.0,
1982-02-05,1.24,,,,781076000.0,
1982-02-08,1.22,,,,768478000.0,
1982-02-09,1.21,,,,762179000.0,
1982-02-10,1.24,,,,781076000.0,
1982-02-11,1.23,,,,774777000.0,
1982-02-12,1.23,,,,774777000.0,
1982-02-16,1.24,,,,781076000.0,
1982-02-17,1.23,,,,774777000.0,
1982-02-18,1.24,,,,781076000.0,
1982-02-19,1.24,,,,781076000.0,
1982-02-22,1.23,,,,774777000.0,
1982-02-23,1.21,,,,762179000.0,
1982-02-24,1.24,,,,781076000.0,
1982-02-25,1.24,,,,781076000.0,
1982-02-26,1.25,,,,787375000.0,
1982-03-01,1.26,,,,793674000.0,
1982-03-02,1.3,,,,818870000.0,
1982-03-03,1.25,,,,787375000.0,
1982-03-04,1.2,,,,755880000.0,
1982-03-05,1.22,,,,768478000.0,
1982-03-08,1.21,,,,762179000.0,
1982-03-09,1.21,,,,762179000.0,
1982-03-10,1.24,,,,781076000.0,
1982-03-11,1.25,,,,787375000.0,
1982-03-12,1.22,,,,768478000.0,
1982-03-15,1.23,,,,774777000.0,
1982-03-16,1.25,,,,787375000.0,
1982-03-17,1.25,,,,787375000.0,
1982-03-18,1.28,,,,806272000.0,
1982-03-19,1.26,,,,793674000.0,
1982-03-22,1.28,,,,806272000.0,
1982-03-23,1.31,,,,825169000.0,
1982-03-24,1.36,,,,856664000.0,
1982-03-25,1.36,,,,856664000.0,
1982-03-26,1.33,,,,837767000.0,
1982-03-29,1.33,,,,837767000.0,
1982-03-30,1.34,,,,844066000.0,
1982-03-31,1.35,,,,850365000.0,
1982-04-01,1.35,,,,850365000.0,
1982-04-02,1.39,,,,875561000.0,
1982-04-05,1.38,,,,869262000.0,
1982-04-06,1.37,,,,862963000.0,
1982-04-07,1.38,,,,869262000.0,
1982-04-08,1.38,,,,869262000.0,
1982-04-12,1.35,,,,850365000.0,
1982-04-13,1.33,,,,837767000.0,
1982-04-14,1.29,,,,812571000.0,
1982-04-15,1.3,,,,818870000.0,
1982-04-16,1.33,,,,837767000.0,
1982-04-19,1.34,,,,844066000.0,
1982-04-20,1.32,,,,831468000.0,
1982-04-21,1.29,,,,812571000.0,
1982-04-22,1.26,,,,793674000.0,
1982-04-23,1.27,,,,799973000.0,
1982-04-26,1.27,,,,799973000.0,
1982-04-27,1.25,,,,787375000.0,
1982-04-28,1.26,,,,793674000.0,
1982-04-29,1.25,,,,787375000.0,
1982-04-30,1.26,,,,793674000.0,
1982-05-03,1.26,,,,793674000.0,
1982-05-04,1.28,,,,806272000.0,
1982-05-05,1.27,,,,799973000.0,
1982-05-06,1.3,,,,818870000.0,
1982-05-07,1.33,,,,837767000.0,
1982-05-10,1.33,,,,837767000.0,
1982-05-11,1.31,,,,825169000.0,
1982-05-12,1.29,,,,812571000.0,
1982-05-13,1.27,,,,799973000.0,
1982-05-14,1.28,,,,806272000.0,
1982-05-17,1.26,,,,793674000.0,
1982-05-18,1.26,,,,793674000.0,
1982-05-19,1.25,,,,787375000.0,
1982-05-20,1.25,,,,787375000.0,
1982-05-21,1.25,,,,787375000.0,
1982-05-24,1.25,,,,787375000.0,
1982-05-25,1.24,,,,781076000.0,
1982-05-26,1.18,,,,743282000.0,
1982-05-27,1.22,,,,768478000.0,
1982-05-28,1.22,,,,768478000.0,
1982-06-01,1.23,,,,774777000.0,
1982-06-02,1.24,,,,781076000.0,
1982-06-03,1.24,,,,781076000.0,
1982-06-04,1.21,,,,762179000.0,
1982-06-07,1.21,,,,762179000.0,
1982-06-08,1.2,,,,755880000.0,
1982-06-09,1.18,,,,743282000.0,
1982-06-10,1.21,,,,762179000.0,
1982-06-11,1.24,,,,781076000.0,
1982-06-14,1.23,,,,774777000.0,
1982-06-15,1.23,,,,774777000.0,
1982-06-16,1.22,,,,768478000.0,
1982-06-17,1.22,,,,768478000.0,
1982-06-18,1.23,,,,774777000.0,
1982-06-21,1.21,,,,762179000.0,
1982-06-22,1.18,,,,743282000.0,
1982-06-23,1.19,,,,749581000.0,
1982-06-24,1.2,,,,755880000.0,
1982-06-25,1.2,,,,755880000.0,
1982-06-28,1.21,,,,762179000.0,
1982-06-29,1.21,,,,762179000.0,
1982-06-30,1.21,,,,762179000.0,
1982-07-01,1.18,,,,743282000.0,
1982-07-02,1.16,,,,730684000.0,
1982-07-06,1.09,,,,686591000.0,
1982-07-07,1.12,,,,705488000.0,
1982-07-08,1.13,,,,711787000.0,
1982-07-09,1.17,,,,736983000.0,
1982-07-12,1.24,,,,781076000.0,
1982-07-13,1.22,,,,768478000.0,
1982-07-14,1.22,,,,768478000.0,
1982-07-15,1.24,,,,781076000.0,
1982-07-16,1.25,,,,787375000.0,
1982-07-19,1.21,,,,762179000.0,
1982-07-20,1.24,,,,781076000.0,
1982-07-21,1.21,,,,762179000.0,
1982-07-22,1.2,,,,755880000.0,
1982-07-23,1.2,,,,755880000.0,
1982-07-26,1.19,,,,749581000.0,
1982-07-27,1.17,,,,736983000.0,
1982-07-28,1.14,,,,718086000.0,
1982-07-29,1.14,,,,718086000.0,
1982-07-30,1.15,,,,724385000.0,
1982-08-02,1.17,,,,736983000.0,
1982-08-03,1.17,,,,736983000.0,
1982-08-04,1.18,,,,743282000.0,
1982-08-05,1.16,,,,730684000.0,
1982-08-06,1.11,,,,699189000.0,
1982-08-09,1.1,,,,692890000.0,
1982-08-10,1.1,,,,692890000.0,
1982-08-11,1.09,,,,686591000.0,
1982-08-12,1.03,,,,648797000.0,
1982-08-13,1.04,,,,655096000.0,
1982-08-16,1.03,,,,648797000.0,
1982-08-17,1.08,,,,680292000.0,
1982-08-18,1.05,,,,661395000.0,
1982-08-19,1.04,,,,655096000.0,
1982-08-20,1.06,,,,667694000.0,
1982-08-23,1.13,,,,711787000.0,
1982-08-24,1.2,,,,755880000.0,
1982-08-25,1.14,,,,718086000.0,
1982-08-26,1.21,,,,762179000.0,
1982-08-27,1.21,,,,762179000.0,
1982-08-30,1.2,,,,755880000.0,
1982-08-31,1.2,,,,755880000.0,
1982-09-01,1.18,,,,743282000.0,
1982-09-02,1.21,,,,762179000.0,
1982-09-03,1.25,,,,787375000.0,
1982-09-07,1.31,,,,825169000.0,
1982-09-08,1.34,,,,844066000.0,
1982-09-09,1.33,,,,837767000.0,
1982-09-10,1.33,,,,837767000.0,
1982-09-13,1.32,,,,831468000.0,
1982-09-14,1.32,,,,831468000.0,
1982-09-15,1.3,,,,818870000.0,
1982-09-16,1.27,,,,799973000.0,
1982-09-17,1.26,,,,793674000.0,
1982-09-20,1.24,,,,781076000.0,
1982-09-21,1.21,,,,762179000.0,
1982-09-22,1.18,,,,743282000.0,
1982-09-23,1.19,,,,749581000.0,
1982-09-24,1.19,,,,749581000.0,
1982-09-27,1.19,,,,749581000.0,
1982-09-28,1.23,,,,774777000.0,
1982-09-29,1.21,,,,762179000.0,
1982-09-30,1.21,,,,762179000.0,
1982-10-01,1.21,,,,762179000.0,
1982-10-04,1.21,,,,762179000.0,
1982-10-05,1.2,,,,755880000.0,
1982-10-06,1.26,,,,793674000.0,
1982-10-07,1.27,,,,799973000.0,
1982-10-08,1.34,,,,844066000.0,
1982-10-11,1.37,,,,862963000.0,
1982-10-12,1.41,,,,888159000.0,
1982-10-13,1.44,,,,907056000.0,
1982-10-14,1.4,,,,881860000.0,
1982-10-15,1.39,,,,875561000.0,
1982-10-18,1.41,,,,888159000.0,
1982-10-19,1.39,,,,875561000.0,
1982-10-20,1.49,,,,938551000.0,
1982-10-21,1.45,,,,913355000.0,
1982-10-22,1.49,,,,938551000.0,
1982-10-25,1.44,,,,907056000.0,
1982-10-26,1.46,,,,919654000.0,
1982-10-27,1.47,,,,925953000.0,
1982-10-28,1.46,,,,919654000.0,
