date,close price,EOG_SHE,EOG_TA,EOG_TL,market cap,PB Ratio
,,582000000.0,1366000000.0,783000000.0,,
1989-10-04,2.5,582000000.0,1366000000.0,783000000.0,1288000000.0,2.2130584192439864
1989-10-05,2.58,582000000.0,1366000000.0,783000000.0,1329216000.0,2.2838762886597936
1989-10-06,2.55,582000000.0,1366000000.0,783000000.0,1313760000.0,2.257319587628866
1989-10-09,2.55,582000000.0,1366000000.0,783000000.0,1313760000.0,2.257319587628866
1989-10-10,2.53,582000000.0,1366000000.0,783000000.0,1303456000.0,2.239615120274914
1989-10-11,2.52,582000000.0,1366000000.0,783000000.0,1298304000.0,2.230762886597938
1989-10-12,2.53,582000000.0,1366000000.0,783000000.0,1303456000.0,2.239615120274914
1989-10-13,2.48,582000000.0,1366000000.0,783000000.0,1277696000.0,2.1953539518900342
1989-10-16,2.47,582000000.0,1366000000.0,783000000.0,1272544000.0,2.1865017182130586
1989-10-17,2.5,582000000.0,1366000000.0,783000000.0,1288000000.0,2.2130584192439864
1989-10-18,2.55,582000000.0,1366000000.0,783000000.0,1313760000.0,2.257319587628866
1989-10-19,2.55,582000000.0,1366000000.0,783000000.0,1313760000.0,2.257319587628866
1989-10-20,2.53,582000000.0,1366000000.0,783000000.0,1303456000.0,2.239615120274914
1989-10-23,2.55,582000000.0,1366000000.0,783000000.0,1313760000.0,2.257319587628866
1989-10-24,2.56,582000000.0,1366000000.0,783000000.0,1318912000.0,2.266171821305842
1989-10-25,2.55,582000000.0,1366000000.0,783000000.0,1313760000.0,2.257319587628866
1989-10-26,2.55,582000000.0,1366000000.0,783000000.0,1313760000.0,2.257319587628866
1989-10-27,2.52,582000000.0,1366000000.0,783000000.0,1298304000.0,2.230762886597938
1989-10-30,2.5,582000000.0,1366000000.0,783000000.0,1288000000.0,2.2130584192439864
1989-10-31,2.5,582000000.0,1366000000.0,783000000.0,1288000000.0,2.2130584192439864
1989-11-01,2.56,582000000.0,1366000000.0,783000000.0,1318912000.0,2.266171821305842
1989-11-02,2.64,582000000.0,1366000000.0,783000000.0,1360128000.0,2.3369896907216496
1989-11-03,2.73,582000000.0,1366000000.0,783000000.0,1406496000.0,2.416659793814433
1989-11-06,2.58,582000000.0,1366000000.0,783000000.0,1329216000.0,2.2838762886597936
1989-11-07,2.69,582000000.0,1366000000.0,783000000.0,1385888000.0,2.381250859106529
1989-11-08,2.72,582000000.0,1366000000.0,783000000.0,1401344000.0,2.407807560137457
1989-11-09,2.69,582000000.0,1366000000.0,783000000.0,1385888000.0,2.381250859106529
1989-11-10,2.56,582000000.0,1366000000.0,783000000.0,1318912000.0,2.266171821305842
1989-11-13,2.55,582000000.0,1366000000.0,783000000.0,1313760000.0,2.257319587628866
1989-11-14,2.53,582000000.0,1366000000.0,783000000.0,1303456000.0,2.239615120274914
1989-11-15,2.56,582000000.0,1366000000.0,783000000.0,1534976000.0,2.6374158075601373
1989-11-16,2.59,582000000.0,1366000000.0,783000000.0,1552964000.0,2.668323024054983
1989-11-17,2.64,582000000.0,1366000000.0,783000000.0,1582944000.0,2.719835051546392
1989-11-20,2.61,582000000.0,1366000000.0,783000000.0,1564956000.0,2.688927835051546
1989-11-21,2.67,582000000.0,1366000000.0,783000000.0,1600932000.0,2.750742268041237
1989-11-22,2.75,582000000.0,1366000000.0,783000000.0,1648900000.0,2.8331615120274916
1989-11-24,2.92,582000000.0,1366000000.0,783000000.0,1750832000.0,3.0083024054982817
1989-11-27,2.88,582000000.0,1366000000.0,783000000.0,1726848000.0,2.9670927835051546
1989-11-28,2.83,582000000.0,1366000000.0,783000000.0,1696868000.0,2.9155807560137457
1989-11-29,2.8,582000000.0,1366000000.0,783000000.0,1678880000.0,2.8846735395189005
1989-11-30,2.89,582000000.0,1366000000.0,783000000.0,1732844000.0,2.9773951890034365
1989-12-01,2.91,582000000.0,1366000000.0,783000000.0,1744836000.0,2.998
1989-12-04,2.98,582000000.0,1366000000.0,783000000.0,1786808000.0,3.0701168384879725
1989-12-05,2.91,582000000.0,1366000000.0,783000000.0,1744836000.0,2.998
1989-12-06,2.98,582000000.0,1366000000.0,783000000.0,1786808000.0,3.0701168384879725
1989-12-07,2.95,582000000.0,1366000000.0,783000000.0,1768820000.0,3.0392096219931273
1989-12-08,2.95,582000000.0,1366000000.0,783000000.0,1768820000.0,3.0392096219931273
1989-12-11,3.0,582000000.0,1366000000.0,783000000.0,1798800000.0,3.090721649484536
1989-12-12,3.02,582000000.0,1366000000.0,783000000.0,1810792000.0,3.1113264604810995
1989-12-13,3.16,582000000.0,1366000000.0,783000000.0,1894736000.0,3.255560137457045
1989-12-14,3.13,582000000.0,1366000000.0,783000000.0,1876748000.0,3.2246529209621992
1989-12-15,3.11,582000000.0,1366000000.0,783000000.0,1864756000.0,3.204048109965636
1989-12-18,3.03,582000000.0,1366000000.0,783000000.0,1816788000.0,3.1216288659793814
1989-12-19,3.06,582000000.0,1366000000.0,783000000.0,1834776000.0,3.152536082474227
1989-12-20,3.08,582000000.0,1366000000.0,783000000.0,1846768000.0,3.1731408934707903
1989-12-21,3.11,582000000.0,1366000000.0,783000000.0,1864756000.0,3.204048109965636
1989-12-22,3.13,582000000.0,1366000000.0,783000000.0,1876748000.0,3.2246529209621992
1989-12-26,3.08,582000000.0,1366000000.0,783000000.0,1846768000.0,3.1731408934707903
1989-12-27,3.03,582000000.0,1366000000.0,783000000.0,1816788000.0,3.1216288659793814
1989-12-28,3.03,582000000.0,1366000000.0,783000000.0,1816788000.0,3.1216288659793814
1989-12-29,3.16,582000000.0,1366000000.0,783000000.0,1894736000.0,3.255560137457045
1990-01-02,3.05,582000000.0,1366000000.0,783000000.0,1828780000.0,3.142233676975945
1990-01-03,3.03,582000000.0,1366000000.0,783000000.0,1816788000.0,3.1216288659793814
1990-01-04,2.95,582000000.0,1366000000.0,783000000.0,1768820000.0,3.0392096219931273
1990-01-05,2.91,582000000.0,1366000000.0,783000000.0,1744836000.0,2.998
1990-01-08,2.86,582000000.0,1366000000.0,783000000.0,1714856000.0,2.946487972508591
1990-01-09,2.81,582000000.0,1366000000.0,783000000.0,1684876000.0,2.894975945017182
1990-01-10,2.7,582000000.0,1366000000.0,783000000.0,1618920000.0,2.7816494845360826
1990-01-11,2.75,582000000.0,1366000000.0,783000000.0,1648900000.0,2.8331615120274916
1990-01-12,2.72,582000000.0,1366000000.0,783000000.0,1630912000.0,2.802254295532646
1990-01-15,2.72,582000000.0,1366000000.0,783000000.0,1630912000.0,2.802254295532646
1990-01-16,2.7,582000000.0,1366000000.0,783000000.0,1618920000.0,2.7816494845360826
1990-01-17,2.72,582000000.0,1366000000.0,783000000.0,1630912000.0,2.802254295532646
1990-01-18,2.7,582000000.0,1366000000.0,783000000.0,1618920000.0,2.7816494845360826
1990-01-19,2.75,582000000.0,1366000000.0,783000000.0,1648900000.0,2.8331615120274916
1990-01-22,2.73,582000000.0,1366000000.0,783000000.0,1636908000.0,2.812556701030928
1990-01-23,2.75,582000000.0,1366000000.0,783000000.0,1648900000.0,2.8331615120274916
1990-01-24,2.69,582000000.0,1366000000.0,783000000.0,1612924000.0,2.7713470790378008
