date,SO,SO_SHE,PB Ratio
,,0.0,
2004-05-06,,9778282000.0,
2004-06-30,31019438063.899998,9778282000.0,3.1722789406053127
2004-07-01,30710839880.76,9778282000.0,3.140719390252807
2004-07-02,30891742263.98,9778282000.0,3.1592198163215173
2004-07-06,30785329097.38,9778282000.0,3.148337212751688
2004-07-07,30795970414.04,9778282000.0,3.149425473108671
2004-07-08,30827894364.02,9778282000.0,3.15269025417962
2004-07-09,30806611730.7,9778282000.0,3.1505137334656537
2004-07-12,30827894364.02,9778282000.0,3.15269025417962
2004-07-13,30753405147.399998,9778282000.0,3.1450724316807386
2004-07-14,31083285963.86,9778282000.0,3.1788085027472106
2004-07-15,31221623080.44,9778282000.0,3.192955887387989
2004-07-16,31391884147.0,9778282000.0,3.210368053099716
2004-07-19,31679199696.82,9778282000.0,3.239751082738256
2004-07-20,31806895496.74,9778282000.0,3.2528102070220517
2004-07-21,31540862580.24,9778282000.0,3.225603698097478
2004-07-22,31285470980.399998,9778282000.0,3.1994854495298863
2004-07-23,31264188347.079998,9778282000.0,3.1973089288159207
2004-07-26,31274829663.74,9778282000.0,3.198397189172904
2004-07-27,31338677563.7,9778282000.0,3.2049267513148014
2004-07-28,31391884147.0,9778282000.0,3.210368053099716
2004-07-29,31008796747.24,9778282000.0,3.1711906802483303
2004-07-30,31157775180.48,9778282000.0,3.1864263252460914
2004-08-02,31296112297.06,9778282000.0,3.2005737098868696
2004-08-03,31296112297.06,9778282000.0,3.2005737098868696
2004-08-04,31498297313.600002,9778282000.0,3.2212506566695462
2004-08-05,31232264397.100002,9915575000.0,3.14981878480068
2004-08-06,31764330230.100002,9915575000.0,3.2034783893117647
2004-08-09,31647275746.84,9915575000.0,3.191673276319326
2004-08-10,31689841013.48,9915575000.0,3.1959660446802127
2004-08-11,31774971546.76,9915575000.0,3.204551581401986
2004-08-12,31870743396.7,9915575000.0,3.2142103102139816
2004-08-13,31743047596.78,9915575000.0,3.201332005131321
2004-08-16,31806895496.74,9915575000.0,3.2077711576726515
2004-08-17,31657917063.5,9915575000.0,3.1927464684095477
2004-08-18,31849460763.38,9915575000.0,3.2120639260335384
2004-08-19,31668558380.16,9915575000.0,3.1938196604997695
2004-08-20,31562145213.56,9915575000.0,3.1830877395975525
2004-08-23,31615351796.86,9915575000.0,3.188453700048661
2004-08-24,31721764963.46,9915575000.0,3.1991856209508778
2004-08-25,31860102080.04,9915575000.0,3.21313711812376
2004-08-26,31913308663.34,9915575000.0,3.2185030785748685
2004-08-27,31934591296.66,9915575000.0,3.2206494627553117
2004-08-30,31923949980.0,9915575000.0,3.21957627066509
2004-08-31,32296396063.100002,9915575000.0,3.2571379938228495
2004-09-01,32158058946.52,9915575000.0,3.2431864966499675
2004-09-02,32392167913.04,9915575000.0,3.2667967226348447
2004-09-03,32434733179.68,9915575000.0,3.2710894909957315
2004-09-07,32615635562.899998,9915575000.0,3.2893337565295
2004-09-08,32285754746.44,9915575000.0,3.2560648017326277
2004-09-09,32243189479.8,9915575000.0,3.251772033371741
2004-09-10,32296396063.100002,9915575000.0,3.2571379938228495
2004-09-13,32136776313.2,9915575000.0,3.241040112469524
2004-09-14,31966515246.64,9915575000.0,3.2238690390259768
2004-09-15,31966515246.64,9915575000.0,3.2238690390259768
2004-09-16,32317678696.420002,9915575000.0,3.259284378003293
2004-09-17,32381526596.38,9915575000.0,3.2657235305446233
2004-09-20,32062287096.579998,9915575000.0,3.233527767837972
2004-09-21,32360243963.06,9915575000.0,3.2635771463641796
2004-09-22,32104852363.22,9915575000.0,3.237820536198859
2004-09-23,31785612863.420002,9915575000.0,3.2056247734922083
2004-09-24,31764330230.100002,9915575000.0,3.2034783893117647
2004-09-27,31902667346.68,9915575000.0,3.2174298864846467
2004-09-28,32179341579.84,9915575000.0,3.2453328808304107
2004-09-29,31849460763.38,9915575000.0,3.2120639260335384
2004-09-30,31902667346.68,9915575000.0,3.2174298864846467
2004-10-01,31106073.599999998,9915575000.0,0.0031370922614170128
2004-10-04,31208937.6,9915575000.0,0.003147466243762969
2004-10-05,31106073.599999998,9915575000.0,0.0031370922614170128
2004-10-06,31270656.0,9915575000.0,0.0031536906331705423
2004-10-07,31044355.2,9915575000.0,0.0031308678720094398
2004-10-08,31486670.4,9915575000.0,0.003175475996097049
2004-10-11,31404379.200000003,9915575000.0,0.0031671768102202852
2004-10-12,31568961.6,9915575000.0,0.0031837751819738143
2004-10-13,31116360.0,9915575000.0,0.003138129659651609
2004-10-14,31013496.0,9915575000.0,0.003127755677305653
2004-10-15,31157505.599999998,9915575000.0,0.0031422792525899906
2004-10-18,30910632.0,9915575000.0,0.0031173816949596972
2004-10-19,30807768.0,9915575000.0,0.0031070077126137416
2004-10-20,31496956.8,9915575000.0,0.003176513394331645
2004-10-21,32484451.2,9915575000.0,0.00327610362485282
2004-10-22,32505024.0,9915575000.0,0.003278178421322011
2004-10-25,32597601.6,9915575000.0,0.0032875150054333716
2004-10-26,32947339.200000003,9915575000.0,0.003322786545409621
2004-10-27,32854761.6,9915575000.0,0.0033134499612982606
2004-10-28,32196432.0,9915575000.0,0.003247056474284144
2004-10-29,32494737.6,9915575000.0,0.0032771410230874156
2004-11-01,32546169.6,9915575000.0,0.0032823280142603934
2004-11-02,32042136.0,9915575000.0,0.00323149550076521
2004-11-03,32638747.2,9915575000.0,0.0032916645983717533
2004-11-04,33564523.2,9915575000.0,0.0033850304394853555
2004-11-05,33358795.2,10301410000.0,0.003238274682786143
2004-11-08,33636528.0,10301410000.0,0.0032652353415697465
2004-11-09,33533664.0,10301410000.0,0.003255249912390634
2004-11-10,33533664.0,10301410000.0,0.003255249912390634
2004-11-11,33790824.0,10301410000.0,0.003280213485338415
2004-11-12,34109702.4,10301410000.0,0.003311168315793663
2004-11-15,33955406.4,10301410000.0,0.0032961901720249946
2004-11-16,33986265.6,10301410000.0,0.0032991858007787285
2004-11-17,33615955.2,10301410000.0,0.003263238255733924
2004-11-18,33770251.199999996,10301410000.0,0.003278216399502592
2004-11-19,33739392.0,10301410000.0,0.0032752207707488585
2004-11-22,34161134.4,10301410000.0,0.003316161030383219
2004-11-23,34202280.0,10301410000.0,0.003320155202054864
2004-11-24,34582876.8,10301410000.0,0.0033571012900175798
2004-11-26,34768032.0,10301410000.0,0.0033750750625399823
2004-11-29,34387435.2,10301410000.0,0.003338128974577267
2004-11-30,33729105.6,10301410000.0,0.0032742222278309475
