date,close price,AJG_SHE,AJG_TA,AJG_TL,market cap,PB Ratio
,,72000000.0,280000000.0,208000000.0,,
1984-06-20,1.84,72000000.0,280000000.0,208000000.0,,
1984-06-21,1.78,72000000.0,280000000.0,208000000.0,,
1984-06-22,1.78,72000000.0,280000000.0,208000000.0,,
1984-06-25,1.75,72000000.0,280000000.0,208000000.0,,
1984-06-26,1.72,72000000.0,280000000.0,208000000.0,,
1984-06-27,1.75,72000000.0,280000000.0,208000000.0,,
1984-06-28,1.75,72000000.0,280000000.0,208000000.0,,
1984-06-29,1.81,72000000.0,280000000.0,208000000.0,,
1984-07-02,1.81,72000000.0,280000000.0,208000000.0,,
1984-07-03,1.81,72000000.0,280000000.0,208000000.0,,
1984-07-05,1.84,72000000.0,280000000.0,208000000.0,,
1984-07-06,1.84,72000000.0,280000000.0,208000000.0,,
1984-07-09,1.84,72000000.0,280000000.0,208000000.0,,
1984-07-10,1.84,72000000.0,280000000.0,208000000.0,,
1984-07-11,1.84,72000000.0,280000000.0,208000000.0,,
1984-07-12,1.81,72000000.0,280000000.0,208000000.0,,
1984-07-13,1.81,72000000.0,280000000.0,208000000.0,,
1984-07-16,1.81,72000000.0,280000000.0,208000000.0,,
1984-07-17,1.81,72000000.0,280000000.0,208000000.0,,
1984-07-18,1.81,72000000.0,280000000.0,208000000.0,,
1984-07-19,1.81,72000000.0,280000000.0,208000000.0,,
1984-07-20,1.81,72000000.0,280000000.0,208000000.0,,
1984-07-23,1.84,72000000.0,280000000.0,208000000.0,,
1984-07-24,1.88,72000000.0,280000000.0,208000000.0,,
1984-07-25,1.88,72000000.0,280000000.0,208000000.0,,
1984-07-26,1.97,72000000.0,280000000.0,208000000.0,,
1984-07-27,2.03,72000000.0,280000000.0,208000000.0,,
1984-07-30,2.03,72000000.0,280000000.0,208000000.0,,
1984-07-31,2.03,72000000.0,280000000.0,208000000.0,,
1984-08-01,2.03,72000000.0,280000000.0,208000000.0,,
1984-08-02,2.09,72000000.0,280000000.0,208000000.0,,
1984-08-03,2.13,72000000.0,280000000.0,208000000.0,,
1984-08-06,2.16,72000000.0,280000000.0,208000000.0,,
1984-08-07,2.16,72000000.0,280000000.0,208000000.0,,
1984-08-08,2.22,72000000.0,280000000.0,208000000.0,,
1984-08-09,2.22,72000000.0,280000000.0,208000000.0,,
1984-08-10,2.25,72000000.0,280000000.0,208000000.0,,
1984-08-13,2.25,72000000.0,280000000.0,208000000.0,,
1984-08-14,2.25,72000000.0,280000000.0,208000000.0,,
1984-08-15,2.25,72000000.0,280000000.0,208000000.0,,
1984-08-16,2.28,72000000.0,280000000.0,208000000.0,,
1984-08-17,2.34,72000000.0,280000000.0,208000000.0,,
1984-08-20,2.38,72000000.0,280000000.0,208000000.0,,
1984-08-21,2.41,72000000.0,280000000.0,208000000.0,,
1984-08-22,2.44,72000000.0,280000000.0,208000000.0,,
1984-08-23,2.47,72000000.0,280000000.0,208000000.0,,
1984-08-24,2.47,72000000.0,280000000.0,208000000.0,,
1984-08-27,2.47,72000000.0,280000000.0,208000000.0,,
1984-08-28,2.5,72000000.0,280000000.0,208000000.0,,
1984-08-29,2.63,72000000.0,280000000.0,208000000.0,,
1984-08-30,2.66,72000000.0,280000000.0,208000000.0,,
1984-08-31,2.66,72000000.0,280000000.0,208000000.0,,
1984-09-04,2.66,72000000.0,280000000.0,208000000.0,,
1984-09-05,2.66,72000000.0,280000000.0,208000000.0,,
1984-09-06,2.66,72000000.0,280000000.0,208000000.0,,
1984-09-07,2.69,72000000.0,280000000.0,208000000.0,,
1984-09-10,2.69,72000000.0,280000000.0,208000000.0,,
1984-09-11,2.69,72000000.0,280000000.0,208000000.0,,
1984-09-12,2.69,72000000.0,280000000.0,208000000.0,,
1984-09-13,2.69,72000000.0,280000000.0,208000000.0,,
1984-09-14,2.69,72000000.0,280000000.0,208000000.0,,
1984-09-17,2.72,72000000.0,280000000.0,208000000.0,,
1984-09-18,2.72,72000000.0,280000000.0,208000000.0,,
1984-09-19,2.72,72000000.0,280000000.0,208000000.0,,
1984-09-20,2.72,72000000.0,280000000.0,208000000.0,,
1984-09-21,3.03,72000000.0,280000000.0,208000000.0,,
