date,MXIM,MXIM_SHE,PB Ratio
2002-05-14,,1985302000.0,
2002-07-01,12226886280.0,1985302000.0,6.1587034516662955
2002-07-02,12166056000.0,1985302000.0,6.1280631359863635
2002-07-03,12764220420.000002,1985302000.0,6.429359573505694
2002-07-05,13849027079.999998,1985302000.0,6.975778536464476
2002-07-08,12760840960.0,1985302000.0,6.427657333745697
2002-07-09,12389100359.999998,1985302000.0,6.240410960146113
2002-07-10,11997083000.0,1985302000.0,6.042951147986553
2002-07-11,13004162079.999998,1985302000.0,6.550218596465424
2002-07-12,13379282140.000002,1985302000.0,6.739167209825005
2002-07-15,14099107120.0,1985302000.0,7.1017442787041976
2002-07-16,13852406540.0,1985302000.0,6.977480776224474
2002-07-17,13947031420.000002,1985302000.0,7.0251434895043685
2002-07-18,13690192460.0,1985302000.0,6.895773267744655
2002-07-19,13477286480.0,1985302000.0,6.788532162864894
2002-07-22,12926434500.0,1985302000.0,6.511067081985511
2002-07-23,12443171720.0,1985302000.0,6.267646796306053
2002-07-24,12896019359.999998,1985302000.0,6.4957469241455446
2002-07-25,11371882900.0,1985302000.0,5.728036792387254
2002-07-26,11368503440.0,1985302000.0,5.726334552627257
2002-07-29,11932873260.0,1985302000.0,6.0106085925466255
2002-07-30,12453310100.0,1985302000.0,6.272753515586042
2002-07-31,11888940280.0,1985302000.0,5.988479475666675
2002-08-01,10986624460.0,1985302000.0,5.533981459747686
2002-08-02,10124862160.0,1985302000.0,5.099910320948652
2002-08-05,9496282600.0,1985302000.0,4.783293725589356
2002-08-06,9881541040.0,1985302000.0,4.977349058228924
2002-08-07,10472946540.0,1985302000.0,5.275241016228262
2002-08-08,10990003920.000002,1985302000.0,5.535683699507683
2002-08-09,10817651460.0,1985302000.0,5.448869471747875
2002-08-12,10810892540.0,1985302000.0,5.445464992227882
2002-08-13,10118103240.0,1985302000.0,5.096505841428659
2002-08-14,11250222340.0,1985302000.0,5.66675616102739
2002-08-15,11523958600.0,1985302000.0,5.804637581587084
2002-08-16,12568211740.0,1985302000.0,6.330629667425913
2002-08-19,12808153400.0,1985302000.0,6.451488690385644
2002-08-20,12166056000.0,1985302000.0,6.1280631359863635
2002-08-21,12743943660.0,1985302000.0,6.419146134945716
2002-08-22,12642559859.999998,1985302000.0,6.368078942145829
2002-08-23,12007221380.0,1985302000.0,6.048057867266542
2002-08-26,12139020320.0,1985302000.0,6.114445217906394
2002-08-27,11449610480.0,1985302000.0,5.767188306867167
2002-08-28,10665575760.0,1985302000.0,5.372268682548046
2002-08-29,10854825520.0,1985302000.0,5.467594109107833
2002-08-30,10682473060.0,1985302000.0,5.380779881348027
2002-09-03,10107964860.0,1985302000.0,5.091399122148671
2002-09-04,10023478360.0,1985302000.0,5.048843128148765
2002-09-05,9452349620.0,1985302000.0,4.7611646087094055
2002-09-06,9749742100.0,1985302000.0,4.910961707589072
2002-09-09,9786916160.0,1985302000.0,4.9296863449490305
2002-09-10,10168795140.0,1985302000.0,5.122039437828603
2002-09-11,10331009220.0,1985302000.0,5.203746946308421
2002-09-12,9476005840.0,1985302000.0,4.773080287029379
2002-09-13,9428693400.0,1985302000.0,4.749248930389432
2002-09-16,8874461960.0,1985302000.0,4.4700816097500535
2002-09-17,8610864080.0,1985302000.0,4.337306908470349
2002-09-18,8553413260.0,1985302000.0,4.308368832550413
2002-09-19,8262779700.0,1985302000.0,4.161976213190739
2002-09-20,8178293200.0,1985302000.0,4.119420219190833
2002-09-23,7955248840.0,1985302000.0,4.007072395031083
2002-09-24,8171534280.0,1985302000.0,4.116015739670841
2002-09-25,8668314900.0,1741151000.0,4.978496925309752
2002-09-26,8566931100.000001,1741151000.0,4.920268891095604
2002-09-27,8634520300.0,1741151000.0,4.959087580571702
2002-09-30,8396957840.000001,1741151000.0,4.822647685352965
2002-10-01,8725917820.0,1741151000.0,5.011580167372043
2002-10-02,8654699680.0,1741151000.0,4.970677258893686
2002-10-03,8017127760.0,1741151000.0,4.60449884013506
2002-10-04,7566079540.0,1741151000.0,4.345447086438798
2002-10-07,7454165320.0,1741151000.0,4.28117108740138
2002-10-08,7254076260.0,1741151000.0,4.1662533921526625
2002-10-09,7240510900.000001,1741151000.0,4.1584623619663095
2002-10-10,7630515000.0,1741151000.0,4.382454479823979
2002-10-11,8420697219.999999,1741151000.0,4.836281988179083
2002-10-14,8542785460.0,1741151000.0,4.906401259856268
2002-10-15,9407577160.0,1741151000.0,5.403079434236318
2002-10-16,9048095120.0,1741151000.0,5.196617134297944
2002-10-17,9828103320.0,1741151000.0,5.644601370013285
2002-10-18,10048540420.0,1741151000.0,5.771205610541533
2002-10-21,10747156460.0,1741151000.0,6.17244366513875
2002-10-22,10001061660.0,1741151000.0,5.743937004889294
2002-10-23,10909940780.0,1741151000.0,6.265936027374995
2002-10-24,10146889280.0,1741151000.0,5.8276905793925975
2002-10-25,10801417900.0,1741151000.0,6.203607785884165
2002-10-28,10340195660.0,1741151000.0,5.938712759548138
2002-10-29,9980713620.0,1741151000.0,5.732250459609764
2002-10-30,11096464480.0,1741151000.0,6.373062692437359
2002-10-31,10798026560.0,1741151000.0,6.201660028337577
2002-11-01,11493251260.0,1741151000.0,6.600950325388206
2002-11-04,12130823180.000002,1741151000.0,6.967128744146833
2002-11-05,11971430199.999998,1741151000.0,6.875584139457174
2002-11-06,12364825640.0,1741151000.0,7.101524014861433
2002-11-07,11594991460.0,1741151000.0,6.659383051785859
2002-11-08,11316901580.0,1786669000.0,6.334078433106524
2002-11-11,10631850900.0,1786669000.0,5.950655045786321
2002-11-12,11533947340.0,1786669000.0,6.455559110277282
2002-11-13,11710297020.0,1786669000.0,6.554262160478522
2002-11-14,12703959640.0,1786669000.0,7.110415885650895
2002-11-15,12700568300.000002,1786669000.0,7.108517750070104
2002-11-18,12564914699.999998,1786669000.0,7.032592326838378
2002-11-19,12327520900.0,1786669000.0,6.899722836182863
2002-11-20,13416141040.0,1786669000.0,7.509024357617443
2002-11-21,14460673760.0,1786669000.0,8.093650116501713
2002-11-22,14209714600.0,1786669000.0,7.953188083523025
2002-11-25,14555631280.0,1786669000.0,8.14679791276392
2002-11-26,13941798740.0,1786669000.0,7.803235372640372
2002-11-27,14711632920.0,1786669000.0,8.234112149480401
2002-11-29,14260584699.999998,1786669000.0,7.98166011723492
2002-12-02,14518326540.0,1786669000.0,8.125918421375196
2002-12-03,13911276680.000002,1786669000.0,7.786152152413234
2002-12-04,13202486620.0,1786669000.0,7.389441816027479
2002-12-05,12887092000.0,1786669000.0,7.212915207013722
2002-12-06,12856569939.999998,1786669000.0,7.195831986786583
2002-12-09,12052822360.0,1786669000.0,6.745973854138623
2002-12-10,12639524180.000002,1786669000.0,7.074351309615828
2002-12-11,12792134480.0,1786669000.0,7.159767410751516
2002-12-12,12558132020.0,1786669000.0,7.028796055676793
2002-12-13,12032474319.999998,1786669000.0,6.734585040653863
2002-12-16,12486913880.0,1786669000.0,6.988935208480139
2002-12-17,12408913060.000002,1786669000.0,6.9452780901218985
2002-12-18,11591600120.0,1786669000.0,6.487827415150764
2002-12-19,11418641780.0,1786669000.0,6.391022500530316
2002-12-20,11588208780.0,1786669000.0,6.48592927956997
2002-12-23,11845950620.0,1786669000.0,6.630187583710245
2002-12-24,11581426100.0,1786669000.0,6.482133008408384
2002-12-26,11578034760.0,1786669000.0,6.480234872827592
2002-12-27,11466120540.0,1786669000.0,6.41759639866142
2002-12-30,11350668720.0,1786669000.0,6.352977927081065
2002-12-31,11235053760.0,1786669000.0,6.288268145918466
2003-01-02,12163373880.000002,1786669000.0,6.807849624076985
2003-01-03,12187176960.000002,1786669000.0,6.821172226081049
2003-01-06,13010083440.0,1786669000.0,7.281753609650137
2003-01-07,12955676400.0,1786669000.0,7.25130194792656
2003-01-08,12394603800.000002,1786669000.0,6.937269186402183
2003-01-09,12823059240.0,1786669000.0,7.177076022475344
2003-01-10,13033886520.0,1786669000.0,7.295076211654202
2003-01-13,12785654400.0,1786669000.0,7.156140505040385
2003-01-14,12952275960.000002,1786669000.0,7.2493987190688385
2003-01-15,12646236360.0,1786669000.0,7.078108121873721
2003-01-16,12010354080.0,1786669000.0,6.722204325479425
2003-01-17,11197648920.0,1786669000.0,6.267332628483508
2003-01-21,11068432199.999998,1786669000.0,6.195009931890013
2003-01-22,11082033960.000002,1786669000.0,6.202622847320909
2003-01-23,11299662119.999998,1786669000.0,6.324429494215211
2003-01-24,10775994360.0,1786669000.0,6.031332250125793
2003-01-27,10779394800.0,1786669000.0,6.033235478983516
2003-01-28,10905211080.0,1786669000.0,6.103654946719286
2003-01-29,11296261680.0,1786669000.0,6.32252626535749
2003-01-30,10473355200.0,1786669000.0,5.861944881788401
2003-01-31,10612773240.0,1786669000.0,5.939977264955065
2003-02-03,10595771040.0,1786669000.0,5.930461120666447
2003-02-04,10585569720.0,1786669000.0,5.9247514340932765
2003-02-05,10616173680.0,1786669000.0,5.941880493812788
2003-02-06,10391744640.0,1786669000.0,5.816267389203037
2003-02-07,10248926160.0,1786669000.0,5.736331777178649
2003-02-10,10327136280.0,1786669000.0,5.78010604090629
2003-02-11,10449552120.0,1899449000.0,5.501359667987927
2003-02-12,10371342000.0,1899449000.0,5.460184506138359
2003-02-13,10398545520.0,1899449000.0,5.474506301564296
2003-02-14,11170445400.0,1899449000.0,5.880887246775249
2003-02-18,11575097760.0,1899449000.0,6.093923953736057
2003-02-19,11456082360.0,1899449000.0,6.031266098747584
2003-02-20,11513889840.0,1899449000.0,6.0616999140277
2003-02-21,11544493800.000002,1899449000.0,6.077811933881879
2003-02-24,11408476199.999998,1899449000.0,6.006202956752194
2003-02-25,11190848039.999998,1899449000.0,5.8916285933447
2003-02-26,10898410199.999998,1899449000.0,5.737669292515881
2003-02-27,11279259480.0,1899449000.0,5.9381744284789955
2003-02-28,11745119760.0,1899449000.0,6.183435175148161
2003-03-03,11048029560.0,1899449000.0,5.816439167358534
2003-03-04,11027626920.0,1899449000.0,5.8056978207890815
2003-03-05,11677110960.000002,1899449000.0,6.14763068658332
2003-03-06,11687312280.0,1899449000.0,6.153001359868046
2003-03-07,11670310080.0,1899449000.0,6.144050237726836
2003-03-10,11459482800.000002,1899449000.0,6.033056323175828
