date,AMCR,AMCR_SHE,PB Ratio
2019-04-01,13116504000.0,,
2019-04-02,13116504000.0,,
2019-04-03,13116504000.0,,
2019-04-04,13116504000.0,,
2019-04-05,12820554000.0,,
2019-04-08,13045476000.0,,
2019-04-09,13317750000.0,,
2019-04-10,13317750000.0,,
2019-04-11,13317750000.0,,
2019-04-12,13317750000.0,,
2019-04-15,13317750000.0,,
2019-04-16,13199370000.0,,
2019-04-17,13033638000.0,,
2019-04-18,13033638000.0,,
2019-04-22,12938934000.0,,
2019-04-23,13140180000.0,,
2019-04-24,13140180000.0,,
2019-04-25,13021800000.0,,
2019-04-26,13021800000.0,,
2019-04-29,13021800000.0,,
2019-04-30,13021800000.0,,
2019-05-01,13021800000.0,,
2019-05-02,13021800000.0,,
2019-05-03,13838622000.0,,
2019-05-06,13838622000.0,,
2019-05-07,13838622000.0,,
2019-05-08,13838622000.0,,
2019-05-09,13838622000.0,96.0,144152312.5
2019-05-10,13838622000.0,96.0,144152312.5
2019-05-13,13838622000.0,96.0,144152312.5
2019-05-14,13838622000.0,96.0,144152312.5
2019-05-15,13838622000.0,96.0,144152312.5
2019-05-16,13838622000.0,96.0,144152312.5
2019-05-17,13838622000.0,96.0,144152312.5
2019-05-20,13838622000.0,96.0,144152312.5
2019-05-21,13838622000.0,96.0,144152312.5
2019-05-22,13838622000.0,96.0,144152312.5
2019-05-23,13838622000.0,96.0,144152312.5
2019-05-24,13838622000.0,96.0,144152312.5
2019-05-28,13838622000.0,96.0,144152312.5
2019-05-29,13838622000.0,96.0,144152312.5
2019-05-30,13838622000.0,96.0,144152312.5
2019-05-31,13199370000.0,96.0,137493437.5
2019-06-03,13199370000.0,96.0,137493437.5
2019-06-04,13199370000.0,96.0,137493437.5
2019-06-05,13199370000.0,96.0,137493437.5
2019-06-06,13199370000.0,96.0,137493437.5
2019-06-07,13199370000.0,96.0,137493437.5
2019-06-10,13199370000.0,96.0,137493437.5
2019-06-11,13234884000.0,96.0,137863375.0
2019-06-12,13282236000.0,96.0,138356625.0
2019-06-13,12998124000.0,96.0,135397125.0
2019-06-14,12938934000.0,96.0,134780562.5
2019-06-17,12607470000.0,96.0,131327812.5
2019-06-18,12785040000.0,96.0,133177500.0
2019-06-19,12536442000.0,96.0,130587937.5
2019-06-20,12867906000.0,96.0,134040687.5
2019-06-21,13045476000.0,96.0,135890375.0
2019-06-24,13187532000.0,96.0,137370125.0
2019-06-25,13566348000.000002,96.0,141316125.00000003
2019-06-26,13625538000.0,96.0,141932687.5
2019-06-27,13601862000.0,96.0,141686062.5
2019-06-28,13601862000.0,96.0,141686062.5
2019-07-01,18586323000.0,96.0,193607531.25
2019-07-02,18830238000.0,96.0,196148312.5
2019-07-03,18992848000.0,96.0,197842166.66666666
2019-07-05,18879021000.0,96.0,196656468.75
2019-07-08,18602584000.0,96.0,193776916.66666666
2019-07-09,17919622000.0,96.0,186662729.16666666
2019-07-10,17822056000.0,96.0,185646416.66666666
2019-07-11,18017188000.0,96.0,187679041.66666666
2019-07-12,18131015000.0,96.0,188864739.58333334
2019-07-15,18017188000.0,96.0,187679041.66666666
2019-07-16,17724490000.0,96.0,184630104.16666666
2019-07-17,18179798000.0,96.0,189372895.83333334
2019-07-18,18342408000.0,96.0,191066750.0
2019-07-19,18326147000.0,96.0,190897364.58333334
2019-07-22,17464314000.0,96.0,181919937.5
2019-07-23,17659446000.0,96.0,183952562.5
2019-07-24,17545619000.0,96.0,182766864.58333334
2019-07-25,17854578000.0,96.0,185985187.5
2019-07-26,17822056000.0,96.0,185646416.66666666
2019-07-29,17675707000.0,96.0,184121947.91666666
2019-07-30,17252921000.0,96.0,179717927.08333334
2019-07-31,17236660000.0,96.0,179548541.66666666
2019-08-01,17090311000.0,96.0,178024072.91666666
2019-08-02,17139093999.999998,96.0,178532229.16666666
2019-08-05,16748830000.000002,96.0,174466979.1666667
2019-08-06,16651264000.0,96.0,173450666.66666666
2019-08-07,16960223000.0,96.0,176668989.58333334
2019-08-08,17252921000.0,96.0,179717927.08333334
2019-08-09,17025267000.000002,96.0,177346531.25000003
2019-08-12,16700047000.0,96.0,173958822.91666666
2019-08-13,16960223000.0,96.0,176668989.58333334
2019-08-14,16179694999.999998,96.0,168538489.5833333
2019-08-15,15773169999.999998,96.0,164303854.16666666
2019-08-16,16130912000.0,96.0,168030333.33333334
2019-08-19,16439871000.0,96.0,171248656.25
2019-08-20,16212217000.000002,96.0,168877260.4166667
2019-08-21,15691865000.0,96.0,163456927.08333334
2019-08-22,15512993999.999998,96.0,161593687.49999997
2019-08-23,15350384000.0,96.0,159899833.33333334
2019-08-26,15805692000.000002,96.0,164642625.00000003
2019-08-27,15903257999.999998,96.0,165658937.49999997
2019-08-28,15789431000.000002,96.0,164473239.58333334
2019-08-29,15838214000.0,96.0,164981395.83333334
2019-08-30,15968302000.0,96.0,166336479.16666666
2019-09-03,15789431000.000002,5609000000.0,2.8150171153503303
2019-09-04,15789431000.000002,5609000000.0,2.8150171153503303
2019-09-05,15886997000.0,5609000000.0,2.8324116598324123
2019-09-06,16049606999.999998,5609000000.0,2.861402567302549
2019-09-09,15952041000.0,5609000000.0,2.844008022820467
2019-09-10,16358566000.0,5609000000.0,2.9164852914958104
2019-09-11,16488654000.0,5609000000.0,2.93967801747192
2019-09-12,16423610000.0,5609000000.0,2.928081654483865
2019-09-13,16618742000.000002,5609000000.0,2.9628707434480304
2019-09-16,15724387000.0,5609000000.0,2.8034207523622747
2019-09-17,15870736000.0,5609000000.0,2.8295125690853986
2019-09-18,15968302000.0,5609000000.0,2.846907113567481
2019-09-19,15919518999.999998,5609000000.0,2.838209841326439
2019-09-20,15708126000.0,5609000000.0,2.800521661615261
2019-09-23,15691865000.0,5609000000.0,2.7976225708682474
2019-09-24,15610560000.0,5609000000.0,2.7831271171331786
2019-09-25,15691865000.0,5609000000.0,2.7976225708682474
2019-09-26,15626821000.0,5609000000.0,2.7860262078801927
2019-09-27,15821953000.0,5609000000.0,2.820815296844357
2019-09-30,15854475000.0,5609000000.0,2.826613478338385
2019-10-01,15469090000.000002,5609000000.0,2.7579051524335894
2019-10-02,15258516000.0,5609000000.0,2.720362988054912
2019-10-03,15469090000.000002,5609000000.0,2.7579051524335894
2019-10-04,15371902000.0,5609000000.0,2.7405779996434303
2019-10-07,15209922000.0,5609000000.0,2.7116994116598323
2019-10-08,14950754000.0,5609000000.0,2.665493670886076
2019-10-09,15096536000.0,5609000000.0,2.691484400071314
2019-10-10,15096536000.0,5609000000.0,2.691484400071314
2019-10-11,15550080000.0,5609000000.0,2.7723444464253877
2019-10-14,15533882000.0,5609000000.0,2.769456587627028
2019-10-15,15533882000.0,5609000000.0,2.769456587627028
2019-10-16,15209922000.0,5609000000.0,2.7116994116598323
2019-10-17,15533882000.0,5609000000.0,2.769456587627028
2019-10-18,15533882000.0,5609000000.0,2.769456587627028
2019-10-21,15679664000.0,5609000000.0,2.795447316812266
2019-10-22,15647268000.0,5609000000.0,2.7896715992155463
2019-10-23,15728258000.000002,5609000000.0,2.8041108932073455
2019-10-24,15339506000.000002,5609000000.0,2.734802282046711
2019-10-25,15744456000.000002,5609000000.0,2.8069987520057054
2019-10-28,15517684000.0,5609000000.0,2.766568728828668
2019-10-29,15355704000.0,5609000000.0,2.7376901408450705
2019-10-30,15485288000.0,5609000000.0,2.7607930112319488
2019-10-31,15420496000.0,5609000000.0,2.7492415760385094
2019-11-01,15760654000.0,5609000000.0,2.8098866108040648
2019-11-04,16019822000.0,5609000000.0,2.8560923515778214
2019-11-05,16198000000.0,5609000000.0,2.8878587983597788
2019-11-06,16149406000.000002,5609000000.0,2.8791952219647
2019-11-07,15841643999.999998,5424200000.0,2.920549389771763
2019-11-08,15825446000.0,5424200000.0,2.917563142951956
2019-11-11,15890238000.0,5424200000.0,2.929508130231186
2019-11-12,15922634000.0,5424200000.0,2.9354806238708013
2019-11-13,15971228000.0,5424200000.0,2.944439364330224
2019-11-14,16117009999.999998,5424200000.0,2.971315585708491
2019-11-15,16230396000.0,5424200000.0,2.992219313447144
2019-11-18,16230396000.0,5424200000.0,2.992219313447144
2019-11-19,16424772000.0,5424200000.0,3.0280542752848345
2019-11-20,15922634000.0,5424200000.0,2.9354806238708013
2019-11-21,16036020000.0,5424200000.0,2.956384351609454
2019-11-22,16295188000.0,5424200000.0,3.0041643007263743
2019-11-25,16376178000.0,5424200000.0,3.019095534825412
2019-11-26,16440970000.0,5424200000.0,3.031040522104642
2019-11-27,16683940000.000002,5424200000.0,3.0758342244017554
2019-11-29,16619148000.0,5424200000.0,3.063889237122525
2019-12-02,16473366000.0,5424200000.0,3.0370130157442574
2019-12-03,16311386000.0,5424200000.0,3.007150547546182
2019-12-04,16489564000.0,5424200000.0,3.0399992625640646
2019-12-05,16732534000.0,5424200000.0,3.084792964861178
2019-12-06,16959306000.000002,5424200000.0,3.1266004203384834
2019-12-09,16894514000.0,5424200000.0,3.114655433059253
2019-12-10,16764930000.0,5424200000.0,3.0907654585007927
2019-12-11,16975504000.0,5424200000.0,3.1295866671582906
2019-12-12,17299464000.0,5424200000.0,3.189311603554441
2019-12-13,17105088000.0,5424200000.0,3.153476641716751
2019-12-16,17429048000.0,5424200000.0,3.2132015781129013
2019-12-17,17510038000.0,5424200000.0,3.228132812211939
2019-12-18,17445246000.0,5424200000.0,3.216187824932709
2019-12-19,17493840000.0,5424200000.0,3.2251465653921314
2019-12-20,17445246000.0,5424200000.0,3.216187824932709
2019-12-23,17672018000.0,5424200000.0,3.2579952804100145
2019-12-24,17477642000.0,5424200000.0,3.222160318572324
2019-12-26,17574830000.0,5424200000.0,3.240077799491169
2019-12-27,17736810000.0,5424200000.0,3.2699402676892446
2019-12-30,17574830000.0,5424200000.0,3.240077799491169
2019-12-31,17558632000.0,5424200000.0,3.2370915526713615
2020-01-02,17218474000.0,5424200000.0,3.1743803694554034
2020-01-03,16991702000.0,5424200000.0,3.1325729139780982
2020-01-06,16878316000.0,5424200000.0,3.1116691862394457
2020-01-07,16732534000.0,5424200000.0,3.084792964861178
2020-01-08,16797325999.999998,5424200000.0,3.0967379521404075
2020-01-09,16845920000.0,5424200000.0,3.1056966925998304
2020-01-10,16926909999.999998,5424200000.0,3.1206279266988677
2020-01-13,17315662000.0,5424200000.0,3.1922978503742487
2020-01-14,17202276000.0,5424200000.0,3.171394122635596
2020-01-15,17283266000.0,5424200000.0,3.1863253567346335
2020-01-16,17526236000.0,5424200000.0,3.2311190590317467
2020-01-17,17655820000.0,5424200000.0,3.255009033590207
2020-01-21,17331860000.0,5424200000.0,3.1952840971940564
2020-01-22,17380454000.0,5424200000.0,3.204242837653479
2020-01-23,17380454000.0,5424200000.0,3.204242837653479
2020-01-24,16991702000.0,5424200000.0,3.1325729139780982
2020-01-27,17445246000.0,5424200000.0,3.216187824932709
2020-01-28,17639622000.0,5424200000.0,3.2520227867703992
2020-01-29,17574830000.0,5424200000.0,3.240077799491169
2020-01-30,17542434000.0,5424200000.0,3.2341053058515543
2020-01-31,17153682000.0,5424200000.0,3.1624353821761733
2020-02-03,17299464000.0,5424200000.0,3.189311603554441
2020-02-04,17607226000.0,5424200000.0,3.2460502931307844
2020-02-05,17850196000.0,5424200000.0,3.290843995427897
2020-02-06,17833998000.0,5424200000.0,3.2878577486080895
2020-02-07,17526236000.0,5424200000.0,3.2311190590317467
2020-02-10,17510038000.0,5424200000.0,3.228132812211939
2020-02-11,17769206000.0,5339700000.0,3.327753619117179
2020-02-12,16959306000.000002,5339700000.0,3.176078431372549
2020-02-13,16457168000.0,5339700000.0,3.0820398149708783
2020-02-14,16538158000.000002,5339700000.0,3.097207333745342
2020-02-18,16538158000.000002,5339700000.0,3.097207333745342
2020-02-19,16489564000.0,5339700000.0,3.088106822480664
2020-02-20,16635346000.0,5339700000.0,3.1154083562746973
2020-02-21,16586752000.0,5339700000.0,3.1063078450100194
2020-02-24,16084614000.0,5339700000.0,3.012269228608349
2020-02-25,15663466000.0,5339700000.0,2.9333981309811414
2020-02-26,15809248000.0,5339700000.0,2.9606996647751744
2020-02-27,15323308000.000002,5339700000.0,2.869694552128397
2020-02-28,15096536000.0,5339700000.0,2.8272254995599004
2020-03-02,15857841999.999998,5339700000.0,2.9698001760398522
2020-03-03,15533882000.0,5339700000.0,2.9091301009420003
2020-03-04,15825446000.0,5339700000.0,2.963733168530067
2020-03-05,15209922000.0,5339700000.0,2.8484600258441484
2020-03-06,15096536000.0,5339700000.0,2.8272254995599004
2020-03-09,14383824000.000002,5339700000.0,2.6937513343446264
2020-03-10,14529606000.000002,5339700000.0,2.72105286813866
2020-03-11,12942202000.0,5339700000.0,2.423769500159185
2020-03-12,10852660000.0,5339700000.0,2.03244751577804
2020-03-13,11047036000.0,5339700000.0,2.068849560836751
2020-03-16,9637810000.0,5339700000.0,1.8049347341610953
2020-03-17,10091354000.0,5339700000.0,1.889872839298088
2020-03-18,10350522000.0,5339700000.0,1.9384088993763695
2020-03-19,12035114000.0,5339700000.0,2.2538932898851995
2020-03-20,11824540000.0,5339700000.0,2.214457741071596
2020-03-23,10723076000.0,5339700000.0,2.008179485738899
2020-03-24,12180896000.0,5339700000.0,2.281194823679233
2020-03-25,12488658000.0,5339700000.0,2.338831395022192
2020-03-26,13168974000.000002,5339700000.0,2.4662385527276816
2020-03-27,12634440000.0,5339700000.0,2.3661329288162256
2020-03-30,13411943999.999998,5339700000.0,2.5117411090510697
2020-03-31,13009781021.72,5339700000.0,2.436425458681199
2020-04-01,12593211678.66,5339700000.0,2.358411835619979
2020-04-02,13105912408.58,5339700000.0,2.454428602464558
2020-04-03,12561167883.039999,5339700000.0,2.3524107876921923
2020-04-06,13169999999.820002,5339700000.0,2.4664306983201305
2020-04-07,13025802919.53,5339700000.0,2.4394259826450924
2020-04-08,13634635036.31,5339700000.0,2.55344589327303
2020-04-09,14676058393.960001,5339700000.0,2.748479950926082
2020-04-13,14259489050.9,5339700000.0,2.6704663278648613
2020-04-14,14483795620.239998,5339700000.0,2.7124736633593645
2020-04-15,13858941605.65,5339700000.0,2.595453228767534
2020-04-16,13554525547.260002,5339700000.0,2.538443273453565
2020-04-17,14067226277.179998,5339700000.0,2.6344600402981437
2020-04-20,13842919707.84,5339700000.0,2.5924527048036405
2020-04-21,13234087591.06,5339700000.0,2.4784327941757027
2020-04-22,13394306569.16,5339700000.0,2.5084380338146337
2020-04-23,13153978102.010002,5339700000.0,2.4634301743562377
2020-04-24,13490437956.02,5339700000.0,2.5264411775979925
2020-04-27,13907007299.08,5339700000.0,2.604454800659213
2020-04-28,14451751824.619999,5339700000.0,2.7064726154315784
2020-04-29,14804233576.44,5339700000.0,2.772484142637227
2020-04-30,14371642335.570002,5339700000.0,2.6914699956121133
2020-05-01,13907007299.08,5339700000.0,2.604454800659213
2020-05-04,13923029196.89,5339700000.0,2.607455324623106
2020-05-05,13746788320.98,5339700000.0,2.5744495610202818
2020-05-06,13586569342.880001,5339700000.0,2.5444443213813512
2020-05-07,13794854014.41,5339700000.0,2.583451132911961
2020-05-08,14371642335.570002,5339700000.0,2.6914699956121133
2020-05-11,14147335766.23,4739000000.0,2.98529980296054
2020-05-12,14595948904.91,4739000000.0,3.0799638963726523
2020-05-13,14595948904.91,4739000000.0,3.0799638963726523
2020-05-14,14563905109.289999,4739000000.0,3.0732021754146444
2020-05-15,14579927007.1,4739000000.0,3.0765830358936483
2020-05-18,15445109488.84,4739000000.0,3.259149501759865
2020-05-19,15060583941.4,4739000000.0,3.1780088502637684
2020-05-20,15140693430.449999,4739000000.0,3.1949131526587884
2020-05-21,15188759123.880001,4739000000.0,3.2050557340958012
2020-05-22,15381021897.6,4739000000.0,3.245626059843849
2020-05-26,16021897810.0,4739000000.0,3.380860479004009
2020-05-27,15797591240.66,4739000000.0,3.3335284322979533
2020-05-28,16021897810.0,4739000000.0,3.380860479004009
2020-05-29,16358357664.010002,4739000000.0,3.4518585490630938
2020-06-01,16310291970.58,4739000000.0,3.4417159676260813
2020-06-02,16550620437.73,4739000000.0,3.4924288748111416
2020-06-03,16822992700.5,4739000000.0,3.54990350295421
2020-06-04,16871058393.929998,4739000000.0,3.5600460843912214
2020-06-05,17431824817.280003,4739000000.0,3.6783762011563628
2020-06-08,16822992700.5,4739000000.0,3.54990350295421
2020-06-09,16342335766.199999,4739000000.0,3.4484776885840893
2020-06-10,15733503649.42,4739000000.0,3.3200049903819373
2020-06-11,14724124087.39,4739000000.0,3.1070107802046842
2020-06-12,15717481751.61,4739000000.0,3.3166241299029333
2020-06-15,16342335766.199999,4739000000.0,3.4484776885840893
2020-06-16,16438467153.06,4739000000.0,3.4687628514581132
2020-06-17,16454489050.869999,4739000000.0,3.4721437119371172
2020-06-18,16470510948.679998,4739000000.0,3.4755245724161212
2020-06-19,16518576642.11,4739000000.0,3.4856671538531336
2020-06-22,16454489050.869999,4739000000.0,3.4721437119371172
2020-06-23,16406423357.44,4739000000.0,3.4620011305001057
2020-06-24,15957810218.760002,4739000000.0,3.3673370370879936
2020-06-25,16037919707.81,4739000000.0,3.384241339483013
2020-06-26,15493175182.27,4739000000.0,3.269292083196877
2020-06-29,15941788320.949999,4739000000.0,3.363956176608989
2020-07-02,16983211678.6,4739000000.0,3.5837121077442498
2020-07-06,17223540145.75,4739000000.0,3.63442501492931
2020-07-07,17015255474.22,4739000000.0,3.5904738287022577
2020-07-08,16742883211.449999,4739000000.0,3.5329992005591895
2020-07-09,16614708028.97,4739000000.0,3.5059523167271576
2020-07-10,16839014598.31,4739000000.0,3.553284363433214
2020-07-13,16678795620.210001,4739000000.0,3.519475758643174
2020-07-14,16999233576.41,4739000000.0,3.5870929682232537
2020-07-15,17143430656.699999,4739000000.0,3.6175207125342896
2020-07-16,17223540145.75,4739000000.0,3.63442501492931
2020-07-17,17255583941.37,4739000000.0,3.6411867358873176
2020-07-23,17327682481.515,4739000000.0,3.6564006080428357
