date,close price,NDAQ_SHE,NDAQ_TA,NDAQ_TL,market cap,PB Ratio
2002-03-28,,518388000.0,1326251000.0,508934000.0,,
2002-05-15,,239767000.0,1105243000.0,492775000.0,,
2002-07-01,15.0,239767000.0,1105243000.0,492775000.0,1528857142845.0,6376.428544566183
2002-07-02,15.13,239767000.0,1105243000.0,492775000.0,1542107238082.99,6431.690925285757
2002-07-03,15.0,239767000.0,1105243000.0,492775000.0,1528857142845.0,6376.428544566183
2002-07-05,15.0,239767000.0,1105243000.0,492775000.0,1528857142845.0,6376.428544566183
2002-07-08,14.0,239767000.0,1105243000.0,492775000.0,1426933333322.0,5951.333308261771
2002-07-09,15.5,239767000.0,1105243000.0,492775000.0,1579819047606.5,6588.976162718389
2002-07-10,15.5,239767000.0,1105243000.0,492775000.0,1579819047606.5,6588.976162718389
2002-07-11,15.5,239767000.0,1105243000.0,492775000.0,1579819047606.5,6588.976162718389
2002-07-12,15.0,239767000.0,1105243000.0,492775000.0,1528857142845.0,6376.428544566183
2002-07-15,12.75,239767000.0,1105243000.0,492775000.0,1299528571418.25,5419.964262881255
2002-07-16,12.5,239767000.0,1105243000.0,492775000.0,1274047619037.5,5313.690453805152
2002-07-17,12.5,239767000.0,1105243000.0,492775000.0,1274047619037.5,5313.690453805152
2002-07-18,11.75,239767000.0,1105243000.0,492775000.0,1197604761895.25,4994.869026576844
2002-07-19,10.5,239767000.0,1105243000.0,492775000.0,1070199999991.5,4463.499981196328
2002-07-22,10.2,239767000.0,1105243000.0,492775000.0,1039622857134.6,4335.971410305005
2002-07-23,10.2,239767000.0,1105243000.0,492775000.0,1039622857134.6,4335.971410305005
2002-07-24,10.5,239767000.0,1105243000.0,492775000.0,1070199999991.5,4463.499981196328
2002-07-25,10.15,239767000.0,1105243000.0,492775000.0,1034526666658.4501,4314.716648489784
2002-07-26,10.15,239767000.0,1105243000.0,492775000.0,1034526666658.4501,4314.716648489784
2002-07-29,11.1,239767000.0,1105243000.0,492775000.0,1131354285705.3,4718.557122978976
2002-07-30,11.5,239767000.0,1105243000.0,492775000.0,1172123809514.5,4888.595217500741
2002-07-31,12.0,239767000.0,1105243000.0,492775000.0,1223085714276.0,5101.142835652947
2002-08-01,11.8,239767000.0,1105243000.0,492775000.0,1202700952371.4001,5016.123788392065
2002-08-02,11.8,239767000.0,1105243000.0,492775000.0,1202700952371.4001,5016.123788392065
2002-08-05,11.85,239767000.0,1105243000.0,492775000.0,1207797142847.55,5037.378550207285
2002-08-06,12.0,239767000.0,1105243000.0,492775000.0,1223085714276.0,5101.142835652947
2002-08-07,12.05,239767000.0,1105243000.0,492775000.0,1228181904752.1501,5122.397597468168
2002-08-08,12.1,239767000.0,1105243000.0,492775000.0,1233278095228.3,5143.652359283388
2002-08-09,12.15,239767000.0,1105243000.0,492775000.0,1238374285704.45,5164.907121098608
2002-08-12,12.15,239767000.0,1105243000.0,492775000.0,1238374285704.45,5164.907121098608
2002-08-13,12.2,239767000.0,1105243000.0,492775000.0,1243470476180.5999,5186.161882913828
2002-08-14,12.2,254129000000.0,1233189000000.0,645034000000.0,1243470476180.5999,4.893067993737826
2002-08-15,12.1,254129000000.0,1233189000000.0,645034000000.0,1233278095228.3,4.852960879035058
2002-08-16,12.15,254129000000.0,1233189000000.0,645034000000.0,1238374285704.45,4.873014436386441
2002-08-19,11.65,254129000000.0,1233189000000.0,645034000000.0,1187412380942.95,4.672478862872596
2002-08-20,11.6,254129000000.0,1233189000000.0,645034000000.0,1182316190466.8,4.652425305521212
2002-08-21,11.75,254129000000.0,1233189000000.0,645034000000.0,1197604761895.25,4.712585977575365
2002-08-22,11.0,254129000000.0,1233189000000.0,645034000000.0,1121161904753.0,4.411782617304597
2002-08-23,11.1,254129000000.0,1233189000000.0,645034000000.0,1131354285705.3,4.451889732007366
2002-08-26,10.87,254129000000.0,1233189000000.0,645034000000.0,1107911809515.01,4.359643368190998
2002-08-27,10.51,254129000000.0,1233189000000.0,645034000000.0,1071219238086.73,4.215257755261029
2002-08-28,10.1,254129000000.0,1233189000000.0,645034000000.0,1029430476182.2999,4.050818584979675
2002-08-29,10.2,254129000000.0,1233189000000.0,645034000000.0,1039622857134.6,4.090925699682445
2002-08-30,10.0,254129000000.0,1233189000000.0,645034000000.0,1019238095230.0,4.010711470276907
2002-09-03,9.9,254129000000.0,1233189000000.0,645034000000.0,1009045714277.7001,3.970604355574138
2002-09-04,9.3,254129000000.0,1233189000000.0,645034000000.0,947891428563.9,3.7299616673575233
2002-09-05,9.3,254129000000.0,1233189000000.0,645034000000.0,947891428563.9,3.7299616673575233
2002-09-06,9.7,254129000000.0,1233189000000.0,645034000000.0,988660952373.1,3.890390126168599
2002-09-09,9.8,254129000000.0,1233189000000.0,645034000000.0,998853333325.4,3.9304972408713685
2002-09-10,9.9,254129000000.0,1233189000000.0,645034000000.0,1009045714277.7001,3.970604355574138
2002-09-11,10.05,254129000000.0,1233189000000.0,645034000000.0,1024334285706.15,4.030765027628291
2002-09-12,9.9,254129000000.0,1233189000000.0,645034000000.0,1009045714277.7001,3.970604355574138
2002-09-13,9.94,254129000000.0,1233189000000.0,645034000000.0,1013122666658.62,3.986647201455245
2002-09-16,10.0,254129000000.0,1233189000000.0,645034000000.0,1019238095230.0,4.010711470276907
2002-09-17,9.9,254129000000.0,1233189000000.0,645034000000.0,1009045714277.7001,3.970604355574138
2002-09-18,9.87,254129000000.0,1233189000000.0,645034000000.0,1005987999992.0099,3.9585722211633065
2002-09-19,9.8,254129000000.0,1233189000000.0,645034000000.0,998853333325.4,3.9304972408713685
2002-09-20,9.4,254129000000.0,1233189000000.0,645034000000.0,958083809516.2001,3.7700687820602927
2002-09-23,9.7,254129000000.0,1233189000000.0,645034000000.0,988660952373.1,3.890390126168599
2002-09-24,9.4,254129000000.0,1233189000000.0,645034000000.0,958083809516.2001,3.7700687820602927
2002-09-25,9.6,254129000000.0,1233189000000.0,645034000000.0,978468571420.7999,3.85028301146583
2002-09-26,9.7,254129000000.0,1233189000000.0,645034000000.0,988660952373.1,3.890390126168599
2002-09-27,9.49,254129000000.0,1233189000000.0,645034000000.0,967256952373.27,3.8061651852927842
2002-09-30,9.35,254129000000.0,1233189000000.0,645034000000.0,952987619040.0499,3.7500152247089074
2002-10-01,9.5,254129000000.0,1233189000000.0,645034000000.0,1024290000.0,0.00403059076295897
2002-10-02,9.47,254129000000.0,1233189000000.0,645034000000.0,1021055400.0000001,0.004017862581602257
2002-10-03,9.55,254129000000.0,1233189000000.0,645034000000.0,1029681000.0000001,0.004051804398553491
2002-10-04,9.55,254129000000.0,1233189000000.0,645034000000.0,1029681000.0000001,0.004051804398553491
2002-10-07,9.5,254129000000.0,1233189000000.0,645034000000.0,1024290000.0,0.00403059076295897
2002-10-08,9.25,254129000000.0,1233189000000.0,645034000000.0,997335000.0,0.0039245225849863655
2002-10-09,9.0,254129000000.0,1233189000000.0,645034000000.0,970380000.0,0.0038184544070137606
2002-10-10,9.0,254129000000.0,1233189000000.0,645034000000.0,970380000.0,0.0038184544070137606
2002-10-11,9.0,254129000000.0,1233189000000.0,645034000000.0,970380000.0,0.0038184544070137606
2002-10-14,8.99,254129000000.0,1233189000000.0,645034000000.0,969301800.0,0.0038142116798948566
2002-10-15,8.65,254129000000.0,1233189000000.0,645034000000.0,932643000.0,0.0036699589578521145
2002-10-16,8.35,254129000000.0,1233189000000.0,645034000000.0,900297000.0,0.003542677144284989
2002-10-17,8.25,254129000000.0,1233189000000.0,645034000000.0,889515000.0,0.0035002498730959475
2002-10-18,8.25,254129000000.0,1233189000000.0,645034000000.0,889515000.0,0.0035002498730959475
2002-10-21,8.05,254129000000.0,1233189000000.0,645034000000.0,867951000.0000001,0.0034153953307178644
2002-10-22,8.0,254129000000.0,1233189000000.0,645034000000.0,862560000.0,0.003394181695123343
2002-10-23,7.8,254129000000.0,1233189000000.0,645034000000.0,840996000.0,0.0033093271527452595
2002-10-24,7.25,254129000000.0,1233189000000.0,645034000000.0,781695000.0,0.0030759771612055295
2002-10-25,7.2,254129000000.0,1233189000000.0,645034000000.0,776304000.0,0.0030547635256110085
2002-10-28,7.0,254129000000.0,1233189000000.0,645034000000.0,754740000.0,0.002969908983232925
2002-10-29,7.75,254129000000.0,1233189000000.0,645034000000.0,835605000.0,0.0032881135171507385
2002-10-30,7.55,254129000000.0,1233189000000.0,645034000000.0,814041000.0,0.003203258974772655
2002-10-31,7.5,254129000000.0,1233189000000.0,645034000000.0,808650000.0,0.003182045339178134
2002-11-01,7.5,254129000000.0,1233189000000.0,645034000000.0,808650000.0,0.003182045339178134
2002-11-04,7.5,254129000000.0,1233189000000.0,645034000000.0,808650000.0,0.003182045339178134
2002-11-05,7.5,254129000000.0,1233189000000.0,645034000000.0,808650000.0,0.003182045339178134
2002-11-06,7.6,254129000000.0,1233189000000.0,645034000000.0,819432000.0,0.0032244726103671756
2002-11-07,7.5,254129000000.0,1233189000000.0,645034000000.0,808650000.0,0.003182045339178134
2002-11-08,7.5,254129000000.0,1233189000000.0,645034000000.0,808650000.0,0.003182045339178134
2002-11-11,7.9,254129000000.0,1233189000000.0,645034000000.0,851778000.0,0.003351754423934301
2002-11-12,7.9,254129000000.0,1233189000000.0,645034000000.0,851778000.0,0.003351754423934301
2002-11-13,8.38,254129000000.0,1233189000000.0,645034000000.0,903531600.0000001,0.003555405325641702
2002-11-14,8.45,266034000000.0,1191554000000.0,646475000000.0,911078999.9999999,0.003424671282618011
2002-11-15,8.4,266034000000.0,1191554000000.0,646475000000.0,905688000.0,0.0034044069555019285
2002-11-18,8.5,266034000000.0,1191554000000.0,646475000000.0,916470000.0,0.003444935609734094
2002-11-19,8.27,266034000000.0,1191554000000.0,646475000000.0,891671400.0,0.003351719705000113
2002-11-20,8.4,266034000000.0,1191554000000.0,646475000000.0,905688000.0,0.0034044069555019285
2002-11-21,8.4,266034000000.0,1191554000000.0,646475000000.0,905688000.0,0.0034044069555019285
2002-11-22,8.4,266034000000.0,1191554000000.0,646475000000.0,905688000.0,0.0034044069555019285
2002-11-25,8.4,266034000000.0,1191554000000.0,646475000000.0,905688000.0,0.0034044069555019285
2002-11-26,9.3,266034000000.0,1191554000000.0,646475000000.0,1002726000.0000001,0.0037691648435914213
2002-11-27,10.0,266034000000.0,1191554000000.0,646475000000.0,1078200000.0,0.004052865423216582
2002-11-29,10.0,266034000000.0,1191554000000.0,646475000000.0,1078200000.0,0.004052865423216582
2002-12-02,10.15,266034000000.0,1191554000000.0,646475000000.0,1094373000.0,0.0041136584045648305
2002-12-03,10.15,266034000000.0,1191554000000.0,646475000000.0,1094373000.0,0.0041136584045648305
2002-12-04,10.05,266034000000.0,1191554000000.0,646475000000.0,1083591000.0,0.004073129750332664
2002-12-05,10.5,266034000000.0,1191554000000.0,646475000000.0,1132110000.0,0.0042555086943774105
2002-12-06,10.7,266034000000.0,1191554000000.0,646475000000.0,1153674000.0,0.004336566002841742
2002-12-09,10.45,266034000000.0,1191554000000.0,646475000000.0,1126719000.0,0.004235244367261327
2002-12-10,10.6,266034000000.0,1191554000000.0,646475000000.0,1142892000.0,0.004296037348609576
2002-12-11,10.6,266034000000.0,1191554000000.0,646475000000.0,1142892000.0,0.004296037348609576
2002-12-12,11.1,266034000000.0,1191554000000.0,646475000000.0,1196802000.0,0.004498680619770406
2002-12-13,11.0,266034000000.0,1191554000000.0,646475000000.0,1186020000.0,0.004458151965538239
2002-12-16,11.05,266034000000.0,1191554000000.0,646475000000.0,1191411000.0,0.0044784162926543225
2002-12-17,11.01,266034000000.0,1191554000000.0,646475000000.0,1187098200.0,0.004462204830961456
2002-12-18,11.05,266034000000.0,1191554000000.0,646475000000.0,1191411000.0,0.0044784162926543225
2002-12-19,11.05,266034000000.0,1191554000000.0,646475000000.0,1191411000.0,0.0044784162926543225
2002-12-20,10.5,266034000000.0,1191554000000.0,646475000000.0,1132110000.0,0.0042555086943774105
2002-12-23,10.8,266034000000.0,1191554000000.0,646475000000.0,1164456000.0,0.004377094657073908
2002-12-24,10.8,266034000000.0,1191554000000.0,646475000000.0,1164456000.0,0.004377094657073908
2002-12-26,10.5,266034000000.0,1191554000000.0,646475000000.0,1132110000.0,0.0042555086943774105
2002-12-27,10.5,266034000000.0,1191554000000.0,646475000000.0,1132110000.0,0.0042555086943774105
2002-12-30,10.52,266034000000.0,1191554000000.0,646475000000.0,1134266400.0,0.004263614425223844
2002-12-31,10.0,266034000000.0,1191554000000.0,646475000000.0,1078200000.0,0.004052865423216582
2003-01-02,10.25,266034000000.0,1191554000000.0,646475000000.0,1315075000.0,0.004943259132291361
2003-01-03,10.25,266034000000.0,1191554000000.0,646475000000.0,1315075000.0,0.004943259132291361
2003-01-06,10.4,266034000000.0,1191554000000.0,646475000000.0,1334320000.0,0.005015599509837088
2003-01-07,10.3,266034000000.0,1191554000000.0,646475000000.0,1321490000.0,0.00496737259147327
2003-01-08,10.2,266034000000.0,1191554000000.0,646475000000.0,1308660000.0,0.0049191456731094525
2003-01-09,9.5,266034000000.0,1191554000000.0,646475000000.0,1218850000.0,0.004581557244562725
2003-01-10,9.25,266034000000.0,1191554000000.0,646475000000.0,1186775000.0,0.00446098994865318
2003-01-13,10.01,266034000000.0,1191554000000.0,646475000000.0,1284283000.0,0.004827514528218197
2003-01-14,9.2,266034000000.0,1191554000000.0,646475000000.0,1180360000.0,0.004436876489471271
2003-01-15,9.8,266034000000.0,1191554000000.0,646475000000.0,1257340000.0,0.004726237999654179
2003-01-16,9.75,266034000000.0,1191554000000.0,646475000000.0,1250925000.0,0.0047021245404722705
2003-01-17,9.5,266034000000.0,1191554000000.0,646475000000.0,1218850000.0,0.004581557244562725
2003-01-21,9.5,266034000000.0,1191554000000.0,646475000000.0,1218850000.0,0.004581557244562725
2003-01-22,9.35,266034000000.0,1191554000000.0,646475000000.0,1199605000.0,0.004509216867016998
2003-01-23,9.25,266034000000.0,1191554000000.0,646475000000.0,1186775000.0,0.00446098994865318
2003-01-24,9.2,266034000000.0,1191554000000.0,646475000000.0,1180360000.0,0.004436876489471271
2003-01-27,9.29,266034000000.0,1191554000000.0,646475000000.0,1191907000.0,0.004480280715998707
2003-01-28,9.2,266034000000.0,1191554000000.0,646475000000.0,1180360000.0,0.004436876489471271
2003-01-29,9.11,266034000000.0,1191554000000.0,646475000000.0,1168813000.0,0.004393472262943834
2003-01-30,9.1,266034000000.0,1191554000000.0,646475000000.0,1167530000.0,0.004388649571107453
2003-01-31,9.1,266034000000.0,1191554000000.0,646475000000.0,1167530000.0,0.004388649571107453
2003-02-03,9.1,266034000000.0,1191554000000.0,646475000000.0,1167530000.0,0.004388649571107453
2003-02-04,9.2,266034000000.0,1191554000000.0,646475000000.0,1180360000.0,0.004436876489471271
2003-02-05,9.1,266034000000.0,1191554000000.0,646475000000.0,1167530000.0,0.004388649571107453
2003-02-06,9.08,266034000000.0,1191554000000.0,646475000000.0,1164964000.0,0.004379004187434689
2003-02-07,9.19,266034000000.0,1191554000000.0,646475000000.0,1179077000.0,0.004432053797634889
2003-02-10,9.0,266034000000.0,1191554000000.0,646475000000.0,1154700000.0,0.004340422652743634
2003-02-11,8.1,266034000000.0,1191554000000.0,646475000000.0,1039230000.0,0.003906380387469271
2003-02-12,7.9,266034000000.0,1191554000000.0,646475000000.0,1013570000.0,0.0038099265507416345
2003-02-13,8.0,266034000000.0,1191554000000.0,646475000000.0,1026400000.0,0.003858153469105453
